http://movie.douban.com/subject/1960302/	太极宗师
(3星)	 女主太丑            
(4星)	 好看，，，，，，，，            
(5星)	 这个很经典            
(NA)	 好看。怀念。            
(NA)	 只记得主角去闯那个N层塔的时候有一层是地面很滑的 = =            
(5星)	 我这辈子看的第一部电视剧，我爸这辈子看的唯一一部电视剧。意义重大。            
(4星)	 看到耍太极的就能想到这片子。            
(4星)	 小时候很喜欢            
(4星)	 哈哈哈哈哈哈，那时我的爱！            
(5星)	 喜欢~~            
(4星)	 儿时回忆 闯楼那段印象很深            
(5星)	 吃晚饭必看啊            
(5星)	 看过无数遍……女扮男装太爽了……            
(4星)	 那时看完之后就想练太极，还没事老装一桶水在桶里两手顺时针来，逆时针去的打圈圈，想着有一天能把桶打破……小时候真傻。            
(4星)	 那时吴京多可爱。            
(5星)	 虽然吴京不是我本命  但我也是吴京的脑残粉啊。。。。。            
(4星)	 因为此片，爱上吴京            
(5星)	 代表儿时的英雄情怀            
(5星)	 我小时候的记忆啊            
(5星)	 看了很多遍。其实我哥比我更爱这部。哈哈哈哈。            
(4星)	 这个时候认识吴京的。            
(3星)	 吴京也老了~时光匆匆呐~            
(4星)	 “神拳”杨露禅VS董海川~看了神机的龙蛇演义后看的更明白了            
(4星)	 也是童年的回忆            
(4星)	 喜欢吴京从这里开始~            
(3星)	 。            
(NA)	 中国的国粹表现最好之一            
(4星)	 只记得闯关的那集            
(NA)	 根正苗红的吴京小弟。主题曲不错，故事也很不错，那时候的风味啊。            
(5星)	 小时候经典啊            
(5星)	 当年的吴京那么可爱  现在依然可爱            
(NA)	 应该是看的吴京的第一部剧吧~            
(5星)	 嚼呢···这个都被你发现了····            
(4星)	 现在的眼光不太欣赏得了，献给童年的记忆            
(3星)	 吴京，什么时候才能轮到你啊            
(5星)	 小时候如痴如醉，差点就跑去练太极了。当时的电视剧，大气之作比比皆是，比现在的偶像剧，不知道好几百倍！            
(5星)	 小时候看的，蛮好的            
(4星)	 曾经很迷            
(3星)	 那时候的吴京多年轻啊            
(3星)	 这片子就是为吴京量身定做的            
(4星)	 女主角现在已经难看的不得了了，比红姐都差远了。            
(4星)	 当年感觉吴京好帅气啊啊            
(4星)	 呵呵  吴京  刚又在新少林寺上看到了  稚气尽脱  好有大师风范！！            
(5星)	 吴京成名作            
(5星)	 值得一看，记忆中是小学的暑假中播出的，每天从培训班画完画回来就搬个小板凳坐在电视机前等着播出~~~            
(4星)	 看这个认识的吴京            
(4星)	 依稀记得电视剧的歌曲很好听。。。小时候很喜欢这部电视剧。。。            
(5星)	 那时候吴京真纯朴啊。故事舒服而励志。对主题曲印象深刻。            
(4星)	 很不错。            
(NA)	 噗哈哈哈，这个也翻到了囧            
(NA)	 小的时候好迷啊~            
(NA)	 上初中了，喜欢吴京。            
(4星)	 小时候超喜欢的一部电视剧, 直到现在都能清楚记得一些镜头.             
(5星)	 喜欢喜欢啊，，我15岁的时候看的，到现在还是很喜欢的~ 杨玉乾。。            
(4星)	 小时候特别喜欢，主题曲现在听来也仍然很有味道。            
(4星)	 喵了个咪，原来小时候看了这么多电视剧。。。            
(5星)	 挺励志的，有意思。            
(4星)	 杨玉乾            
(4星)	 我老喜欢吴京了            
(5星)	 少年的记忆啊，标准的武打连续剧，动作太帅了。。。还有青涩的吴京，让人敬畏的于海师傅，有时间一定要重温一下            
(5星)	 正太的吴京，帅            
(4星)	 看听完主题歌，还哼着呢            
(5星)	 经典的电视剧            
(4星)	 片子太老情节镜头一般但是……太极拳好美丽啊啊啊啊啊啊啊啊啊啊！！！！！！！！！！！！！！！            
(3星)	 小时候老爸买的VCD，看了好几遍，不错啦            
(4星)	 心中的经典···            
(5星)	 今天做梦突然想到了。某年的夏天十分的痴迷，还有淤紫事件，那时似乎还是一个阶段性的孤寂时光，但并未因此不快反而完全地沉浸其中。似乎吴京现在并未有像当年刚火时所展现出来的那股星运劲头，一是动作片的现状，二也在于我终究是没有延续那个夏天电视迷的生活轨迹，也就缺少了关注            
(NA)	 这个版本还是看过的局里面的台播的            
(5星)	 片尾曲给力啊当年。            
(NA)	 小时候的回忆            
(5星)	 吴京哥哥你不知道当年我有多喜欢你！！可为什么你到现在还没有成为继李连杰赵文卓之后中国武侠片的帅哥接班人啊反而还越来越大叔相了呢为什么啊？！            
(5星)	 好            
(4星)	 也是以前喜欢的一部            
(5星)	 吴京、帅吖、            
(4星)	 我当时迷死这部戏了，除了对女演员长相微不满......            
(NA)	 向我最早看的古装武打剧致敬!!            
(5星)	 肯定不是03年的剧 小编写错了吧            
(5星)	 回忆的是最好的            
(4星)	 小的时候很喜欢            
(5星)	 从这里喜欢上吴京，超帅！            
(4星)	 印象深刻，很喜欢~            
(4星)	 很棒啊，从小就看            
(5星)	 打小就喜欢看女扮男装的桥段。            
(5星)	 小时候的最爱！那时候觉得女猪脚好漂亮、、、            
(5星)	 当时很是喜欢。            
(4星)	 我非常喜欢片尾曲，那时候天天追着看的呀。。樊亦敏怎么就这样消失了呢，红姨很好看的说，吴京很干净，憨憨的。            
(4星)	 儿时的记忆。不解释            
(3星)	 就靠這個認識吳京            
(5星)	 突然想起它来 劳资当年是多么心水杨昱乾啊            
(4星)	 无比怨念没看到结局啊            
(3星)	 小时候觉得贼好看。            
(5星)	 那时眼中的吴京堪比少林寺的李连杰            
(4星)	 这部片子开始喜欢吴京，尤其喜欢男主和女主的那段恋爱，女主一次穿女装出现在男主面前的场景至今还记得。。。话说我还真是早熟=_=            
(5星)	 又一个我深爱的男人~~            
(4星)	 吴京那时年纪很小 很嫩            
(4星)	 吴京好萌@@            
(5星)	 当时身为文娱委员的我起歌都是这个的片头曲，热血尽，化尘与土...            
(NA)	 让当年的我认识了“昱”字……            
(NA)	 靠我一边写作业一边看的广西台，然后间歇放的是农药和猪饲料的广告！！！！！！！            
(5星)	 从此喜欢上了女扮男装的情节！            
(5星)	 超经典！武打写实唯美，人物清新自然。            
(4星)	 追着看当时~            
(5星)	 吴京的功夫打得很漂亮~            
(5星)	 怀念！主题歌真好听            
(3星)	 为了吴京！            
(NA)	 “最是那回眸一笑，惹得百花报春早~”            
(4星)	 小时和哥哥一起看的，长城练太极好有意境呀            
(NA)	 英雄谁属，非我莫属。除此之外就是简单打BOSS晋级游戏。            
(5星)	 还记的片头曲 英雄谁属非我莫属            
(4星)	 初三99班 某男同学最爱这个主题曲“唔吖子喂 千里江山...只为博你嫣然一睹” 那样的好时光是再也没有了。            
(4星)	 小时候看的电视剧，印象灰常深~            
(4星)	 是小学毕业那个暑假看的。我记性真好：）            
(4星)	 小时候心中的最爱啊。。一去不复返。。。可爱滴吴京~            
(3星)	 那时觉得男主角还可以，现在不行了            
(5星)	 很多年前喜欢的            
(4星)	 这是袁和平指导的？现在才知道 当时特爱吴京             
(5星)	 当年是有多爱他!!!            
(3星)	 就记得在水缸里打水……以至于一度我觉得我也有希望成为武林高手……            
(4星)	 迷恋吴京            
(5星)	 俘获万千少女的芳心~~~从此一发不可收拾！            
(4星)	 全家人一起看。            
(4星)	 小学的时候看的，当时好喜欢男女主角。            
(5星)	 这部应该得五星            
(5星)	 我靠 小时候爱死了。。             
(4星)	 邀月同住青山深处            
(4星)	 小时候超级喜欢啊。。。。            
(NA)	 擦 为什么吴京不红！！！            
(3星)	 很色的啊  哈哈              
(4星)	 初中看的了            
(NA)	 这个影响深刻啊  小学的剧 喜欢吴京！            
(2星)	 这么爱看电视的我，那段时间真的没什么电视节目，但是这个就是一集也看不完            
(5星)	 我的童年            
(5星)	 T T小小时候最喜欢的电视剧啊！！还不识字呢，就记得杨玉乾这个名字，将信将疑念念不忘..呜呜，感动...            
(3星)	 早年的吴京            
(4星)	 那时候觉得吴京特别帅            
(NA)	 怀念            
(4星)	 塔里那段很喜欢            
(5星)	 里面的武术动作太精彩            
(4星)	 小时候看的，现在几乎忘了            
(NA)	 都是好小的时候看的了~看着真亲切~~~~~            
(4星)	 话说能让记住吴京的，这么多年只有这部戏。片头曲很好听喔。            
(3星)	 回忆            
(4星)	 小时候很爱看的~就记得很小温暖~            
(3星)	 吴京啊~~            
(NA)	 当初大火啊。。。            
(3星)	 当年熬夜看完的！            
(5星)	 超经典。            
(4星)	 其实这片子拍的真不错。小时候很喜欢。            
(4星)	 那时候 我超爱女扮男装的樊亦敏的。。。            
(3星)	 吴京！！            
(5星)	 小时候的回忆，吴京干净又可爱            
(4星)	 吴京很帅&gt;&lt;            
(4星)	 英雄谁属，太极宗师。            
(4星)	 当年的吴京同学，一身白衫，帅得一塌糊涂。卞留念先生的片头曲《英雄谁属》一听前奏就让人热血沸腾，仿佛眼前万马千军奔腾而来！朱桦的片尾曲《情缘不了》也是心头大爱啊。很丢人的是，我直到不久以前，还一直以为女主是梁咏琪饰演的来着。            
(3星)	 小时侯可喜欢了            
(3星)	 小时候我特喜欢看~            
(4星)	 吴京那时演得真好呀！            
(5星)	 非常喜欢其中的武打镜头！！主题曲也不错。最近回顾ing...            
(4星)	 吴京吴京            
(NA)	 这个是我初中的时候的吧...             
(4星)	 吴京最帅的时候，然后就衰了。。。唉            
(4星)	 小时候的回忆，主题曲尤其记忆深刻            
(4星)	 喜欢他在村子里那段时光……            
(4星)	 片尾曲一直在我脑内循环，7年了啊！！！            
(3星)	 感觉是吴京较早的片子，感觉不是很好，故事情节也很拖沓，可能是因为当时年纪太小了，所以冲着武打的镜头，还是坚持收看下去了。里面的端王这个角色断断续续地一直存在着，我觉得刻画的很好。            
(4星)	 挺不错的            
(4星)	 很小时候看的。            
(4星)	 很喜欢            
(3星)	 挺不喜欢的一个演员（吴京的脸太少儿了）和挺不喜欢的一个电视剧，但是那时候没啥看的，就看了            
(5星)	 当年觉得好看，就是女主角丑点。            
(5星)	 最喜欢这个里面的吴京            
(3星)	 吴京佳作。            
(3星)	 这时候的吴京还可一看。            
(4星)	 我当时超喜欢吴京            
(5星)	 年少的时光最喜欢的片子，对我有特别的意义，那个曾经一起讨论的小男生，你再看起这个片子的时候，会不会想起我？            
(5星)	 当年看的如痴如醉，非常喜欢            
(5星)	 那个时候的武打片看着真是养眼，手工制作非电脑特技可以比拟            
(NA)	 武打很爽，记得吴京闯关时，第二天伙伴们一直在讨论最顶层是谁？现在竟忘了。            
(4星)	 吴京的微笑啊，沉沦了。。            
(4星)	 这个故事告诉我们，刻苦学习是正经事            
(4星)	 那时的吴京可真帅呀            
(4星)	 后来太极考试我过了。            
(3星)	 就是那个时候喜欢吴京的            
(4星)	 当时很喜欢的.            
(5星)	 小时候大爱这部剧，还有那种与“假小子”富家女不期而遇的爱情，啊，廋不鸟呢~征服这种霸道小姐，然后变身贴心妻子的快感，不言而喻。而且是从这里认识并喜欢上吴京的。另，话说剧中女主男装女装都不错，我都爱 !            
(4星)	 吴京和少琪，赞啊            
(4星)	 寝室的入党积极分子在凑人头练太极，聊到了太极宗师。想到这部片子我是看过的，在那个只有电视供消遣的年代。至少当时是觉得很赞的。            
(4星)	 经典            
(4星)	 哎哟，就是这部戏记住了吴京，虽然他就是红不起来，还是挺他！            
(5星)	 吴京这小伙还是蛮可爱的，就是后来没怎么出名            
(4星)	 记得诗表妹长得好看            
(3星)	 很惊异拍得这么冗长。            
(5星)	 太极拳演绎的很真实            
(4星)	 非常喜欢过。            
(NA)	 。。。。。。            
(5星)	 眼泪哗哗的            
(5星)	 记得当年时光。            
(5星)	 动作太美了，就按这个练！            
(5星)	 经典            
(4星)	 主题曲不错啊            
(5星)	 小时候看的，当时觉得很经典，很喜欢片头曲，剧情喜欢在塔里闯关那块~~哈哈            
(3星)	 陈氏太极。不停地比武是一个固定模式吗？周比利这家伙演的王爷也不算特别小的小人嘛            
(4星)	 我基本没看过什么电视剧。当年白白净净的小吴京。            
(5星)	 当时半夜三点演我也看            
(4星)	 小时候觉得打的很好看            
(4星)	 我喜欢里面的曲子            
(4星)	 当年那是超爱的~            
(4星)	 当年迷得不行            
(3星)	 热血尽，化尘与土，只为博你，嫣然一睹            
(5星)	 喜欢            
(3星)	 歌曲好听            
(1星)	 天已莫，哈哈            
(4星)	 很不错！主题曲也很喜欢！            
(3星)	 OP美            
(4星)	 那会儿吴京是咱暗恋对象            
(4星)	 十年前的好片子。吴京的笑容，很孩子气。            
(3星)	 英雄谁属？非我莫属！            
(3星)	 我喜欢吴京~~哈哈哈            
(NA)	 初中的时候看的，断断续续就看了一点点，也没有印象了，现在也不想回头去看了。            
(3星)	 主要是喜欢主题曲            
(4星)	 小时候多喜欢的连续剧啊~            
(5星)	 小吴。            
(4星)	 喜欢主题曲            
(4星)	 闯七层塔的情节印象好深刻。            
(5星)	 吴京帅气！            
(5星)	 小时候天天追着看。。。            
(NA)	 爸爸喜欢看            
(5星)	 小时候很爱看这部啊，吴京的成名作            
(4星)	 支持国粹            
(4星)	 那个时候认识的吴京 还是小学时候吧？            
(5星)	 好看诶~童年啊            
(5星)	 那时候的人，不会矫情，不会安排特狗血的剧情，那时候的人，只会好好的把故事讲明白，用最易懂的剧情，讲最深刻的道理。还有，那时候的爱情与欲望无关，干净的仿佛天上的白云~~那时候，我们是多么幸福~~            
(2星)	 记得有个塔里闯关桥段 还有ninja擦！            
(2星)	 才知道，杨氏太极最正宗！            
(4星)	 当年这么清瘦的小帅，如今走形成什么样子了？            
(NA)	 回忆。            
(NA)	 一点点，原来我还喜欢可爱型的，我真TMD博爱            
(4星)	 喜欢。            
(5星)	 儿时的记忆            
(4星)	 好熟悉的主题曲            
(4星)	 小时候最喜欢的武打片  没有之一相较于后期吴京的作品  觉得这部是他最好的一部            
(3星)	 里面的            
(5星)	 这个经典啊 真的！！！！！！            
(3星)	 太早了吧 但是记忆里那个女主角挺美            
(5星)	 我一直喜欢的明星啊....当年的吴京的笑容是那么清澈,让人着迷啊....            
(3星)	 对吴京印象超深刻             
(4星)	 吴京米有红，是我多年心头痛哇            
(5星)	 当时觉得吴京帅死了            
(4星)	 动作戏很精彩。            
(4星)	 吃着芋艿，吹着空调，每年夏天都会放的解暑大餐            
(NA)	 儿时的最爱            
(4星)	 吴京            
(4星)	 影响我的太极拳电视剧            
(4星)	 这是我最早看到吴京的片子了 那时候还很青涩 看过知道了原来的太极拳比现在老头老太打的高深多了            
(4星)	 打戏只看吴京的~            
(5星)	 我的童年~话说为什么小时候就喜欢这么不女人的女人？            
(4星)	 当年看得我是一愣一愣的            
(NA)	 在那个时期拍的比较细腻的一部~~~            
(4星)	 女主角有两条大辫子是吧？看过以后的后遗症就是见到一盆水，就用手瞎搅合……那个时候，老娘多天真的说。            
(4星)	 男扮女装什么的~            
(NA)	 因为此剧 大爱吴京啊。            
(5星)	 大眼妹的电刷 记得最清楚 那时我也是假小子~            
(4星)	 成回忆了。。            
(5星)	 好看！            
(4星)	 好帅的太极            
(5星)	 我最爱的武打片，不是武侠片！！武打场面做成这样才是王道，你会觉得，那就是人类能做得到的，只要你潜心学武！！            
(5星)	 瞧瞧以前功夫片这诚意，杠杠地啊！            
(NA)	 3.5            
(4星)	 对吴京有映像的为数不多额片子..            
(5星)	 超爱看            
(5星)	 当年青涩的吴京，迷人呀~            
(5星)	 我喜欢            
(5星)	 一看就喜欢上的片子呢主题曲也非常好听后来找了机会补全了估计还是盐城台一天八集吗？不过反而一次性补齐之后，就没有最初看的时候那种韵味了            
(5星)	 真是一段美好的回忆~            
(2星)	 这种毒害小孩子的片子应该禁掉。            
(5星)	 小时候硬是顶着压力追着看完了~~~            
(4星)	 么俄打来好看            
(4星)	 小时候很喜欢看啊~当时的吴京多年轻啊            
(NA)	 那时超迷吴京啊。            
(4星)	 当年是谁一集不落的给看完了还花痴觉得吴京有多帅。。。。            
(4星)	 童年剧啊~~~~好看！            
(3星)	 吴京。练武的人气质不凡。            
(5星)	 非常好看            
(4星)	 当年吴京是青涩的~             
(4星)	 回忆啊我小学五年级爱死这个了。。            
(NA)	 年少时的经典啊。怀念。            
(4星)	 也是当年的经典  通过这部戏认识了吴京            
(3星)	 炯炯有神 熠熠生辉            
(4星)	 当年吴京那么嫩。。            
(4星)	 吴京当年相当可爱啊            
(5星)	 小学的时候觉得不过一部电视剧而已，现在翻出来再看，相当经典和热血啊！            
(NA)	 也算是当年的经典，在俺心中和精武英雄一个级别的            
(3星)	 这个偶在四川有那个“我是金鱼”主持的影视文艺频道看的            
(5星)	 吴京老帅的老帅的老帅的            
(5星)	 看过好几遍            
(5星)	 喜欢主题曲。。。            
(5星)	 我记得每播一遍我都要再看一遍……            
(4星)	 爱上了吴京的表演！            
(NA)	 对武侠的初恋            
(5星)	 这片招招真功夫，看的很爽的。。还记得想当初那个小女孩看到吴京这个小帅哥。。怎一个惊艳形容呀。。              
(3星)	 主题歌很棒            
(4星)	 吴京也就这部强点            
(3星)	 ｏｋ～            
(NA)	 曾经的回忆啊！            
(4星)	 当时非常迷恋这部电视剧，呵呵，98年            
(3星)	 吴京把太极演得出神入化了            
(5星)	 这部戏上映的时候我好年轻啊，谨以此片纪念我失去的童年~            
(3星)	 吴京最具诚意的早期作品            
(4星)	 吴京的代表作             
(5星)	 杨玉乾，哈哈， 当时喜欢死了~            
(NA)	 很喜欢            
(3星)	 老片了~~吴京的成名作~~            
(4星)	 记得那时候天天看。            
(NA)	 六年级看的，当时觉得真好看呀。            
(3星)	 小时候吴京的电视几乎都看。            
(4星)	 算是一般吧 不过也是回忆一部分            
(4星)	 这个还有点儿记忆~~~            
(4星)	 小时候真的觉得挺好看的 吴京打得非常精彩 还记得他一直拿水练太极 然后那个女扮男装的女主角 也还行啊～            
(5星)	 漂亮的功夫！            
(3星)	 片头曲超好听啊            
(3星)	 剧情其实很简单。。但是那时感觉不错            
(4星)	 以巧破千斤            
(4星)	 当时吴京还挺正面的。。后来就变打手了            
(4星)	 小时候和爸爸追着看的~            
(4星)	 吴京那时候还是个小生            
(4星)	 暑假全家一起看的            
(4星)	 童年回忆呀～～～            
(5星)	 为什么现在的爱情片都引不起共鸣？            
(3星)	 喜欢吴京的，被妈妈嘲笑。。。 - -            
(5星)	 童年记忆 洋芋前~            
(4星)	 当时我还是挺喜欢的            
(3星)	 我奶奶喜欢看的 哈哈            
(5星)	 最近重温，依然看得投入，重新喜欢上小吴同学。            
(4星)	 吴京成名之作.            
(5星)	 是我年少时代的一个记忆。。。当时很爱，因为这部片子喜欢吴京。。。            
(5星)	 青涩的吴京，和少琪是很有爱的一对。            
(4星)	 那时的吴京只演傻小子。            
(4星)	 女主像男人，吴京耍太极挺好看            
(4星)	 对太极拳威力的第一印象...            
(5星)	 吴京长的那个帅气啊！            
(4星)	 那时候的经典啊            
(NA)	 看的第一部电视剧吧、、、            
(3星)	 古老的电视剧            
(4星)	 女主樊亦敏，大爱            
(4星)	 小时候看的时候迷死了~~~            
(4星)	 樊亦敏挺好看            
(NA)	 那女的怎么不拍戏了..            
(4星)	 最早在这里认识了吴京            
(3星)	 对吴京印象超深刻            
(4星)	 与《新百娘子传奇》同为儿时的经典            
(NA)	 真怀念呀...啊哈哈哈..            
(3星)	 好早看的电视剧。。。后来看的电视剧几乎都不完整            
(5星)	 当年主题歌片尾曲都会唱的            
(4星)	 不知道为什么这片在我印象中那么好            
(3星)	 我就是这部片子才认识惠英红的啊            
(4星)	 其实不错            
(4星)	 好早好早的片子了，第一次知道吴京和樊亦敏。现在看起来当时的片子都过于粗糙，但仍能想象到当时期待播出的激动心情~            
(5星)	 小学的时候有阵子天天一下课就和讨论太极宗师，呵呵            
(3星)	 樊亦敏杨洁玫.            
(4星)	 我记得有个女扮男装的妞儿来着            
(3星)	 小时候觉得特别好看，后来再看，觉得也就一般            
(4星)	 那是吴京很年轻，很低调，很喜欢的电视剧。            
(4星)	 想当年的吴京阿            
(3星)	 当时看的挺HIGH            
(4星)	 后来好像就不怎么见吴京了，隐约记得这部电视剧小火了一阵子            
(4星)	 小时候和爸爸一起看的            
(5星)	 年幼的记忆            
(4星)	 那时候很迷            
(5星)	 又是一经典！因为这部戏，认识了吴京。那时的他不仅仅会武功，更懂得表演。            
(NA)	 假期偷看电视的节目之一，当时受了小李飞刀的影响特别喜欢吴京            
(4星)	 吴京的成名作，也是最好的作品            
(4星)	 从此爱上吴京。剧情没看全            
(4星)	 国产经典            
(3星)	 从这里知道吴京的            
(4星)	 还可以，以杨露蝉为原型。            
(3星)	 童年回忆啊            
(3星)	 那时感觉吴京还是挺帅的啊            
(4星)	 现在回头看 是看不下去了 小时候特爱            
(4星)	 年少时共同的回忆            
(5星)	 第一次认识吴京和樊奕敏的一部剧，当时迷的很            
(NA)	 很不错的一部功夫片            
(5星)	 小时候很喜欢看的一部电视剧 第一次看到吴京 那时候的他很可爱也很帅            
(4星)	 对主题曲还有印象            
(4星)	 当时喜欢到天天守着电视机啊            
(5星)	 吴京你好帅。            
(5星)	 我童年的印象中就它最好看            
(4星)	 当初很热血=_=            
(3星)	 当时看,都觉得很菜了            
(NA)	 帅            
(4星)	 只能说 小时候 电视真的很少            
(4星)	 当时觉得那个好看啊……            
(3星)	 当年很喜欢            
(5星)	 经典···········            
(4星)	 印象最深的是吴京在河里洗马桶~~ 瓦咔咔            
(1星)	 很讨厌吴京            
(5星)	 当年可喜欢了~            
(3星)	 那个夏天，和爸爸妈妈一起看的。            
(4星)	 小学时代。            
(4星)	 太极拳好            
(5星)	 又是小时候看过的，全家人一起一集一集追看啊啊啊，那时萌死吴京了。。。            
(3星)	 小时候            
(5星)	 小时候最喜欢的电视剧之一            
(4星)	 蛮好看的            
(5星)	 那个有着温暖笑容的阳光少年            
(4星)	 小时候看的很入迷            
(5星)	 当年爱死了呀            
(4星)	 忘得差不多了            
(5星)	 很好看的，就女主不是很漂亮~连歌曲都很好听！推荐~~            
(4星)	 当时蛮喜欢吴京的~霸气~            
(3星)	 女主好丑            
(4星)	 特别喜欢看攻塔那段，前两天电视放还在津津有味的看，小时候就把脸盆接满水然后搅啊搅，希望手抬起来的时候水也能抬起来，结果溅了一身……P.S.那个樊亦敏长的确实不太像女的~            
(5星)	 非常喜欢的一部            
(4星)	 周围的人几乎都淡忘了。            
(3星)	 女扮男装            
(NA)	 还好吧～～～            
(3星)	 印象最深的是吴京那身似有似无的肌肉 和 宝塔闯关...            
(5星)	 这个歌也好听~            
(5星)	 很小时看的，真不错呀真不错            
(3星)	 好多年了            
(4星)	 吴京的cn秀吧            
(NA)	 记录            
(5星)	 超级喜欢            
(5星)	 小时候很喜欢            
(4星)	 小时候好像还蛮喜欢            
(4星)	 小时候老爱看了。            
(5星)	 我看到现在关于太极的最好的电视剧            
(4星)	 小时候很喜欢看呢            
(NA)	 在此剧播出后偶莫名收了一堆徒弟~~            
(4星)	 欢里面的音乐 喜欢男女主角的搭配 喜欢吴京            
(4星)	 童年回忆啊            
(3星)	 喜欢大嘴美女。            
(NA)	 当时特别喜欢。            
(4星)	 总觉得吴京拍了这剧后就不行了。。。            
(4星)	 前两天还跟宿舍讨论呢，打得这么纯粹的武侠片现在都要绝迹了            
(5星)	 小学看过的。是那时候最最稀饭的一部片子。很好很纯情            
(5星)	 那会儿可爱看了···            
(3星)	 十年后再回顾，剧情挖掘的不够深，而想表达的又太深。导致剧情和台词不能同步。而且原来演陈少琪的居然是港姐。。。。            
(5星)	 我超喜欢的电视剧            
(5星)	 那年我苏了吴京            
(NA)	 这个经典，女主角是TVB的小配角            
(5星)	 最是那回眸一笑，惹得百花报春早~            
(4星)	 吴京出道后不久演的最为成功的形象塑造片之后港台发展的没有感觉那么好了            
(4星)	 英雄谁属，非我莫属            
(3星)	 吴京那时候多嫩啊            
(4星)	 吴京表演很生涩，不过功夫的确出彩~武术冠军吴京、武术宗师于海、华人第一拳王周比利，袁家班的武指，整部片子单独看武打镜头绝对很赞，但文戏都太差了~            
(NA)	 张三 疯            
(4星)	 挺好的..            
(4星)	 还行            
(NA)	 酷酷的太极            
(3星)	 还是初中看的，嘻嘻。我还记得片尾曲            
(4星)	 当时觉得特别好看~            
(4星)	 有点以武显人生的哲学态度,人物设定也不错            
(5星)	 当年多着迷啊，看了好几遍。爱那个时候吴京可爱的笑容。主题曲到现在还记得。            
(5星)	 大爱            
(5星)	 吴京出道佳作！            
(4星)	 这部让吴京红了。            
(3星)	 都不记得讲的什么了...            
(4星)	 吴京当年还是很不错滴~            
(NA)	 吴京古装扮相不错            
(5星)	 当时看的那阵，好迷吴京哦，觉得这小伙子忒帅了。            
(3星)	 …………            
(4星)	 吴京年轻时候比现在帅多了。。。            
(4星)	 大陆产武侠的典型制作            
(4星)	 天已暮月如初千里江山任我飞渡歌声住人环顾邀月同住青山深处英雄谁属非我莫属历经千辛万苦只为换你芳心如故            
(4星)	 我的童年啊~            
(3星)	 最早是在这里认识吴京！            
(4星)	 最是那回眸一笑            
(5星)	 五年级第一学期的睡前奏            
(NA)	 上映日期有误，应为1998年            
(4星)	 那个时候，经常重播经常看。。            
(4星)	 我记得是小学看的，时间不对啊            
(4星)	 小时候很喜欢的电视剧，男扮女装的故事，觉得女主满美的，那时的吴京，真是青涩啊~~~~            
(4星)	 印象里怎么那么早呢，这个片子            
(4星)	 这部剧小时候看觉得不错…闯塔很有感觉…            
(3星)	 小伙儿挺帅，好像还是真功夫            
(3星)	 单鞭勾手 —— 招牌动作！            
(5星)	 看了至少有五遍当时觉得吴京真是帅            
(NA)	 最爱杨玉乾！            
(4星)	 当时很迷吴京~            
(4星)	 爷爷也很喜欢。            
(4星)	 当时看得是热血沸腾            
(NA)	 袁和平的就是没错            
(3星)	 小时候一个暑假的回忆            
(3星)	 第一次看关于太极 很有趣吴京当时很粉嫩呀            
(4星)	 当时还满喜欢看的            
(NA)	 曾经，从这里开始认识吴京            
(4星)	  吴京 的启蒙            
(4星)	 这个也是当年很爱看的啊。            
(5星)	 里面的吴京很帅气哈            
(4星)	 很怀念~            
(5星)	 好看  有爱            
(5星)	 俺第一次看见单臂做俯卧撑的电视剧            
(5星)	 记得当时连着看了7遍。。。。吴京太帅了            
(5星)	 ～～            
(NA)	 叫我们要坚持            
(4星)	 就是喜欢这样男扮女装的设定~            
(4星)	 当时很喜欢.现在也觉得太极行云流水,柔中带刚,很美~            
(4星)	 人家十年前就女扮男装师姐师弟恋了～            
(5星)	 小时候很喜欢很喜欢，小时候的回忆            
(NA)	 曾经特喜欢的一部电视剧羡慕他们的爱情 为他们而心动            
(4星)	 我爱吴京啊。。。            
(5星)	 非常喜欢~~很喜欢演员吴京~            
(NA)	 以前好喜欢，现在想来有点莫名。            
(NA)	 师弟果然还是不如师兄滴～～XD～            
(4星)	 好看!            
(NA)	 太极宗师             
(4星)	 这个还真挺不错的  吴京在里面很帅            
(5星)	 嗲~            
(5星)	 不会过时            
(NA)	 当时很迷恋的吧还记得的就剩公主设的七级宝塔什么的了            
