http://movie.douban.com/subject/4195601/	女人最痛
(4星)	 1、跨国公司做presentation不用ppt？2、收入中心的考核指标为什么选择销售额而非毛利或毛利率？3、有idea不如人脉广，人脉广不如美女有魄力，美女有魄力不如与八卦记者合作——so cheap！4、Angela Auntie最亮~坏得太可爱太有个性！江美仪好正~5、三位女主我都喜欢，无论角色还是演员。            
(3星)	 悲催，竟然没在一起            
(4星)	 好喜欢张可颐。原来我还是比较喜欢女强人范儿~            
(4星)	 红果果的男女差异啊，女人要想成功得比男人付出很多，而男人在成功后往往会获得一切，而女人成功后却可能失去一切，事业家庭兼顾不了。            
(4星)	 由頭至尾都盼望著22和老馬分掉！！            
(4星)	 开头几集看得我热血沸腾全身痛是没错，但这个结局实在是太狗血了！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！我愤怒了！！！！！！！！！张可颐怎么老演这种2里2气的女人！！！！！！！！！！！！！！！！！！气死我了。            
(4星)	 超级喜欢CHI LAN !!!            
(5星)	 出人意料的结局啊，男猪的角色有点意思！            
(3星)	 一般般 过度片            
(3星)	 女人不易做+金枝欲孽？池男说国语好可爱。bibi的胸后来缩水严重。。实在缺乏亮点            
(4星)	 挺有意义的一部戏。            
(3星)	 室友推荐的，还不错~~女强人啊~~励志咩            
(3星)	 张可颐的发型还可以更显老一些吗=，=            
(4星)	 烂尾~            
(3星)	 为什么张可颐老是要演钻牛角尖的人咧？            
(4星)	 面对高薪厚职，有谁可以不动心？尤其在这个虽然打着男女平等口号，但女性仍被看轻和压迫的年代。以Noble姐为目标，要在事业上有所作为~!!            
(3星)	 张可颐的浓得我看不出原来是她啊！又是虎头蛇尾的一部剧，结束得太匆忙，其实讲到当代社会很多元素，剩女，高龄产妇，整容，蕾丝，假结婚，出轨，代孕妈妈，办公室哲学，化妆品行业竞争，这么多的元素到最后草草结尾，真扫兴!到现在还想着戏里说的神造人到第七天都要休息，你两夫妻也要学人家停止一天            
(5星)	 不算特别好看，只是自己很喜欢。            
(5星)	 张可颐也太漂亮了吧！！！            
(4星)	 比我想像中的好看！！            
(3星)	 看这部电视剧的时候，还不知道马德钟是个烂人。现在知道了，觉得这剧都跟着变得恶心了。            
(4星)	 还不错，米雪还是那么有气质。            
(4星)	 女人 事业还是爱情？最后一幕 泪奔            
(3星)	 两颗给张可颐，一颗给米雪。            
(5星)	 有些夸张的真实……            
(NA)	 不咋好看～但是看米雪就蛮开心的～藤藤长的太寒碜一向不待见，张可颐不是我的菜。整部剧就是给婆婆妈妈打发时间的            
(5星)	 安吉拉昂体，嘻嘻            
(4星)	 很写实很好看，很值得思考            
(3星)	 戏里大多数都是在讲职场 少讲爱情 职场间的过招 手段也就一般 不是太高明 一般谁在后面搞鬼一看就猜的出来 NICK是个好男人 JACKIE真的配不上他 太自私了 完全不顾及人的感受 知道最后上位成功 已经重叛亲离了 还是仍然坚持 结局蛮好的2个人不应该在一起 根本不合适的2个人在            
(3星)	 三星半  结局麻麻滴~~            
(4星)	 noble挺坚强的            
(3星)	 女人不可得罪啊!            
(5星)	 这部片子里的张可颐，虽然无法理解她的角色，但演得还是很好的            
(4星)	 啊！！！哎！！！！为什么 是这样的结局啊！！！            
(4星)	 其实，每个人面前都有很多条路可以走的，真正决定你走哪条其实就是一个念头，你到底要成为什么样子的人？并不是所有人走的就是最好的，只要找到适合自己发展的路就好。            
(4星)	 不喜欢Jackie，但是很真实。            
(3星)	 在外地出差的酒店里看了几集，结果鬼打墙一直演不到结局。。回来后努力接着看完了结局。。好诡异。。            
(3星)	 比近几年的都好看呢~米雪人老了更有味道了。            
(5星)	 女人最痛，痛在女人心            
(3星)	 整个就无功无过吧…看了两集…女人难做啊&gt;_&lt;            
(3星)	 哈哈. 那句security~好可爱            
(3星)	 最近看法3，想着找张可颐的片子再看看。之前看过野蛮奶奶，发现我不喜欢看汪明荃演戏，所以木有看荃加福禄寿探案，现在看完女人最痛，发现我不喜欢看米雪演戏。哎~~jackie真是不晓得要肿么说，这种女强人是不需要男人滴，nike多好滴一个男银呀~~人跟人价值观不一样吧~~我是懒人，事业一般般就满足啦~~            
(4星)	 想不到还ok。。。。            
(NA)	 喜歡得不了的。╮(╯_╰)╭            
(2星)	 TVB怎么能拍这么不勾心斗角的片子  真辜负我            
(1星)	 一般ＴＶＢ的戏偶还是会坚持看完的，不过这个一部还真没看下去            
(4星)	 真的很好看 要不是有事 绝对一口气看完            
(3星)	 有凤凰四重奏留下的印象，一直觉得马德钟现代戏挺帅的。            
(4星)	 有小小惊喜.并不是每一个女人都会放弃事业选择家庭,但这并不代表她们不渴望被爱,只是有时候选择自己内心渴望的时候会有不得已的牺牲.这没有错,人永远会做一个在当下来说最正确的事情,哪怕是知道了结果,回到过去难免还是一样.可是在她说,我知道再也找不到比你更爱我的人的时候其实我好难过.            
(4星)	 舍友先开始看的 在旁边蹭着蹭着发现不错 就跟着看了            
(2星)	 不喜欢  还是不喜欢              
(NA)	 完全是为了陪我妈看的              
(2星)	 剧情太拖沓了，不过张可颐气质不错。            
(4星)	 这些女人都不容易啊，事业和家庭要兼顾            
(NA)	 滕丽名美啊            
(4星)	 三个女人一台戏，三个女人性格各有好坏，如果把他们好的一面结合在一个人的身上那就是完美啦....            
(4星)	 算是励志片吗 。不觉得J有多坏，不过老马是真的看出来老了 。            
(NA)	 哈哈哈。。。好好笑哦！            
(NA)	 =。=阿黄很喜欢            
(5星)	 女人最痛，男人哪有女人那么痛？            
(3星)	 没太大特点，听听日常用语挺好的            
(3星)	 这片儿看得我好累啊。心情很痛苦。。呃。。这是女强人所必须的吧。。就记得jackie和医生的对话。医生说“你想要BB很好啊”Jackie说“再等两年吧，我现在事业为主”，医生说：难道两年后你退休啊：。。            
(4星)	 还行呢，就是略显平淡了。            
(4星)	 女人最痛莫过于迷失了自己            
(2星)	 不好看 虽然看完了             
(NA)	 职场如战场。            
(4星)	 结局还不错~~            
(5星)	 好看，女人戏，女人的斗争            
(4星)	 虽然是小制作，但是质量很好！！写出女人的真实感，证明做女人确实不容易啊！！男人不要太贱了！！            
(NA)	 洗具~            
(NA)	 典型港女剧，职场百态~            
(5星)	 非常好看。。            
(4星)	 二小姐~            
(3星)	 女人为了成功，要付出更多更大的努力和牺牲。是要爱情还是要事业，真的很难取舍。有多少女人可以做到真正的事业爱情两不误？！有时候，做事问心无愧自己兴趣是多么的难得！            
(4星)	 三个女人，Ecup的最幸福啊有木有！事业心最重的Jackie最后结局最惨淡啊！            
(NA)	 女人唔易做            
(5星)	 TT好美~~~            
(4星)	 张可颐可谓涅槃重生后虽不再青春，胜在气场依然，美女果然是靠气质，好剧也是靠每个实力的演员共同发力，只能说阴盛阳衰得明显。            
(4星)	 这部片子不错，女人斗来斗去，里边还有时尚业的东西。            
(4星)	 职场的女人最痛。            
(3星)	 =  = 三女人都有爱            
(3星)	 后半段的确有点跑题，前面10集真是梦幻的电视剧开局，只有TVB可以做到……            
(4星)	 结局感觉有点点突破~            
(3星)	 滕丽名的表现很出彩。尤其是前半段。            
(4星)	 狗血的结局！也没看出女人哪里痛！            
(4星)	 有得到的就会有失去的，所以我们要明白自己想要的是什么。汪海琼失去的丈夫，却有姐妹情，虽然沙宛淇令男朋友离开了她，可是她得到了事业。            
(3星)	 6/10，这种模式还可以受欢迎多久？            
(NA)	 是的。爱TVB            
(NA)	 看完没什么印象。。。。虽然戏骨不少。。。            
(5星)	 喜歡裏面的時尚感，以及勾心鬥角很真實            
(4星)	 做女人真不容易啊，喜欢里面的米雪            
(4星)	 女人的勾心斗角，博上位            
(NA)	 好现实的人情            
(4星)	 在职场上拼杀的女人的故事            
(NA)	 养眼&gt;&lt;            
(4星)	 一如既往的不DJ張可頤啊            
(3星)	 喜欢这个结局            
(4星)	 挺现实的。            
(5星)	 商战，这两年难的的精彩。都是我喜欢的演员            
(4星)	 关于女人们的故事。升职，生仔。            
(4星)	 没有太多的看点，不过马德钟在这部剧很帅！            
(4星)	 女人不好做啊！            
(3星)	 张可颐真是有够老…我是在看杨紫琼咩？？            
(4星)	 我挚爱的二小姐真的老了，Jackie真的很不讨喜，Nick对她那么好却不懂得珍惜，她只在乎能不能赢他，却没有想过会输掉他，就算拥有全世界可是没有人分享又怎么样呢！觉得海鲸姐是才有魅力的女人，大度宽容智慧坚强~            
(4星)	 我更喜欢之前的一部。叫女人什么来着            
(4星)	 我还蛮喜欢结局的。            
(NA)	 好好看！！！女人必看电视剧~~~既轻松又学到东西            
(5星)	 超好看~~~~女强人不容易呀·            
(4星)	 不錯的!            
(5星)	 马德钟和张可颐的那段不痛不痒的，米雪和她老公的故事告诉我们贱男人就是贱男人不用给他任何机会，滕丽名和陈国邦在一起了啊一起了啊！爱情不是只有外表的啊！！当然变漂亮就更好了！喜欢滕丽名！！而且陈国邦也终于能有一个好的表现机会了            
(4星)	 职场版金枝欲孽，不错。            
(5星)	 剧情模仿穿普拉达的女王 二小姐也会发姣……            
(3星)	 时过境迁，滕丽名好久不见，那个四眼儿叫什么来着？还不错~            
(3星)	 女性题材。            
(4星)	 这种不是大团圆美满的结局在tvb少见的，意外却也合理。整个剧很流畅很紧凑，里面的争斗没有拍得跟过家家似的，也没有只单纯立个正反两方，一点也不觉得狗血。不错的剧，里面喜欢米雪的角色。            
(4星)	 倒是反派女最漂亮            
(5星)	 四个女人一台戏~            
(4星)	 女人的美由自己领悟后创造            
(NA)	 女人最重要的是什么？            
(5星)	 米雪那头发太假。。唉。。。程英老了。。。            
(3星)	 女人戏。。想到了女人不易做。。原来化妆品行业是这样滴。。            
(NA)	 开始不错，看到后面有些疲乏啊。/PS：里面张可颐造型好靓啊~            
(2星)	 不喜欢二小姐            
(3星)	 男性视角的女强人故事总是跳不出窠臼 好在结尾比较神             
(4星)	 结局多少有点强差人意，女人要上位，真是要牺牲不少            
(4星)	 女强人不是那么好当的……            
(4星)	 非常完美地破坏张可颐在我心中的形象&gt; &lt;            
(5星)	 感觉还不错              
(NA)	 蛮好看的            
(3星)	 看到一半，没有看到结局。            
(NA)	 看的莫名其妙的不舒服            
(5星)	 还不错，港剧都很精彩            
(5星)	 最后一集的最后几分钟看到泪流满面。JACKIE的内心始终如此强大。如果是我，一定选爱情。            
(5星)	 女人最痛 真的很痛            
(4星)	 好戏在后头~            
(NA)	 喜欢米雪~~赞~\(≧▽≦)/~            
(3星)	 米雪..老了            
(NA)	 百合亮了。。            
(4星)	 其实内心戏还不错            
(3星)	 一般般啦~            
(4星)	 张可颐的眼睛已经这么肿了 我豆瓣相册里还有她《难兄难弟》时的青涩呢            
(4星)	 Jackie！            
(2星)	 一般吧。不过也学到点东西            
(5星)	 不喜欢里面张可颐的处事方式            
(NA)	 港剧之女人戏 典型            
(4星)	 很有點兒意思~            
(4星)	 虽然有点抄。            
(4星)	 米雪大姐果然是大姐。。不过某人胸蛮诡异，快成恐怖片了            
(4星)	 10年还不错的剧，结局还算不落俗套。可颐看上去没那么憔悴了            
(4星)	 可怜的男主角            
(4星)	 有时善与恶只是一念之差，人最重要的是放宽心，活得开心。            
(4星)	 挺好看的，非常港剧哈哈！我是冲着马德钟看的，他依旧很帅哈！            
(5星)	 好戏，很不错的，TVB果然还是女当家啊，演员都很棒的，剧情也精彩5分            
(NA)	 女强人...值得学习！            
(3星)	 也是追着看完的啊...小制作剧这样已经不错了，结局还算欢喜，好人都得到自己想要的~            
(3星)	 还行吧~滕丽名在里面身材不错哦            
(4星)	 女人不是一辈子都要靠男人的，男人可以做到的，女人一样可以！女人不是只会做饭，做家务，生孩子的！            
(4星)	 女人难做。            
(3星)	 十集弃。三元惊到我。女强人什么的还是唏嘘一下。tvb一贯作风是死人或者小三拆散阻挠主角爱情的婚姻，这回还来les。冇脚嘅雀仔好好笑，不时蹦几句普通话= =、            
(4星)	 女人之间就是斗。但是总有些人，你们之间不斗吧。            
(4星)	 女人当自强            
(5星)	 爱米雪。。            
(4星)	 张可颐还是老了            
(NA)	 剧情挺紧凑的，米雪演技是可以的，但是确实是老了，感觉TVB后继没人了！希望能有多一点像米雪那样年轻演员！            
(3星)	 男人啊 真可恶            
(4星)	 鱼与熊掌不能兼得，身边拥有的总有一样是我们更prefer的，必须舍弃一样，人不能太贪，欲望当适可而止。            
(3星)	 呃~典型香港肥皂剧            
(NA)	 喜欢里面的人物着装。化妆很好            
(4星)	 如果选择了事业会比较幸福的话~~呢么就终于自己的选择好了~~~            
(4星)	 不算狗血了，这样的结局正好            
(3星)	 比较狗血            
(4星)	 港版杜拉拉            
(4星)	 女人的职场和爱情！            
(NA)	 刚刚看完 女人真的最痛            
(3星)	 也是扫过几眼的片子。            
(4星)	 3-4，快进看的            
(5星)	 Noble，Noble。。。这就是女人了。。            
(3星)	 个段ｌｅｓ实在倒胃口．．．简直在嚼木呼呼的鸡脯肉．．．            
(5星)	 宛淇真的是个自私的女人 不过要得到成功必须得付出一定代价...            
(4星)	 可颐&amp;丽名!            
(1星)	 看了半小时，直接弃            
(NA)	 好爱张可颐！            
(3星)	 只是不喜欢结局，太现实了            
(4星)	 1.才开始的时候觉得一般,结果越看越好看~   2.女人有好痛真的只有女人才了解...   3.最后姚子羚的客串惊艳啊!!!            
(4星)	 为了可颐而去，剧情到后面就失望了            
(4星)	 很理解剧中张可颐的选择            
(4星)	 三个女人一台戏啊。            
(4星)	 标准TVB办公室政治 结尾没有一贯的弘扬温情 自己认为好的才是最好的 不得不说张可颐在第四集结束那段的大独白让我看了七遍！！            
(4星)	 这部剧讲了一个人人都曾无数次灌输却又迟迟不肯相信的道理：得与失，做人不要太贪……女人啊，摆正你自己的位置，如果你想要，那先问问自己内心是否足够强大……            
(4星)	 女人何苦为难女人            
(3星)	 一般般            
(3星)	 三个女人一台戏            
(NA)	 米雪坐镇~不错            
(2星)	 装修的还不错 出大钱了嘛            
(1星)	 没意思。            
(3星)	 女人泪。            
(5星)	 在演戏时，米雪男友病重记得~很佩服米雪能坚持把戏拍完~而且还算出色的一部剧~            
(4星)	 还不错            
(4星)	 二小姐最高！米雪怎么就不显老呢。看完感触良多，女强人确实不易            
(NA)	 杜拉拉式的....            
(NA)	 欲望是罪恶的。。。            
(NA)	 简直就是女人不易做+丑女佩蒂的混合版            
(4星)	 还可以。张可颐虽然老了，但还是很漂亮。            
(NA)	 挺喜欢滕丽名的。支持一下。            
(3星)	 张可颐仙女~~            
(4星)	 我爱张可颐+马德钟~【太好笑了~陈国邦太次了~【终于看完了，结果NICK和JACKIE没在一起还是让那个人失望啊，不过本来就是想说明珍惜眼前人+鱼和熊掌不可兼得的，如果她真的什么都得到了，也太童话了~这就是女人成功的代价，事业和家庭总要牺牲一个~滕丽名在里面好PL—11.1.20            
(3星)	 米雪的假发有点假            
(NA)	 不希望看到身边朋友有这么一天···            
(NA)	 女人啊你要坚强            
(2星)	 多少年过去了，tvb还是一点进步都没有，老套的台词和生硬的布景，这就叫垄断吗？            
(3星)	 最后还是没在一起啊=。=            
(3星)	 怎么港剧有点儿韩剧的味儿了？表情夸张……            
(NA)	 女强人其实没什么可做的            
(5星)	 各种励志啊~~            
(4星)	 张可颐的演技还是不错的            
(4星)	 还行，对结局不满意            
(4星)	 职场精英            
(3星)	 还可以吧。。。            
(NA)	 揭示的东西还比较真实，只是手法比较像TVB的风格，太露骨了            
(NA)	 她们都老了。。            
(4星)	     女人难做，事业和爱情总是不能兼得的。            
(4星)	 喜欢张可颐~剧情还好。现在社会女人不易            
(3星)	 为女人说话的电视剧，不过张可颐表演有些做作            
(3星)	 平衡是艺术，是技术            
(4星)	 BIBI和CHI LAM是亮点。ANGALA AUNTIE也不错。            
(3星)	 情節簡單，程式化，TVB的通病，不用說。好人壞人寫在臉上，看了真無語，辦公室政治也拍的膚淺。            
(NA)	 可以让你好好学学营销            
(2星)	 剧情不吸引。张可颐打扮很漂亮，性格很强悍，喜欢。米雪在装嫩，讨厌其发嗲，做个女强人多好。滕丽名丑时不算丑，漂亮时也不算漂亮。唯一惊喜：Angela，性格张扬而不可憎，打扮合适，表情到位，赞。            
(2星)	 純屬學粵語= =            
(3星)	 其实一般般，不过有二小姐            
(4星)	 衣服好看情节也不沉闷            
(4星)	 最喜欢米雪饰演的角色的作风            
(3星)	 tvb的时尚剧其实是不错的，个人觉得比芒果台好。。。            
(3星)	 没追完整 直接看了结局 不爱 怎么张马没在一起。。。            
(3星)	 nick的老婆是les。。。oh，my dog//            
(3星)	 没看完~~~            
(4星)	 女人，真的很辛苦！            
(4星)	 嗯。。剧中女人的妆真好看。。。张可颐除了程宝珠以外，这个角色算塑造的最好了吧            
(5星)	 好看！            
(4星)	 今年比较喜欢的一部TVB剧，虽然中间有些拖沓的戏份，不过总体都算很好的把握了主线            
(3星)	 好看，结局不俗套。。。            
(4星)	 女人努力往上爬，是不想被别人说依靠男人；女人成功往上爬后，却发现其实也只是想要一个男人依靠            
(NA)	 米雪            
(4星)	 看得有点点心酸的说            
(4星)	 不知道是不是年龄的问题，现在喜欢看女强人的故事，虽然也还是有点美剧的影子。港剧里的办公室政治看起来很爽，还有一个私心，本人非常喜欢张可颐，当年的金枝欲孽最喜欢的就是她，个人觉得是今年比较好的港剧之一            
(4星)	 我爱二小姐! (笑) 一直认为港剧有时候特别啰嗦, 这部却节奏刚刚好. 三个女人的个性都很鲜明. 何况三个人的演技都相当赞!!!            
(4星)	 TVB，此类制作还是不错的，这样的题材            
(5星)	 好看            
(4星)	 2010.12.4-12.6            
(4星)	 还可以，不过和女人不易做比起来，还是差了点            
(4星)	 勾心斗角不过最后还是喜剧结尾 :)            
(4星)	 虎头蛇尾 等续集            
(4星)	 张可颐擅长的角色类型。。。。            
(3星)	 事业or爱情。小猫说：女人都是没办法才选事业的。            
(NA)	 其实 二姑娘 真的挺可爱的啊。。。我们家Joyce。。。为毛造型。。。            
(4星)	 老实说张可颐挺漂亮挺有气质的            
(5星)	 女人生理和心理的痛，只有自己才最清楚。            
(4星)	 女人真的不容易呢~            
(4星)	 虽然结局比较无语            
(5星)	 最爱BIBI喝chilam            
(3星)	 因为马德钟先睇咖             
(5星)	 好看            
(4星)	 挺不错的，俗套了点，但是很喜欢张可颐，里面的CHI-LAM更加是非常可爱。            
(4星)	 结局太仓促            
(NA)	 我喜欢勾心斗角  特别是商业的            
(4星)	 颐宝贝演的还是很不错滴            
(2星)	 大烂片，张可颐啊，哎            
(5星)	 可以看 还不错            
(4星)	 时尚类的港片，描述的是职业上的斗争！香港人的职业精神！            
(5星)	 我喜欢的两个女人总是被骂，原因一个太聪明一个太傻。。。love you 可颐！！！！            
(NA)	 滕小姐終於技術了一回，但扮相實在。。。。故事有點沒頭沒尾，不過學習下她們的化妝和打扮很不錯~            
(4星)	 杯具            
(4星)	 张可颐真的老了 这个角色自私的可以 BiBi真好 想要成功就要付出            
(3星)	 无聊            
(3星)	 并不是有情人终成眷属的，没那么简单。人生观不同，有情有鸟用。做什么事都要留点余地。            
(4星)	 NICKA也太好了吧~还是喜欢米雪姐~大爱CHI LAM 他太可爱了!!            
(4星)	 滕在里面的角色实在让我蛋疼。不过这部反映职场丽人的戏还是不错的            
(5星)	 不像结局的结局            
(4星)	 比较好看米雪真是越老越有味道了！            
(3星)	 结局很无奈            
(5星)	 很有意义            
(4星)	 前半部精彩紧凑，看着很过瘾，尤其是和angela auntie斗智斗勇的部分，angela auntie的奸人嘴脸，贱贱地，贱贱地，叫人捧腹            
(4星)	 女人必须狠，才能站得稳。职场必看            
(NA)	 家对于女人永远是最重要的。。。其他的都是浮云。。。            
(5星)	 一直喜欢张可颐 米雪，好看！            
(3星)	 又是勾心斗角，活的真累            
(4星)	 女人最痛，这句话是真的            
(NA)	 结局不够大团圆 挺好看的还            
(NA)	 我姐是TVB爱好者。            
(5星)	 做女人好累            
(3星)	 有心计的人很可怕~~~            
(4星)	 非常非常中意可颐的表演!!!~~~马德钟确实外形还是不错的，但和可颐搭档明显气质不够...            
(3星)	 总有很多时候开始无意思的看一些无意义的东东~            
(5星)	 超好看~            
(4星)	 好看！            
(NA)	 第八集 爆点             
(4星)	 挺好的诶            
(NA)	 曾经很中意，而今很中肯            
(NA)	 有些对白还是多精辟的            
(3星)	 看。            
(5星)	 起先一直认为这片子中规中矩，直到结局那一集，豁然开朗。为它的深刻，给满分。            
(5星)	 没有光明的尾巴。。香港人拍的的东西真的很现实的。。很好看            
(2星)	 我罢剧了。            
(4星)	 我承认。我是个无所事事天天窝在寝室看电视完事儿还笑的跟傻逼似的宅女。            
(4星)	 女人，你究竟想要什么？你又得到了什么？想起《每当变幻时》里的阿妙，也是这样，最终与所爱擦肩而过。是否这就是港女本色？            
(4星)	 女人之间的斗争永远是主旋律            
(NA)	 女人百态呀。            
(3星)	 要平衡好事业和家庭~确实不易~~但最重要是要坚信自己选的这条路走下去~~不知为什么~听到主题曲总容易勾起回忆...            
(5星)	 近几年难得遇到TVB我相当喜欢的好剧。鲨鱼淇是自私了点不过我喜欢她。张可颐演的真的好棒啊。            
(4星)	 和多年前的《女人不易做》挺像的            
(5星)	 要自强吖自强。            
(3星)	 又见钩心斗角姐妹情深啊            
(3星)	 做女强人是需要付出代价的···            
(3星)	 一般般            
(4星)	 一次次的伤害一次次的原谅。真是大肚啊！我看的都累。            
(3星)	 有点抄袭杜拉拉的意思，主题是告诉女人们，感情和事业总是不能兼得~~~            
(4星)	 觉得还不错，把女强人演绎到了极致。整部剧很OL.结尾没有老套的让张可颐和马德钟和好，而是张可颐决定继续做女强人，女人都该看看，知道自己最需要什么，就去做什么。            
(4星)	 其实整部剧都渗透着一种似曾相识的感觉（没错，就是《女人唔易做》的感觉）……张可颐的角色到最后还是迷失在了成功欲望里面……唉，马德钟是好男人啊            
(4星)	 做女人不容易啊~~做一个事业有成的女人更不容易啊~~做一个事业爱情兼顾的女人简直是难上加难！！            
(3星)	 男人最伤，女人最痛            
(4星)	 喜欢港剧！！体会女人，心痛。。            
(4星)	 无语的结局，虽然漏洞百出但在TVB情结的驱使下，也还能看下去。            
(5星)	 在当今社会女人生存很不容易            
(3星)	 岂知你的周遭,只剩下势力的毒,傲慢的香,撩人也杀人的芬芳.            
(4星)	 其实事业和爱情真的很难兼顾，要做女强人必定要舍弃一部分东西，高处不胜寒呐            
(NA)	 很不错的一部剧。在我看来是不励志剧！  推荐女生看。            
(5星)	 事业的成功，总是需要牺牲            
(NA)	 結局不滿意            
(3星)	 女人，真是各种各样的痛啊            
(3星)	 很一般，没什么新意            
(4星)	 學習了！            
(3星)	 TVB也只能拍出这样的片子了，还不算烂，凑合看还行。不明白刘家辉的角色在干吗！            
(3星)	 我怎么觉得这女主角的遭遇和败犬女王里的杨谨华差不多啊            
(3星)	 女人就是累，擦            
(NA)	 后面太仓卒了，前面好看            
(5星)	 一部描述新时代职场女性的故事，让有体会到香港地OL的感觉咯，独立，坚强，时尚。            
(4星)	 若是张可颐的样貌身材气质加米雪的头脑和淡定。            
(5星)	 挺不错的一部电视剧，虽然剧情比较狗血，但是看起来还不错。            
(5星)	 每个人有自己的追求。这个结局相比起杜XX好多了。得到就有失去，我觉得很合理。            
(3星)	 张可颐为什么总是演心机女叻？……            
(3星)	 我喜欢张小姐            
(4星)	 很有教育意义，对女人来说，            
(4星)	 总体觉得还成，女人在这个社会生存，想要做得很好，必须学会舍弃。让我懂得鱼和熊掌不可兼得！            
(NA)	 一般的职场..........没看头            
(3星)	 三个女人，三种人生，说到头，不管是否有好的结局，她们都找到了自己想要的，毕竟得到点什么，就要失去点什么            
(3星)	 张可颐SO NICE            
(4星)	 又是一场明争暗斗、尔虞我诈，好累，还喜欢简单一些的剧。            
(4星)	 今年看过的作品中不错的。和杜拉拉没有啥相似的地方，这是职场高端人士的争斗。几位主演都有让人惊艳的表现。事业，爱情，家庭，该如何取舍，有时候只能随波逐浪，自己无从选择。马德钟这次走型男路线，轻车熟路。            
(3星)	 2010.10.10看完20集            
(4星)	 要成功就要先放弃做一个好人。。。            
(4星)	 女人不易做丫事业家庭两难全！            
(3星)	 商业片            
(3星)	 其实剧里面我最喜欢的是angela autie哎. 真小人总好过伪君子.            
(5星)	 最近唯一有兴趣追看的TVB剧            
(3星)	 = =看过美剧再来看            
(3星)	 讲述30岁、35岁、45岁的女人可能会遇到的人生的痛。做女人，其实挺难的，因为在感情上会受到更大的伤害。而在外打拼时却要付出更多的心血努力和牺牲。结尾总算没有往皆大欢喜的路子上走，终于开始接触现实社会了。            
(4星)	 后面比较出彩～            
(4星)	 和女人不易做类似的都市女性题材的电视剧            
(4星)	 2010.9            
(4星)	 不是Happy ending ，爽，Jackie是应该得不到幸福的！！            
(4星)	 蛮好看的也~~其实无法忍受张可颐那个角色也...咳咳            
(4星)	 结局…            
(4星)	 其实这部片子里面，觉得最好看的戏份还是滕丽名那部分            
(3星)	 滕丽名还是不要这样的好，三元多好啊。。。            
(3星)	 早就看完了，豆瓣里的状态忘了改，开头还行，到后来流于平庸，港剧商业剧里勾心斗角的俗烂戏码，没多大意思。            
(4星)	 女人最痛啊~立题是有新意的~中间是典型TVB的~结尾是虎头蛇尾的~            
(4星)	 职场纷争，有得有失，想要十全十美，很难            
(5星)	 陈国邦狠帅....            
(4星)	 看来女人要上位还是放弃了好多东西的哈！~            
(4星)	 看完怎么总感觉结局有点不给力啊~！            
(4星)	 让我想起了《女人不易做》            
(4星)	 这个比较宫心计 蛮好看的 有点出乎意料 很喜欢张可颐 不过她为什么会变成这样            
(4星)	 。。。职场的勾心斗角            
(4星)	 比较有意思~比想象种好，只是有些虎头蛇尾，不过对结局还是满意滴！合情合理。女人是比较难，也比较痛！            
(NA)	 张可颐的脸还真是长            
(3星)	 勾心斗角，爱事业的女人总是要失去更多珍贵的东西，没有十全十美的事啊~            
(3星)	 虽然某汤讽刺我看这部三个女人加起来150岁的电视，但是对米雪的剧太有信心。            
(2星)	  TVB-江河日下，江河日下。没有了ATV的竞争，这种不知所云，重点模糊，剧情白痴，主角老残的片子都出来了。            
(5星)	 咱22终于演白领了~~~            
(5星)	 有时候女人的戏，还是在围绕男人写              
(4星)	 最感慨的是最后一幕！            
(3星)	 张可颐实在丑疯了，演技也差，米雪气质好到不行  BIBI是亮点            
(4星)	 女人还是强悍点好            
(4星)	 女性题材，我已经很buy。这套戏也真拍得不错，有点点UB的感觉。米雪的完美女性形象，张可颐的急功近利女强人，滕丽名的可爱善良傻女孩，都有看头。            
(3星)	 張可頤同志可是老了不少啊！！            
(4星)	 Jackie同Nick真系爱得好成熟。做女强人真的不容易。            
(3星)	 与我价值观不符，为事业背叛了这么多人，怎么都爱不起来。            
(NA)	 戏过半开始精彩起来。            
(5星)	 喜欢米雪~~~！！！            
(3星)	 这几年难得看完的一部港剧。            
(5星)	 Jackie癲咗            
(3星)	 有点戏剧性~不过服装和妆容都还蛮好看的~学习粤语第2部~这部可是一集一点都没有跳过的哦~            
(4星)	 女人真的好痛呀！超爱米雪！            
(4星)	 就还行，还算有剧情。            
(5星)	 这个是不错的             
(3星)	 为了滕滕，可是开始看不下去            
(NA)	 女人好强究竟是为什么            
(3星)	 老去的张可颐            
(4星)	 真的是~女人最痛啊            
(4星)	 纯粹为了我家可颐看的。。不错不错。。            
(3星)	 剧本有点意思            
(3星)	 说真的，有点失望。            
(4星)	 米雪依然气势逼人；久休复出的张可颐恢复昔日神采；滕丽名很抢镜，应该提名今年最佳女配角。            
(5星)	 很港女，我喜欢            
(3星)	 不喜欢人与人之间的勾心斗角            
(4星)	 只属于女人的片子            
(3星)	 纯粹是为了打发时间看的。。还行吧。。            
(4星)	 拖了一个月，终于看完了，为毛张可颐和滕丽名越长越像？            
(4星)	 Angela的衣服都好漂亮哦~身材也不错，是本剧的亮点啊~            
(3星)	 不知道为什么 对这个style的片名一直很反感。            
(4星)	 不喜欢Jakie            
(4星)	 还不错 喜欢左撇子的马德钟~            
