http://movie.douban.com/subject/3314870/	潜伏
(5星)	  看了一遍又一遍的经典电视剧            
(5星)	 就是不喜欢他在女人方面屈服于命运，是本身多情还是屈服于社会的普遍规则？            
(4星)	 不错 孙红雷很入戏一人儿            
(NA)	 看过一半.....            
(3星)	 最大感想：干活干得好，干活干到老            
(5星)	 比想象中更黑暗深刻，比想象中更有些色彩，这要谢谢姚晨。            
(NA)	 不错~            
(NA)	 革命和爱情 都是一种信仰~            
(4星)	 演的最好的肯定不是孙红雷，结局也不应该是晚秋，大家对对方的过去太熟悉了            
(5星)	 可以看一下。            
(5星)	 很搞得谍报片，但是真的很有意思。这样的一辈子，很令人扼腕。但是有的时候又在想，如果那个一后余则成真的和翠平在一起，他们真的就会幸福吗，他们的差距是不能磨灭的这不关乎地位与财富，而是他们自己本身的修养与层次问题。但是还是希望他们能在一起。这是无奈过后最让人期待的美丽。            
(5星)	 又是一部关于信仰的剧。廖三民的出现，让人眼前一亮；那一笑，动人心魄啊~~            
(5星)	 那个有信仰的年代.....            
(5星)	 不错！            
(5星)	 啧啧，信仰这玩意，果然是政党最好的骗人利器。切~人家现在信仰生存主义的人才拉着党玩呢。犀利的嘞，那脑子~            
(5星)	 少数几部没有王志文和周润发却很好看的中国电视剧            
(NA)	 非常经典的电视剧，值得一看，特别推荐！            
(5星)	 1.他最爱左蓝，其次晚秋，最后才是翠屏。2.是谁规定了你必须潜伏必须放弃个人幸福？霸权主义！别跟我提什么崇高理想和奉献精神，还不都是你们逼的！3.谢若琳主义才是王道。4.妈的，最后便宜了晚秋这个小狐狸精，看看最后她那个得意的表情。5.翠屏，你闺女眼睛挺大的。            
(NA)	 总觉得没沧桑好，少了许多人情味道！！事事有余，则成！！            
(5星)	 09-08-05 凌晨快4点终于把全剧看完 只花了几天时间 确实很棒 很好的片子 喜欢翠平 所以感觉结尾有点遗憾罢了~            
(5星)	 以前总是很BS大陆的这类电视剧，一次的偶然竟让我把这部潜伏追了下去，今天刚刚看完了。说实话，多么希望能看到HE，这样的结局看的让人难受，但又却找不到比这更好的结局了。现实就是这样，那时的爱情在历史的大背景下是多么的微不足道。依稀回首，看到余则成留的那滴泪，只觉无限苍凉...            
(5星)	 还真是想一直看下去            
(NA)	 很喜欢孙红雷的表演，但是不喜欢故事的结局            
(5星)	 非常好.            
(5星)	 孙红雷表演有点过啊，名演员也不该这样不加节制地发挥创造吧~结局不错，体现编剧水平~            
(3星)	 孙红雷的演法真雷呀！姚晨的演技不错！            
(4星)	 揍是喜欢姚晨，别告诉我续集里余则成跟晚秋又搞在一起了            
(4星)	 我尤其记住了孙红雷时常委屈的脸色...            
(5星)	 好看！            
(5星)	 大爱！            
(5星)	 还算拍的中规中举，算是间谍片中不错的电视剧了，尤其是演员的表演比较出色，让这部电视剧增色不少啊！            
(4星)	 最近几年看的为数不多的国产剧了，不错！            
(5星)	 职场教科书            
(5星)	 好久没看电视剧了  这个还不错             
(5星)	 四星半~中国电视剧里不多的佳作~            
(5星)	 这也是战争！            
(5星)	 今儿看完了，这个结局呀......            
(5星)	 5星给演技。            
(5星)	 不该看剧透的啊             
(5星)	 可惜结尾处有些破绽            
(4星)	 原来最狡猾的人是……结局蛮伤感……            
(5星)	 场景这么少，还以为在看情景剧呢。            
(5星)	 完美的谍战剧。甚至连结局也没有传统式的大团圆，反而残缺得让人揪心。这才是最完美的。            
(NA)	 “我不怕残酷，怕失败”            
(5星)	 原来是真的好看！            
(5星)	 我会奋斗终生……！            
(4星)	 确实是不错！孙红雷演的太好了！处处都带戏啊！不过结局设置的让人惋惜，怎么最后就便宜晚秋那个小妖精了。。            
(5星)	 感觉这个故事挺客观 为了民族的信仰 肯定牺牲掉不少人的小幸福             
(5星)	 刚开始不喜欢的。后来越来越喜欢。还看了两遍。后来。对这类战争题材的电视剧，产生了大大的兴趣。            
(4星)	 最近一直在潜伏            
(5星)	 用一个周末看完，结局啊结局。            
(5星)	 关于信仰、责任、爱情。            
(5星)	 相当精彩!!演员个个演技出彩。            
(5星)	 看到二十几集的时候，突然觉得孙红雷竟然也可以很帅的，哈哈            
(5星)	 我爱孙红雷～～            
(5星)	 余则成大好……            
(NA)	 还好!一波三折,勾心斗角!            
(3星)	 结局让我感慨造化            
(NA)	 好看。            
(5星)	 最触动我的地方是：关于信仰的诸种思考。            
(4星)	 陈桃花太可怜了... 结尾不喜欢            
(5星)	 唯一的遗憾，则成为什么不能和翠平在一块儿?虽然这样很俗套，但心里很是不爽!            
(3星)	 没看出如何经典，不过少了那些华而不实的东西倒是真的。            
(4星)	 地下斗争            
(NA)	 结局好惆怅            
(5星)	 孙红雷我喜欢~~            
(5星)	 中国最近谍战第一片。从中可以窥探国共两党关系，中共能胜利，其实有大原因归功于情报工作做的非常好。孙红雷演的有点过。。。            
(4星)	 原著者龙一编的不错            
(5星)	 这么多年来看的唯一一部国产电视剧啊……小眼大嘴配好萌~~~            
(5星)	 太棒了            
(5星)	 一口气看完，好剧。            
(5星)	 难得啊····            
(5星)	 确实不错^_^            
(5星)	 陪妈妈煲的，一起看电视感觉好好~当然作为一齣捞戏它也很好...起码某些方面比较正面地讲国民党            
(5星)	 相当不错，除去一些史实的话。            
(4星)	 特煽。。。有血有肉。。酸鼻子次数最多的剧集。。            
(2星)	 看了第三四两集，剧情太拖沓，没觉着有啥出色的啊！            
(NA)	 我挺同情余则成的，我把这当场悲剧片看。            
(5星)	 数不清看了几遍，每看一次，评分就会高一次。有这片子，余则成，翠平，甚至李涯都值了            
(5星)	 超级不爱看国产谍战剧的某只被彻底折服。“温暖若停在你心里，愿用一生祝愿。”音乐也出彩，主题歌和全剧相当的配。            
(4星)	 那个时代生活可真累,科技不发达也有好处            
(5星)	 觉得看这个的都是老人了...我在看以前应该不会有这么大兴趣孙演得不错，比《人间正道是沧桑》好些            
(NA)	 回去            
(NA)	 弃            
(5星)	 电视剧进入集体YY历史的阶段，可以把它当做厚黑教科书来看。            
(4星)	 不错 孙红雷 演的很赞            
(4星)	 潜着潜着，假的也就成了真            
(5星)	 紧张而富于戏剧性，不错            
(4星)	 陆陆续续看完的，真不错，虽然没有大团圆的结局，但是很真实……            
(4星)	 说话还真是门学问！这个世界还真tm复杂！            
(5星)	 最后一集让我哭无泪            
(4星)	 我好喜欢孙红雷！！！和姚晨！！！            
(4星)	 结局牛逼            
(5星)	 央8每晚連播六集..真是不看白不看啊~            
(4星)	 哦~型男~            
(5星)	 Oh，大嘴巴的姚晨~~            
(5星)	 无疑，这是部精彩的剧。“悲伤尽情地来吧，但要尽快地过去。”这就是潜伏的人生。            
(3星)	 似乎没有传说中的那么好看~~            
(3星)	 挺无聊。没看完。            
(5星)	 理想，信仰。遗憾的美。            
(5星)	 国内剧中的一流作品，虽然有时衔接不够流畅，丝毫不影响其作为主流、主旋律影片但依然拍得好看、精彩的。            
(5星)	 纯真岁月。            
(5星)	 与天斗与地斗不如与人斗            
(5星)	 很不错的演技，很棒的故事，值得一看！            
(5星)	 潜伏却真实的生存游戏            
(5星)	 李涯，孤独的舞姿            
(5星)	 最后也太虐了吧。。。            
(4星)	 近两年也就这部长剧看全了            
(5星)	 有劲            
(NA)	 跟着老妈迷红雷啊……            
(5星)	 阴谋，政治，爱情，生活，一个都不少。            
(5星)	 孙红雷简直太有才了！            
(4星)	 看惯了美剧，就觉得这节奏太慢了。            
(4星)	 牛X！            
(4星)	 真像林黛玉。又是哪里认识的野女人吧！            
(3星)	 姚晨真丑            
(5星)	 老母鸡            
(5星)	 中意结局！            
(4星)	 现在觉得孙红雷很man小眼睛男人很有魅力            
(4星)	 真的像么真的像么？。。。            
(NA)	 结局挺无语~~            
(5星)	 孙红雷真是命好～            
(4星)	 喜欢这个剧的结局，三个女人，余则成都没有负，一夫多妻制好呀。。。            
(4星)	 结局有点愕然            
(5星)	 超爱孙红雷。            
(5星)	 沉迷。慢热的我。李涯被甩完那一巴掌，然后流泪的画面，让我被触动了。            
(5星)	 很好的。            
(5星)	 翠平站在山顶抱着孩子的眼神，余则成站在结婚照前的泪水，让我对他们的事业肃然起敬。            
(5星)	 好看！！！！            
(5星)	 信仰与命，到底谁更硬。            
(3星)	 没有耐心看完，果然萝卜白菜。            
(5星)	 精彩 孙红雷真是有实力！            
(5星)	 两天看完，真的很好看。            
(NA)	 多少年来第一部一集不少看完的国内电视剧。            
(4星)	 两天两夜。虽说早知道结局，却难以控制讨厌他和那个女人在一起。里面的中共很邪恶            
(4星)	 的确好看            
(5星)	 廖三民和李涯都那么帥..左藍和晚秋的名字都那么好聽..翠平則成也許愛情有過就該感激吧在那個時代里..啊呀那么多好劇評我不湊熱鬧了.            
(4星)	 结尾太没人性了吧。。。            
(4星)	 情节不错，看了其中的半数左右            
(4星)	 这片怎么都是女生在看？            
(5星)	 迷上小眼睛            
(4星)	 喜欢姚晨这角色            
(4星)	 大家都说好看～            
(4星)	 爱死孙红雷了·~            
(5星)	 伟大的爱情！伟大的事业！            
(4星)	 一个周末三十集,累坏我了.            
(5星)	 和LP在家用了两天时间看完30集，现代职场教科书---还需细细体会( 原来吴站长潜伏的很深）剧终前那低沉的大提琴声，心里说不出的滋味。            
(5星)	 好看，是真好看。看完难过。            
(5星)	 编剧很厉害。第一次觉得孙红雷不错，可能是因为他的痞气收敛了许多。            
(4星)	 更喜欢暗算            
(5星)	 嗯，因为这个剧，我开始对那个时期产生浓厚的兴趣。            
(5星)	 难得的好片子            
(5星)	 太残酷            
(3星)	 最后几集有点儿败            
(5星)	 情节剧本好，演员表演逼真，实用。里面也有一些不合理或者太理想主义的场景，中间的剧集节奏有点慢。            
(5星)	 感慨            
(5星)	 真不错            
(NA)	 很喜欢！            
(5星)	 “凝聚意志，保卫领袖”这八个字我研究了十五年，得出一个结论：人不为己天诛地灭。            
(NA)	 最后一刻，把我雷哭了。T-T            
(4星)	 看了一半 不想看了            
(5星)	 一气呵成之作            
(4星)	 风格粗糙。国产中实为上佳之作。大大好于青春。            
(5星)	 始终不敢看结局。            
(5星)	 潜伏            
(5星)	 孙红雷彻底红了，剧情超赞！            
(4星)	 孙红雷演的真好            
(5星)	 近期看的最好的电视剧了            
(5星)	 好看！            
(5星)	 通常对红色革命剧并没有太大的兴趣，但这部绝对除外，基本符合历史，绝不是通常的泡沫肥皂剧情节，值得一看！            
(5星)	 哎~貌似真是要对孙红雷刮目相看了……            
(5星)	 高级的~            
(5星)	 累呀！北鼻兴致很高昂 总计哭过两次            
(3星)	 Ok，大家都说好，可惜不是我的菜～            
(5星)	 翠平。。。。太雷了,笑疯了。。。            
(NA)	 只蛰伏,不启用,待战事,见奇效            
(NA)	 我爱最美的女共党。。。            
(5星)	 爱余则成。            
(5星)	 二姨极力推荐的，我也极力推荐！！！            
(4星)	 以后不看这种压抑的红色剧了。。。            
(5星)	 《潜伏》是官场厚黑学，时政讽刺剧，历史讽刺剧，高大全剧，潜伏在潜伏里的潜台词实在太多太多……            
(4星)	 端午小长假看完的，孙红雷从不喜欢的名单到不错的名单。口碑不错的片子总是有理由的~            
(5星)	 播几遍看几遍。            
(5星)	 真是好看            
(5星)	 我爱死余则诚            
(4星)	 嗯，算上等了。            
(5星)	 《潜伏》，这电视剧不错，不可多得的好片子。            
(4星)	 看完后你应反思自己到底信仰什么？            
(5星)	 强烈要求拍续集            
(5星)	 牛b            
(5星)	 “命！”生命就是一个轮回。深坠无间地狱者……            
(4星)	 不能免俗。            
(5星)	 强大的气场            
(5星)	 能把碟战片拍成喜剧幽默但又不失悬疑，刺激！真的很不错！            
(5星)	 第一次这么喜欢大陆的电视剧            
(5星)	 终于知道了为什么拮据而有信仰的共军能够打败配备先进的国军，终于明白了信仰在什么地方发挥作用。            
(4星)	 这结局啊~真纠结            
(5星)	 多少年没看国产剧了，唉呀妈呀，孙叔叔，服了~~~            
(NA)	 重新认识孙红雷和姚晨            
(5星)	 大嘴小眼睛的化学反应            
(5星)	 just me 唯一一部没有让我快进的电视剧            
(NA)	 最后这样的大结局让我有些觉得XX党真是有点狠了~            
(4星)	 唔，到最后还是很唏嘘。有几处与整体风格明显不符，但是居然最美好的就是他们俩手拉手从保密局里走出来，漫天大雪。            
(4星)	 爸爸看的时候绕进去的...            
(4星)	 意犹未尽。孙红雷的演技很出彩。            
(5星)	 這樣的男人！            
(5星)	 ms上上个月看的很有意思的东西            
(5星)	 很让人上瘾的剧情!确实有很多为人处事的玄机。到任何时候都不能忘却为革命出生入死的烈士们，活着的人必须继承他们的遗志！他们所追求的新中国是怎样的？如今离这个目标还有多远？            
(5星)	 很好看啊            
(4星)	 这是什么结局~            
(5星)	 就是翠平有点惨。这个结局。。可能就是悲壮的喜悦吧。。            
(NA)	 最后翠平在村口的身影会让人想起望夫石……            
(5星)	 挺好看的电视剧，三天看完，呵呵。            
(4星)	 这种爷们片、斗智斗勇片才是我爱看的，什么流星花园，什么还猪格格，都他娘一点意思没有！            
(5星)	 这部剧，很靠谱。为什么最后他们不能在一起~~。是非成败转头空。            
(4星)	 蛮好笑的，也很紧张，扣人心弦            
(4星)	 这部电视剧从人性的角度出发，牢牢的抓住了观众们的心理，这是他成功的关键！            
(5星)	 喔喔~精彩爱死孙红雷啦~~但不喜欢结局  对翠平不公平！！！            
(4星)	 很nb的说，啥话都说了，还没被河蟹，红遍大江南北。             
(4星)	 结局让我太纠结了...翠平要怎么办啊！            
(4星)	 巧合实在太多            
(4星)	 国产剧里比较优秀的作品。配角们的表演很赞~            
(NA)	 看完团长看这部，编剧很有良心            
(5星)	 我忽然想起老师的话“最痛苦的事情莫过个人的感情需要服从时代的安排”            
(5星)	 好看!            
(5星)	 讨厌这样的结局。            
(5星)	 印象深刻的，是一个个表演到位的演员，一句句出彩的对白……谁说那是碟战？如果你愿意，许多事情就发生在你身边。谁说就发生在你身边？那分明带着岁月的渺远……就是这样：时而贴近，时而远离，终于与之同悲同喜            
(5星)	 我看过最好的国产剧，没有之一。            
(5星)	 的确非常精彩！很喜欢。片中的几个人物都刻画的很好。            
(3星)	 孙红雷有翻拍雨人的潜质。            
(4星)	 革命时期的爱情身不由己.潜伏着的人和心事.不得不说,这是一部国产剧里面难得的精品            
(5星)	 难得的国产片，里面多个角色演绎的很好。看上去说的是抗战时期的间谍战，其实也可以比喻为办公室的战争。            
(5星)	 爱与信仰            
(5星)	 看这部电视剧，会更加喜欢姚晨，会爱上孙红雷！            
(4星)	 超好看啊~~            
(5星)	 我也想要一个老余            
(4星)	 还不错的            
(5星)	 信仰是值得敬畏且不可多得的。            
(5星)	 不错的内地电视剧，有一种东西叫做信仰            
(5星)	 09年中国最值得一看的电视剧.            
(5星)	 哈哈 超爱超爱            
(5星)	 很强悍。            
(NA)	 他演的很好。            
(5星)	 真的很不错，入迷了            
(5星)	 两天            
(4星)	 信念            
(4星)	 比较不一样的碟战片            
(4星)	 看来看去，原来最有信仰的人是李涯。            
(4星)	 虽然逻辑不够严谨，但是能套用到很多地方……值得利用，学习。            
(5星)	 就俩字儿，好看            
(4星)	 老姐老弟都超级迷他。            
(4星)	 当间谍片看，就太侮辱自己的智商了。还是当搞笑片看吧，太喜感了。            
(4星)	 为之奋斗终生,我愿意            
(5星)	 是棋子还是英雄，或者两这都是？            
(4星)	 结尾有点敷衍            
(4星)	 向钱壮飞们致敬！            
(5星)	 老母鸡的温情            
(3星)	 好久没看大陆电视剧了。            
(5星)	 不错            
(5星)	 哎 什么结局 真是的 太残念了！！！            
(5星)	 就喜欢这里面的孙红雷            
(5星)	 欧 我爱这个男人             
(3星)	 很久没有看过国产的电视剧了陪妈妈看的，两天，30集。            
(NA)	 集合了好几个我非常喜欢的演员,一个很好的剧本,张弛有度的表演.谍战经典            
(4星)	 总体相当不错 个别情节欠考虑            
(4星)	 余则成！！！！！！！            
(5星)	 真有余则成这样的男人吗？            
(4星)	 中考考完我要再看一遍            
(NA)	 什么结局啊。。。            
(5星)	 老婆极力推荐，周围人都在看，一直不以为意，最近在看还是近年出色的作品，情节紧凑，悬念叠生            
(4星)	 最后几集看不下去了            
(5星)	 有无声手雷你要么？            
(5星)	 难得我竟然熬夜把它看完了            
(4星)	 此剧主人公乃装傻装|A,C|的宗师，职场情场通吃，做什么不NB呢？！绝对的偶像            
(NA)	 绝对经典            
(5星)	 真正的男人            
(5星)	 这个故事，编剧，演员都很好呢～            
(5星)	 不是死别 却是生离            
(5星)	 太好看了我看完了            
(NA)	 很好看．．            
(4星)	 办公室政治，对现代社会的一部嘲讽片            
(5星)	 绝对推荐！            
(4星)	 结局，有些让我难过。人生为什么非得这样～            
(5星)	 非常棒！熬夜，3天看完……            
(5星)	 话说大学看的电视剧竟然都是在出去玩的各种旅途中~            
(5星)	 泪。。。            
(5星)	 我恨结局            
(4星)	 杭州，五月天。            
(4星)	 喜欢余泽成            
(5星)	 天才的命运总是悲剧。心重手不狠的特工            
(5星)	 信仰            
(3星)	 两个字：本剧很反动。告诉国人别做李涯，学站长。            
(5星)	 把我哭的饿。稀里哗啦的。人家眼眶浅啊。尤其是最后一集机场相遇和翠平抱着孩子在山头向小路上张望那几段。老余同志送她杀陆桥山那把驳壳枪，生孩子的时候还揣腰上。老余说她拿着枪，特别有魅力。总之，纸巾哭没了一包都多。            
(4星)	 很精彩。剧情还得推敲            
(5星)	 很久没对国内电视剧感兴趣了。很紧凑，表现都不错，不喜欢那个结局            
(5星)	 做梦也要有纪律            
(4星)	 脸瘫。            
(3星)	 一声叹息而已……            
(4星)	 在看，不错。            
(5星)	 咋不是大团圆的结局呢            
(4星)	 随大流看的            
(5星)	 一声叹息            
(4星)	 难得的有张力的片子，姚晨表现很好            
(5星)	 啊啊啊结局太奇怪了            
(5星)	 片确实是部好片 结局却让人堵得慌最后把信仰完全凌驾于人的欲望之上真像是扯淡            
(3星)	 导演编剧就不能严谨点？到处都是漏洞            
(4星)	 比娶你更美好   还多了一份自由            
(4星)	 p.s. 这片挺好的，但是有些地方比较假，还是给4颗。孙红雷演的好。片尾《深海》，还是配原来的外文歌词好听。            
(NA)	 看到不想再看            
(4星)	 我喜欢            
(4星)	 非常不喜欢结局            
(5星)	 比他死了还难受。。。啧啧            
(5星)	 孫紅雷其實好傲嬌的，姚晨好萌。這是一部萌劇，除了結局。            
(4星)	 本来对孙红雷很不感冒，现在觉得还是很不错滴~2009-05-08     又不喜欢他了。。没文化有点装。。2009-08-16            
(5星)	 哈哈！！余则成罪有应得！很讨厌余则成！结局让我太过瘾了！胡适都知道不要相信xx党的那一套！活该了吧！我太开心了！！            
(5星)	 有信仰的人很幸福，有真正信仰的人可以从事一切顺服于信仰的工作。            
(5星)	 一宿看八集            
(NA)	 可以再看            
(4星)	 有智慧的            
(4星)	 真不错。除了一些过度阐释的旁白。            
(5星)	 GOOD！            
(5星)	 信仰的年代。            
(5星)	 在我眼里还是 暗算 最为惊艳。            
(5星)	 真是好看啊。。。            
(4星)	 但愿别出续集了            
(4星)	 一看了结局，就不想看剩下部分了            
(NA)	 有理想，有信念的人，值得敬佩。            
(5星)	 太好看了，只能说太好看了。从来没特意下过电视剧看，这次例外。            
(4星)	 剧情有点赶            
(4星)	 阿红太帅了！            
(4星)	 潜伏之小三的胜利            
(5星)	 孙红雷转型很成功,特好看            
(5星)	 结尾的时候，心里哇凉哇凉的。            
(5星)	 结局很红色很人性，主流思想最大化了            
(5星)	 这个编剧很不错！            
(5星)	 好不容易爱上俩女的，一个生离，一个死别。            
(5星)	 向隐蔽战线的无名英雄致敬！            
(5星)	 很多人说了很多话，我只觉得，这是谍战剧中的生活，是生活剧中的激情。《风声》，远比不上。            
(4星)	 没有暗算那么惊艳。可以吸引人。            
(5星)	 这两年看得最好看的电视剧。革命斗争本是人情世故。            
(3星)	 想看剧本            
(5星)	 神作！神作！            
(4星)	 余则成，大鸡蛋，我煮你            
(4星)	 职场众生相啊            
(4星)	 难得啊……            
(NA)	 非常好看！不看亏大了            
(4星)	 要不是那个死破烂结局，我会给你五星的……恨恨！            
(5星)	 一分钟都没有浪费的片子，近年来看过的最伟大的电视剧！            
(NA)	 什么和什么啊。敢情只要爱上了就要离开，搞革命真是不容易啊。我悔了，当时看了个大案觉得还不错，还打了我读书logo呢。极不支持这种理论。切切切。下次有机会我给提提意见去。新闻理论与实践主讲人一再推荐啊。呵呵            
(4星)	 看了鄙视此片的一个评论：此剧爱情喜剧片＋办公室生存，不是谍战剧（简言之）            
(5星)	 好看，结局让人沉重有落泪。            
(5星)	 学到很多东西            
(5星)	 十年内看过的最好的国产电视连续剧Top3~!            
(NA)	 这是个不同与其他大团圆电影的特殊电影，这样的电影总是会吸引我！            
(5星)	 嘛~在重庆拍的            
(5星)	 看的我又笑又哭，真讨厌~            
(4星)	 总觉得有书的话应该被剧好看。            
(5星)	 情节很棒，电视剧做的都这么紧凑的话，也算是抵得上美国的连续剧模式了。            
(4星)	 社会工作害死人啊            
(5星)	 绝对的实力派!            
(4星)	 怎么着？还非得让他享够三个女人的福吗？对结局严重不满。            
(5星)	 30集,好看!            
(4星)	 本以为主要场景是台湾，看了才知道是天津...有一点失落，当初认为是看点的东西没期待到...不过表演得还不错            
(5星)	 强大~~~~不追GG，改看《潜伏》了~就是结局惨了点儿~编剧不安好心~~T-T··            
(NA)	 还差前半部。。。            
(5星)	 绝对好看！            
(4星)	 导演功力真不一般的强，居然把一这么深刻的情欲戏包装成红色经典。最后更以组织的力量和名义公然踢开了原配同时发给主人公一个二奶+小三儿            
(5星)	 很久以来一直期盼的好电视剧！编剧、演员、演技、场景、细节、逻辑！非常好！只可惜不敢看27集以后！            
(5星)	 看来生活中也要提防啊            
(NA)	 至今唯一一部始终没按快进的连续剧！            
(5星)	 孙红雷我爱的&gt; &lt;.            
(4星)	 很好看            
(4星)	 忘不了则成最后的那一滴泪……潜伏的讽刺~            
(5星)	 理想，信仰，党国，新中国...无论立场如何，在这个舞台上的都是英雄。            
(5星)	 国产剧啊...这个水准不错了            
(5星)	 好            
(NA)	 特好看~~            
(NA)	 孙红雷不zhuangbility会死啊            
(5星)	 很喜欢的一部电视剧，孙红雷演的绝对到位。只是结局过于艺术化了，不太喜欢 。 PS：你就是他了！            
(4星)	 五羊新城            
(NA)	 特工真不是一般人能干的!            
(5星)	 如今社会之斗争亦如此            
(3星)	 真的那么好看么?奇了怪了·我一点也看不下去            
(4星)	 本来应五星的，这么一主旋律结尾实在太不主旋律！            
(5星)	 看的很开心，孙红雷和白岩松不是双胞胎吧            
(5星)	 好看            
(4星)	 他信佛            
(5星)	 最后一集中，那冷酷的命令简直太写实了…………            
(5星)	 第二集。他问左蓝，你是真的爱我还是共党派来的美人计……他哭了。大结局。他“真的结婚了”，看着与比翠平漂亮的女人一起照的结婚照，心里却是无奈！无间道中的无间道，是政治的牺牲品，悲剧！            
(NA)	 办公室政治。            
(3星)	 真的觉得一般，等有空了要看《无名英雄》！            
(NA)	 喜欢！            
(4星)	 晚秋很美的，是吗？            
(5星)	 很久没有看到这么好的国产片了。。。            
(NA)	 最喜欢翠平            
(5星)	 情节紧凑，洋溢着智慧            
(5星)	 不求手上有金 只求心上有人            
(5星)	 余则成的脑子太好用了            
(NA)	 断断续续 没看下去            
(5星)	 关键在于要当成主旋律片子来看~~那是相当快意的            
(5星)	 共和国至今为止最好的电视剧，没有之一。            
(5星)	 台词不错，片尾……唉            
(5星)	 可爱的理想主义            
(5星)	 廖三民T-T你怎么就死了呢？！结局太可气了！！            
(5星)	 真的很红 在班里都谈开了            
(5星)	 值得一看，狂爱姚晨！            
(4星)	 剧本真的不错..大嘴媳妇有点儿嫩..            
(4星)	 在国产电视剧里面算节奏快险象环生的了，演员演的都不错            
(5星)	 完美！            
(4星)	 很有喜感的连续剧            
(5星)	 你站在一列雄壮的队伍里迈着大步 高唱着战歌去改变整个中国那是什么气势一个小小的余则成就是路边的一个送行者你看见了他 他看见了你我们挥挥手就过去了再往前就是更有意义的生活沮丧吗无非就是一个小布尔乔亚的无病呻吟留恋它就是一种高度近视有时候能看得远一点不就什么都            
(4星)	 不容易            
(5星)	 很是感动            
(5星)	 马奎、李涯之革命信仰，不差！余最后的眼泪告诉我要珍惜现在的自由，任何政治都是损坏人民基本生活的。            
(5星)	 终于看完了，结局太恶心，尤其是那个共产党的话，说什么你们不可能在一起的话，真是过分，，气氛，，就算给点悬念也好啊，干嘛说的那么绝，结局太没劲。。。真个戏都被结局毁了。。。。            
(NA)	 非常 强大！            
(5星)	 反派控。            
(4星)	 很精彩的国产电视剧~            
(NA)	 不错，很推荐。我也很喜欢姚晨            
(5星)	 有信仰的人，为了明天义无反顾            
(5星)	 非常好看！男女主角演技都很到位！            
(5星)	 革命的爱情分外浪漫。。            
(5星)	 值得多看几次的电视剧。            
(4星)	 一转身，再无相见之日。            
(4星)	 看完堵得慌            
(3星)	 黄雀行动漏洞太大，鲍特派员既然可以看到名单，应该就能根据名单确定她的侄女是否为黄雀行动成员，而不至于那么傻乎乎的被人骗吧，太假了。            
(NA)	 妈的 真的老了我..            
(5星)	 很久没有这样爱上一部电视剧了            
(NA)	 不能多说正在看第二边            
(4星)	 翠平啊翠平，你太强悍了。。。            
(5星)	 看到了最后，好心酸啊            
(4星)	 如果少几处硬伤就更好了。            
(5星)	 目标            
(5星)	 瑕疵挺多，但是我喜欢。            
(5星)	 在我看潜伏的时候，我跟我妈说我很喜欢孙红雷，我妈很雷的对我说：“他还没结婚呢。”            
(5星)	 继《暗算》后最喜欢谍战片            
(5星)	 好久没看大陆连续剧了555            
(NA)	 用PPLive看的            
(4星)	 殊死较量~潜伏火了，姚晨火了，孙红雷更火了。            
(4星)	 断断续续看完 还不错            
(5星)	 老妈很喜欢余则成~            
(5星)	 不可多得的好国产剧            
(4星)	 故事很紧凑，演员也出彩。            
(4星)	 结局哭了！！！原因。。。不能细说            
(5星)	 遭咯，爱上于则成咯            
(4星)	 哦，原来爱情是这样。哦，原来命运是如此。            
(5星)	 一气呵成            
(4星)	 1、直到最后，余则成其实还是最爱翠屏的，挺感人的片子，单从感情来讲。2、对话挺经典，另外，间谍期间的关系可以映射工作关系啊。3、对GCD真的啥也不说了，为其卖命得到了什么呢？4、孙红雷你现在就是余则成5、结巴谢若林是两点啊。            
(5星)	 难得看本土剧集……很吸引很乐很闷骚            
(5星)	 经典            
(4星)	 男女老少皆宜= =            
(4星)	 嘿嘿~~我爱这男人~~            
(4星)	 相当不错            
(5星)	 难得看部电视剧的 孙在这部里比在梅兰芳里面好多了 梅里面整个表演都过了火 看得我都很惭愧            
(4星)	 让我郁闷的结局            
(5星)	 相当的不错，情节紧凑，孙演的太好了            
(5星)	 潜伏            
(4星)	 编剧挺狠。结局让我……            
(5星)	 特喜欢看 但结局太憋屈了            
(5星)	 好看成马了！            
(4星)	 祖峰            
(5星)	 怪不得巩俐都被孙红雷都迷住了            
(4星)	 难得看全的国产连续剧，很多东西觉得不太能理解恐怕也难以接受，但还是恨喜欢            
(4星)	 我觉得我越来越老了==            
(5星)	 好看，看得非常入迷。最后一集让我热泪盈眶            
(4星)	 终于还是看了，快啃完了            
(NA)	 4.10-11            
(5星)	 很好看            
(5星)	 已收            
(4星)	 大嘴巴和小眼睛的化学反应            
(4星)	 则成同志，你还记得翠平吗            
(5星)	 孙红雷的小眼睛很帅，每一分都是机智的，从他的机智上学会做人的方法。            
(5星)	 个破结局！            
(5星)	 一口气看完，酣畅淋漓            
(3星)	 旁白声音很科教片，配乐也比较囧，竟然出现了如歌的行板山寨版orz            
(4星)	 偶尔我也崇拜☭…………            
(5星)	 每一秒钟都是戏            
(3星)	 喜欢上了姚晨            
(5星)	 成为了革命牺牲品的爱情``````            
(5星)	 昨夜熬通宵看完。是看过最好的国产剧了。只是个人命运在各自的信仰面前，在时代和历史面前，太过微不足道。            
(4星)	 如果要投票，我毫不犹豫            
(5星)	 很久没看过这么好的电视剧了。。。            
