http://movie.douban.com/subject/5965670/	潜行狙击
(5星)	 我还没缓过来。。。            
(4星)	 这个好看！黄宗泽留了小胡子，更有Feel 啊            
(3星)	 追了一个月，把女主角都追死了。。。            
(5星)	 laughing最高！！！终于看完，从前面的轻松到后面的极度灰暗，陈法拉走得时候我硬是掉了几滴眼泪。续集吗？难道真是续集？            
(4星)	 谢天华都是演laughing 最有型。            
(5星)	 大结局太悲了，madamjo太可怜            
(5星)	 如果不用我觉着不错 不过就是要是不用老梗就好了 徐子珊天生就是一副坏女人坯子么             
(4星)	 算是我近年蠻有興趣的一部港劇…            
(5星)	 近几年TVB少有的好剧，加长版果然导致蛇尾，当然TVB的片10集也蛇尾，得谢谢徐子珊大大让我减少了看片时间，Bosco和laughing gor搅基吧，TVB与时俱进！            
(5星)	 都没有经典二人组了……为了laughing看的，很喜欢他骂警察的那段戏= =            
(4星)	 嗯哼！这是这两年来我看过TVB没有烂尾的的一部剧了，是后半段比起前半段要精彩的多，中间的剧情是有点薄弱。但是到目前为止我看到相当不错的一部剧了。            
(5星)	 结局T///////////////////TT            
(NA)	 陈法拉演Madam气场也太弱了，MC JIN太有爱了，结尾果然为电影版铺垫了。。            
(4星)	 虽然狗血之处很多，但能做到不停峰回路转吸引人一集一集追着看也实属不易。虽然个人喜欢死光光多过大团圆，但结局为了照顾电影也真的有点失水准。laughing的个人魅力还是加分的，江美仪的嗓音我很喜欢            
(4星)	 jo妹就这样领了便当狗血结局啊            
(5星)	 我的madam jo！！T_______T            
(4星)	 编剧你是要闹哪样?madam jo为什么死了？laughing为什么那么惨，还要终身监禁！！！姚可可这个贱人为什么是假死？我要去游行！！！！我要抗议！！！！            
(4星)	 最后真是 = =++ 是要拍电影版嘛囧不过laughing哥真心帅气XD            
(5星)	 人类已经不能阻止laughing了            
(NA)	 哎  实在没觉得陈法拉好看。。            
(4星)	 真的是最近看到的最好的TVB剧集了，laughing哥好帅~~            
(5星)	 满眼都是卧底，每一个都有价值，看laughing和coco对着嚣张巴闭已经值回时间，papa和jodie仅有的对手戏也很好，还有辣姜，爆登，烈哥，坦克，harry……每个角色都会被tvb的胶片记住，角色丰满立体不输港剧巅峰时刻。爱一个人就是心甘命抵为他死http://www.tudou.com/playlist/p/a67217i94137067.html            
(NA)	 其实我最喜欢的是欧阳靖。噗            
(3星)	 看完只想骂，这什么烂结局啊！！哦还有，虽然法拉确实木有madam样，但是她的颜可以盖过一切！！！            
(4星)	 今天终于看完了，结局有点悲，余下的人生在里面应该会疯吧~            
(5星)	 绝对给力啊            
(5星)	 续集还要追            
(5星)	 结局太瞎了，但是CO哥萌神眼神嘴角小胡子都萌无敌。。。。CO哥今年必进五强！！！！！！！            
(3星)	 结局实在令我无法接受....            
(4星)	 最近看过的质量稍好的港剧了 喜欢laughing gor            
(4星)	 最后的开放式结局是为了写续集吧 Michael未死？            
(5星)	 好            
(5星)	 跟到Laughing哥超~            
(NA)	   开始看 开始看~~            
(3星)	 结尾很减分啊！为了铺垫电影不顾观众感受啊，TVB不想以后的电视剧有人看了？Laughing一对纯粹为狗血而狗血，跛Co一对不要太古龙，不过他们的结局我喜欢。            
(4星)	 CO哥！            
(4星)	 男人戏 三个男主都很出彩            
(4星)	 总算结局没有落入俗套，死的死伤的伤，整个一部电视版《无间道》，有些悬疑，有些精彩……还有今年tvb女人都短发，男人都长胡子扮沧桑感            
(4星)	 真心觉得PARIS的穿着很地味。            
(4星)	 这两年TVB最好看的剧 等着拿各种奖吧            
(4星)	 尼玛结局不这么狗血会死么？！！！！！！！！！！！            
(4星)	 死完了就剩个laughing sir,电影版是要爪~~            
(5星)	 好吧只要是拉风哥喜欢的女人真的就除了死没有其他可能性了╮(╯▽╰)╭编剧织毛衣切吧！！！！！！！！！！！！！！            
(4星)	 以後人人都想找個心臟長在右邊的朋友~            
(4星)	 徐子珊复活了,这是台湾剧情吧,黄宗泽死了,陈法拉死了,谢天华坐空牢了,最后出现的背影是???            
(4星)	 开头很精彩。后面就弱掉了。结局拍这么惨是不是因为要拍电影的原因。哎，总之不是滋味。            
(5星)	 记住我个名啊, laughing哥啊            
(5星)	 在一众港片中算是鹤立鸡群了，只是tvb再也回不到以往的黄金时代了！大家多半都喜欢laughing sir，于我而言，谢天华始终喜欢不起来，甚至是有点讨厌的，年少时不喜欢他的乖张，成年后不喜欢他的艺德，或许我也只是看到了片面，bosca和徐子珊的感情戏却是我喜欢的。            
(5星)	 爱死啦爱死啦！惊艳的Bosco！！各种惊艳啊！！！            
(5星)	 肯定会有电影版，最后一个男子，看不到脸，但走路姿势和头型确实像林峰，子珊竟然没死，所以这两兄弟要在电影中见面吗？^_^laughing sir以后是喝不到鸳鸯奶茶了吧？T T为什么两次都是心爱的女人死在他的面前？最后两集好多回忆好精彩。laughing gor的性格是越来越饱满，也越来越吸引人了！绝对支持！            
(4星)	 大結局了才決定開始看。不過個結局真係...曳咗啲。            
(NA)	 laughing哥，你要用这个名字拍好多东西？？？            
(3星)	 期待已久的剧集 希望不要让人失望 开头不错 然后就FLOP了 看到徐子3 一堆剧里亲来亲去 又没演技和外表很是恶俗~！！黄宗泽不错型男路线满成功的            
(4星)	 这个结局是要怎样！            
(5星)	 laughing gor!~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~            
(5星)	 超爱laughing！ 结局太惨了 难道是为了拍续集么            
(5星)	 LAUGHING LEGEND!!            
(5星)	 结局很纠结，内容很精彩，超级赞的过程            
(5星)	 电视剧版《无间道》            
(4星)	 COO哥很特别 。            
(4星)	 3天终于补完这部剧了.徐子珊到底靓在哪里?            
(5星)	 卧底不容易！            
(4星)	 赞 黄宗泽迷死你老            
(5星)	 结局坑爹。其他都很好~喜欢laughingsir~~            
(4星)	 结局太狗血了            
(3星)	 看了大概十集后，全家开始狂吐槽            
(5星)	 我仲系最喜欢刘松仁~~~            
(3星)	 当看到laughing sir又做返卧底时，一下没了什么兴趣            
(4星)	 很多人不喜欢徐子珊、但是我就是很喜欢。很喜欢黄宗泽，知道他和胡杏儿在一起、挺开心的。laughing哥的第三春，开的太艳丽了。            
(NA)	 不知道导演为什么弄那么悲催的结局，剧里的惊险场面看一遍都不想再看了~            
(NA)	 一颗坚毅的心，一种坚定的信仰，永远喜欢laughing 哥。            
(4星)	 Laughing~Laughing~            
(4星)	 Laughing            
(NA)	 我靠fala死了我真想骂娘            
(4星)	 烂结尾烂结尾烂结尾            
(4星)	 究竟最后谁是黑，谁是白            
(3星)	 寒假补港剧小组第一部            
(4星)	 Laughing sir            
(3星)	 其实跟前三部基本上没关系了，不过从看片必须从头到尾来的强迫症伤不起啊！没有宣传的那么好嘛。结尾简直就是坑爹。            
(5星)	 帅气            
(3星)	 因为laughing而看的戏，其实不明白为什么说谢天华和陈法拉很登対，我觉得laughing系无敌的，所以无敌是最寂寞……与LG期待电影潜罪犯~            
(4星)	 陈法拉在这一部里变得好 。。彪悍 。。。哈哈 。。。            
(4星)	 大天二的魅力            
(5星)	 不错!            
(4星)	 劳资是腹黑，可奈编剧总是垂青正义，瘸子跟pairs的爱情怎么让jo为laughing的死那么别扭呢            
(4星)	 还行吧···            
(4星)	 作为TVB刑侦剧的死忠，一般其实并不喜欢整部剧围绕一个案件那类的，不过这部的主人公各具个性，非常喜欢            
(3星)	 为什么Madam要死啊！！！编剧！！！            
(4星)	 laughing sir潇洒，机智；Michael智慧，有胆识。只是路不同，势必是分道扬镳的            
(5星)	 过瘾！            
(NA)	 排除结尾那个某某会的败笔，能小高潮跌出，这位编剧至少在向HBO的商业性靠近了。Laughing哥毫无悬念迷倒众生。            
(5星)	 超帅呀，卧底有卧底呀            
(NA)	 除了徐子珊，其他的人都能看            
(4星)	 好看            
(4星)	 如果这就是结局。诶。。。            
(4星)	 苏星柏太亮了！！            
(5星)	 五星全给laughing ！！！            
(3星)	 总感觉陈法拉撑不起来场....            
(4星)	 黄宗泽~不错~            
(4星)	 事實證明，陳法拉以任何身份接近Laughing都會死……             
(5星)	 laughing哥真是经典啊！z3的姚可可我耿耿于怀啊，强过madam不知道多少倍啊！            
(4星)	 警匪角色切换太快，让我们忘记了自己到底是警OR匪            
(NA)	 Jodie不能死的啊！！！            
(4星)	 受不了结局啊，不合逻辑啊！            
(5星)	 用了三天看完，有史以来看的最快的电视剧，整个周末都耗在上面了。结局太傻逼，连心脏在右边的桥段都出来了，还有片尾监狱里那个莫名的模糊身影。。。最讨厌死而复生了！！不过总体还是很不错的，主要黄宗泽戳中了我所有审美标准&gt;_&lt;            
(NA)	 算是不错的港剧之一            
(NA)	None
(3星)	 更喜欢天华演古惑仔            
(NA)	 结局坑爹。你妹心脏才长右边。编剧，让女主活着你会死啊。。。            
(NA)	 哈哈哈            
(4星)	 1、TVB女星青黃不接 2、為什么巩sir有時間冲到楼上，底下几车的人没空来接个人 3、心软的对象需判断清楚            
(5星)	 近几年港剧中难得的经典吧，laughing哥实在太帅了，但是为啥视帝不是他!!!!            
(4星)	 会看它们，都是因为你。怎么那么想哭。            
(4星)	 8.3分            
(4星)	 好阴暗的结局。。看后不舒胡。。黄宗泽演的坏人好有爱好有型。。与徐子珊的爱情也好动情。。。555555555。。            
(3星)	 这部剧不错，可是在微博上的噱头太多了，搞得心里定位很高的去看，看完后的落差就只剩三颗星~            
(3星)	 还是不错的               
(NA)	 laughing哥！            
(4星)	 还是拍的挺好的，laughing哥妖的恰到好处啊。大爱~TVB老一辈的演员，基本都有在这部剧里露相，╮(╯▽╰)╭，差不多都老了，不过演技还是没的说，刘松仁还是很可爱的。哈哈。忽然发现陈法拉短发造型也不错哦`            
(5星)	 laughing哥~~~            
(4星)	 电视剧版无间道            
(NA)	 大爱陈法拉。黄宗泽。Laughing哥。            
(4星)	 陈法拉死了，死了……            
(5星)	 剧情安排较为合理，没有太多拖沓的地方。不错的电视剧。            
(4星)	 还行吧，结局有人说仓促，我感觉结局风格大变啊            
(4星)	 结局很无厘头            
(NA)	 一别于以前的港剧，情节紧张扣人心弦欲罢不能。            
(4星)	 还可以后面稍微有点狗血            
(4星)	 港剧一般都不会很烂的，这部算是其中比较杰出的了，就是结果让我难受，为什么要死个人啊！！！气死了，算了，忽略结尾，忽略结尾……            
(4星)	None
(NA)	None
(5星)	 眼见为实啊  力荐力荐 不剧透            
(3星)	 本来想给四颗星，但是被结局虐死，为什么让jodie死啊！！为什么让laughing 终身监禁啊！！！            
(4星)	 开头还比较好，后面有点乱。我觉得何赐登还蛮帅的。            
(5星)	 爱港剧没商量            
(NA)	 对于不看电视剧的人来说，这个电视剧真没有把我看困。。laughing哥~~~~            
(4星)	 结局还是挺感人的            
(5星)	 大片气质的结尾造就五星评价 悲剧必高分的啦            
(5星)	 最后的结局搞得我绝望瘫掉。。            
(4星)	 看了这部，喜欢上了laughing哥！            
(4星)	 好久没有看港剧了，这部确实很给力啊。节奏很紧凑。除了最后一集很扯以外。            
(4星)	 还不错~~我妈竟然很喜欢！！            
(4星)	 laughing哥足够给力，黄宗泽很帅，和徐子珊好虐啊，不过徐子珊的颜配黄宗泽有点够呛啊，陈法拉还是挺好看的。            
(4星)	 很值得一看！            
(4星)	 如果不是这个结局就更好了            
(NA)	 虽然和前3部的关联不大了，但还是挺精彩的            
(5星)	 给个好结局会死吗！            
(5星)	 肯定有2的对不对？快出！            
(NA)	 哈哈。我的菜。。主角够狠。。不过30集的电视剧相比以前TVB的70多集，剧情是快了点，总之不错。。            
(5星)	 赶在CPA前夕狂追的剧 现在悔了 TOT            
(NA)	 结局真恶性            
(5星)	 laughing哥啊！！！！！            
(5星)	 香港拍警匪片果真很牛，卧底片真是····无法用语言形容了~laughing哥真是我的心头好~~            
(5星)	 ！！！力荐啊！这部剧的黄宗泽超帅啊，，，，大家都超迷恋Laughing哥~怎么看都是一部灰常好看的电视剧啊！！！            
(5星)	 2011不可错过的TVB剧            
(3星)	 被陈法拉毁的只剩下3星            
(4星)	 喜欢黄泽宗，好帅。laughing哥形象很颠覆，很喜欢。            
(5星)	 laughing哥~Co跛~精彩无间~!!经典港剧~不得不看~!!            
(5星)	 反正就是喜欢。有负责扮清纯的，有负责卖肉的，有负责耍酷的，有负责装隐忍的，各种元素齐活了……            
(5星)	 有我喜欢的黄宗泽，陈法拉。那段时间超级迷警匪片。很喜欢            
(4星)	 同事推荐的，没想到竟然看上了瘾~~一直追到昨晚大结局。真郁闷，TVB总喜欢在最后弄死男主or女主，赚大伙儿一把眼泪。            
(4星)	 谢天华演的可圈可点，结尾不精彩。            
(4星)	 总是那么些人，来来回回，扮好人扮坏蛋，但是还不错。            
(4星)	 在TVB的世界里，除非开头和最后，中间的都不可能结成婚。Laughing Sir和跛Co是你们的榜样!            
(4星)	 喜欢里面的laughing哥~~ 好酷            
(5星)	 卧底剧，好看，我喜欢黄宗泽。。            
(3星)	 其实我觉得不好看。。。行么。。。但我还是看了。。。因为子3姐姐，尽管在里面太毁了。。。            
(NA)	 剧情各种峰回路转 男人还是演反派比较有魅力~期待电影版            
(NA)	 为毛我看到二十集就看不下去了。            
(4星)	 ……真心不喜欢徐子珊啊……            
(4星)	 就是喜欢放荡不羁的卧底，怎样！            
(4星)	 最喜欢立青，最讨厌可可，觉得她的行为跟她的心理真的不符合            
(5星)	 超棒            
(5星)	 laughing sir             
(4星)	 不该死的女主死了，无存在意义的女二活着，是为下部埋伏笔么。。            
(5星)	 期待第二部             
(4星)	 这部电视剧真的不太符合TVB的style啊。竟然悲剧到底。其实挺不错的。真真假假假假真真的。只是我这颗庸俗的心啊。。还是期盼的好结局= =            
(5星)	 TVB最成功的一部连续剧            
(5星)	 好喜欢laughing啊            
(NA)	 结局不行，其他ok            
(4星)	 最爱谢天华 .            
(NA)	 那些日子我们一起追的港剧            
(4星)	 还不错。。但是后半截实在太混乱了~            
(4星)	 这部剧刮起一阵旋风是我没有想到的，片子不错，很迷惑，让你在卧底和卧底之间游离。            
(4星)	 近几年TVB不错的剧。            
(4星)	 亦正亦邪的laughing哥            
(4星)	 laughing sir的表演还是很精彩哦，我喜欢看他和陈法拉的对手戏            
(5星)	None
(4星)	None
(5星)	 Laughing帅帅帅，可惜台庆整部戏都打了酱油            
(5星)	 laughing哥真不是闹着玩的~            
(5星)	 非常好看哦            
(NA)	 超级有感觉            
(4星)	 不看港剧的，但是这部还蛮好看~！laughing sir太灵了~~虽然黄宗泽里面演个坏蛋但是也蛮帅的！结局好讨厌啊！！madam啊~~5555555555            
(4星)	 除了要习惯tvb每次急转直下和颠覆之前坚持的世界观的最后一集之外，都不错。如果有续集，laughing逃个狱就可以出道了~像阿汤哥一样~            
(4星)	 实在不想吐槽这个结尾，直觉告诉我，苏星柏没死(▔/﹏\▔)             
(4星)	 不错，为了它的结局让我才半天，加一星。            
(3星)	 鸳鸯奶茶。            
(4星)	 陈法拉在里面没看到什么进步。。。            
(5星)	 很赞！            
(4星)	 喜欢            
(5星)	 michael老帅了            
(5星)	 本来想给四分的，最后一分给laughing和立清            
(4星)	 要求不要太高，消磨时间即可。我喜欢“立青”            
(NA)	 终于在泰国断断续续的看完了它            
(NA)	 一直很喜欢看TVB尤其是有欧阳胖胖的警匪片，，这部片虽然不见胖胖，但是真的是很棒！很帅气！            
(4星)	 最后怎么回事？谁给我解释一下~                   
(5星)	 TVB的后妈编剧呵。虐大哥            
(4星)	 laughing哥魅力依然，近年来少见的水平比较高的港剧。            
(5星)	 永远的laughing哥~            
(5星)	 卧底也是人，有血有泪，有错有对            
(5星)	 2011年一集不落看完的电视剧，喜欢苏星柏对姚可可的爱情            
(4星)	 正派角色都很苍白，大爱黄宗泽演的反面，29集真的以为他把可可杀了，纠结死了。一直都不喜欢胡子渣渣的男人，不过michael除外~！赞co哥。            
(3星)	 编剧不是一般的垃圾，大结局真的可以去屎！！！陈法拉怎么总免不了一死呢？其实陈法拉挺漂亮的~            
(5星)	 很不错啦   黄宗泽好帅  另外laughing的警察相好帅              
(4星)	 有点儿纠结啊~~~            
(NA)	 别让他们盖住我的头 其实我很怕黑            
(4星)	None
(4星)	 超级讨厌徐子珊！            
(4星)	 Laughing Gor 和瘸子你们怎么不在一块 爆登为自己心爱的人都。。最后瘸子打徐子珊的时候我还是不怎么相信爱情啊  后来才知道她心脏不同的位置和瘸子留的信 诶 又相信了            
(4星)	 扣人心弦的卧底对峙，忠贞不渝的警匪情意。            
(NA)	 不可思议的在pps上30集全部看完            
(3星)	 总要有那么个不喜欢的演员在里边影响到我对剧情的看法。            
(5星)	 结局有点郁闷，但不妨碍它是一部很好的电视剧。            
(4星)	 有点看头~~~            
(5星)	 经典不容错过            
(NA)	 黄宗泽&gt;&lt;            
(4星)	 其实这片子最多七十分，最后结尾太牵强了，很多地方都是说不通的，前面虽然也有小小，但跟后面的不合理比起来，就合理多了。不过，就算看看Laughing哥耍帅也好。PS，欧阳靖挺可爱的嘛，刘松仁是真老了……            
(5星)	 拉风哥和瘸子都帅爆了            
(NA)	 大爱laughing哥            
(3星)	 转折太牵强            
(5星)	 laughing真是帅爆了好嘛!!!事实证明有男人味的男人才是最帅的好嘛!!!跛Co虽然帅但这部戏还是落了下风好嘛!!!所以香港人还是拍快节奏的剧最好看了好嘛!!!            
(5星)	 卧底，警匪，外加贯穿的感情线，不错，晚了点才看~~~~            
(5星)	 超爱，又去看了学警狙击。呼呼            
(5星)	 我呢单眼皮黄宗泽．．瘸子！            
(4星)	None
(3星)	 徐子珊真的是丑的可以！            
(4星)	 这部电视剧让我认识到了结尾的重要性！本来可以像《金枝欲孽》一样最后结尾画龙点睛，荡气回肠，但是潜行狙击偏偏不走寻常路，导致我现在回想起来之后想到那一抹鲜红的狗血！            
(4星)	 不喜欢结局            
(5星)	 去年最喜欢的TVB电视剧，正在看第二遍，唯一的遗憾是，不喜欢结局。            
(3星)	 冲着laughing sir            
(5星)	 laughing好有型~            
(5星)	 这大约是部用电影的方式来拍的电视剧 TVB这两年来难得一见的好戏 结局肯定是未完的 所以电影版绝对可以期待下 毫不夸张的说 这剧就是黄宗泽的巅峰作 完全颠覆以前的演技和形象 谢天华就更不用说了 他就那么随便痞子一笑 我就沦陷鸟 港剧多喜欢大欢喜结局 近年来也开始渐渐流行悲剧 唯有            
(5星)	 典型的港片            
(5星)	 这部连续剧是我比较喜欢的            
(5星)	 故事不错，很出彩，值得追的一部片子            
(5星)	 对于跛CO和姚可可的感情戏完全没感觉，laughing和Madam的戏份有点意思但仍然不够有爱。只有看到laughing和跛CO在一起最激动嗷~基情！            
(NA)	 laughing哥碉堡了。结局是有下一部的意思吗？            
(5星)	 徐子珊变得好看了~我觉得这是黄宗泽演的最好的电视剧了~ laughing sir O(∩_∩)O哈哈哈~            
(5星)	 黄宗泽！！！            
(4星)	 无力吐槽结局 话说如果拍2的话是不是法拉又要出场？那么laughing一辈子见到3个长一样的女人 不是和古今大战秦俑情剧情一样了么～囧            
(NA)	 本剧的结论就是:黑社会没有兄弟情,除非你是GAY~~~爆登你是全剧的点睛啊,,!!!!            
(5星)	 比较纠结的结局呀            
(4星)	 Sir 们 可以不用这么可爱的吧~！            
(2星)	 求背景音乐            
(4星)	 开始不错，后面就有点拖沓，不够吸引人，不过总体感觉不错，挺好的TVB警匪片。            
(2星)	 喜欢谢天华，所以给个两星吧            
(5星)	 TVB开窍了么            
(4星)	 谢天华大长腿好养眼，其他主演都不错啊，只是徐子珊一辈子都是那种面具脸……            
(5星)	 陳法拉好好看            
(4星)	 我很佩服剧里的黄宗泽,打不死的小强            
(5星)	 最后她死的时候真心碎            
(4星)	 一张毫无表情的脸，剧情还行~            
(3星)	 坑爹的结局            
(NA)	 看了开头就必须看完全部的习惯真心坑爹 每次住宾馆 总会多出一个必须看完的任务            
(4星)	 如果紧凑点更好，台词和许多环节还是太TVB了。            
(5星)	 连配角都很好看啊!            
(5星)	 2011年必看的港剧之一，不错，演员也都是演技派。。故事结构合理顺畅            
(4星)	 不错···            
(5星)	 法拉姐姐又一次杯具了- -他俩的爱情似乎显得少了。倒是好喜欢法拉姐姐这个造型。要是还有下部可以不让徐子珊演了么- -期待潜罪犯电影。            
(2星)	 不懂欣赏laughing哥的演技            
(5星)	 呼！终于看完了！Jodie为什么要死啊，姚可可为什么不死啊。。很不满。也很不满Laughing要呆在黑黑的监狱里面终身监禁！到最后结婚的结婚，度假的度假，为什么要让Jodie死啊~~要看下一部》《            
(4星)	 Laughing归来~            
(4星)	 非得给弄死……扣分！            
(4星)	None
(5星)	 不知道火不火 但绝对是今年香港电影里不可多得的奇葩            
(5星)	 这个真的太好看啦            
(3星)	 还不错，就是虎头蛇尾了。            
(5星)	 两个男主很配            
(5星)	 哈哈 发现LAUGHING SIR那样坏坏的男人我zenzen木有抵抗力啊 黄宗泽好帅 陈法拉好美腻~~总之大爱 好久没追TVB那么过瘾了            
(4星)	 laughing哥好帅，碉堡了！整剧最不顺眼的果然是徐子珊！拜托，别来了！            
(4星)	 徐子珊证明了人丑不能怪发型，无论短发长发直发卷发，左看右看上看下看，她都好丑！！！            
(NA)	 谢天华的演技真的很棒，期待电影版~            
(5星)	 黄宗泽的小胡子好帅m(_ _)m            
(3星)	 都死光光了？            
(5星)	 大爱laughing sir               
(NA)	 好看！跟亲一起看的，是美好的回忆，夏日宿舍的地板，很温馨。            
(5星)	 很好看！            
(5星)	 看两部剧都有徐子珊这是闹哪样啊。            
(3星)	 港剧为啥都长得一样来？            
(5星)	None
(5星)	 真心觉得laughing sir又帅又温柔，而且好萌，和Jodie 这一对很有爱啊，总要搞死女主角是干嘛呢            
(5星)	 laughing sir亦正亦邪的角色令本剧很有看头，结局不是太喜欢            
(5星)	 Laughing哥~            
(5星)	 看到Madam死了的一幕真是戳到泪点了，还有为什么Laughing身边的每个女人都要死-.-期望终极篇不要太烂...Bosco好有型~徐子珊的化妆让人失望            
(5星)	 laughing！！            
(5星)	 电视版无间道，还是挺不错的，比起以往剧情雷同的警匪片来说，这部算是比较新颖的，剧情安排很吸引人•••            
(4星)	 黄宗泽的颓废风我还是受不了啊，编剧最后那一手还是要留着拍续集嘛~~~~            
(5星)	None
(NA)	 laughing哥帅呆了！            
(3星)	 一般般            
(5星)	 喜欢laughing。。。。也喜欢这个结局            
(4星)	 很少看电视剧的我在刚开学的无聊时间用这部剧打发时间，不错            
(NA)	 怎一个爽字了得，，            
(5星)	 Bosco爆登小胡须迷死个人！陈法拉如此童颜演中女不甘心啊=。=            
(5星)	 很好看            
(3星)	 不是太习惯这种连续剧情的片子，明显受到了CSI的影响。。而且觉得Laughing这个角色给我感觉怪怪的。。            
(3星)	 还算不错的片子，不过徐子珊的演技啊，实在不敢恭维。laughing哥确实够味儿。            
(5星)	 很多人都说对结局很不满意，但是我觉得这个才是适合的结局。自报。            
(5星)	 laughing sir太赞了，黄宗泽也很不错            
(4星)	 Laughing Gor太喜欢你了            
(4星)	 我在等Ⅱ啊......            
(4星)	 结局实在太虐了才给四星的，妈的大晚上要哭死我啊!            
(4星)	 laughing gor            
(3星)	 喜欢警匪港剧            
(5星)	 大爱 黄宗泽            
(5星)	 很有港劇風格的片 拉風很痞氣 劇情絲絲入扣 牽動人心             
(5星)	 冲着CO哥来的！            
(4星)	 大爱的题材，不过结局略狗血。            
(5星)	 黄宗泽~··大爱··            
(4星)	 我觉得Madam Jo没死，我觉得最后出现的那个人是跛co。            
(5星)	 怎么可能不迷Laughing Sir 啊！！！！！！！！黄宗泽这次表现也不错            
(2星)	 打着laughing哥的招牌            
(NA)	 最后的jodie的死真是郁闷～            
(5星)	 故事情节非常紧凑，稍显不足的地方就是为了凸出laughing这个人物而做了很多设计，稍显累赘，但是，正因为有了laughing这个丰富饱满全方位的人物，整个电视剧就有了灵魂~~            
(5星)	 laughing Gor!Laughing Sir!            
(4星)	 laughing sir犀利。少一颗星，结局不喜欢。            
(5星)	 最喜欢这种有血有肉的剧了。每个人物都有血有肉，剧情也有血有肉。好看！            
(4星)	 最早在风云雄霸天下里认识谢天华。古惑仔时期的他并没有多大印象。演技派，并且觉得他很有喜剧天赋，拉小提琴那段酱爆了。看来我还是大叔控啊。            
(4星)	 法拉姐姐的“ this is an order”太惊悚了            
(NA)	 笑哥很迷人呦            
(5星)	 超赞！！！！            
(4星)	 港剧很能扯 哈哈。。。。不过还好了 消遣看看            
(4星)	 我要续集啊！            
(4星)	 女主女配都好讨厌。。。。            
(4星)	 最后的结局实在是。。。            
(4星)	 哎。。            
(5星)	 TVB近两年来难得的经典，人物、剧情都很到位！            
(5星)	 laughing！！            
(5星)	 实话，这部TVB让我看出了些许美剧范儿，总是有高潮接出来，慢慢走脱TVB的感觉，laughing哥呵呵            
(3星)	 怎么没人告诉我是个杯具呢？            
(4星)	 真心不待见徐子珊啊。。要不是剧情和黄宗泽我就放弃了。 港剧看的不多、这个确实很经典、            
(5星)	 很好看！！  喜欢！！            
(NA)	 冲着谢天华冲着laughing哥来的，果然精彩呀~~~~有没有续集呢~~~~期待啊            
(NA)	 女主角的死太惨烈了,laughing演得很好，但是我觉得不像真正的黑社会，安全屋看起来也不那么安全，姚可可的心脏异于常人也太离奇了一点。            
(4星)	 虽然有些逻辑上不通，但结局还不错            
(4星)	 结局真虐心。最后那个没有露脸的囚犯到底是谁啊？？            
(NA)	 这片子就是一如既往的警匪片，除了委婉的无间道之外基本木有了激情。可以看看的。            
(4星)	 结局不错。。。            
(5星)	 好久木有跟TVB港产片了，趁放假爽了一把~~            
(5星)	 很赞的电视剧，laughing哥超掂。            
(4星)	 蛮不错啊，剧情什么的比法政3好诶            
(NA)	 Laughing.            
(3星)	 为什么是这样的结局呢？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？            
(4星)	 结局仓促，该活的死了，该死的活了。还有续。            
(4星)	 前面看了十集，然后莫名看到了结局，表示伤心。            
(3星)	None
(5星)	 喜欢。            
(3星)	 在最后一集，我找到穿帮镜头，我还和老哥倒带两次            
(4星)	 还不错  作为tvb的剧没太大突破 但是蛮好看的            
(5星)	 实在是居家旅行..杀人灭口..必备良剧！            
(5星)	 一口气想看完的剧。            
(5星)	 laughing哥太苦逼了。好人坏人黑或白善与恶，往往就在一念间，甚至交织在一起，自己都认不清自己。            
(5星)	 喜欢bosco和法拉，谢天华也给力，也因为这部剧对徐子珊有刮目相看的感觉。            
(3星)	 太较真的人是不能跟BUG重重的片子和谐相处的            
(3星)	 抱着极大的希望去看的，小失落            
(5星)	 虽然有点虎头蛇尾，但感谢laughing哥陪我们度过的新年~            
(3星)	 喜欢看得电视剧类型 陈法拉也挺漂亮 laughing演的很赞 就是结局不好..            
(4星)	 确实很好看，情节很紧凑，看不停，差不多一天搞定了。不过不喜欢这个结局，jo竟然就那么死了。应该说黄宗泽演的不错，看的我都不喜欢他了。。。一直喜欢laughing~~~哪怕你结局不好，第二部我还是会看的，唉~            
(5星)	 结局太悲了，以太会那段太腹黑了~~~不过还是很好看的~~~            
(3星)	 结尾不好。凑合能看            
(4星)	 算是2011年看过TVB里好点的了，谢天华丑的很帅气            
(5星)	 TVB 好久没出过这么好看的片子了，古惑仔里的大天二终于混出名堂了。            
(4星)	 黄宗泽帅！！            
(5星)	 好看啊，剧情好看啊，但是演员实在不好看啊，TVB哇，给点花瓶我也愿意好不好            
(4星)	 開學初看了前2集，最近兩天看完後面28集……爆登和以太兩個頭目都滿好看o(∩_∩)o 結局不是HE挺安我心水啦~ 看港劇，學粵語！            
(4星)	None
(5星)	 这个必须看，强烈推荐            
(3星)	 很久没看港剧了结尾扣掉了一颗星            
(4星)	None
(5星)	 结局什么意思啊！！            
(4星)	 喜欢巩Sir范儿            
(4星)	 少了的那颗星是因为狗血的编剧，尼玛个结局            
