http://movie.douban.com/subject/5395263/	男人帮
(2星)	 宝钢导演最烂之作。一群神经病。            
(3星)	 没有期待的那么好看 就看看黄磊吧 ps巴图亮了 pps阿千很可爱            
(4星)	 最喜欢黄磊            
(NA)	 失去朔爷的赵宝刚你丫能不毁人了嘛            
(3星)	 “你迟到好多年了 不过到了就好了” 曾为接近你而做的努力 终于让我抵达另一处风景            
(4星)	 幽默            
(5星)	 五星给孙红雷黄磊汪俊姚笛张俪俞飞鸿还有每集开头的独白。            
(5星)	 男人必修的一课。            
(5星)	 对爱情不认真！            
(4星)	 中国版欲望都市，内容还丰富            
(4星)	 四星给三个男主演~~            
(3星)	 大部分的言论 没几天就都忘了。。            
(NA)	 终于看完。孙红雷和黄磊老师装疯卖傻吹广告的功力真强大。剧中人物的衣服是不是都京东商城上的啊真心难看。最后的两种结局都相当狗血，要么大悲，要么大喜的桥段。好吧我承认我喜欢最狗血最落入俗套的大团圆结局。PS我喜欢潇潇，这小孩帅呆了思维完全外太空啊            
(2星)	 美好的感觉全被王珞丹毁了            
(4星)	 小白嘴好贱啊好贱啊好贱啊            
(NA)	 语言表达很丰富，顾小白很神经            
(4星)	 少一星因为王珞丹的出演            
(3星)	 为什么欲望都市里的内心戏到了这里就显得很装逼，为什么欲望都市里的时尚气到了这里就像植入广告，是不真诚吗，到底缺在哪？            
(3星)	 没有想象中那么好。潇潇是最喜欢的人物。潇潇的爱也是最珍贵的。            
(NA)	 一集一个故事，简单实在，广告太多了啊            
(5星)	 寒假就看这个过来的 挺有味儿的。。            
(5星)	 很不错            
(1星)	 我靠 还他妈7.6 稀烂！看了半集 他妈哄幼稚园的！            
(3星)	 赵宝刚的戏 贫 个性特征还是有的。。。冲黄磊才看的            
(5星)	 岁数大了么?看这些想起了太多从前的时光,那些欢笑,泪水,爱情和友情,那么的美好            
(3星)	 。。。这个伴我度过下午时光的剧终于让我给看完了= = 喜欢大结局一 潇潇和罗书全在一块走那里我一激动还真以为编剧脑子开窍让这俩在一起了。。。孙红雷的转型还是挺成功的我觉得他融入那个角色了 一个演员 他的工作也不就是如此 另，这剧腐的 有时候我觉得看几集就能剪出一个MV来。。。            
(NA)	 其实看的是书，但是豆瓣上还没有这个书呢~~~~            
(3星)	 终于补看完了，之前一直插科打诨自以为很搞笑的编剧啊，我很佩服自己竟然看完了，最后终于来点深刻的了，最后3集最好看，恩～            
(5星)	 幽默不失哲理，很有味道            
(5星)	 尼玛这才叫生活好嘛  死去活来的北爱去死好吗？            
(4星)	 终于看完了，还不错，有些问题是生活中会遇到的问题，可以参考一下，但是别对号入座，因为电视剧终究是电视剧。好多情节有copy老友记的嫌疑，剪信用卡啦，米琪单膝下跪求婚啦。莫小闵的服装是不是太少了点，成了大明星了怎么还一股乡土气息。。            
(4星)	 孙红雷卖萌其实还可以            
(3星)	 这些 所谓的 道理 听听乐乐 就算了。有人可别当真             
(NA)	 很好！            
(5星)	 人生来都是孤独的，听说爱情可以缓解孤独，于是人们就不断寻找爱情。            
(4星)	 我更喜欢杨晶晶！！            
(4星)	 诶哟，我滴妈呀，总算看完了            
(3星)	 看不下去            
(3星)	 不知道究竟是看电视的人类越来越挑剔了还是真的编剧导演的水平有所下降，但是我其实觉得这个电视剧还是可以看的，我其实还是在电视剧当中学到了很多东西的吧，有时候我们就是不知道男人在想什么，而男人也不知道我们女人在想什么，不过还是想说麻烦您广告做的可以隐秘隐秘在隐秘一丢丢么？？？            
(3星)	 在平措三个女生围在电视跟前儿看的剧            
(5星)	 大爱潇潇            
(2星)	 扯，没一个女主角有女性气质            
(3星)	 自从拍了《决战刹马镇》雷哥就真的把我雷了，尤其是在《男人帮》里戴着白色大框眼镜小嘴嘚啵嘚啵的那叫一个闹心。难不成现在都是嘚啵戏当道的时代？？继文章同学入了我的黑名单，雷哥也紧随其后了。            
(5星)	 为了俞飞鸿             
(4星)	 还行吧~~~挺2B的            
(3星)	 爱是经营 是坚守  是持久忍耐  能守住自己最初的那份爱 并且一直守下去 爱护他 不离不弃 那才是最难的 也是最应该做的            
(4星)	 很感触            
(4星)	 这个日子一群男人窝寝室里面围观男人帮，泪目······            
(2星)	 只有米奇挺好的            
(4星)	 很逗            
(4星)	 挺有意思的，作为缓解心情还是挺有益的~            
(5星)	 看完学到很多的剧。更喜欢29里的终结。好久没这么喜欢一个电视剧能用心从头看到尾。            
(4星)	 有点类似男人版的欲望都市啦~  有些道理还挺对的就是了。            
(3星)	 逻辑上有好多说不通，广告植入也太多，但是道理说得真是那么回事儿            
(2星)	 能不能换点儿新词，陈词滥调            
(2星)	None
(4星)	 很多剧情我都感觉很不真实 也很不合理 但是却看得津津有味 所以娱乐性还是很强的            
(4星)	 属于小资一族的休闲消遣品，不过，有些话还是蛮有哲理的~            
(3星)	 当文艺青年黄磊变成了有点愣的普通青年，当热血男儿孙红雷变成了絮叨的文艺青年，这世界该是多么嘈杂！            
(4星)	 顾小白太话唠了，黄磊是我的菜。            
(3星)	 虽然有点娘，但是搞笑不错~            
(5星)	 发现这里的人大部分都是骂这部剧的呢。。。我倒觉得真实的很。。。。很常见的事。。。很常见的人。。。。很普遍的想法。。。这是我们经常干但是看到别人演出来还觉得很丢人的。。。这是我们整天面对着看到别人一针见血的指出来还死不承认的。。。。。总比虚幻的言情小说肥皂剧要简单直接的多了。。。。            
(4星)	 洛丹不适合演淑女            
(5星)	 我忘记了呼吸，但是我无法忘记回忆            
(5星)	 刻过盘            
(4星)	 男版欲望都市，跟之前一部好想好想谈恋爱有一拼            
(4星)	 人生没有重来            
(5星)	 很好看哦~~很喜感，但是相比较于北爱的真实与揪心，还是很难抉择的~~·            
(2星)	 我不知道里边演的男人是不是真实的代表，但我可以评价说里边的女人都不是真实的。无聊的片子，不值得看。            
(NA)	 其实不是很好看。。。            
(5星)	 很实在的电视剧，贴近生活！            
(5星)	 很有道理的一些话，我熬夜看完的            
(3星)	 左永邦比较真实。            
(4星)	 好玩            
(NA)	 ʱЩҲ˵÷ǳ���ˣȥ            
(3星)	 对话有点儿意思，人都比较脑残。            
(4星)	 情感世界共鸣曲            
(4星)	 台词很经典            
(4星)	 = =两个结局            
(3星)	 整部电视剧穿插着哲理旁白，就是剧情有点无聊            
(5星)	 了解男人的逻辑思维，对待感情的态度。            
(2星)	 一堆话痨还爱教育人            
(NA)	 都市人都是有病的。            
(1星)	 当观众是弱智么？            
(5星)	 最近看的国产片里最喜欢的一部了！有意思也挺靠近真实~感情问题在放大镜下变得诙谐、真实、叹息、感动，抑或共鸣。            
(4星)	 作为电视剧 我觉得还好吧 寒假在老家看的            
(3星)	 断断续续看了一点，没什么兴趣...            
(NA)	 其实看的时候也不是很完整，这部电视剧和我开始想象的不太一样，是一集一个主题式的，孙红雷也挑战一下新风格，但我还是认为他的这个角色换一个人演会好些吧            
(4星)	 还是没看懂男人的世界            
(5星)	 很好一部电视剧            
(5星)	 有男人味，我喜欢            
(3星)	 一开始觉得台词犀利，蛮搞笑~可惜看着看着不喜欢~            
(4星)	 为了某人看的            
(3星)	 矫情了点            
(4星)	 看了前边几集~每集开篇的一些问题我也想过诶·好神奇·            
(4星)	 话说  最后两集有点让人迷茫啊  不过还好  至少教会了人们一些东西  或者教会了男人怎么泡妞            
(4星)	 珊莉最有气质！            
(NA)	 看时不错，过一段时间依旧会忘得一干二净，所谓电影不过是用一两个小时的故事说明一个道理，男人帮用30集说明三十个道理，恐怕也是比不上电影令人印象深刻啊。            
(4星)	 我想要一个罗书全            
(3星)	 孙红雷演得不好！            
(4星)	 如果我们只在乎自己的感受 那么我们永远都会爱上不同的人 但爱不应该是这样的             
(5星)	 太时尚了            
(1星)	 看完真是蛋疼。编剧钱这么好赚吗？            
(4星)	 每段故事都探讨一个主题，但是都是浅藏辄止。没有什么深刻的探讨。然后剧情有点混乱。。然后左永邦和那个女的爱情让我记忆深刻。但是给京东做的广告还能再露骨么，还能再假么            
(3星)	 营销不错！            
(3星)	 还可以。            
(5星)	 演员是挺二的，不过我喜欢里面的台词，一些话很现实。。            
(4星)	 因为这个喜欢上了孙红雷。喜欢他演的顾小白。            
(4星)	 很多经典台词。。。            
(4星)	 去除广告和最后一集，应该可以给5星的。不是拍的有多好，而是有共鸣。            
(4星)	 虽然很纠结.但是还是值得去看看的.            
(NA)	 他们根本不懂什么叫爱情，灌输一种恶俗的价值观。            
(3星)	 从奋斗以后，所以电视剧都开始莫名其妙的犯贫，仿佛不把台词说得噼里啪啦砰就很难受似的，而且都是一副教育人的口吻，讨厌死了。            
(3星)	 赵宝刚还是在走奋斗之路            
(4星)	 有些东西满值得深思的，但是植入的广告实在太多太明显了吧            
(3星)	 现在的电视圈充斥着一堆的整形丑女。。。            
(3星)	 奔着编剧去的。。。。            
(5星)	 我真心觉得挺好的。。很好的            
(NA)	 关于谈恋爱，里面还是好多可以借鉴的东西            
(5星)	 看孙红雷的感觉还是像在看潜伏 王珞丹挺漂亮的            
(4星)	 迥异不同的男人角度            
(3星)	 也许这部电视剧很适合城市白领，而对于我这样的山村教师来说很多内容都太扯淡……            
(4星)	 某人说这个很真实            
(3星)	 一部空有台词的电视剧。男猪脚们挺符合口味的，但是女猪脚各种矫揉造作啊。王珞丹越看越像葛优啊！还有那几句洋泾浜的上海话-。-受不鸟~            
(3星)	 实在受不了莫小闵，巨丑啊，居然是主角，说话有气无力，面貌又难看，又是潜规则？            
(4星)	None
(5星)	 每一集都会给我一些启示，最后两集最为深刻。人要有存在感，人要知足。            
(4星)	 人生如戏...戏如人生...有多少爱可以重来...PS:上海原来这么冷...            
(3星)	 真的很一般。            
(3星)	 还行，每个人都那么纠结，守着好好的感情不知道去珍惜，就会瞎折腾，累不累呀！            
(5星)	 顾小白。罗书全。左永邦。三个男人一台戏。爱情观。人生观。价值观。赵宝刚导演诠释了三个男人背后不同的爱情故事。            
(4星)	 真心推荐  它幽默的方式治愈着你  让你抱有又不抱有希望结局  两个不一样的结局 你会喜欢哪种？  当然是皆大欢喜 ... 里面不少带着夸张  但也真切和实在            
(3星)	 说得还是有这么个理的～            
(5星)	 一刀捅死我算了，为了生活，生不如死            
(4星)	 有些道理谁都知道。从名人嘴里说出来，再普通的常识都变得有那么点真理的高度。            
(3星)	 当喜剧看可以打七分。            
(4星)	 一部教科书般的男人戏，典型的赵宝刚式            
(4星)	 开头看了几集电视剧，其实也就是俊男靓女，很普通的青春偶像片，从男人的角度来探讨女人，诙谐幽默，看了两集决定去看看书，其中不乏经典的句子。            
(1星)	 看不下去……            
(4星)	None
(5星)	 也是朴实的电视剧, 拥有内地电视剧的真实感, 却也有欧美电视剧如sex and the city的分集逻辑. 附有对人生如戏的感想.            
(3星)	 三十集的电视剧尼玛怎么就一直在过冬天，总是各种围巾各种帽子各种大衣            
(1星)	 赵宝刚还是很失败            
(4星)	 隐形广告太露骨了吧            
(5星)	 都很作。台词还是很经典            
(3星)	 好多植入广告。。。。            
(4星)	 老男人的恋爱哲学！            
(4星)	 赵宝刚，牛逼~            
(3星)	 看了前面几集后来看不下去了。。。娱乐娱乐还凑合，孙红雷非常可爱！！            
(4星)	 极品男顾小白            
(4星)	 搞毛个第二结局，我的男人帮在29集就结束了，对王珞丹无感，还是俞飞鸿惊艳。I Do、特仑苏、360、OLAY、中兴、京东的植入广告太明显了，撇开这些，还是教会了我太多东西，似乎每集都在我对某个问题感到困惑的时候恰好出现。做女人，就要米琪一点。            
(NA)	 啥狗屁电视剧 难看就是一个字 孙红雷太娘炮了             
(4星)	 不费大脑只管傻笑            
(4星)	 少了你生活没有味道。。。            
(5星)	 不错不错~            
(5星)	 1、男人要有自己的事业，你没权利要求自己的女人和你一起受苦。2、 你最爱的那个人往往不是和你结婚的那个人，结婚是过日子。            
(5星)	 尽管有那么多植入广告、牵强附会，但就为了让我们笑个不停地春节假期，这个也值五星了。况且最后的结局，绝对是功力啊            
(3星)	 有点偏太长，剧集水平不稳定。不过终究看完。喜欢王子文            
(4星)	 挺好玩儿的 喜欢左永邦这种类型的            
(4星)	 印象派爱情喜剧            
(3星)	 不符合追剧的标准 兴起看看不错的选择            
(4星)	 里面有些东西还蛮有感触的            
(NA)	 一般            
(3星)	 边玩游边看电视的三天看完了这电视剧。            
(3星)	 臺詞有點意思~            
(2星)	 为无病呻吟而不停装B的一帮大龄男青年与各种女青年不得不说的二三事。            
(3星)	 里面的 道理蛮多的 ，真发生到身上却没有这么理智了。            
(NA)	 垃圾中的奇葩            
(4星)	 人物刻画巨真实哦            
(5星)	 2个结局？“再重新追求我一遍”            
(1星)	 垃圾            
(5星)	 都市快消喜剧，纯属娱乐            
(4星)	 诙谐过后，才发现婚姻经不起那么仔细的推敲。。            
(3星)	 挺无聊的电视剧，没什么情节可言，无聊时候当笑话看看就是了。            
(4星)	 如果王珞丹表演得更好，我会给10分            
(4星)	 在两极分化的评价中，我显然是好评，无论拍的多差，甚至是我分手的原因之一，但有哪些独白已经受用很久。            
(4星)	 还是第二个结局更适合。但第一个结局来的更现实 更真实。很多道理我们都懂 但又有多少我们能够做到呢。比起顾小白的神神叨叨 我还是更喜欢中年版哈利波特 傻的可爱。独立后的米琪还是很讨人喜欢的 去英国留学似乎更适合她。王珞丹露脑门真是吓人 她只适合平刘海。这样一比的话 姚笛真是可爱多了。            
(5星)	 赵宝刚的剧~~每部都不一样的好~ 每一集探讨的都是关于爱情不同的问题~很多问题看着都共鸣感强烈，很真实。台词一样的现代，逗趣。            
(5星)	 关于男人，精彩。            
(3星)	 黄磊卖傻，孙红雷卖萌            
(3星)	 看了一半 估计看不完了            
(NA)	 那些爱过我和我爱过的女孩 祝你们幸福            
(NA)	 不知道这片为什么会火            
(4星)	 对话很正点，王珞丹很丑，就在陆家嘴拍的，喜欢。            
(3星)	 恋爱的教科书，认清男人是什么，这部剧必不可少，也是很不错的电视剧。            
(3星)	 我嚼着自由职业者真的太闲……            
(1星)	 垃圾            
(4星)	 和媳妇一起看完的，大前提设计的不错，许多小细节应该再细修改下。            
(5星)	 3个不同性格的男人与几个女人之间的纠葛的故事。喜欢第一个结局，很真很现实。很羡慕三个男人之间的友情，如果自己长大了也能都拥有这样的死党该有多好。喜欢傻傻的罗书全，就这样不勇敢的活一辈子。            
(3星)	 《男人帮》太商业化，苦煞思量的将每个场景都打广告了。太瞎掰了，就是一帮吃饱了撑着的人在胡搅蛮掺。            
(3星)	 终于看完了！            
(4星)	 水军真强大，豆瓣彻底沦陷。。。            
(3星)	 每集一个“点”来推剧情说明问题挺有意思的。但是孙红雷着装真的很娘炮，装扮太装嫩了。            
(NA)	 对于我来说邮电意义            
(4星)	 有点意思            
(3星)	 近期我居然在看这个。。。。            
(4星)	 挺不错，就是比较冗长，但是闲着没事看看挺不错            
(4星)	 爱情的道理，说来说去都是那些。谁先开口谁先死，那还会有爱情存在吗？            
(3星)	 形式上挺好的，像个杂志连载的情感专栏，写着冠冕堂皇道貌岸然的教诲，只能看看。            
(4星)	 应该就到29结束的 最后集拍了毁掉一整部戏 我愣是没看懂            
(4星)	 有點意思            
(3星)	 有点意识流的感觉            
(4星)	 男人，女人，这两个欢喜冤家的情感纠葛在这部电视剧中得到充分的演绎            
(3星)	None
(4星)	 失恋的人算是纠正下恋爱观= =难得有不脑残的国产片。。。            
(4星)	 角度比较新，讲了点小道理            
(4星)	 “因為遇到過你，我才知道自己是誰！”            
(4星)	 孙红雷在里面太贱了，哈哈~看似是部喜剧片，但是也是讲了很多现实的道理。            
(3星)	 都市老宅男的戏            
(4星)	 算不错的国产爱情剧了，只是广告太多了点吧。。            
(3星)	 我想到了好想好想谈恋爱～这部戏我最大的收获是原来王子文是王朔的女人。。。orz            
(4星)	 ·····            
(4星)	 蛮搞笑的。ps.王珞丹我求求你别说话            
(4星)	 宿舍集体看的 原声挺好听。。            
(3星)	 真~心~还~行~            
(1星)	 zhuangbility            
(5星)	 很有意思的电视剧，其中有很多经典语句，值得再看上几遍！            
(5星)	 不错，不错~            
(5星)	 其实看了很久，有的情节看了很多遍。与其说是看演员，不如说是看剧情，看人物性格。在这苦逼时代，他们只是我们中的很少很少的一部分，但代表我们绝大部分人。很有感觉，对于你们，给予最好的鼓励。你们是好样的！            
(4星)	 老男人好有爱            
(4星)	 孙红雷大转型啊!!!            
(5星)	 喜欢罗书全 潇潇 喜欢潇潇的熊！            
(4星)	 重点是 要先是个美女            
(3星)	 顾小白是文艺青年，左永邦是普通青年，罗书全是二逼青年，片中植入广告又多，表现方式又生硬突兀，已经到了让人恶心的地步了~            
(1星)	 我想给两星甚至三星，但是28级萧萧事件导致我只能给你一星。            
(4星)	 前面蛮好玩。后面都略看了            
(4星)	 您好 京东商城 您好 星美国际影城 您好 围城            
(4星)	 出奇制胜才是王道。            
(3星)	 虎头蛇尾的感觉 越到后面越看不下去            
(3星)	 这。。就是潮流！！            
(NA)	 故事是在我生活过多年的上海拍摄，每集都讲解了一个关于爱情的道理，从开始到最后剧情渐渐深入，将爱情过程中会面临的种种状况都一一展现了出来，实际上是一部恋爱、婚姻的现实教育片。。男女之间微妙的关系以及兄弟之间的损友之情都刻画的很到位。            
(3星)	 很多人推荐这个。个人感觉，一般。或许他讲述了恋爱的一些经验与一些恋爱心理学，但是这个年龄的我们你不知道吗？尊重自己的感觉，有自己的方向很重要。不要电视剧里怎样说了，就立刻拿来学，那只是幼稚。            
(NA)	 赵导能把广告排成电视剧            
(4星)	 虽然很做作，但是很好看，男人帮告诉我们的是一些我们知道，却又时常忘记的感情格言。            
(2星)	 太不喜欢，男版葛优了。            
(4星)	 本想给它三颗星的，就因为总觉得这是北京人对上海男人的印象，这么娘，不过看到后面，觉得，那可能是个误解吧，并不是故意抹黑。再者，虽说模仿欲望都市有点多，也不像，但或多或少，总有那么些喜人，让人觉得国产剧进步了。相对比较单一的TVB体，和没事就脑残的台剧，国产剧终于在2011年有了惊人的进            
(3星)	 王珞丹的演技再也没有米莱时期的感觉了。跟赵宝刚以前的作品比起来，差距有点大。            
(5星)	          看了男人帮和， 注意，广告啊！手机—中兴，牛奶-苏特伦，网店-京东，汽车-TOYOTA，软件-360,汇源果汁、戴尔、华硕电脑,看下还有那些妹妹没找到的补上。其中第二集，孙红雷iphone手机至少摔了3次，都没有问题，想不到手机给力啊，哈哈.....            
(NA)	 有点荒诞，不过，还是喜欢黄磊和左永邦的女儿，怎么他们没在一起呢            
(4星)	 看了前面几集还觉得新鲜，到了后面就有点看不下去了。孙红雷的闷骚变成了装疯卖傻，剧情拖沓，让人烦闷俞飞鸿倒是亮点！            
(NA)	 给我的感觉和北爱差不多。套用北爱评语。周围人都说好 我觉得就一般 延续了大陆青春电视剧的一贯风格挺欠挺顺的台词 聚集众多二三线的明星 仿佛放映了社会的某些问题似的。其实我就不说了。             
(4星)	 艾米超级超级超级讨厌的，其它的都还好            
(3星)	 每集都有一个独立的观点            
(4星)	 我喜欢这台词            
(4星)	 一群北京男人在上海的小资生活             
(4星)	 挺好看的，文艺大龄男青年是社会新潮流？喜欢开头结尾富含哲理的总结，想起了绝望主妇。。。            
(4星)	 男人和女人从诞生的那一天起就各自拥有了数不清的优势和劣势，男人凭什么追求女人，女人凭什么在不断的逃，当你作为猎物被我追到，凭什么反过来对我指手画脚，其实男人和女人就像两块严丝合缝的拼图，只有找到你的那一块，才会幸福和满足。            
(5星)	 很棒，学到很多有关谈恋爱的事。不知道还有没有这么好看的电视剧~            
(2星)	 装B电视剧            
(4星)	 喜欢这三个男人犯二，结局很会讨好人，给出了两个结局。就是广告太明显了。。            
(4星)	 问了很多我也想问的问题。哲理小品            
(4星)	 会讲故事了，有点意思            
(5星)	 我喜欢这部戏            
(4星)	 最心疼潇潇了            
(3星)	 蛮嘲的 植入式广告忒多            
(4星)	 带来很多快乐            
(4星)	 不喜欢莫小闵的角色~ 还是喜欢最后出场的珊莉~ 哈哈哈            
(5星)	 一部饱含着男女间关系的哲学，生动有趣的男女故事大全。从中可以领悟到太多关于男人与女人，爱情与婚姻的哲理。虽然不得不说的是故事的连续性因为情节依照每集的片头的道理发展而大打折扣，不过不影响故事主线的进行。令人意外的是故事的开放性结局，运用番外的方式来满足不同观众的情感诉求，可见导演            
(5星)	 真心觉得很好看，谁说这个年纪的男人不能卖萌的，非得死气沉沉的演没有突破的角色吗？台词也很经典，有的广告确实故意了点，不过也不用很在意，谁在生活中没说过广告呢？            
(NA)	 是一部值得恋爱中的男那女女女好好看看的一部电视剧            
(4星)	 比春晚小品有意思就是胜利。终于看完了，48个小时还有一天上班的情况下，终于看完了。我觉得我这辈子看不了几部连续剧，要么是因为懒的看，要么是因为懒得停。于是，至死方休。            
(3星)	 这部剧毁了王珞丹。            
(4星)	 一直挺好的~~~可是！第30集是用来干嘛的！搞毛线啊！            
(5星)	 有意思，有深度，有创意，十足文艺范儿，话剧版电视剧            
(3星)	 幽默一下，纯粹一乐，别细看，别细想，别细问            
(2星)	None
(4星)	 带点感情哲理的轻喜剧，笑点很多            
(4星)	 取景魔都，却总有股帝都味儿~俞飞鸿是姐儿时的记忆了好么。。。。            
(3星)	 王洛丹的造型实在不敢恭维 俞飞鸿气场依旧            
(NA)	 难得一部看完的国产剧=、=            
(NA)	 三个男人整天唧唧歪歪，是很刺人，不过开头的那种旁白式的手法和那些让人深有感触的话语仍然吸引我看完了，对里面说的女人二十到三十的十年可以决定一生很有同感，不知道我的这十年会发生什么            
(5星)	 没那么高雅，就是感觉挺逗，分手后看经常想起以前的事，都过去吧，向前看            
(3星)	 要不是有黄磊在。我实在是没有看下去的动力了要。都是为了黄磊！！！老版哈利波特哈哈哈哈。我现在看孙红雷烦看王珞丹烦看姚笛更烦。这完全跟我以前欢喜的米莱没有半毛钱关系了！！！同样是短发那个叫艾米的比当时奋斗里的马伊琍差远了！！大部分时候都在装逼。但是俞飞鸿美爆了。喜欢演潇潇的那小孩儿            
(5星)	 男人应该看一看            
(NA)	 到后来就是乱说了，谁2.5万上海能开启车来？            
(NA)	 很受用！            
(1星)	 一部明显是60后的2b青年拼命装80后文艺青年的片。年纪一大把了都，扯什么蛋啊，大冷天抱一电脑坐星巴克外面儿，冷的丫缩成一团，仔细一看，电脑都没开机，装b不捡个暖和点儿的天儿！            
(5星)	 我想通过着部电影可以让大家很好地了解我们的身边。            
(5星)	 非常推荐，故事情节、寓意都很赞，唯一的美中不足是王珞丹实在不适合那个角色。。。            
(NA)	 一帮人玩儿着过家家的游戏。照着这路子谈恋爱我看这辈子就玩儿里面了。唯一同意的是我觉得360真的挺好用的。            
(1星)	 我这三年内感兴趣的第二部国语连续剧......结果太烂了 穿越+广告+夸张卖萌.......            
(5星)	 教科书一般的电视。轻松幽默但不失严肃。            
(3星)	 无聊时解闷            
(3星)	 大家都有病！张丽很洋气~            
(5星)	 太现实，实在太现实.不推荐看,看了真会让你永远忘不了~            
(5星)	 看完这剧我觉得我找到我的人生导师了……最喜欢米琪！好美好美的~还有俞飞鸿！到40岁如果我也能有这份气质和面容该有多好T T            
(5星)	 好看极了！经常大半夜笑翻我了……应该是近年来我看速最快的电视剧，大概10天看完30集……真稀奇            
(4星)	 好笑的片子  值得边看边思考  有内涵的  想把下载下来存电脑            
(2星)	 中国男人版的欲望都市，毫无创新            
(2星)	 真不爱            
(3星)	 闹耳朵专用            
(NA)	 京东广告片+特仑苏广告片+各种广告片串成的无地气装逼闹剧            
(3星)	 一般吧，星星是给黄磊的。            
(3星)	 让我想起多年前的一部“好想谈恋爱”，罗海琼、蒋雯丽、那英主演，从故事的主线、台词风格、拍摄手法都如出一辙，可以称得上是一部彻头彻尾的“女人帮”。            
(NA)	 我們需要被愛。            
(3星)	 还行，有些话说的挺对的            
(4星)	 3个神经病的故事，也值得一看            
(NA)	 有些集数很水...            
(1星)	 電視劇很無鳥            
(4星)	 起初就是当喜剧看，看着看着还是有点深意的。            
(NA)	 好片 。            
(4星)	 因为遇到过你，我才知道我自己是谁。因为你的感情，才让我更加血肉丰满。我只想对每一个与我擦肩而过的人说一声谢谢，因为你的存在才让我相信，在这个变化多端的世界里，有一样东西会永远留在心里。即使我一个人会孤单的走下去。            
(4星)	 阿丁介绍看的，许多生活哲理啊，我觉得我很像罗书全。            
(3星)	 看之前还是蛮期待的 感觉赵宝刚的台词秀得没有以前几部好了 微俗            
(3星)	 颠覆了孙红雷以往的形象            
(4星)	 最喜欢28集,概括了现实的一个常态.            
(5星)	 和老公一起熬夜看的~~~很好看  很现实            
(3星)	None
(NA)	 看得想揍男人。。。哎。            
(3星)	 准四星            
(5星)	 恋爱教科书，如果你想看剧情，那你就选错了电视剧，没有恋爱的说开窍，恋爱过的说简单。            
(5星)	 每一集都让人心生感慨。            
(4星)	 罗书全好可爱啊~，啊哈哈，顾小白敢不敢再creepy一点，莫小闵能不能再土点啊~。啊哈哈            
(2星)	 黄磊Q，孙红雷演小白看着好别扭，浪费了好台词好搭档啊！！            
(3星)	 总的来说，没有太吸引我。我看了几集便直奔结局，爱情是多变的，你该承受这变化。            
(3星)	 不自然 絮絮叨叨            
(NA)	 这三个大男人挺有意思的~准备再看一遍，呵呵            
(4星)	 最后的结局很现实。过程很好笑。            
(3星)	 觉得蛮无聊的，看了几集就没兴趣看下去了。            
(4星)	 有些地方做作，不过总体来说感觉不错            
(4星)	 通过这部剧，我认识到京东商城什么都卖。            
(NA)	 好不容易看完了            
(1星)	 受不了。看过几眼。。            
(5星)	 顾小白  你丫个精神病            
(4星)	 我很喜欢。很冷。但却富有哲理。而且是在家乡拍的。~            
(4星)	 看完了  说不上来的 感觉 可能无奈多一些吧。            
(4星)	 很可爱仨男人。            
(5星)	 爱情圣经            
(4星)	 前面几集真的不错，有共鸣。可是没几集            
(5星)	 必须承认我的哭点和笑点都很奇怪~哈哈~笑翻我了~            
(3星)	 这结局让我想到了平行宇宙，进而突然想去看几部科幻片儿！！！            
(3星)	 想要听道理，还是看书吧。省得看那么多广告闹心。看完唯一值得安慰的是后来看到俞飞鸿啊！！！小李飞刀直到现在的美啊！！！王骆丹和她一比简直弱暴了嘛T.T            
(5星)	 幽默轻松 现代感十足            
(5星)	 赵宝刚的作品永远的经典，一改传统电视剧女性观众群体居多的情况，真正一部男人可以看的电视剧            
(5星)	 大爱不解释啊            
(5星)	 里边话说的太对了都！！            
(3星)	 太小资 谁天天喝咖啡聊爱情            
(3星)	 没办法一次性看完，一天一集，没什么吸引力，打发时间还行！            
(4星)	 看了评论发现好多不喜欢这个的，但本人比较喜欢，有点喜剧 也能在学会感情方面的一些东西            
(3星)	 光靠着台词什么的是走不远的            
(3星)	 觉得有些问题说的还是蛮对的            
(NA)	 有点冷幽默            
(5星)	 看完男人帮，我在也不相信爱情了。            
(5星)	 我很喜欢。            
(5星)	 果然是大团圆结局，但总是有人要牺牲，29集是潇潇，30集是珊莉。珊莉虽然只出现了两三集，但知性成熟，演得真是功力深厚啊，最后反而让人觉得莫小闵才是个那个多余的人。从男性的角度来看，往往这种知性，大方，成熟，美丽的女性比青春少艾的小姑娘更有杀伤力，又或者是我老了？            
(4星)	 還行。。。有點搞笑            
(5星)	 不错 能学很多关于男女情感方面的知识 认清彼此 寻找到真爱 米琪好漂亮好有范~最后3集把我给哭的啊 感情这东西 就是经不起推敲 其实真爱的人是真的很难结婚在一起的 能陪伴你一生的那个人只是适合你的那个 真爱就留在心里吧一个温暖的伤口里……得不到也最美好……人只有让自己变得更好才有资格提要求            
(4星)	 虽然很零碎，但是不妨碍它堆积了很多对的话            
(2星)	 前两集还可以，到后面越编越狗血。竟然拖出30集……            
(3星)	 装13，不是只有女人会            
(5星)	 这么多年来，难得有一部好的电视剧            
(5星)	 一度想给3星，看到最后，还是给了五星。            
(5星)	 剧本很一般，但是很喜欢这种都市剧，现实并且贴近生活，尤其是顾小白的台词很多都击中我们的内心，感触很深。            
