http://movie.douban.com/subject/2076923/	花木兰
(2星)	 不喜歡畫面的質感            
(4星)	 袁咏仪扮男装还是很英气的，比林冲他老婆好多了，赵文卓那时也是事业巅峰期，孙兴的小吉利更是搞笑又可爱。除了《苍天有泪》里面的展云翔，余参军也算是焦哥哥演的一个有名的坏角色了，还和孙兴闹出了最莫名的一个穿帮。给我最大的印象就是明星好多啊，尤其是配角全是大陆的实力派们，如陈宝国。            
(5星)	 靓靓的侠女太有范儿  女王            
(NA)	 我只记得孙兴。。。            
(4星)	 小时候的美好回忆            
(4星)	 赵文卓很帅。            
(NA)	 唧唧复唧唧，美好的记忆啊，从来不知道结局，不知道为什么，那些不知道结局的戏好像都是好剧            
(5星)	 还有点印象。            
(3星)	 loli时期,第一次认识袁咏仪就是在这部电视剧里。            
(4星)	 记得小时候爱看            
(4星)	 小时候特别喜欢。            
(3星)	 有点搞的一部戏             
(4星)	 绝对好看的剧。            
(4星)	 我那时候 分不清袁咏仪和关咏荷            
(4星)	 嗷 袁靚靚～  嗷 李亮～  嗷 苏吉利～  嗷 焦恩俊～  嗷 關禮傑～  多麼有愛啊～～～啊啊            
(4星)	 小时候看的，就记得看片头曲。老天搞不定 命运我自己摆平 ，哈哈，大气            
(3星)	 袁咏仪很好看            
(4星)	 还不错            
(5星)	 老剧里的经典，曾有多少欢笑荡漾在其中。。。。。            
(3星)	 最爱里面的小吉利!            
(3星)	 喜欢袁咏仪的男装扮相！            
(3星)	 童年的回忆啊啊啊。            
(5星)	 嗯，袁咏仪演花木兰很棒。            
(3星)	 就看孙兴了。            
(4星)	 这剧里有董晓燕，演过台湾版公孙绿萼，是贾一平他媳妇儿。很和我的眼缘。            
(2星)	 一直把焦恩俊当第一男主来着            
(2星)	 我不喜欢这个花木兰啊            
(4星)	 只记得苏吉利            
(3星)	 前半部挺好，后面有些拖沓…            
(3星)	 小时候很喜欢            
(5星)	 主题曲很好听，还有袁咏仪             
(4星)	 袁咏仪就是我心目中最适合演花木兰的人选！            
(5星)	 苏吉利好搞笑啊亲！            
(4星)	 当时看得挺欢乐            
(4星)	 小時候覺得還挺好看的。            
(3星)	 这片子小时候我很喜欢的.             
(NA)	 蛮有劲的喏            
(3星)	 那时候就不喜欢孙兴            
(4星)	 郑佩佩演的婆婆很喜感  还有那夸张的表妹            
(4星)	 孙兴大叔太搞了!            
(5星)	 那时候超喜欢的，陪着奶奶一起看，嘿嘿            
(NA)	 剧情差太多 但是赵文卓真的好帅啊啊啊啊！！            
(4星)	 袁咏仪是最佳最合适的人选。            
(NA)	 暑假消暑片，剧情不记得了……唉，我的假期都献给了什么片啊～            
(5星)	 当时超迷赵文卓的            
(5星)	 哈哈哈哈  好不容易刻碟了~呵呵呵            
(5星)	 超级喜欢苏吉利啊！            
(4星)	 袁咏仪版的花木兰一直是经典            
(4星)	 我对孙兴印象比较深            
(3星)	 改编得挺欢乐~            
(NA)	 一般            
(5星)	 搞笑            
(NA)	 改编的没啥兴趣，很小的时候看的，感觉没什么主题。。            
(3星)	 小时候看的……            
(4星)	 其实当时我觉得第二部多真实的，孙兴那对儿也好可爱~~苏慧伦的歌多好听的~            
(4星)	 花木兰            
(5星)	 喜欢袁咏仪，这部很好看            
(4星)	 又一次听到了陈慧娴的那首《我也有懦弱的时候》，哈哈，小时候很喜欢这部剧的~~            
(3星)	 话说这拍的真的一般            
(NA)	 我一直不明白赵文卓到底帅在哪里?            
(5星)	 那是时爱死赵文卓了            
(3星)	 记得            
(4星)	 1.第一部不错，第二部不灵；2.孙兴的角色很无聊；3.花木兰和李亮感情升温的那几集看的我很激动；4.后来出来的刘孜是坏的；            
(4星)	 只有孙兴的搞笑是亮点            
(3星)	 笑~            
(5星)	 觉得袁咏仪好美， 男人的时候又够man！！！            
(4星)	 多好看的电视剧啊，那时的赵文卓，那时的袁咏仪，绝对是唯一            
(4星)	 又见杨佩佩，最好的《倚天》和最好的《木兰》            
(4星)	 天不灵，地不灵，天下大乱发神经！苏慧伦的主题曲，哈哈~            
(5星)	 喜欢啊            
(3星)	 里面有陈友谅锅锅  我想起了TY上贴的乞丐皇帝的剧照里关于他的图片，大意是说自己纯洁的身子被一个女人占了 对不起他的佩瑶妹妹    = =#            
(NA)	 好看的片子~            
(5星)	 还是小时候的电视剧好看啊~            
(4星)	 喜欢赵文卓的，飘过~~~~            
(4星)	 我喜欢的是配角孙兴啊！！！            
(4星)	 片尾曲好喜感啊～            
(4星)	 袁咏仪            
(5星)	 超爱这部剧的当时！迷死了！            
(4星)	 都不知道是什么时候看的了，好怀念呀！            
(3星)	 囧里个囧……外婆的品味总是这么奇异            
(4星)	 袁咏仪很漂亮。            
(NA)	 放假早上很早爬起来看的电视剧。。回忆多美好~            
(5星)	 老天搞不定，命运我自己            
(4星)	 小时候非常喜欢            
(5星)	 我了个去的  太怀念了            
(5星)	 以前看的也很带劲            
(4星)	 就记得主题曲了......            
(4星)	 风格独特            
(4星)	 好看！苏吉利！             
(4星)	 挺搞笑的            
(NA)	 当年狂爱主题曲            
(5星)	 只因为苏吉利太给力            
(5星)	 没有单独喜欢的人物 唯有大气完整的故事背景            
(3星)	 靓靓扮男装还是很靓。            
(4星)	 刘孜完全是人为障碍。            
(NA)	 这个看得好久了            
(1星)	 初中时候看的。            
(NA)	 剧情全都忘了，只记得太子在吃五石散，原来是壮阳药 = =            
(3星)	 真不知道当年怎么就这么喜欢这剧啊~            
(5星)	 小吉利            
(4星)	 “焦恩俊！”            
(5星)	 当时男才女貌呀            
(NA)	 靓靓的演技真好。            
(4星)	 前几天看到孙兴吸毒被捕的消息，还想起这部剧里孙兴的一口白牙晒太阳的造型，哎....时间真是催人，老，败。            
(5星)	 还记得这是我小学时期唯一被允许在晚上看的电视剧真是经典死了            
(3星)	 印象里一直觉得这部剧很新 原来是98年的            
(4星)	 wiki老公叫啥忘记了 很不错 孙兴啊...            
(4星)	 这部戏里，觉得赵文卓帅翻了……            
(4星)	   嗯，袁咏仪女扮男裝還蠻俊的，赵文卓男扮女裝真是太搞了…………  孫興也很搞            
(4星)	 小时候和麻麻一起看，那时候觉得袁咏仪好漂亮哦，扮男人也漂亮！            
(NA)	 ED爱死            
(1星)	 赵文卓。。去SHI。            
(3星)	 。            
(3星)	 因为这个超级喜欢赵文卓，那时候特喜欢孙兴，没想到他那么花........            
(3星)	 很久以前看的了···            
(3星)	 这我真看过，但是真的有点忘了。            
(4星)	 小吉利和伊人才是最大的亮点啊            
(3星)	 孙兴是亮点            
(4星)	 哈哈哈            
(4星)	 后面拍好烂            
(4星)	 一直追着看啊。。。            
(5星)	 没记错的话 38集最爱...            
(3星)	 片尾曲還哼得出來~~~            
(NA)	 看过一点            
(4星)	 哪怕你真的是男人我还是爱你，袁咏仪！            
(NA)	 ！！！！！到现在还记得袁咏仪洗白菜的囧样！！╮(╯▽╰)╭            
(3星)	 不喜欢袁咏仪            
(NA)	 主题曲好听！            
(4星)	 小时候笑抽着看过来的，赵文卓好man~~~            
(4星)	 以前喜欢看，现在依然喜欢！            
(4星)	 小学的时候躲着偷看电视呵呵            
(5星)	 小时候放假最喜欢看的            
(5星)	 主题曲好听，剧好看            
(NA)	 六年级的暑假和老妈通宵奋战…            
(4星)	 喜欢            
(3星)	 后半部看得太辛酸了。            
(4星)	 花木兰和李亮真佩            
(4星)	 这个版看看还是不错滴            
(4星)	 爷当年很喜欢好不好！！！！！            
(3星)	 小时候喜欢的剧！            
(4星)	 这部剧喜欢。。主题曲经典。。            
(3星)	 呯呤嗙啷不知道要表达什么的一部剧集            
(4星)	 袁咏仪女扮男装很有味儿。            
(4星)	 记得那时很喜欢看这部电视剧，很喜欢袁咏仪演的花木兰，实在帅气得紧，可爱又活泼，是我个人觉得最到位也最喜爱的花木兰。            
(4星)	 花木兰为什么没和苏吉利在一起........            
(3星)	 当年很喜欢那首歌的啊～            
(5星)	 欧。那个时候超级喜欢这部戏。每一个演员赵文卓袁咏仪焦恩俊那个搞笑的叫什么来着。反正都喜欢。电视上放一次看一次。唉。怎么已经开始怀旧了。            
(4星)	 还是蛮搞笑的。            
(4星)	 小时候很喜欢赵文卓            
(4星)	 靓靓很可爱            
(4星)	 也是最爱的一版~            
(4星)	 那个时候好喜欢袁咏仪啊~~            
(5星)	 这5星是那时候看的激动的我打的。只能说人果然会长大。            
(NA)	 我生活里的一切都很理想，我心底里的世界却不一样。            
(4星)	 我就记得主演和孙兴！嗯~            
(1星)	 讨厌死了赵文卓            
(3星)	 tvb            
(5星)	 孙兴很搞笑            
(4星)	 小时候很爱呢            
(4星)	 弄出什么天上的神仙就是你们的不对了。。。            
(NA)	 哈哈哈~想再看一遍~            
(4星)	 上大学之后有阵子怀旧翻出来看过一遍，年后这些天又看了一遍，真的演的不错，当然首先是冲着花木兰和李亮去看的，孙兴太搞了时常笑得不行，焦恩俊最后怎么老出家，还是得叹一句，女方太强的舆论压力啊            
(4星)	 还可以，虽然大漠风的片子一向不怎么喜欢，但是这个感觉很细腻            
(3星)	 不喜欢孙兴那角色            
(5星)	 好            
(4星)	 好喜欢袁咏仪            
(4星)	 当年很喜欢啊，虽然历史背景真是瞎来            
(4星)	 吉利~            
(NA)	 孙兴那张脸…            
(3星)	 现在只记得小吉利了～            
(4星)	 绝对gay片            
(4星)	 小吉利～            
(4星)	 袁咏仪年轻的时候漂亮的            
(NA)	 袁咏仪这种T才劲啊！！！！！！～～～～～～～～～            
(4星)	 超好看的！！！            
(4星)	 孙兴是这部剧必不可少的调味料啊            
(5星)	 哦年少时的回忆哦~            
(5星)	 五年级的时候看疯了~            
(3星)	 苏吉利~            
(4星)	 这个版本的花木兰不错~孙兴很喜感！            
(3星)	 喜欢            
(2星)	 从《新不了情》开始觉得袁咏仪不错，但到《花木兰》的时候已经彻底对她没联想了。除此，这剧本身也拍得有够烂的......            
(3星)	 孙兴到后面是喜欢花木兰的吧 我都没印象了- -            
(3星)	 我还是很喜欢赵文卓            
(4星)	 波澜壮阔的澜            
(3星)	 小时候看的            
(4星)	 这版也看了很多遍。            
(5星)	 从小就非常喜欢，可惜了孙兴的形象。            
(5星)	 小时候很迷这个~            
(5星)	 最爱！！！            
(4星)	 袁咏仪和孙兴是我的印象点            
(5星)	 哈哈            
(3星)	 袁咏仪也还蛮有气势的。            
(3星)	 以前觉得好  现在不一定！            
(4星)	 还记得半夜里偷看~黑漆漆听主题歌的记忆            
(5星)	 小时候爱死的            
(5星)	 歌好听&amp;孙兴绝了再看感受，放你妈的**李亮，瞧你那逼样            
(5星)	 天下大乱好好听！            
(3星)	 超级喜欢里面的片尾曲~~~            
(5星)	 这部剧让我喜欢了袁咏仪。好想成为花木兰一样的女人！            
(4星)	 不错啊~~！更喜欢上部··下部有点虐= =但合家欢喜~            
(4星)	 这个不得不说一下。。。印象爆深。。看这个的时候六年级毕业暑假，藏了成绩单，被妈妈发现后打到鼻子出血。。然后上床躺着继续看= =            
(5星)	 为什么分数那么低呢？实在是很喜欢。。小吉利。。哇咔咔。            
(5星)	 孙兴是亮点……            
(4星)	 现在还想在看一次呢            
(4星)	 童年的回忆。。推荐。。            
(4星)	 想当年的屈中恒啊。。。            
(NA)	 很好看            
(5星)	 小學的時候天天晚上守著電視看 白天在學校就討論 當時有個英語老師長得很像劉孜...杯具了...被我們討厭            
(5星)	 小學熱議電視劇            
(3星)	 那时候            
(5星)	 一直很喜欢这部电视剧！！回忆滚滚而来~~            
(3星)	 陪伴            
(3星)	 哇，小学的暑假是指着这电视剧活过来的            
(4星)	 很好看   很好看！            
(4星)	 当时太爱看了            
(NA)	 童年记忆            
(3星)	 赵文卓好帅……            
(4星)	 那时候里面的赵文卓啊~~~~            
(NA)	 印象中画质和声音很粗糙的一部。。            
(5星)	 原来这部剧这么老了伐            
(5星)	 袁咏仪演的真好，超喜欢她            
(3星)	 小学回忆            
(5星)	 当年追着看的片子啊            
(4星)	 喜欢袁咏仪的小叛逆             
(4星)	 记忆中的美好啊            
(5星)	 这个片的感觉喜欢。            
(4星)	 哎呀，当初很喜欢的~            
(4星)	 小学的最爱啊             
(4星)	 我喜欢花木兰 但不怎么喜欢袁咏仪            
(4星)	 怀念小时候。            
(4星)	 造型太作孽。            
(5星)	 小时候的最爱 李亮就是perfect man的代表啊 最爱看的就是焦恩俊出丑然后赵文卓出来一鸣惊人~            
(4星)	 我的《木兰辞》是看这个背的。。。            
(1星)	 蛋炒饭，我可怜的人生            
(4星)	 袁咏仪挺男人！            
(4星)	 其实我主要是记得苏吉利和主题曲            
(5星)	 经典的小田田孙兴花木兰。。。。            
(3星)	 第一部不错 木兰奋斗史 第二部完全变成了古装版家庭伦理剧。。            
(4星)	 忘得七七八八。            
(3星)	 赵文卓挺帅的，袁咏仪就是有女扮男装的范儿~剧情不爱看，跟台湾口水剧似的            
(5星)	 花木兰和侠女闯天关 基本是当时的剧中重点了。            
(4星)	 对袁咏仪影响最深的电影，孙兴很棒。            
(3星)	 我居然从头到尾地都看完了！喜欢孙兴和表妹内一对~            
(4星)	 它还是部爱情片  不过我还是喜欢小时候看得动画版 那美丽的结局            
(4星)	 风格和扮相都很不错，靓靓男装也超级靓，赵文卓也很不错，孙兴啰嗦我也不嫌他烦。。。算是台湾近些年最好的一部古装。            
(NA)	 我诡异的记得你们上节目宣传，焦叔叔说前面二十集有我，后面就木有了~~            
(5星)	 主题歌都很好听            
(5星)	 超级喜欢！！            
(4星)	 恩，小学看的            
(3星)	 那年还是疯狂喜欢赵文卓的年代。。。话说孙兴其实是大大滴实力派~~~            
(5星)	 赵文卓要多招苏啊！！天下大乱特别萌。            
(NA)	 那时候靓靓还挺靓            
(5星)	 讨厌李亮！！！小吉利  ~~~~(&gt;_&lt;)~~~~               
(5星)	 当时是多么喜欢啊            
(4星)	 最喜欢的花木兰！            
(3星)	 唉            
(3星)	 我当初好像很爱看            
(3星)	 好吧 、原来那个女的就是袁咏仪撒、还有记得孙兴            
(NA)	 呼呼赵文卓            
(4星)	 小时候想看一直没看完的，再看又找不到感觉了。有些东西失去了就再也找不回来了。            
(4星)	 主题曲：天下大乱            
(4星)	 不知道为嘛小时候就爱看这种白痴剧            
(4星)	 以前好喜欢赵文卓的，觉得他古装真是无比帅气，连嫩嫩的焦恩俊都只能屈居第二了。苏吉利是大亮点，有帅哥，有笑点，小时候真是看的乐死了。看到李亮和木兰终于有情人终成眷属时，真是太美好了。            
(2星)	 孙兴太可爱鸟~            
(4星)	 很喜欢他俩...还有小吉利...太搞笑了            
(3星)	 还不错，那时候拉着俺爹娘一起看滴            
(5星)	 袁咏仪在里面真英勇~            
(5星)	 这部电视剧，很值得回味。            
(5星)	 因为靓靓 因为小吉利            
(3星)	 片头曲印象深刻~~再有~没有~            
(3星)	 现在看应该也是雷剧，但当年真的觉得挺好看……            
(NA)	 小时候看得觉得袁咏仪不错，因此还看了她拍得一步关于什么地震的电视。             
(4星)	 当年觉得还不错            
(3星)	 搞笑~            
(5星)	 哎呦我可喜欢这个了~            
(4星)	 小时候很喜欢，现在都忘了还有焦恩俊这么个角色了。            
(NA)	 还不错            
(3星)	 孙兴给我留了唯一印象            
(3星)	 喜欢靓靓。这里还有孙兴呢？都忘了。            
(5星)	 百看不厌的经典             
(4星)	 虽然不喜欢赵文卓，但是 欣赏 袁咏仪            
(4星)	 当年很喜欢这部戏里面的歌曲～            
(3星)	 里面居然还有神仙            
(5星)	 很老的片子了，当时很喜欢，老爸怕我跟妹妹耽误学习不让看，我们不得不偷着看，孙兴很搞の，袁咏仪的表演很不错~            
(4星)	 睇!点解唔睇啊?有D港台风味^^            
(5星)	 袁咏仪的经典之一~~那股子义气啊~~            
(3星)	 还行~赵文卓依旧阳光~            
(3星)	 有点儿意思~            
(5星)	 看的时候超喜欢！            
(5星)	 好笑好玩，片头曲和片尾曲都相当的好听。。孙兴的声音相当有特点啊，里面那个和他好了的女演员叫做董晓燕，觉得他俩非常的配，呵呵。。            
(3星)	 懊糟的片子 太朴实了            
(3星)	 就记得孙兴            
(3星)	 每次都看到大结局            
(4星)	 他俩结婚之前的比较好看。            
(3星)	 .            
(4星)	 里面的赵文卓难得一见的可爱            
(4星)	 花木兰电视剧            
(3星)	 让我知道了那首 我也有懦弱的时候            
(4星)	 拍过这部袁咏仪就不思进取了。。            
(4星)	 在里面就觉得演表妹的那演员特好            
(5星)	 小时候很喜欢看的，孙兴很搞笑~            
(4星)	 苏慧伦的主题曲，孙兴的苏吉利，以前很喜欢看的。            
(4星)	 。。。。。。            
(4星)	 这个好看。            
(3星)	 挺喜欢里面的花木兰的。赵文卓扮演的角色难得我不讨厌            
(4星)	 哈哈~当年很迷呢~~~            
(3星)	 某个暑假守着电视看的。喜欢他们两个配在一起。            
(3星)	 主要是这女演员````` 我从没对她有过好感`````原谅我小时候的以貌取人  那时候张柏芝是我最爱!            
(4星)	 在电影院看的预告片相当震撼。然后谢来看的，嘿嘿。            
(4星)	 小的时候很认真的看，一集不落，看的津津有味，只是现在已忘却大半，只记得里面的木兰有野心，替父充军是孝顺也是为了实现自我的包袱，后来也非马上功成身退，而是历经宦海沉浮，才看淡了一切，做回一个小女人，这个好亲切，好真实。好有味道            
(2星)	 太长了 所以墨迹            
(2星)	 真不好看            
(5星)	 我年少时的回忆。。。            
(3星)	 那时候的孙兴实在是太可爱了...            
(4星)	 真的不错~            
(4星)	 还是这版最经典            
(4星)	 很小的时候看过~现在又在放了~            
(2星)	 想搞笑，但我觉得一点也不搞笑。            
(4星)	 重温搞笑的小吉利，结果发现原来这是一部很内涵的GAY片。囧。            
(4星)	 连着看过两个暑假             
(4星)	 孙兴            
(4星)	 曾经的经典~            
(3星)	 袁咏仪, 木兰啊.            
(5星)	 果然这才是花木兰的经典啊~            
(4星)	 除了冬装太厚实，我好喜欢啊            
(2星)	 孙兴真可爱            
(3星)	 喜歡孫興是時候，不，是曹吉利才對：Ｐ            
(4星)	 特别喜欢孙兴啊孙兴..            
(4星)	 原来当年我就爱看伪耽美剧了……            
(3星)	 我不是一个爱过就算的人....            
(4星)	 第一次发现刘孜。            
(4星)	 曾经超爱            
(NA)	 李亮到底是喜欢男人呢还是喜欢女人呢~\(≧▽≦)/~            
(4星)	 当时觉得不错。            
(NA)	 回忆阿回忆～～～孙兴！            
(4星)	 歌还行吧。            
(3星)	 孙兴满搞笑的            
(4星)	 很搞人的一部戏呀，开始把人肚子都笑疼了，但后来看来心里有点沉沉的            
(5星)	 唧唧复唧唧，木兰当户织~~太经典啦，童年回忆哦            
(NA)	 靓靓            
(4星)	 演员都喜欢            
(4星)	 这个还好。            
(3星)	 齐齐的古装雷            
(NA)	 趙文卓超帥！！            
(3星)	 好玩又乱来~可是电视不总都是在不真实中显示真实吗哈哈            
(NA)	 从此爱上赵文卓。第一次知道木兰辞            
(4星)	 孙兴真逗。            
(3星)	 小时候看的，孙兴同学很搞笑            
(4星)	 分是打给袁咏仪的~            
(3星)	 好吧 、原来那个女的就是袁咏仪撒、还有记得孙兴            
(3星)	 那个神仙真郁闷            
(3星)	 偶……偶居然看过啊。。。&gt;&lt;            
(3星)	 越往后越啰嗦            
(4星)	 当年高二看了一暑假             
(5星)	 卓哥哥啊，你怎么现在变成那样了呢            
(4星)	 很小的时候在同学家里租碟子看的，至今记忆里只记得花木兰玩得很好的那个太监了，而且好像还是孙兴演的~            
(4星)	 拍的好            
(NA)	 剧情还可以，就是户外环境太差，也不知道是在哪拍的，昏黄昏黄是永远的主题色            
(4星)	 孙兴~~~~            
(3星)	 有刘孜的那段真难看            
(4星)	 我稀罕苏吉利~            
(4星)	 第一次认识赵文卓            
(4星)	 孙兴依然插科打诨，依然是最出彩的            
(4星)	 难得喜欢袁咏仪的戏            
(4星)	 一分扣给冗长            
(4星)	 戏服都是厚重的感觉            
(NA)	 因为苏吉利，4星～            
(3星)	 小时候看的剧了，那时候觉得男主角好帅~~~~孙兴好玩~~~            
(4星)	 挺有趣            
(4星)	 袁咏仪在这里面真的很英勇，有木兰的感觉……可惜木兰也会有婆媳关系问题……            
(3星)	 几个演员都很适合            
(4星)	 配角出彩            
(3星)	 很久前看过，有点烂。            
(4星)	 还蛮好笑的            
(3星)	 喜欢第一部，尤其是里面木兰和李将军暧昧不清的时候，那种莫名的牵挂很揪心。            
(3星)	 画蛇添足            
(5星)	 经典呀……            
(3星)	 还小时候看的呢            
(3星)	 太长了， 也太搞了            
(4星)	 不错，可以看看            
(3星)	 片尾曲不错啊～            
(3星)	 电视剧版的，孙兴不错            
(3星)	 不喜欢有的人配音，有的人不配音这样的            
(4星)	 孙兴为什么老演这种神神叨叨的角色啊？靓靓演的花木兰还蛮有英气的。            
(3星)	 真的真的很开心            
(5星)	 这个片我很爱， 我妹更爱， 是小时候对花木兰全部幻想， 是戎马生涯加儿女情长， 有的戏是一看就在演， 这一部却觉得好投入， 觉得说的每一句话都是真的， 花木兰的男装扮相一点都没装可爱， 大吼的时候真的是吓人的， 没有那句潜台词--毕竟是女生。 所以女孩子也不用矫揉造作，做林志玲状            
(4星)	 乱编我居然也很爱看            
(5星)	 给童年打的分            
(NA)	 我喜欢片子的色调还有演员            
(3星)	 飒啊            
(4星)	 当年我还看得津津有味            
(4星)	 小学还是初中？？好好看·········            
(4星)	 只能说，很爱袁咏仪和孙兴，若然不是赵文卓，应该会给满分的。            
(4星)	 我最爱的就是小吉利。。。。            
(NA)	 老天搞不定，命运我自己摆平~            
(4星)	 星星全部给袁咏仪，花木兰演得最好的人~！            
(4星)	 很喜欢的片子，看了又看的呢。            
(NA)	 为看花木兰            
(4星)	 国产片里这样的情节很不错了            
(3星)	 挺感人的            
(5星)	 哇哇哇小时候天天偷偷看……            
(3星)	 有点意思            
(5星)	 经典到无以复加。年前又重新看了一遍。            
(5星)	 我小时候特别喜欢看            
(4星)	 太久太久了，没了孙兴就不好玩了            
(3星)	 还是旧版好看            
(NA)	 又是一部还能记得细节的经典，袁咏仪很赞            
(4星)	 很搞笑，就是历史怎么弄到隋朝去了?            
(NA)	 喜欢赵薇和陈坤还有。。。。成龙的儿子            
(3星)	 太恶搞了吧~连神仙都来了~            
(3星)	 不喜欢她演的家庭部分。。。            
(2星)	 港片实在是·········            
(4星)	 靓靓最好的一部电视剧！还有孙兴超可爱！            
(3星)	 我以前很喜欢看的，好想木兰结婚来着            
(NA)	 孙兴啊孙兴 为什么每次都是这种形象呢            
(3星)	 袁咏仪其实很搞笑，再来个孙兴，从军之路不乐也不行啊，赵文卓扮演正经男，虏获芳心。            
(4星)	 改了历史，不过挺好玩的，怀念初中时光啊            
(4星)	 印象深刻。            
(3星)	 小时候看孙兴挺搞笑的~~~~            
(4星)	 当时觉得相当不错的            
(4星)	 曾经超爱            
(3星)	 有了剧情，反而觉得木兰诗的朦胧美啊            
(3星)	 陪我度过初中~            
(5星)	 从童年开始一直看，还是很经典的！《木兰辞》就是开头曲学会的~初中老师没教偶就会了~哦啦啦啦。。。            
(4星)	 我喜欢袁咏仪，最后的结局有点雷~            
(4星)	 張世和屈中恒我一度以為是一個人            
(3星)	 好小的时候看的。。            
(NA)	 赵文卓在里面哈帅啊！！HC了……            
(5星)	 赵文卓筒子最后一部能看得片子，后面接的剧那都是什么呀口胡            
(3星)	 好久好久之前看的咯，那会好喜欢男女主角            
(NA)	 这个比电影的还好看点            
(5星)	 小学时看的，从这部电视剧开始爱上袁咏仪，太美了，不化妆都很美，一度认为她是中国最漂亮的女明星（虽然很多人不同意），整个片子的感觉都很好~            
(4星)	 袁咏仪很合适！            
(5星)	 2009            
(4星)	 算经典了            
(4星)	 看过很多遍，大爱啊！现在买到碟了，好HAPPY！            
(4星)	 最合适的花木兰            
(3星)	  = = ~ 这是我有记忆以来觉得最狗尾续貂的电影。花木兰后来成了家庭主妇，你叫我情何以堪            
(4星)	 看过的最早版本木兰电视剧  还是很喜欢袁咏仪和孙兴~~            
(2星)	 很无聊的一部剧，不过孙兴演的很呱噪            
(4星)	 袁咏仪扮男装的时候挺像的，蛮不错的，蛮久前看，还是挺有好感。。。            
(4星)	 一女好几男            
(NA)	 呵呵 挺逗的            
(3星)	 呵呵 孙兴真可爱。            
(4星)	 军歌不错。            
(5星)	 喜欢袁咏仪            
(NA)	 读初中的时候看的，只知道当时很喜欢看呢。。            
(NA)	 最喜欢这版的木兰            
(NA)	 小学的时候很喜欢的剧……            
(5星)	 真好看            
(4星)	 当年看的时候觉得李亮好帅，因为这部戏喜欢上袁咏仪的。剧情真有台湾戏的风格，加上一堆港台明星 郑佩佩焦恩俊李立群李志希关礼杰屈中恒张铁林etc。是我印象中孙兴的代表作，苏吉利，灶君，太搞笑了。现在听到苏慧伦的天下大乱还是会想起那时候可以自由的看电视的时光！我逝去的童年啊！            
(4星)	 多少年前的回忆啊            
(4星)	 很好看，孙兴超搞笑，袁咏仪好棒！            
(4星)	 也是小时候看的了。。花木兰题材的我都要看的哈哈。。。小时候特别喜欢里面的片尾曲插曲片头曲等等。。            
(3星)	 感觉是满足了大家对花木兰这一生能怎么过的好奇。我很喜欢袁咏仪和赵文卓，呵呵……            
(4星)	 喜欢袁咏仪。            
(4星)	 小时候挺喜欢看的            
(5星)	 小时候看过，挺好的，男女主角我都挺喜欢的，还有孙兴，超赞            
(4星)	 我觉得袁咏仪版的花木兰是我看过的版本里最棒的，英气啊！！            
(4星)	 当年的味道            
(1星)	 救命啊……            
(4星)	 还是在初中时看过的电视剧了~木兰，曾经心中的Hero，在电视剧中也经历了平常人家的酸甜苦辣~但是那种积极的精神让我深深动容~            
(3星)	 小的时候很喜欢，但太肥皂了            
(1星)	 不好看。            
(NA)	 爱死了~~~经典！            
(5星)	 回忆啊            
(4星)	 至少它为我的童年带来了部分乐趣            
(5星)	 处决俘虏的那一段哭了，不知道为什么，虽然和我无关，也许无法理解那种誓死如归的心情，可是当看到了这种伟大的瞬间的时候，不管是不是发生在自己身上，还是会深深地折服，感到深深地敬意!            
(4星)	 很小的时候。。            
(3星)	 小时候看得觉得袁咏仪不错，因此还看了她拍得一步关于什么地震的电视。            
(5星)	 要我死容易，但要放弃我最心爱的人很难。            
(4星)	 相比之下比09电影版好太多。            
(4星)	 我真喜欢这里面的赵文卓。。。怀旧重温ing            
(3星)	 大概纯粹是去萌赵文卓的~            
(3星)	 好早以前看过的了。。。。            
(5星)	 太好看了。            
(4星)	 孙兴很有爱            
(4星)	 也没有很烂啊            
(4星)	 记得当时每天晚上爸妈在楼下打牌，我在楼上偷偷看，听到声音就立刻关电视假装睡着。            
(3星)	 挺搞笑的            
(3星)	 陈坤原地复活的时候太搞笑了。。。            
(3星)	 挺杜撰的.所以木兰立体了.小吉利.嘿嘿嘿^ ^~            
(4星)	 老房子里的记忆              
(4星)	 这也算是儿时的一个梦了吧，呵呵，虽然里面鬼鬼神神的东西很多，但是很喜欢里面的赵文卓和袁咏仪啊，也许是少不经事吧，总觉得那个时候两个人真的太配了            
(4星)	 当初赵文卓也是偶像啊！！！那个时候为了看电视可是跟爸爸抗战到底啊~            
(4星)	 小时候守着看的咩            
(2星)	 看着睡着了~            
(4星)	 小时候看过的片子，就奔着靓靓去看的，很很喜欢她，她男装扮相很帅气            
(4星)	 还有 两部主题曲            
(4星)	 这个木兰是我看过最帅的。那个时候那个迷啊~~~            
(3星)	 小时候看的，没啥营养，记忆中就是俩字--搞笑            
(4星)	 还是这个版好看~            
(4星)	 记得当时看的时候很是喜欢袁咏仪啊，飒爽英姿！            
(5星)	 柔然公主想当魏国皇后，最后引发了柔然国的内变这段很假；还有中间的部分演的快成肥皂剧了。其他的还不错。            
(4星)	 哈哈             
(4星)	 当时很喜欢看，喜欢当时的赵文卓，袁咏仪            
(5星)	 最喜欢那首主题曲了            
(4星)	 中学的时候看的~比今年托儿宠出来的那出好多了~赵大叔还青春年少眼神犀利~袁咏仪英气逼人这才是木兰!            
