http://movie.douban.com/subject/2154868/	戏说乾隆 戲說乾隆
(4星)	 乾隆遇上赵雅芝            
(4星)	 看了最少三遍            
(5星)	 童年的记忆了~~还会唱主题曲呢~~哈哈            
(5星)	 最爱            
(4星)	 山川载不动许多悲哀            
(3星)	 少年时代的记忆            
(3星)	 赵雅芝总是那个样子            
(5星)	 那个年代的经典啊~            
(5星)	 童年带着幻想的小记忆            
(NA)	 童年...全家人一起看戏说乾隆的幸福时光            
(4星)	 赵雅芝一出来我就兴奋            
(4星)	 那个年代的电视剧本比现在的电影剧本质量都高~            
(5星)	 记得郑少秋超帅气的打开扇子，一直模仿来着~ 最喜欢春喜和小六子~            
(4星)	 时代的经典，虽然现在看起来有点老了。            
(5星)	 台词写的不是一般的好~ 可以说是看过的宫廷戏中最好的！编剧功力深厚，值得佩服！            
(NA)	 郑少秋同志是我第一个喜欢的男明星。现在老渣渣了。            
(3星)	 回想当年.            
(3星)	 當時好紅啊            
(4星)	 多年前的偶像            
(5星)	 据说片头的开扇子动作是我小时候常备的表演节目之一= =            
(5星)	 小时候的最爱❤            
(4星)	 一定得加 小时候的大爱            
(4星)	 不错            
(3星)	 郑少秋            
(3星)	 山河載不動太多悲哀            
(5星)	 小时候，边看这部剧边做着美女俊男的白日梦......呵呵。            
(4星)	 乾隆太风流了。《问情》记忆中的歌哟。秋官当时潇洒的从皇位上站起来轻轻一摆手的镜头，激动了我整个童年。            
(4星)	 小学时看过            
(3星)	 对乾隆的第一印象            
(5星)	 嘿嘿~雅芝姐~三个角色都喜欢            
(4星)	 女的老是赵雅芝...- -            
(5星)	 重温老剧，真好看，喜欢赵雅芝            
(5星)	 儿时最喜欢的电视剧之一            
(3星)	 更喜欢楚留香            
(4星)	 那个时候的赵雅芝就是美啊。            
(5星)	 有两个场景我印象极深刻：一个是插播间断郑少秋从椅子上站起来挥下扇子还是袖子忘了，配以音乐：当当当当当当，当当当，当当（好像是）；还有一个就是红衣的赵雅芝在大厅起舞的场景。            
(4星)	 我真的是電視劇迷，超級的電視劇迷            
(4星)	 后面就不好看了            
(5星)	 帅哥美女。            
(4星)	 不記得是不是我看的第一部古裝劇            
(4星)	 “爱到不能爱，聚到终须散。繁华落尽是悲哀。”            
(3星)	 英姿飒飒程淮秀，你虏获的不止是四爷啊            
(5星)	 童年的美好记忆阿            
(4星)	 这个乾隆真可谓是风流倜傥            
(NA)	 时隔n年，再回味，发现实在是太搞笑了……乾隆爷像个流氓一样，总是色迷迷的调戏雅芝姐姐~吼吼~不过话说回来，乾隆爷还是很专情的，爱来爱去，爱的全是雅芝姐姐模样的女人！哈            
(5星)	 当年最迷程淮秀JJ啦            
(NA)	 山川载不动太多悲哀 岁月经不起太长的等待            
(4星)	 从此乾隆成为我心中最有名的皇帝            
(NA)	 童年记忆啊            
(5星)	 小时候最喜欢看 超迷郑少秋            
(5星)	 古典味十足，给人一种清淡而华丽的感觉            
(4星)	 我一直记得那个午后，他说，他喜欢的，是我。            
(4星)	 这也是很小时候看的剧            
(4星)	 小时很迷郑少秋的            
(4星)	 那个时候觉得老帅的。郑少秋~            
(4星)	 听到郑、赵的真实年龄，我很久都不敢相信，真没看出来啊……            
(4星)	 我以前也就爱看这种。            
(5星)	 这部片子按现在的眼光，真是烂得不能在烂。我真不知道是什么吸引我，当时每天准时做在电视机前看它的。并且还看了续集。要说我小时候有什么偶像，郑少秋——秋官。            
(4星)	 好看            
(NA)	 小时候            
(3星)	 小妹最爱看的~ 呵呵~            
(4星)	 芝姐你又装嫩            
(5星)	 更多的是怀念而不是他本身了            
(3星)	 很小的时候看的...            
(4星)	 哈哈 还记得三个名字：沈芳 金无珍 程怀秀            
(NA)	 虽然已忘但我真的有看过哦~哈哈            
(4星)	 “以后我要嫁给他”。。。。7岁还是什么时候说的            
(4星)	 多么的经典            
(5星)	 小时侯没注意是 赵雅芝 演的            
(NA)	 小时候多着迷啊            
(NA)	 那时很小，小到忘了剧情怎样。。。            
(4星)	 小时候的台词都记得。            
(NA)	 斷裂的記憶……            
(4星)	 我现在觉得4分是个人情分儿……            
(NA)	 全忘记了            
(NA)	 小时候巨爱看的电视剧····            
(5星)	 小学看的 太喜欢了 画美女都要模仿赵雅芝的衣服 歌很好听            
(4星)	 酸            
(5星)	 当时看见赵雅芝差点被脱衣服时，平生第一次硬了小JJ.            
(NA)	 唉。。当时看得时候一直搞不明白为什么皇帝喜欢的女人都长得一个样            
(4星)	 最近超想看            
(NA)	 童年            
(5星)	 两个人演了无数个故事，赵雅芝饰演了好几个女主角，牛啊            
(3星)	 郑少秋 赵雅芝 经典 古装             
(4星)	 小时候很喜欢看，虽然现在一点都不记得讲了啥子了。。。            
(4星)	 郑少秋的经典            
(5星)	 愛四~~假六~~宝柱~~~春喜~~            
(5星)	 童年啊`~~            
(5星)	 童年时期的经典回忆            
(5星)	 最喜欢第一部，盐帮帮主，英姿飒飒            
(5星)	 不知道看过多少遍了啊。。。。。。            
(NA)	 童年回忆 直到现在还在看            
(3星)	 大家小时候都看过吧?            
(5星)	 第一部戏说，就把台词、情节设置、演员功力设定在了一个高位上，它的绿叶都是后来者。我的赵雅芝。            
(NA)	 小时候看的            
(4星)	 。。。。忘完了，就记得过门的锣声了。            
(NA)	 已经几乎完全记不住剧情了            
(4星)	 我喜欢！            
(4星)	 啊~也是幼儿园看的~            
(4星)	 40            
(4星)	 现在的郑少秋，是真正老气横“秋”，再高超的化妆技术也掩饰不了岁月在他脸上的鬼斧神工，我甚至不能记得他是乾隆和香帅了，就像我对自己的童年丝毫没有印象一样。            
(NA)	 那首歌太好听的，赵雅芝真是PP！！啥时候还想再看一遍呢！            
(NA)	 都不记得拉            
(5星)	 又是一部青春的印记            
(4星)	 看着玩 不知道说什么 感慨四爷照一个模子找女人玩            
(5星)	 小时候看的经典电视剧。            
(3星)	 就是喜欢赵雅芝。            
(5星)	 当时多轰动啊  万人空巷啊             
(4星)	 因为赵雅芝，看了不下十遍。            
(4星)	 爱江山更爱美人，那时候感觉皇帝就是长成秋官这个样子            
(4星)	 那时候的秋官简直是风华正茂啊！            
(NA)	 自从此片恨上郑少秋，雅芝啊雅芝……            
(5星)	 童年的经典，            
(4星)	 稀饭第一部            
(4星)	 还记得小学时候大会后，老师提议大家一起唱首歌。于是全校集体大合唱：“山川经不住大多的等待”            
(4星)	 曾經的最愛啊！如果我是男的，我一定要去趙雅芝！            
(4星)	 第四部简直是没法看。前三部很好。            
(NA)	 童年时代            
(4星)	 小时候也很爱看 可惜记忆太模糊了。。            
(NA)	 片尾曲很经典亚！            
(NA)	 这是小时候看的，今日里我也反思自己，几年来成长了这么多么？            
(4星)	 当年这部电视剧热播的时候正赶上我小学升初中，每当主题音乐一响起的时候，我的心呀早就不在学习上了，所以导致我没考上好中学。要知道现在能这样可劲的看，打死我，我也要多做两道数学题！            
(5星)	 春喜 至今还记得的角色            
(4星)	 都是去看郑少秋和赵雅芝相互放电的            
(4星)	 那时候觉得乾隆成天没事咋老调戏良家妇女呢？            
(4星)	 经典啊            
(NA)	 经典             
(NA)	 戏说乾隆            
(4星)	 荧屏经典情侣~            
(5星)	 小时候练书法的时候经常偷偷看。。。            
(NA)	 经典电视剧了!爸妈都爱看！            
(5星)	 经典中的经典            
(4星)	 小学时的经典            
(NA)	 那个时候最喜欢YY春喜            
(4星)	 小时候得了眼病都坚持听...            
(5星)	 好像因为这个很小的时候喜欢过郑少秋。。。？            
(3星)	
(4星)	 当年很迷            
(5星)	 郑少秋。。。你是我懂事以来知道的一个腕            
(5星)	 这太经典了。哈哈            
(4星)	 四爷，你是个潇洒的人            
(4星)	 年轻时的郑少秋就是帅呀            
(3星)	 小时候，电视多么重要            
(4星)	 经典            
(4星)	 风流啊            
(4星)	 读书时候的~~~~~··            
(4星)	 那时候风度翩翩的皇上形象真是深入人心            
(4星)	 秋少爷            
(3星)	 童年啊            
(4星)	 好小的时候            
(4星)	 为什么大家那时候都觉得郑少秋帅呢。。。            
(NA)	 老的想不起来了的            
(NA)	 程怀秀金无针，帅哥美女配啊            
(4星)	 可能是看过的最后一部连续剧 很喜欢三 因为她选择离开他            
(4星)	 虽说挺傻的，但是当时看得很欢            
(3星)	 童年时非常爱看            
(5星)	 挖哈哈哈幼儿园我被派给乾隆献花            
(5星)	 记得那时年纪小~            
(NA)	 古装经典，主题曲现在还会唱            
(3星)	 结局有是啥啊？            
(NA)	 想当年，咱也是个大叔kong~            
(NA)	 和我老爸一起看的            
(NA)	 当时觉得郑少秋太帅了……            
(NA)	 赵雅芝的气质 郑少秋的潇洒 经典电视剧            
(5星)	 唉 链接打不开了... 还是回头收碟重看吧~~ 120115 重看~~             
(NA)	 快没印象了            
(4星)	 冲着老帅哥、老美女给个推荐吧            
(4星)	 经典情侣。            
(5星)	 那个时候，赵雅芝 是每个女孩心中的梦想            
(4星)	 经典之作            
(4星)	 赵雅芝真美            
(5星)	 无法复制，台词是字字珠玑            
(4星)	 郑少秋            
(4星)	 山川载不动太多悲哀～～～            
(4星)	 喜欢喜欢            
(NA)	 太喜欢赵雅芝了            
(5星)	 那个时代最帅的男人和至今都觉得最漂亮的女人            
(4星)	 那时候的赵雅芝都有下眼袋了，但比起现在还是好看多了，一代名伶啊~美人越来越少了：（            
(5星)	 当时觉得非常好看，赵雅芝漂亮到了极致。上次电视台重新播放，还看了几集，就是经典啊            
(5星)	 那可真是经典啊            
(4星)	 那个~既然人人都看过偶就不说什么咯...            
(4星)	 前阵子还有重播着呢，但没有当年看的感觉了            
(4星)	 戏说乾隆            
(5星)	 这是我小学过家家的内容。。。            
(5星)	 郑少秋 演的真到位 真想过把皇帝瘾            
(4星)	 太小了，还没上学，以至于只记得有香帅了，感觉很好看的样子            
(NA)	 儿时记忆            
(5星)	 郑少秋是我的第一个梦中情人~            
(3星)	 问情到现在都会唱!            
(4星)	 秋官~ 芝姐~            
(4星)	 当时那个迷啊            
(5星)	 小时候可爱看了            
(5星)	 赵雅芝～～            
(5星)	 童年            
(5星)	 回忆            
(5星)	 那个时候喜欢其中的主题曲，皇帝和美女都不错。            
(4星)	 那时候的郑少秋绝对是风流倜傥的形象代表啊            
(5星)	 年少时心里最美的女人和最帅的男人            
(4星)	 印象里很美好            
(4星)	 怎能说不好            
(3星)	 比起帽子頭還是小了一點            
(4星)	 郑少秋的歌还可以            
(3星)	 小时候大人一直不让看 每次都是在我要睡觉的时候播 真气人            
(3星)	 里面的歌到现在还很喜欢.片子一般.            
(5星)	 给五星，是因为记忆。—— 和老爸老妈在两集间隙，吃康师傅方便面。。哈哈~            
(5星)	 好想再看一遍            
(3星)	 在那个时候这样的电视剧已经很好了，就算是现在有些电视剧还不如它！            
(NA)	 赵雅芝啊            
(3星)	 好久好久以前看的……            
(3星)	 小时候            
(3星)	 其实，除了主题曲，我什么都不记得了            
(4星)	 就记着赵雅芝呢。。。            
(NA)	 小时候啊，，，小时候，，，喜欢片头曲，呵呵            
(5星)	 最帅的乾隆~~~~~~~！！！            
(5星)	 经典经典。。            
(4星)	 想怀恋一下那快遗忘的记忆            
(3星)	 这是淫片，鉴定完毕。            
(NA)	 那配乐真是没话说．．．．好            
(4星)	 重看才发现，原来不仅仅是秋官的魅力。三个不同的女人，三段不同的爱情。            
(4星)	 经典之作            
(4星)	 重新来看，还是觉得很好看            
(3星)	 曾经很痴迷            
(3星)	 喜欢沈芳那段            
(4星)	 所有女人都只有赵雅芝一个长相~            
(4星)	 慢了~但也是回忆            
(5星)	 最喜欢陈怀秀那个故事了，人物丰富，情节精彩。第三个每次都没看完，主要是女主爱的不是皇上，小时候可能接受不了吧。            
(5星)	 这是鼻祖            
(4星)	 小时候暑假必看            
(4星)	 8.4            
(5星)	 多浓的红尘味            
(5星)	 年少时很喜欢的一部剧            
(NA)	 好的，剧情已经忘啦，但是记得那时候看到郑少秋把赵雅芝拉进怀里的庸俗桥段都会内心激动哇！！！！            
(4星)	 谈情的佳品            
(5星)	 至今还记得主题曲。。。不过那时理解不了为啥女猪脚都是一个演员演的。。。不过赵雅芝真是神话呀神话            
(4星)	 江山载不动太多悲哀 岁月经不起太长的等待            
(5星)	 和爸妈一起晚上看的，完了天天唱潇洒走一回            
(5星)	 老妈当时超级喜欢。            
(5星)	 童年经典            
(4星)	 小时候暑假最喜欢看滴            
(NA)	 印象不深了            
(4星)	 懷舊下            
(5星)	 楚留香和白素贞...!             
(5星)	 这是台湾电视剧好么？绝对不是TVB！            
(4星)	 编剧怎么这么会掰扯，一套一套的，跟顺口溜似的。            
(5星)	 问情            
(3星)	 我们这个年纪，有谁没看过吗？            
(NA)	 小时候看过，内容记不清了，不过记得很有意思            
(5星)	 郑少秋让我有了帅的概念            
(5星)	 无事再重看一遍            
(4星)	 爱到不能爱。。。。蔡幸娟的主题曲印象深啊。。            
(NA)	 小时候的经典。            
(3星)	 小时候觉得郑少秋好帅，雅芝好美。            
(5星)	 后宫啊……            
(5星)	 这个好，嗯            
(4星)	 爱到不能爱~~~聚到终须散~~~繁华过后成一梦啊~~~~            
(4星)	 话说已经没什么记忆了            
(NA)	 郑少秋的乾隆奠定了我对男性的审美            
(5星)	 小时候喜欢到爆！            
(5星)	 见证了秋官颜最盛的时候 万人空巷看乾隆            
(4星)	 娱乐上说，赵雅芝、郑少秋就是因为合拍这片发生过绯闻，结果女方落下骂名，男方和肥肥姐婚姻失败            
(4星)	 什麽豆瓣猜嘛！討厭新版。。。居然頁面還有推薦這個。。。好遙遠的回憶啊。。。主題曲很好聽。。。            
(5星)	 因失恋阵线联盟引发的一系列怀旧            
(4星)	 小时候还因为没有看到大结局哭了一大通            
(5星)	 小时候就最爱沈芳，看来我的确有侠女情节。            
(NA)	 小时候肯定看过，但是内容忘光光啦。            
(5星)	 从此知道了郑少秋            
(5星)	 多少年都执着的认为是无法超越的，可其实早就不记得剧情是什么，唯一记得的是那种感觉。            
(5星)	 梦里还会出现。。。            
(5星)	 那个开头曲。。。。。。            
(4星)	 ……小学2、3年级的回忆~            
(5星)	 刚听到温情            
(5星)	 百看不厌            
(5星)	 雅芝姐是最美的~~            
(NA)	 反正那时候就是喜欢 还有很多俏皮 英武和优雅            
(5星)	 童年记忆呀~~            
(5星)	 很想哭哦            
(4星)	 淮秀！！            
(5星)	 白面书生郑少秋，就是最帅气最书卷气最潇洒滴乾隆鸟            
(NA)	 记得当年还是大洪水的那一年 我迷恋一个老男人            
(4星)	 也是挺经典的剧            
(4星)	 围着电视等            
(4星)	 郑少秋那时是真的很潇洒啊            
(4星)	 郑少秋就是“潇洒”这个词的最佳诠释。            
(5星)	 山川载不动太多悲哀~~~            
(NA)	 当年小时候要睡得早，只记得发誓以后长大了要翻出来慢慢看= =            
(3星)	 太久远了，不记得情节了，只记得音乐……            
(5星)	 小时候 相当经典啊！！！郑少秋迷倒了多少小女孩的心啊~            
(3星)	 小時候覺得四爺超級帥 = = 連他身邊的那個稚嫩的小太監都覺得很帥...其中最重要的原因也是因為那個太監的CV是劉傑!!!!=v=            
(4星)	 小时候常和外婆一起看            
(4星)	 我妈说我小时候超爱            
(5星)	 无法复制的经典，记得大学公共关系课老师都拿这个来说事儿。范导有此佳作，从此作为来内地淘金最厉害的港台四大导演之首。            
(NA)	 向编剧宋先生致敬            
(4星)	 虽然就几个主演，但真好看啊，春喜好喜感            
(4星)	 童年~~主题曲超经典！！！            
(3星)	 没什么印象了，那时候只觉得赵雅芝很漂亮~            
(5星)	 当年中间的广告谁还记得——少女之春？            
(NA)	 超喜欢帮主            
(3星)	 那时的郑少秋呀            
(4星)	 经典            
(4星)	 演乾隆，无人能超越郑少秋            
(5星)	 儿时的记忆            
(5星)	 当年四五岁，天天一下课背着书包屁颠屁颠赶着看这剧。            
(3星)	 还没念书的时候看的..真的忘记讲点什么了            
(5星)	 为什么我想到的是黑芝麻糊的广告。。。            
(5星)	 赵雅芝美啊！郑少秋版的乾隆到现在还是我心目中的标杆，片尾曲现在还会唱呢            
(5星)	 小学，剧情什么的都不记得了，就记得分三部分，每一部分都是赵雅芝演得另一个女人，那时候觉得真好看啊，主题曲真好听啊。。。            
(4星)	 那时候真喜欢看啊            
(5星)	 现在去KTV也会唱这个歌            
(5星)	 当年很红，现在只记得那个会变戏法的小丫鬟。            
(5星)	 乾隆携太监与宫女欺骗众多民女失身的民间真实报道。            
(4星)	 那时年少……            
(4星)	 每年寒暑假必放。            
(5星)	 竟然没标            
(5星)	 郑少秋帅和赵雅芝的美结合的巅峰。            
(5星)	 重温经典的戏说乾隆，和步步惊心一样，都是经典            
(3星)	 记得每次郑少秋都遇到不同的赵雅芝            
(5星)	 看着电视剧的时候，我才两三岁^__^            
(4星)	 嘿嘿 算性启蒙 是喜剧还是悲剧            
(4星)	 有赵雅芝            
(4星)	 经典，当年真觉得赵雅芝和郑少秋是绝配啊            
(4星)	 多老了啊~~~            
(4星)	 那是一个迷恋赵雅芝的时代            
(NA)	 童年神马的            
(NA)	 还能找到卡带            
(4星)	 小时候一直以为郑少秋和赵雅芝是一对········            
(5星)	 我说我三岁时看的肯定没人信。郑少秋是最像乾隆的演员。            
(4星)	 小时候看这个最喜欢的不是秋官和赵雅芝，而是第二个单元里女主角骑的那匹马啊！所以说萌点奇怪什么的，都是天生的，没救了。            
(3星)	 小时候的记忆。以前我还很会唱这歌主题曲呢。            
(4星)	 每次赵雅芝都换一个身份再出来。。。贾六是亮点            
(3星)	 大一的时候说起来 真是搞笑  当时站起来轻轻一摆手的镜头，整个童年激动啊。            
(3星)	 有些东西，你以为忘了，其实只是记不起。            
(5星)	 港剧的经典之作，郑少秋的演技没的说。            
(5星)	 就记得那个开场音乐~~            
(4星)	 老实说情节都有点记不清了………………………………            
(4星)	 最爱的永远是程淮秀。张庭的小鱼儿当年也曾经让我惊艳过。我永远喜欢性格坚硬刚强的女子，沈芳与金无箴并非不好，只是比盐帮帮主还是逊了一筹。            
(5星)	 什么叫风流倜傥什么叫英姿飒爽            
(3星)	 小时候仅次于白娘子的最爱啊            
(4星)	 赵雅芝真美，小时候帮春喜想到底是宝柱还是贾六，然后系那个明白了贾六是个太监。。。。没可能滴。。            
(3星)	 话说赵雅芝演的第一个我特喜欢 第二个我特烦            
(4星)	 有个他喜欢的女孩跳火自尽的部分很深刻啊，因为我以前有个同学和她长得好像啊。            
(3星)	 初看在幼儿园，连主演是谁都忘了。再看是初中，虽然觉得这么歌颂帝王有点不对，不过主演加分。最经典还是那首问情。            
(3星)	 小时候觉得乾隆太色了            
(4星)	 我小时候很喜欢 程环秀            
(5星)	 不知道说什么。。。            
(NA)	 记得下午演的，放学回家写作业看            
(NA)	 我绝对看过，虽然剧情我一点也不记得了，但是我看这个的场景我我记得清清楚楚——大中午的我奶奶要睡着了我还叫她起来看，她迷迷糊糊地说，你看吧，我迷糊一小会儿……            
(4星)	 唉~郑少秋            
(4星)	 这些陪我们长大的剧啊~            
(5星)	 小时候和妈妈一起看，印象最深刻的是乾隆出来的时候，霸气的音乐，和主题曲。            
(4星)	 风流倜傥这四个字在郑少秋身体完美展现。            
(5星)	 当年的经典啊，还记着那个小太监很帅啊            
(4星)	 大爱四喜丫鬟。            
(4星)	 片尾曲《问情》印象很深刻，电视剧中间插的那个 郑少秋转身坐到（？）龙椅 上的片段更印象深刻了，小时候好像什么都没看到，就看到郑少秋在不停的转身。            
(4星)	 看着长大的，现在才知道，是有多戏说            
(5星)	 小时候            
(4星)	 想当年，四爷的扇子一摇，让我们这些少年也癫狂啊。            
(3星)	 我靠，当年风靡一时啊。            
(NA)	 江山美人, 要是我的话会效仿温莎公爵吧, 但是这不妨碍我对于这部片子的推崇,帅气的秋哥,标致的赵姐,搞笑的贾六,忠心的保柱,调皮的春喜, 经典 不可超越            
(5星)	 演的很认真 很好            
(5星)	 还在看，每年都看，余韵无穷。宋项如先生也是心爆灵，又不装精的好爹爹。            
(NA)	 小时候姥姥家的不朽传奇VII            
(4星)	 经典古装，也是当时收视冠军～            
(NA)	 我娘说我小时候超爱看这个- -            
(5星)	 “山川载不动太多悲哀，岁月禁不起太长的等待。”            
(4星)	 江山载不动太多悲哀 岁月经不起太长的等待            
(5星)	 童年回忆            
(NA)	 美女美女            
(NA)	 那年暑假的光华肥肠粉丝            
(4星)	 小时候觉得赵雅芝真是美得惊人            
(4星)	 老郑太帅了            
(4星)	 少有得就两个主演老是换不同角色还能演出不同的感觉，记得那时问我爸什么叫戏说啊，答之胡说八道，汗~            
(3星)	 赵雅芝，郑少秋，都是从这部戏开始记住的名字            
(4星)	 迷死人的四爷啊 还有就是少女之春洗发水了 比海飞丝记忆都深刻啊            
(4星)	 秋官很自恋自作潇洒如获了当年一颗年少无知的芳心            
(4星)	 小时最爱看了            
(3星)	 不要太风流哦            
(4星)	 年代的回忆            
(5星)	 第一个喜欢的银幕情侣            
(4星)	 小时候的回忆，赵雅芝还演了两个角色，喜欢前面那个貌似是个郡主，不喜欢后面那个，就像看白娘子样，喜欢白娘娘，不喜欢媚娘            
(4星)	 妈哟！郑少秋拿把扇子·            
(5星)	 回忆            
(4星)	 谁还记得女主角叫程淮素？。。。            
(4星)	 经典            
(NA)	 盐城电视台放到江主席国庆大典那天中午，之后突然没了            
(4星)	 对他的歌很熟悉            
(4星)	 小学时，坐板凳上，一边写作业一边看啊。变来变去的私访地，永恒不变的赵雅芝啊。。。皇上在相貌取向上还真是专一呢，囧。。。            
(4星)	 当年爱死片头曲了，天天唱啊天天唱            
(4星)	 赵雅芝好美            
(3星)	 小时侯看过的经典            
(5星)	 因为时处婴儿，感觉像上辈子的~特别是那一首 江山载不动太多悲哀~~ 一下把我拉回了 孩提年代 拉回了 只属于我和我的亲人们的  以及我的 盐帮女侠的 平行世界             
(5星)	 该把芝姐配给秋官呢，还是配给展昭呢？顺便吐槽一下，九零后好可怜，还珠够坑爹不？            
(5星)	 重温了一遍还是觉得好赞。            
(4星)	 常年潛水天涯知道了不少這倆人當年曖昧的小道消息。。            
(4星)	 山川载不动太多悲哀，岁月经不起太长的等待~~~            
(5星)	 程淮秀。程淮秀。程淮秀。            
(NA)	 歌曲相当经典。郑少秋真是一代帅哥            
(5星)	 啧啧啧            
(4星)	 犹记当年………………            
(4星)	 当年迷得不行了            
(5星)	 山川载不动太多悲哀 岁月经不起太长的等待            
(NA)	 伴随我儿时游戏的启蒙~            
(4星)	 主题曲就够缠绵了。            
(4星)	 贾六，演员和配音都用的绝了哈哈            
(5星)	 重看，怀念。虽是戏说，其中意趣却远胜今日太多剧作。            
(NA)	 哈哈哈哈~~小时候妈妈带我看的            
(NA)	 哎哟，郑少秋            
(5星)	 恩恩            
(4星)	 主题曲很好听            
(5星)	 现在依然记得主题曲的调子～            
(3星)	 我真的不喜欢赵雅芝的演技。。。            
(3星)	 都是同一个人啊。。。            
(4星)	 中国历史上经改编与戏说最多的皇帝            
(NA)	 其实剧情忘的差不多了            
(5星)	 歌曲挺好听。            
(NA)	 打情骂俏挺好玩的 虽然说结局比较理智            
(5星)	 郑少秋挺帅的            
(4星)	 烂剧，但小时候的回忆            
(4星)	 我想吃那个果丹皮            
(4星)	 每次的美女都是一个姐姐，这是我小时候最大的困惑囧            
(5星)	 貌似有三部 赵雅芝一人分饰三角~            
(5星)	 小时候看过的电视剧            
(NA)	 儿时的记忆~那年我三岁啊。。            
(5星)	 郑少秋好帅...赵雅芝好美...            
(4星)	 秋官，你肿么可以如此帅。            
(5星)	 这个比白娘子还有爱            
(4星)	 四爷ww            
(3星)	 歌真是深入人心。。。            
(4星)	 当年跟亲亲妹妹两个人猛看猛陶醉，还一起学主题曲……            
(5星)	 当年就是喜欢哎。小喜子            
(3星)	 童年回忆            
(5星)	 那时的电视剧，多有文化，多有个性            
(5星)	 那个主题曲太深入人心了，每次一听到前奏， 就要飞奔到电视机前~~~            
(5星)	 90年代初喜欢看的剧，长大后也再看过，喜欢男女主角！            
(5星)	 小时候的经典电视剧，帅的掉渣            
(5星)	 经典，不多说了，当年演的时候简直是万人空巷啊            
(5星)	 想当年啊。。。            
(3星)	 乾隆爷甩开扇子的那个帅气动作哟。。。。            
(4星)	 当时吵喜欢的            
(5星)	 啧啧 美女呀            
(3星)	 哈哈 我只记得华华模仿郑少秋 被大伯一脚踹下。。            
(5星)	 戏说剧鼻祖            
(4星)	 一直内心认为他们该成一对儿            
(4星)	 哈哈 经典啊 不过印象中怎么感觉赵雅芝演了好多个角色 每个故事的女主角都是她呢。。。？            
(4星)	 那首主题曲我还记得，那时的郑少秋还算风流倜傥，当初不明白为什么皇帝总是和同一个女人一次次恋爱，后来才明白，是不同的女人，不过都是赵雅芝扮演的，这也太雷了吧            
(5星)	 春喜儿啊……            
(NA)	 小学的时候我才几岁啊，被郑少秋同学迷得神魂颠倒==            
(4星)	 当年好迷这个。皇帝到处把妹啊！            
(3星)	 3.5编剧见功力            
(NA)	 小学时的记忆。            
(5星)	 这部小时候被乾坤萌倒了~~无知的幼年时代啊啊            
(4星)	 里面的歌也喜欢的            
(4星)	 那时候我还以为御扇是玉扇            
(4星)	 儿时回忆            
(5星)	 经典阿。虽然不记得剧情。            
(4星)	 这个很经典的            
(4星)	 此剧的女主角比较匮乏            
(5星)	 我们一代人的记忆            
(2星)	 这电视剧看的时候真的太小了            
(4星)	 小的时候我总认为自己是淮秀是沈芳，原来这么多年我都只是春花。            
(5星)	 郑少秋太帅了            
(5星)	 秋芝绝配            
(5星)	 记得小时候夏天的凉席 我就趴在床上看戏说乾隆 太经典了 郑少秋和他的小跟班们 还有主题曲            
(5星)	 儿时的回忆            
(5星)	 这原来是TVB的哇。。。。            
(5星)	 风流倜傥的秋官，高贵优雅的赵雅芝            
(NA)	 犹记郑少秋的风骚            
(NA)	 看过是看过 不过真是没有印象了..            
(5星)	 这个可以有            
(NA)	 小时候看过。            
(4星)	 贾六....            
(NA)	 …………            
(NA)	 看过那么多人演乾隆，只有郑少秋版的能当起“潇洒”两个字，而他也成为了当时我眼中香港最帅的男人~~            
(4星)	 赵雅芝扮了三个角色。。。乾隆到底喜欢哪个            
(NA)	 当时觉得他俩就是一对，郑少秋经典的皇帝动作，动听的音乐，美丽不老的赵雅芝，还有那把扇子，总之童年难忘呀，妈妈喜欢所以我才有机会看，嘿嘿            
(5星)	 山川载不动太多悲哀。。。。岁月经不起太长的等待。。。            
(4星)	 怀念阿 暑假在奶奶家一边吃凉面一边看 真好看            
(5星)	 经典嘛            
(4星)	 跟妈妈至少看了两遍吧~好片子~            
(5星)	 现在回顾起来，就记得漂亮的赵雅芝，帅气的郑少秋，可是剧情全忘了；同龄人记得这个片子的很少啊……            
(4星)	 呵呵            
(4星)	 一个那么帅，一个那么美            
(4星)	 秋官啊秋官，芝姐啊芝姐            
(4星)	 江山载不动太多悲哀 岁月经不起太长的等待 好熟悉的片头曲            
(5星)	 小时候看过的经典电视剧，还是很怀念            
(NA)	 小时候的回忆。            
(4星)	 小学五年级 当时觉得好经典啊 赵雅芝好漂亮啊 ~~~~~             
(5星)	 80后必看的            
(NA)	 这是我强迫我老爹跟我看的, 他很不屑, 说: 横, 野屎!!            
(5星)	 也算是个童年回忆            
(5星)	 这是在怀旧吗？哈哈~            
(4星)	 很早看的，记不清剧情了，但是片头曲居然还能很清楚的记得            
(4星)	 小时候电视台里循环播放            
(4星)	 全是回忆啊            
(4星)	 当年总和好朋友COS…            
(3星)	 张庭是不是演了个什么公主？话说 这个小时候就看了一点点的样子啊            
(4星)	 哈哈哈 大经典！！            
(5星)	 刻录在童年记忆中的电视往事，主题歌都会唱的，多年以后剧情都记不清然而主题歌或插曲总是回荡在脑海里，由此记住郑少秋的，那时的赵雅芝多年轻啊            
(4星)	 印象最深的沈芳刺向四爷，四爷双手击下剑，一转再摊开，已是鲜血淋漓            
(4星)	 从这部片子喜欢赵雅芝！            
(3星)	 有点忘记了            
