http://movie.douban.com/subject/3016210/	爱杀17 愛殺17
(4星)	算是我看过的最好的台剧了。虽然情节有些拖沓，很多地方还是禁不起推敲，但是悬念的设置非常到位，每一集都会留下新的悬念，随着宜静的缓缓阐述，感觉所有的呼吸和体温都随着真相的揭开而被抽走。
(4星)	几年前看的，灰常赞，台剧突破之作。
(5星)	蛮好看的 黑色偶像剧
(4星)	这部还稍微有点意思 ..
(4星)	台湾偶像剧里为数不多的悬疑题材。
(5星)	猜不到结局
(3星)	只看了第一集。。。看到粗糙的张韶涵VS张韶涵。。。一想到整部剧都有她俩的话就看不下去了。。。= =
(4星)	爱七的回忆、回想起的是、初中时光，回不去的时光。
(4星)	难得好看的偶像剧，很不一样
(5星)	看上去心理阴暗的电视剧却是很有内涵的影片哦！真的蛮好看的，需要好好理解理解哦！推荐你！
(5星)	我觉得算很好看的台剧了
(4星)	不是爱情偶像剧，还是有节节紧扣的味道在里面。
(4星)	挺好看的
(4星)	你只看到我的脸 却从没细细听过我心声。
(5星)	张韶涵偶像剧的巅峰……喜欢的台湾偶像剧之三
(5星)	在这部剧里面，张韶涵的演技非常好！
(5星)	高中看的。。。有点阴郁的感觉~
(4星)	当时看的时候真的有被吓到。不一般的偶像剧，能引发一定的思考。
(3星)	不愧为黑色偶像剧 张韶涵还能如此灵异..
(4星)	很多简陋的伏笔。
(4星)	這個。。。
(4星)	“我对她，是嫉妒，而不是羡慕。”
(5星)	17岁，爱了谁，杀了谁。。。阴暗，悬疑，残忍的青春
(4星)	一个人心中，可以藏住多少秘密？一个秘密，又可以藏住多少年？ 　　我的秘密，都锁在一个盒子里， 　　有的痛苦，有的快乐，有的伤心，有的悲哀， 　　还有的…连我自己都想忘记.... 
(4星)	除了有点儿烂尾，都很好看
(NA)	有一段时间我几乎忘记最后是妈妈杀死了女儿
(4星)	当时觉得这部其实还不错的。
(3星)	。。。。。。剧情篇
(5星)	宜静，我难过的时候总会想起你。
(4星)	极度阴暗的片子，中间悬念迭出。这样的结局是谁也没有想到的。看过的台湾偶像剧中觉得非常不错的一部。
(4星)	中国很少有这样有内涵的电视剧，韶涵也是我最喜欢的女歌手哦·~~支持！
(NA)	中考的时候看的。。。
(4星)	張善傑超像王阳耶= =
(5星)	很难得台湾不会拍出腻死人的肥皂剧
(4星)	算是不错的台湾偶像剧了~剧情有点意思~
(4星)	也许所有的人都没错～
(5星)	真的挺好
(NA)	创新
(5星)	大愛！令人難忘的一部，再看一次還是好好看，不同於一般愛來愛去的腦殘偶像劇！張韶涵、校長和小傑演得很好，謝愛琳還ok~其他演員就真的是爛到掉渣，雖然男演長相都還不錯，可是演技真的太差勁，拉低了整體性，換批演員就完美了！
(NA)	为数不多不错的台剧
(5星)	挺悬疑的
(5星)	印象中是唯一部暗黑系的推理台偶
(2星)	吓人 - -
(5星)	故事不错~
(5星)	难得一见的真实的台湾偶像剧。。。
(5星)	台剧中最现实最凄美的吧
(4星)	唯一一部我比较喜欢的台湾剧
(NA)	她的眼神。。
(4星)	剧情蛮有张力的
(5星)	很喜欢。Angela很美。男主角也很喜欢！
(4星)	不是吧？恐怖片？
(5星)	好吧。是很吊的台劇
(3星)	台剧中难得的悬疑剧
(5星)	小阴暗的黑色偶像剧
(5星)	随便评论一句，都有可能剧透。我只能说，张韶涵还挺能演戏的
(5星)	日本很早就有悬疑偶像剧 但是台湾貌似只有这唯一的一部
(4星)	尽管知道是悬疑惊悚片，而自己最是胆小怯懦的人，却还是对那浓郁的恐惧禁不住好奇……但真相一层层被揭开，我忽然释怀，宜静选择自己的方式对世界对家庭的肮脏做出报复，我们没有资格评论错与对，无论怎样抗拒，那对大人的世界充满迷惑抵触和憧憬的17岁都已过去了……
(NA)	诡异，就看了第一集
(3星)	初中时看的台湾偶像剧，算是挺特别的一部。当时记住了开头一句台词 “一个人心中，可以藏住多少秘密”，多年之后，我才终于深刻地体会这句话中的百感交集。
(5星)	巨爱的台湾电视剧~我的QQ名出自这里~哈哈
(5星)	很喜欢她坠楼。
(4星)	其实拍得不错的
(5星)	剧情跌宕起伏、揭露青春期的心理。是很值得一看的剧。让人反思。张韶涵一人饰两角，演技突破。把静的心理展现的淋漓尽致。是偶像剧中难得的推理系。
(4星)	张韶涵的片子里这部最值得一看。
(4星)	我是不会忘记每周追这剧的感受 还有天天去贴吧讨论. 到最后知道结局时刻的。。。额。。
(5星)	这是我看过最现实的悬疑剧，张韶涵的绝佳演技在本片发挥的淋漓尽致。亮点的是情节毫不避讳而0距离地贴近现实，配角老道的演出也会让你对本片刮目相看，献给一切愿意接受现实的17岁
(4星)	我觉得是台湾偶像剧最好看的。
(NA)	我喜欢这种。。
(4星)	让我有了恐惧感..
(NA)	看一遍就够的戏
(4星)	还不错啦，很久以前看的
(NA)	死亡 是一支跳楼的鲜红花朵
(4星)	不一样的台湾偶像剧，张韶涵最好的一部片子。
(5星)	这么好的片子
(4星)	黑色偶像剧...我喜欢
(5星)	begining
(5星)	嗲的 隔多久看还是震撼 张韶涵演技不错
(5星)	我喜欢的ANGELA
(4星)	难得喜欢的偶像剧 偶像剧中的上品
(4星)	张韶涵在里面的演技还不错。剧情也很好
(4星)	突然想起这部片子，想起张韶涵在里面的表现，简直是她的神作。
(4星)	我也觉得 这是曾经看过的 最好看的一出台剧了……最后觉得有点 意外…… 中间略显冗长
(NA)	為此我做了噩夢丟架啦怕毛啊
(3星)	蛮做作的黑暗
(4星)	曾经给我深深地震撼
(5星)	爱杀了谁qr
(4星)	有點淡淡的驚悚
(5星)	静的秘密日记
(4星)	表演一般~故事还不错~
(4星)	唯一一部没让我鄙视的台湾偶像剧
(NA)	黑色。青春裡的黑暗面。愛情殺死了17歲。
(3星)	很喜欢片头的独白.
(4星)	台剧里面题材比较特别的了～不错看。
(5星)	好剧呀　张韶涵的演技满赞的
(5星)	剧情真不错
(5星)	大爱
(5星)	为了悬疑~还有张韶涵的表演。幸好这是我看她的第一部戏。后面的公主小妹实在让我瞎眼。另外曲子也很好听~~
(5星)	超好看!有別於以往的偶像劇,這部需要動腦~~
(3星)	很新颖。。。当时还蛮新鲜的。。。男主角很有型。。喜欢张韶涵唱得那首《真的》，，
(NA)	很悬，一下子追完这部剧，但是在有点黑色
(3星)	看完挺慎的
(3星)	故事本身没啥能看的 很假 张韶涵的演技在非专业演员里算好的了 真瘦啊 演变态老师的演员挺有味道的其实 陆庭威也很帅 反而是另外的男一号很不咋的
(NA)	打人和孩子是两种生物
(3星)	事实都是有点缺憾滴
(5星)	当年的大爱啊，超级黑色悬疑偶像剧，Angela演技超级赞哪~~
(4星)	台剧里面 不错的
(4星)	这个走诡异路线
(3星)	虎头蛇尾
(3星)	太重复了···
(5星)	谁都有秘密
(NA)	哎呀好看
(4星)	我喜欢偶像悬疑片
(3星)	青少年犯罪
(3星)	有点阴暗 不过感觉不错
(4星)	张韶涵姐姐还真是适合演灵异的角色
(3星)	难得整个悬疑片出来...
(5星)	有点阴暗……很特别的一个台剧……
(NA)	扭曲的家庭 扭曲的心里  我像个变态者依然在追溯着
(5星)	台剧里很不错的一部悬疑，没有那些白痴的情节，最喜欢里面妹妹宜静的一句话“每个人心里都有一头野兽”~~看了N遍~~~赞~~
(5星)	喜欢每集前面的直白。。
(NA)	15岁看的 吓死俺了
(4星)	残酷的青春。。在滴血
(5星)	不一样的偶像剧1
(4星)	黑色
(4星)	不愧是当时得很多奖的电视 悬疑情节的铺设确实很棒 只是过于阴暗让人看得毛骨悚然就是了
(NA)	那个张善杰，萌到姐姐了。太萌了，太受了。
(4星)	出人意料啊
(5星)	难得的悬疑剧
(5星)	佩服！佩服宜静，佩服编剧，我甚至佩服邹克杰可以傻插到这个非死不可的地步
(3星)	很压抑的一部剧
(3星)	看到中间就没兴趣了。。。说真的，演技有待加强。。。= =
(5星)	这个类型内地拍不了
(4星)	青春不只是爱情 
(4星)	情节是诡异了一些，总觉得死亡似乎很近...
(4星)	内心底下的那些想法。被埋灭还是被揭起？
(3星)	诡异的电视剧
(3星)	喜欢这种剧情片...
(3星)	黑色偶像剧，原来年轻可以犯错但不可以是不可原谅的错误，我们爱的人往往伤害我们最深！如果你看够了唯美的爱情，推荐你看看这部电视剧，有些恐怖的年轻岁月！
(5星)	里面几句话还是很有道理的~~很喜欢~
(4星)	想当年我看的时候的确给我震撼很大~
(3星)	睇了两集，睇唔多去~~
(2星)	还是日本拍这类戏，有看头。台湾拍的，まだまだ。
(3星)	太早看的了，还行
(5星)	真的是很赞 很悬疑  
(5星)	我讨厌被吵醒，讨厌没营养的话语。
(3星)	比较阴暗...当初还在想说地方台为什么会播...
(NA)	哈我也选了井悚
(4星)	扭曲的世界
(NA)	好好看哦
(4星)	因为喜欢看悬疑剧，所以看了这部，感觉还不错~~~
(4星)	有点悬疑，8错~~
(5星)	每个人的心中都有一个肮脏的秘密
(4星)	口袋的天空，是谁的天空？隐形的翅膀，是谁的翅膀？
(NA)	看了一半
(NA)	很特别的偶像剧
(NA)	很好
(5星)	很早以前看的，让我对张韶涵改观的一部片子。剧情很不错
(5星)	爱涵涵，很喜欢她在里面精彩出众的演技~~
(4星)	一个少女死亡之谜，原因、过程、结局，最后留下的，是那最先出轨的两个人和一直纯真善良的人。人要经历多少痛苦才能长大，要经历怎样的痛苦才能长大，看过，比原来更懂《隐形的翅膀》……
(4星)	很别具一格的题材，在当时偶像剧泛滥的时候
(5星)	很喜欢的偶像剧。
(4星)	难得的有看头，有机会再重看一遍
(NA)	这是一个秘密
(4星)	我美丽的老婆~~
(5星)	可以说是张韶涵表现最好的一部戏了
(3星)	因为喜欢张韶涵才去看的 但是却没有给我留下很深刻的印象 感觉拍的有点混乱。。
(4星)	要不是张韶涵   会更好
(3星)	我还去租碟看的剧...还快进看的剧....主打惊悚牌...
(4星)	巴别塔之犬
(3星)	妈妈那个角色演的真不错~~~
(4星)	肉肉不敢看
(4星)	几乎每集都会哭。看的好纠结。
(5星)	很好，演出了人的两一面
(4星)	张韶涵的演技真的不错，双重性格演绎得淋漓尽致。 ps： 除了自己的秘密，别的秘密最好还是不知道的好啊。 好恐怖啊~剧情不错~
(5星)	静柔弱美丽的恶魔。
(4星)	剧本不错
(4星)	很精彩的转换
(3星)	有点恐怖...男主角不帅...
(4星)	个人认为是台湾最好的偶像剧。
(5星)	非常强大的偶像剧，没有大规模的放送，是个遗憾。
(4星)	不知道为什么觉得好，但是看了也就看了，不会后悔，也不觉得有多值得……话说~日记写得不错
(5星)	涵涵演的不错啊
(3星)	虽然极力的想高攀人性阴暗这一另类主题，有些牵强附会不过，结局真的让我出乎意料。
(4星)	Sybil推荐 让我对张韶涵刮目相看了下
(3星)	觉得跟VM有一点点点点点相似的地方  但是还是很不幸的没有多吸引我  幼稚了些…  看到一半就猜到结局  初中的时候看到该是很喜欢吧?   
(5星)	个人非常非常喜欢。。
(4星)	剧情不错，演技很烂
(5星)	黑色偶像剧
(5星)	看得很惊心的一部张韶涵演的真的很好小四说过 他喜欢沉默的人 因为他们善良可是沉默的人 也许是魔鬼呢
(4星)	让人会去深思的一部剧
(4星)	我妈妈把剧名翻译成为爱而杀的17岁 - -
(4星)	变态一个比一个隐藏的深。这世道。
(NA)	另一个张韶涵
(5星)	很有深度的一部片子，扭曲的人性，虚伪的社会。
(5星)	剧本和文案，很好。如果这部局不是由青春偶像系来拍的话，应该会更好。
(5星)	比大多数台湾偶像剧要强多了
(4星)	人物大反转哇
(4星)	这可能是张韶涵演得最好的一部电视剧了。故事很吸引我。
(3星)	只是觉得这片子的很多台词很经典，说实话虽然很多故弄玄虚，但也并不是很好看！！！！
(4星)	当时不喜欢张韶涵。现在因为她的歌而喜欢她。可惜了我的Angela版衫，真是太大了...
(4星)	超陰的一部偶像劇(我的最愛張紹涵)~~~還有結局時在是太令人意外......( ⊙ o ⊙ )&#39;&#39;
(3星)	17岁看得这部片子。
(5星)	强烈推荐。
(4星)	一个通宵，想说它的节奏很特别，前面太慢，不痛不痒，后面太快，需要有点脑子
(5星)	比较喜欢的台剧= =
(4星)	在整部剧中，也许剧情与人物都有些许戏剧的夸张。但谁又能说里面每一个独立个体所蕴涵的人格特质不存在于在我们的身上呢。成分与含量的不同，结合出的成品不同吧。心灵的构建很重要，坚实的心灵依靠能给人们带来寻找光明的勇气而不是依托自我堕落的暂时快感作为保障。
(NA)	好看...
(4星)	有点微害怕
(NA)	人性的扭曲...
(NA)	当时租的VCD
(4星)	台湾偶像剧能拍出这个水平算是不错了…
(NA)	我的青春在逃亡···
(5星)	永远停在17岁的少女。张韶涵适合“阿cat”这个名字
(4星)	难得一部不是台湾弱智偶像剧
(5星)	呵呵！大学的回忆之一阿！那时每天都在猜凶手～
(4星)	很特别的故事
(5星)	唯一一部看了一遍还想再看第二遍，甚至第三遍的台湾偶像剧。。很不一样的片子。。让人记得很久。。
(5星)	我的第一部悬疑偶像。
(3星)	杨士萱
(2星)	学生时代时间还挺多，看了半天是精神分裂
(4星)	号称是第一部黑色偶像剧，看的时候确实觉得蛮吓人的~都好久了哈
(4星)	当时很喜欢宜静的日记。
(4星)	我觉得还不错的一部偶像剧，但是不知道为什么就没有火起来~~
(5星)	 这部电视是在用每个人的命运来演绎着虚伪，里面几乎每个人都有着自己的秘密，经常出现的一个词语就是“粉饰太平”，我觉得这个词真的表达的淋漓尽致。那些自以为是秘密得东西在别人眼中或许早已得知了，但是他们仍然可以不动声色，装作若无其事，继续和他们配合的演着这出虚假的戏！
(4星)	又是一部类似战神的偶像剧，如其说它是偶像剧，还不如说它是精神剧。
(5星)	我喜欢的类型，最喜欢的台湾偶像剧之一~
(5星)	很棒！
(5星)	不同于一般的偶像剧,很有想法~
(4星)	比一般台湾减智偶像剧好太多~
(4星)	高三暑假那年看的。
(4星)	不错的片子。
(5星)	很受震动的一部偶像剧 青春的残酷有时候都是我们自己对自己的惩罚~
(3星)	哦，据说是恐怖片，那就看看咯just soso
(4星)	爱至深，使人迷失自我恨至切，使人丧失自我
(3星)	喜欢宜真~敢于释放心里的那头野兽
(4星)	不同于一般台剧~
(4星)	高三寒假独自一人在家的沉迷...
(NA)	秘密..
(5星)	悬疑片哦~angela分饰三角十分赞
(5星)	极少我喜欢的电视剧之一。
(NA)	超经典！怎么宣传的那么少呢！
(5星)	有別於一般的偶像劇
(NA)	高一　下　不写作业看电视
(4星)	张韶涵这里面演技还不错。
(4星)	和那些腻腻歪歪的台剧有点不同之处
(NA)	喜欢喜欢~~好看的
(NA)	只想做个单纯善良的人。。。
(5星)	不同与以往的电视剧！张韶涵很赞！
(3星)	这是我第一部完完整整看完的电视剧叛逆的青春
(NA)	VV姐的网名，每集开头的那段话都很经典的说
(NA)	黑色偶像剧
(NA)	悬疑推理。真的很棒
(5星)	对我来说很有影响力。
(5星)	感染最深的黑色偶像剧。让人看过之后就有想死的感觉。
(4星)	难得的故弄玄虚
(4星)	7.7
(4星)	还可以啊，很意想不到的结果~~~
(3星)	哇 来看看这个片子吧
(4星)	终于可以一个人看这部戏了。我想知道结果。。
(5星)	一个蓄谋已久的报复
(NA)	沉重+惊讶，maybe a little惊悚？
(4星)	心理变态不要看啊
(NA)	天使是恶魔 恶魔是天使
(5星)	假扮天使的恶魔．我们一直活着．在我们的１７岁
(3星)	好看~演得也不错~有点小阴暗吧~但揭露了很多真实~~
(5星)	少有的喜欢张韶涵拍的偶像剧。谎言，秘密，黑暗这个世界到底怎么了
(5星)	张韶涵一人分饰三角，全片有很多“黑镜头”
(NA)	我在地震真过了我的震撼18岁，真的很妖孽吧！
(NA)	没什么好看的才看的这个，感觉很无奈的状态下看完的，不是我喜欢的类型
(5星)	电眼娃娃的演技还是值得一看，剧情也是跌宕起伏，虽然十分不喜欢台剧里太多的内心独白，但是还是忍不住一直看下去
(NA)	~
(4星)	也许这就是青春。残酷。绝望。死亡
(3星)	太黑暗,尤其不适合现在.
(4星)	以台剧标准判断的话演技算不错了
(4星)	曾经把每一话的前“序”都抄了下来...我认为这是张韶涵演过最好的一部片了...也是我少有的从头看到尾的台湾偶像剧之一...
(5星)	为什么评价没有很好呢，我认为是近些年最好的电视剧之一！
(NA)	不错不错~
(4星)	两面张韶涵
(5星)	很有新意
(NA)	也许每个人都是那样的不真实而真实
(NA)	黑色偶像剧
(5星)	这部戏，爱上张韶涵。台湾偶像剧中的经典，没有可以超越的。
(3星)	哦555
(5星)	青春的悲痛
(5星)	不同于其他偶像剧，是黑暗的剧，喜欢的。
(NA)	奇异的爱
(4星)	深刻
(5星)	人性的骯髒，世界的黑暗
(5星)	宜静的日记,After 17一个人心中藏着多少秘密，一个秘密又能藏多少年？
(5星)	我也不知道问什么，就是很喜欢这部片子。可这部片子里的男子们都哪里去了，再没见着出作品嘛。好吧，我不能蔑视那时候自己的观念，全分。
(5星)	看过最有味道的台湾年轻人演的剧，我觉得不算青春偶像剧。
(4星)	http://valeriane11.spaces.live.com/blog/cns!B7B1ED732BBC9506!437.entry
(5星)	很独特
(5星)	青春，到底是什么？
(3星)	最后的那个吻太突兀咯 
(4星)	很棒的一部片子,张韶涵演的也很棒,让我看到很多人性的东西
(3星)	乱七八糟的
(NA)	难得好看的偶像剧
(5星)	很惊人的变态心理
(NA)	黑色偶像剧。
(5星)	十七岁夏天的表情到底该怎安排？ 
(4星)	还算有些思考的东西:)
(5星)	流星花园后很少看台湾片，这是我看过而且巨喜欢的一部，推荐下^_^
