http://movie.douban.com/subject/3727341/	囧探查过界 冏探查过界
(4星)	 嘿嘿，又是侦探和几个鬼魂的欢乐故事，^_^            
(4星)	 很傻比~但是无聊的时候看很好！哈哈...            
(4星)	 幽灵好可爱…            
(4星)	 王喜还是很给力的呀~不过更喜欢李思捷啦啦啦~            
(3星)	 灵异、警匪、爱情、搞笑，多位一体啊            
(3星)	 虎头蛇尾啊，本来应该是很有意思的题材啊，到了最后真的是让人无力啊            
(3星)	 - -真的太囧了。。不喜欢钟嘉欣 扮嫩！！            
(2星)	 哎 tvb并不是每部片子都很好的            
(NA)	 钟包子在里面本色出演，不算讨厌            
(NA)	 还不错的一部电视剧            
(3星)	 不是很喜欢女主，但是妹妹很喜欢男主，所以就看了。没有太大的希望也就没有太大的失望。            
(3星)	 挺另类的，挺好            
(4星)	 吼吼 刚看完 “憨居居~~”            
(4星)	 王喜被女鬼上身很搞笑            
(4星)	 虽然剧情中有很多地方是有点雷人的，但好在破案一直是我喜欢的题材，TVB拍的破案戏我一般都会看！还不错的呢。            
(3星)	 不喜欢结局那里~感觉有点奇怪~            
(5星)	 喜欢里面的钟嘉欣            
(NA)	 这部算是去年所有看过的TVB里不错的一部了，虽然结局很狗血而且不知所云            
(NA)	 可能之前听得差评太多了我觉得其实还行。。。我果真是对侦探剧无下限！            
(4星)	 挺好的，最后有感动。情节有笑点，            
(2星)	 TVB里头为数不多让我觉得搞笑的悬疑剧。  结局太草率，子弹也可以打死鬼。。。。。。。            
(4星)	 憨居居~~真是很有趣又温馨的剧            
(3星)	 某女的声音。。。绕梁三日。。。我不行了。。。            
(4星)	 虽然漏洞百出，却也惊喜连连。灵异、警匪、悬疑、爱情、伦理、喜剧、动作、励志、家庭......全都有了            
(3星)	 搞笑+欢腾            
(2星)	 和13点一样            
(4星)	 囧囧更健康 o(╯□╰)o            
(4星)	 很久没看TVB拍鬼剧了，而且还是喜剧。题材也挺新鲜，如果能拍成人鬼合作破案的单元剧那会更好。朱慧敏终于演到了女配，多多加油吧。王喜保持水准；石修、陈秀珠和苑琼丹的副线也蛮有趣的；最令人眼前一亮是朱璇，只是跟李思捷也突然进展太快吧。            
(4星)	 挺欢乐的一部戏，就让我三四天追下来了。。夹心的演技有很大的提高，而且挺可爱的一小女孩，不知为啥那多人讨厌她。。她在里面的造型好多，而且都好漂亮阿阿！！！            
(3星)	 说实话，挺傻得剧情。不过学习白话还不错。            
(4星)	 钟嘉欣你可以再花痴1点~            
(4星)	 夹心这里面没那么讨厌 - -            
(4星)	 鬼不像鬼，很好玩，如果人死了，真的是这样，那该多好~            
(3星)	 钟嘉欣太丑了！            
(2星)	 本来是冲着王喜看的。可是看了几集有点害怕就没敢往下看。。。我是不是有点怂？            
(1星)	 这是神马啊？浮云都不是啊，王喜啊王喜，你还是以前的王喜吗            
(3星)	  钟嘉欣 太烂了            
(3星)	 很傻=-=            
(NA)	 差的让我没有勇气一直看            
(NA)	 2011.02.24终于看完了~~            
(4星)	 这是宣传最少 却让我上瘾的电视剧            
(4星)	 其实这片子只要把头看下去，还是非常搞笑滴，因为添加了鬼的因素，所以一切就不同啦～            
(3星)	 比较无厘头的，不过还是坚持看完了            
(3星)	 比较无聊……            
(3星)	 钟嘉欣在里面演的真的很白目啊，我有点无语啊            
(NA)	 年初就看完了，很不错！            
(4星)	 这部算是“鬼&#34;片吧。就是钟嘉欣演的忒卡哇伊了。最后结局不是很好的说。            
(1星)	 把我心目中的钟嘉欣毁了~            
(NA)	 黄浩然，memory            
(4星)	 前面有点喜剧~最后王喜死了 有点失望了，最后有点悲~            
(4星)	 王喜巨好笑            
(NA)	 好搞笑            
(5星)	 很好看            
(4星)	 就是喜欢看破案的~            
(4星)	 只为王喜加分            
(NA)	 一切都一般般            
(NA)	 开始觉得男主角不咋帅，不想看，后来继续看下去的话，剧情还是可以的            
(3星)	 這個角色還挺適合夾心的。。            
(3星)	 比期望中好看，钟MM意外地有萌点，话说蒋志光最近在终极大BOSS这条路上越走越远了哈…            
(3星)	 没看全，不多评价。王喜的个人风格太浓，没有突破。            
(5星)	 钟嘉欣进步了耶！！            
(4星)	 蛮轻松的一部剧，可以充当生活调味剂~            
(NA)	 剧情有新意。就是挺囧的。。。。            
(NA)	 TVB的新剧怎么出得这么慢。。。            
(4星)	 剧情安排的很特别，将灵异和探案剧结合的很有趣，虽然会有一些bugs。嘉欣上王喜身的那段好有趣的说，(*^__^*) 嘻嘻……最近没耐心，跳跃式的解决这部片。            
(3星)	 真囧……名没起错            
(NA)	 不知所谓。            
(4星)	 除了结局别的都很不错……            
(NA)	 其实还凑合吧。只不过钟嘉欣感觉有点夸张的说            
(5星)	 好喜欢美女探员，还有得知得仔是鬼的时候真是吓出一身冷汗，整剧紧凑不拖沓，还蛮喜欢的            
(4星)	 《囧探查过界》这部开始看着乏味，之后却其乐无穷的港剧，让我再次看到了TVB的诚意。诚然剧情还有很多逻辑可以挑剔，但是至少给我看到了过去港剧的精神和人情味。            
(NA)	 有一搭沒一搭的消磨時光            
(3星)	 什么烂结局啊            
(4星)	 没有那么恶俗，但是推理的成分也有点少了            
(2星)	 我不是很喜欢这部剧，觉得有点扯。            
(4星)	 love tak chai&lt;3            
(4星)	 果然钟嘉欣开始不断加分了，始终是闹腾点。            
(3星)	 开始觉得很无聊，因为对钟包子一向好感度不高，不过看到阿得原来已经是女鬼的那段，觉得剧情还挺好玩的，进来难得能看完的一部港片吧            
(4星)	 四颗星都给王喜！！！！！！！            
(3星)	 为什么要让演技那么差的钟嘉欣在片子里装可爱呢？            
(5星)	 小喜剧小欢乐，是TVB一贯的故事手法，不过很不错，轻松自在。            
(5星)	 原来有鬼            
(4星)	 钟包子你是有多爱林峰啊！！很逗乐吖，很适合这个无聊的假期，虽然结尾王喜挂了，总体来说还是很甩的，这种片子么，重要就是逗大家开心吖，哈哈哈哈哈            
(4星)	 TVB这类戏看看很轻松            
(3星)	 前些天太无聊了。            
(4星)	 灵异的部分还是不错的            
(3星)	 还成吧，钟嘉欣演得太过了，，白痴的要死，，王喜看着还成。            
(3星)	 第四集后可以看看。有些情节是有点感动。            
(NA)	 还算可以....            
(4星)	 除了最后的奥特曼打怪兽一样的情节，开头太过拖沓，别的还是蛮好的。            
(3星)	 儿童版鬼片，嘿嘿.....            
(3星)	 剧情很平淡            
(NA)	 囧            
(4星)	 啊，有鬼~            
(4星)	 喜欢TVB里的喜仔，钟女开窍了，好剧。            
(NA)	 我该是有多无聊看这个……            
(5星)	 喜欢钟嘉欣~她在这部电视剧里衣服换的好快，没去个不同的地方都会换套衣服，眼睛都看花了~            
(4星)	 我觉得这个还是不错的，现在tvb的电视剧都很没劲，就这个还算是很有意思的，题材很新颖，有点轻松搞笑，尤其是得仔上身到安的时候，王喜演绎的很搞笑啊。。。可惜就是结局太仓促了，，真的，还想看到类似的电视剧            
(1星)	 只因为王喜和黄浩然，编剧不知所谓            
(3星)	 前两集真是硬着头皮看的，有点太傻了。不过后来明白过来是因为钟嘉欣已经死了，感觉才好点。不过始终觉得有点傻气！            
(5星)	 还不错，有点好耍~~~而且也挺搞笑的~~~比较新~~~~就是觉得女主角有点‘天真’            
(3星)	 虽然剧情漏洞多多，但还是感动了我。            
(4星)	 最近断续看完，剧情小雷，胜在有爱，大家都好活泼，钟嘉欣小吵，还是喜欢她，希望日后有更宽广进步。大爱挤眉弄眼的小眼睛王喜啊~~            
(NA)	 不敢恭维，有点假            
(3星)	 很无厘头很欢乐...            
(NA)	 两天看了20集，和名字一样，囧啊囧……            
(3星)	 神棍。。。。            
(NA)	 tvb可以再给力点不？            
(3星)	 王喜宝刀不老，国邦９７７很不错！            
(3星)	 凑合着看看            
(4星)	 意犹未尽 这种题材让人觉得港片警匪剧已经穷途末路 其实却很有想象力 很欢乐            
(4星)	 其实看到最后真的还好了。。。结尾好囧啊            
(3星)	 我怎麼那麼煩鐘嘉欣啊 演的神莫啊！            
(NA)	 TVB不给力啊。。            
(4星)	 case不复杂，过程很好玩，王喜很讨喜            
(3星)	 有滴无厘头！            
(3星)	 用来kill time还是可以的，就是讨厌钟jj的绕路吧！             
(4星)	 2010年看的搞笑电视剧 说实话我好久没看TVB新剧了 这个挺不错的 赞.            
(4星)	 耐心睇落去 其实唔错噶            
(3星)	 神马结局啊这是…            
(2星)	 只能笑笑。            
(3星)	 剧情有点那什么。。。。            
(3星)	 看到后面比较好看。不用动脑。            
(3星)	 后面几集突然间爆发了好多事件，有点晕呼，前面挺不错的kayan演得也挺好            
(3星)	 王喜的演技真的很棒啊，本来是打算看看打发时间，但还真的蛮不错的、钟嘉欣演演这种角色还是蛮讨巧的~~觉得挺喜欢的、只可惜剧情和推理性弱了一点。            
(3星)	 有点类似于灵异的电视剧，王喜的角色很搞笑，最搞得是钟嘉欣附身到一只狗的身上！！            
(2星)	 囧。            
(3星)	 第一次觉得钟MM也有可爱的时候            
(4星)	 一点都不恐怖的灵异片~            
(NA)	 还不错....            
(4星)	 单纯的看一出剧，不用绞尽脑汁分析，能让观众放松的就是一出好剧。            
(4星)	 太2了。            
(4星)	 最大的收获是发现李思捷和黄浩然真般配。            
(2星)	 看了几集，原来冲着看私家侦探如何大显神通的兴头被一点点浇灭，老旧的手段，俗套的故事！甚至更糟糕的是看了剧透这部居然是鬼片！但我前面愣没看出来，是编剧的低能还是我的低能？看着王喜原来多有灵气多有个性的小生，只能叹一句“廉颇老矣尚能饭否”。            
(3星)	 挺好看的 又好笑又轻松 钟嘉欣的衣服颜色都那么鲜艳 看着心情就很好。            
(NA)	 不知道该怎么评价。。。。。            
(2星)	 莫名其妙的剧情            
(4星)	 跳跃跳跃跳跃就看到皆大欢喜的结局了..            
(4星)	 挺好            
(3星)	 王喜还是这样傻傻的比较惹人爱 但是这片也太灵异了 半夜看的我背后发毛。。。            
(4星)	 有些案子还不错            
(4星)	 其实还挺逗得  我就喜欢看那一堆不是猪脚的人们混乱的生活 。生活很欢乐！            
(NA)	 為什麼我還是喜歡。其實TVB陪我度過了很多美好的時光。            
(2星)	 白痴剧钟嘉欣你个疯子 吵死了            
(5星)	 很是让人喜欢的一部电视剧 既搞笑又温情 剧集很温馨            
(4星)	 我决定以后养狗了就叫它“得仔”            
(4星)	 比预想的要好看很多，闲暇娱乐时看看还不错！            
(4星)	 钟嘉欣的造型太装萌了，受不鸟~比较喜欢八卦的案情，这个符合我胃口，嘿嘿~            
(4星)	 主角的脸真的很囧，因为剧情坚持追完            
(3星)	 大囧，奇囧，无比囧。            
(NA)	 囧！！！！！！            
(1星)	 钟嘉欣演的很烂，这部剧有点像《偷偷爱上贼》，讲私家侦探，一个字，烂            
(4星)	 少有的精品轻喜剧！！！            
(4星)	 有点惊喜            
(NA)	 凑合吧。不是特别好看。冲着钟嘉欣看的。            
(5星)	 很欢乐的片子……真的笑死人            
(NA)	 为毛我喜欢李思捷的            
(3星)	 结局真的真的很不给力啊！王喜不应该死掉啊！不过马脸钟真的是傻里傻气贯穿全剧啊。            
(3星)	 钟嘉欣上王喜身那段是亮点~王喜真有表演天赋。            
(4星)	 少有的我喜欢的鬼片，大爱女鬼德仔。            
(4星)	 只有6.7？？难道不比谈情说案好看一万倍吗？            
(3星)	 就是真的很囧，很二~很港剧            
(3星)	 最后的结局有点刻意了，为什么一定要把所有人都配成对呢~~我一直觉得小虎和阿升比较搭。。。哎。。。我邪恶了。。。            
(2星)	 看到一半以为剧本还是可以的 结果。。算了。。            
(4星)	 戆居居            
(NA)	 一般            
(4星)	 最后那点太假哦·。            
(3星)	 结局太囧了             
(4星)	 钟嘉欣在里面好2.            
(4星)	 钟嘉欣在里面有点幼稚。            
(4星)	 王喜好有喜感~得在好好笑~还行吧··其实也是三星半~加半颗是李思捷和冰冰，madam和黄浩然~然后可爱的石修            
(3星)	 也就那样。。还可以            
(4星)	 看港剧从来不看演技的，不是说演员的演技不好，只不过是港剧那种独有的欢乐气愤已经把演技的重要性给淡化啦。啊~还真是，港剧总是有数不完的巧合和关联，人物之间的关系也总有一种你似乎猜到但到最后总是不对的完美解释。总之看港剧欢喜最重要！            
(3星)	 消遣用 不错            
(2星)	 好无聊TVB肥皂剧            
(4星)	 就是结局潦草了点。感觉人鬼还没开始恋就已经分不开了，太突然了。。。            
(3星)	 女主胸平~结局虽然都挂了，又都一起转生了~            
(5星)	 还不错吧~满轻松的一部剧。.构思也很好.不会看得很气-0-.王喜演的不错.最近来说最喜欢的了.            
(4星)	 钟嘉欣有些出乎我的意料~！            
(2星)	 弃            
(4星)	 让我很意外看进去的一部戏！除了结局都挺不错的！            
(4星)	 很喜感，就是有点囧，然后有点俗套。。。            
(5星)	 最好玩是小得上madam身的时候            
(4星)	 这个角色很适合钟嘉欣            
(NA)	 真的很无聊!            
(NA)	 诶 我觉得还好啊            
(4星)	 这是在2010年看到的尚算可以的TVB剧了。虽然钟嘉欣有点做作，但是却把这个角色演得淋漓尽致。            
(4星)	 钟嘉欣好萌 &gt;.&lt;            
(3星)	 结局不太喜欢            
(3星)	 这个结局真的很囧···            
(3星)	 无聊消遣            
(3星)	 喜欢李思捷  案子不错 但是钟嘉欣像疯子一样额            
(2星)	 题材蛮有劲，就是钟嘉欣比较挫啊//不知道为嘛最后一集变成科幻片，立减一星            
(5星)	 本来觉得结局比较狗血，想打四星的。但是这确实是我最近看得最欢乐的片子了，还是打个五星吧。            
(5星)	 我觉得越看越好看，里面的人物表演的都不错，所以喜欢。            
(5星)	 不解释了、我最爱呢王喜            
(2星)	 粗制滥造            
(4星)	 剧情挺傻b的  但是还挺好看              
(2星)	 无聊的要命            
(3星)	 实在是不费脑子看欢乐的剧            
(4星)	 因为期望值低，反而大获全胜？            
(3星)	 看了之后好像真的有鬼了。但是最后有点搞，那只鬼那么厉害            
(NA)	 朱璇在里面的角色满漂亮的说~~~比以前几个角色看上去理美了~~~            
(3星)	 好好玩呀~~            
(4星)	 很搞笑。王喜和钟嘉欣都 演的很可爱            
(3星)	 轻松的探案类，其实还是走了TVB最擅长的温馨家庭的路线，破案是其次，大团圆结局是关键。特别的是鬼魂来破案，这次钟嘉欣表演略有夸张，但考虑扮演人物的性格，还算正常。            
(4星)	 构思不错，拍的漏洞好多            
(3星)	 无聊的时候可以看看            
(4星)	 呵呵！还不错～～            
(3星)	 最后一家人差点全都牺牲，很揪心啊。            
(4星)	 虽然这部剧的剧情略显简单粗糙，但是很喜欢王喜~            
(3星)	 前面还挺好玩滴 越后面越扯啦 居然决斗都用上了 还飞啊飞 你以为你是大仙么？            
(4星)	 真心喜欢这个结局~！            
(3星)	 人鬼情拍的很soso            
(5星)	 钟嘉欣好可爱啊~~            
(4星)	 假期无聊乱选来看,居然蛮搞的表演,对钟有所改观,终于不是令人生厌的角色了,整部剧引导人向善的意图鲜明            
(3星)	 囧            
(3星)	 虽然有那么多囧银，但是剧情还是在的，还看得下去。就是结局和片名呼应了。。。            
(4星)	 喜欢王喜，非常不喜欢钟嘉欣的叽叽喳喳            
(3星)	 iptv暂时上了十集 钟嘉欣装可爱也装的太假了 tvb那么多年轻可爱的女演员怎么不用 另外才10集就给林峰打了n个广告 真能省广告费            
(5星)	 很好。            
(5星)	 钟嘉欣太给力了！没想到结局纪安居居然挂了~~~每一部平淡的电视剧在结尾实在很给力！！            
(3星)	 虽然有点扯，但是打发一下时间也还是可以的。喜欢王喜。。。。            
(NA)	 说不好看的都有偏见。不过，真的是，超现实的。            
(2星)	 女主角好吵 而且&#34;囧&#34; 这个字用都不会用！ 什么叫“死贱囧”啊 真见鬼了            
(5星)	 虽然有点小傻，但还蛮好玩的，适合愉快地打发时间。            
(3星)	 李思捷可真白。。。            
(3星)	 钟嘉欣自“溏心”以后就不断让我失望，这部剧也不例外。剧情、演员、表演，一个“囧”字以蔽之了。好在立意比较新颖，人鬼联手破案，还产生了跨界恋情。这部剧，是tvb高产的牺牲品啊            
(1星)	 彻头彻尾的“模仿”！《灵异第六感》~~！！ 浪费我时间~~！！            
(4星)	 不管别人评价如何，我蛮喜欢的。            
(3星)	 其实如果有鬼也蛮好的~            
(3星)	 钟小姐，我可以揍你吗？= =            
(5星)	 很好玩诶~~~我最喜欢大团圆结局了！！！977好可爱~最喜欢这种小灵异的剧了~            
(3星)	 夹心你在里面卖萌卖够了伐？结局太囧了。            
(1星)	 钟嘉欣真是不讨喜啊不讨喜            
(NA)	 超级贱囧,,,哈哈！            
(3星)	 挺搞笑的。            
(3星)	 轻松搞笑，还行。不过实在受不了黄浩然的鸭舌帽            
(4星)	 很特别，挺有意思的            
(4星)	 搞笑来~            
(5星)	 戆居居。戆居居。戆居居。            
(NA)	 今年看了好多tvb的剧，这是年底的一部，还不错，天天晚上追。人不一定要做多么伟大的事，活着就做一些事，这就可以了。不知为什么，看过会有这样的感想。            
(2星)	 看了点 不咋的            
(4星)	 人鬼情未了~~下辈子            
(3星)	 结局不太好            
(3星)	 愿我可以放低鬼···            
(2星)	 hehe.....看完=没看            
(4星)	 本来不喜欢钟嘉欣，这部片里傻乎乎的很可爱。最后一集吧、觉得编辑脑子短路了、、除开最后一集的剧情，是部好玩的剧！            
(3星)	 中间不错。烂尾！！！            
(5星)	 钟嘉欣表现还不错，王喜的喜剧风格很喜欢··            
(2星)	 看到第6集。没多大意思            
(NA)	 或许是因为钟嘉欣长得就很白目，要么就是她本身就很无知，这种懵的感觉很到位，或许是编剧量体裁衣吧！真的就是怎么也看不顺眼这个女的。            
(5星)	 轻松。温馨。感人。超好看。喜欢王喜，喜欢小德叫他憨zhuzhu。            
(3星)	 查案型的连续剧一向都是让我无法抗拒但有点受不了钟嘉欣装嫩的演出而且结局有点乱来&gt;&lt;            
(3星)	 囧啊!!!!!!!!!!!!!!            
(3星)	 一开始只是为了李思捷看的，不过看着看着也挺不错。            
(3星)	 真的很囧 但是其实很多时候都会被感动 大概这就是我坚持看TVB剧集的理由            
(2星)	 就这名还真挺配，囧            
(3星)	 本来好地地,到18集全部都变晒!!            
(4星)	 很爱钟嘉欣在这部戏里面的天真可爱，甚至多过了对常在心的喜欢，是她的一部突破之作吧。越来越爱钟嘉欣了。PS：黄浩然也好可爱。。。            
(5星)	 王喜和那个小虎我都喜欢，啊哈哈            
(3星)	 有基情……            
(4星)	 蛮搞笑的~            
(3星)	 说穿了其实是鬼故事，有些镜头不敢看。。。不喜欢钟嘉欣，脸部整容过头，完全不能动了，比起溏心风暴时期僵硬很多啊！            
(4星)	 第一集就挺搞笑的，后面还有点感人的~王喜和钟嘉欣这对组合，我个人认为比后者和林峰配多了！可惜TVB高层不这么认为哦~            
(NA)	 ＝。＝            
(NA)	 有点荒谬...            
(3星)	 很囧            
(4星)	 第一次看港剧，也是第一次看灵异和侦探结合的题材，觉得好新鲜~前面都很好看，就最后1集半很怪，Encore和得仔在一起得太突然了，最后集体打老boss然后升天……真被囧到了……            
(3星)	 看了第一集就觉得不好看。。。然后快进快进。。。太假了。。。            
(3星)	 其实我也是想给三分半的。全剧白痴轻松，不过确实还蛮贴切的，超囧啊。。。对死亡又了另一种认识算是唯一的思考吧。            
(4星)	 挺好！            
(2星)	 这结局。。。。还真是赶着投胎啊            
(3星)	 俺是冲着王喜看的。。虽然是烂了点俺还是看完了。。            
(3星)	 总体平平淡淡把，但对于结局，我还是比较喜欢的。还有演冰冰和小虎的我都挺喜欢的            
(3星)	 越到后面越扯            
(3星)	 用了当下最流行的“囧”，但是我觉得根本不搭题。还在是喜剧，结尾很烂。            
(3星)	 为什么总是感觉钟嘉欣演这个角色很不自然呢...            
(4星)	 挺好玩的...有鬼的...            
(3星)	 看最后一集的时候，有人问我说，你在看什么？灵异剧啊？果然是港剧作风            
(4星)	 看着挺轻松~~            
(4星)	 完全是冲这李思捷跟王喜去的,后来发现黄浩然确实不错.            
(4星)	 虽然并不会让人再看过之后有什么其他想法，甚至再过几个月就会忘记大概的剧情，但作为打发闲暇时间的电视剧，也算成功。            
(3星)	 大结局那集····很奇怪····            
(5星)	 结局也算美好了！王喜啊！王喜啊！！你又让我看到那个《烈火雄心》里那个我喜欢的王喜了。            
(5星)	 好看哈`            
(4星)	 结尾让人不知所措！！            
(3星)	 最后两集总算有点鬼片该有的了··            
(3星)	 有点烂。虎头蛇尾。。。            
(5星)	 搞笑 好看            
(1星)	 一般吧  无聊的时候可以看看；钟嘉欣还是不讨我喜欢，这次居然还是演一个嫩模，Oh My Lady Gaga~~~            
(2星)	 我本来想给四个星的~从第18话之后你就崩坏了~            
(3星)	 就结局太神了            
(4星)	 这算哪门子结局啊。。。太无语了。            
(5星)	 钟嘉欣和王喜都很Q的~~就是结局稍微草了点。。            
(3星)	 现在的港剧啊..            
(3星)	 邪恶惨败，正义长存，上一辈子的有缘相遇延续到了下一辈子的有缘有份，再接再厉玩玩闹闹开开心心彼此相守。以上是结局。过程是，每一集有每一集的故事。吐槽完毕。            
(4星)	 第5集后开始精彩王喜很棒小虎和冰冰，977，姑姑很可爱钟包子很努力，努力总会有回报的，我相信            
(1星)	 钟嘉欣真TM恶心p.s我看到一个超正的妹，老是制服诱惑 WOW~            
(4星)	 其实不能算是科幻的，因为没有“科”，但是故事是很好看的，而且长度刚好，不错哦            
(3星)	 果然很囧。            
(3星)	 劇情薄弱，收尾草率，所有人都在打醬油，打發時間還可以            
(4星)	 还不错啊，草草收场好奇怪，预算不够还是收视不好呢。            
(4星)	 很温暖的小制作~！好过近年狗血的大制作            
(4星)	 港剧总是大欢喜结局的            
(NA)	 其实跟着室友看,,,,很多都跳开了,,大概只看了1/3.            
(3星)	 19集就大结局了 编辑大叔你真的编不下去了吗            
(3星)	 。。。。。。            
(3星)	 钟嘉欣真系进步左啊！！ 我几中意佢扮既得仔！！算系甘啦，轻松开心！！比同期既诱情转驳好得多！！            
(5星)	 近年来还蛮值得看下去的题材新颖的TVB。喜哥演技自然没话说，浩然哥和思捷哥也很给力            
(3星)	 好仓促的结局~~~            
(5星)	 比预计的好看！巡礼片没透露一点点人鬼情未了，我喜欢这样的人鬼情未了，我喜欢这样的鬼片，我喜欢王喜李思捷朱慧敏被得仔上身时的表演。到最后一集才醒起王喜钟嘉欣在珠光宝气已经搭档过。近排两个女主角，我喜欢Linda，另外那个FALA，呃算了，还是穿回高跟鞋继续脱胎换骨脱颖而出去吧            
(3星)	 看头看尾，果然很囧            
(4星)	 管他情节是否合理，至少博得轻松一笑            
(4星)	 白天死忍死忍没开电脑看，但是晚上的复习计划还是被它破功... 唔，如果这个结局不用“嗖一声”来形容了我不知道就还有神马是可以用“嗖一声”来形容了            
(4星)	 哇，结局好假啊~~~~~~~~~~~~~~~不过之前还不错            
(4星)	 其实真的很好看啊，虽然结局囧了点，但是已经算很有新意的片子了……，九孖七真是好可爱口牙……~            
(5星)	 TVB今年的电视剧真给力            
(NA)	 一开始是奔着“探”字去的 以为是推理剧 看了四五集也就围绕着一个案子 没想到却让我能看下去 挺温馨的 感觉还不错 有着港剧特有的幽默            
(NA)	 烂尾            
(3星)	 最后一集像是在看粗劣的科幻片一样            
(5星)	 貌似开心鬼            
(4星)	 到后面还不错，王喜你胖乎乎的真可爱！            
(4星)	 虽然是一部搞笑片，不过最后一集还是击中我的泪点。尤其是众人围着Encore哭的那段。            
(3星)	 越看越觉得很搞笑            
(4星)	 喜剧~~   挺好的            
(3星)	 结局太郁闷了·像搞笑片            
(3星)	 结局能再离谱点么！！！            
(3星)	 突然发现钟嘉欣也挺讨喜的......            
(3星)	 剧情几得意啊，李思捷唔错，王喜都唔错，真系唔系好钟意钟嘉欣……            
(5星)	 今年的TVB里 看过的 目前为止觉得最有意思的了~            
(4星)	 好吧，我承认这部本来随便看看的剧最后博取了我对它的尊重。豆瓣里我都列出还有必要说两句的片子，本想这部剧我悄悄看完就算了，不让任何人知道，就像之前的《巴不得爸爸》。但却是不抱任何希望的‘肥皂剧’让人越看越投入，结局很完整，动情，回味，不舍等情绪都具备了。 完整就是最棒的!12.25            
(4星)	 还不错喜欢搞笑的            
(3星)	 偶尔换下口味的TVB            
(5星)	 喔唷。最后王喜居然死了这个我真心没想到。但是一起投胎在遇到这个结尾太俗了哈哈。            
(5星)	 很轻松但意外的不错，就是人太多集数太短后期感情线都太感，但是想不到王喜和钟嘉欣意外的合拍，对钟嘉欣改观了，还有李思捷和黄浩然也意外地搞            
(5星)	 我就喜欢            
(3星)	 审美疲劳！！！            
(3星)	 挺有趣的,但钟嘉欣演得有點造作            
(1星)	 赏你一颗星算给你客气了            
(5星)	 我要笑到爆了~囧？太囧了……轻松的喜剧，让人整个也Relax了！            
(4星)	 还可以看看的TVB剧了。            
(3星)	 就是看小喜哥！            
(5星)	 太好了啊 好吸引啊。。            
(5星)	 王喜的剧，演的真的很好啊，剧情很吸引人啊            
(4星)	 比读心神探好看太多了            
(4星)	 前几集确实有点幼稚得让人受不了 但是后来越来越有趣了            
(4星)	 一直不喜欢钟嘉欣，但是这个里面超级可爱啊            
(5星)	 这是一部很好看的电视剧，但是要是进入状态坚持看下去就会发现，这部电视剧和以前的风格完全是不同的，还是蛮好玩的电视剧。            
(2星)	 无聊时候看的            
(3星)	 很可爱的片子。但TVB戏的结局总是一个样。。。            
(NA)	 喜欢钟嘉欣            
(3星)	 开始的时候还是挺搞笑的，但是某人说话听着实在是太累了，受不了了，结局真系囧了……            
(4星)	 比想象当中好看多了，一天工作后就想看这种不懂脑子的片子，而且，鬼怪拍的一点都不吓人，钟嘉欣有点做作，但是还是蛮可爱的~            
(2星)	 我都不想讲了            
(NA)	 小虎家升好搭啊！神马靓女前妻都是浮云啦~            
(4星)	 结局那段四鬼大战有点离谱……            
(3星)	 如果5系钟小姐做主角会更好……结局有嘀恐怖            
(3星)	 钟嘉欣让我觉得很囧            
(NA)	 有趣            
(3星)	 娱乐消遣的佳品,             
(3星)	 说另类的人鬼侦探？也谈不上，只是当知道祖辈两个都是鬼的时候，我震惊了一下，其他就没什么了。不过王喜和钟嘉欣的组合还不多，蛮喜欢的。            
(4星)	 后面开始比较好看了~~            
(3星)	 最后的人鬼大战还挺囧的            
(4星)	 只喜欢里面的黄浩然，李思捷，王喜，其他人没感觉…            
(2星)	 很没意思 没创意 TVB想突破真的很难            
(3星)	 结局太夸张了吧，简直和超级赛亚人战斗似的~            
(2星)	 tvb堕落。或者说，这个时代产品太多，自然垃圾多。            
(1星)	 好2的钟夹心哦~~看完就给1颗星了！            
(3星)	 总觉得钟嘉欣演回她自己~            
(NA)	 没看完，弃了！！！            
(4星)	  觉的  蛮搞笑轻松的   还不错~~  王喜很可爱            
(5星)	 黄浩然和李思捷从头到尾上演着男男爱好吗 Linda很可爱 最后集看的我心惊胆颤 怨气不要那么重嘛            
(5星)	 很好看，黄浩然嘻嘻            
(3星)	 挺搞笑            
(3星)	 有些白目。可是还是很喜欢她。            
(4星)	 冰冰有很大牌的背景啊，喜欢小虎。结局太仓促了            
(4星)	 还蛮搞笑的            
(2星)	 不好看            
(4星)	 打发时间值得一看！            
(3星)	 结局太囧啦~~            
(4星)	 小虎和家升 很有爱            
(5星)	 王喜也很可爱            
(3星)	 剧情有点假不过拍的还蛮好的。            
(4星)	 这部属于看了开始几集，不痛不痒地，索性就看完结局算罢喇..            
(3星)	 剧情蛮好玩的，王喜被上身时神情很像~~~但是钟嘉欣太破坏了~~~            
(4星)	 估佢唔到都幾好睇....            
(4星)	 我觉得还蛮好看的。有意思的一部片子。不讨论演员，只论剧情。            
(3星)	 可以给三星半么？其实钟嘉欣还是极得意的，至少这部剧让我觉得她不是做作，是真实的很可爱。改观了。            
(3星)	 果然是囧片，结局也很囧            
(3星)	 囧女鬼+囧侦探，无聊时可以打发时间的一部电视剧，有些点很好笑。            
(2星)	 真可爱。无惊喜，忍不住跳，喜欢结局，温暖依旧。            
(4星)	 靠，最后居然哭了            
