http://movie.douban.com/subject/1922656/	法证先锋
(5星)	 一日煲晒25集，第二部真系好过第一部，中意蒙嘉慧，五中意佘诗曼！好五中意郑嘉颖！！！            
(5星)	 比第二部贊！不知道有沒有第三部            
(4星)	 好久没有看tvb法政题材类的剧 基本算是展现了tvb以前的水准了 喜欢Dr.Koo            
(4星)	 后几个案子满不俗滴～            
(NA)	 喜欢所有人            
(5星)	 香港的警匪就是好看！            
(3星)	 欧阳震华不再幽默~~            
(5星)	 刚看完那会觉得没有其他港片能更吸引我了...            
(4星)	 我喜欢欧阳和蒙嘉慧~~也喜欢林文龙那白衬衫和餐巾纸。听见那首西班牙插曲就很开心啊。            
(4星)	 很好看            
(4星)	 这一版人物造型有点点土。。。            
(3星)	 学粤语用的。            
(NA)	 哈哈，好看的TVB            
(4星)	 今天来个电视剧回忆录            
(4星)	 第一部一气呵成，值得一看            
(3星)	 其实我不喜欢看港剧的 案子太弱智了 没看完            
(5星)	 非常喜欢            
(5星)	 欧阳健华整个小了一只.最喜欢看香港连续剧了.超多超级好看的.猴塞雷阿!!&gt;o&lt;            
(5星)	 赞            
(4星)	 2006            
(4星)	 洗冤录+鉴证实录+陀枪师姐，感觉重回大三狂看tvb的年代            
(3星)	 TVB的经典口味作品．            
(3星)	 YOYO很有味道            
(4星)	 不喜欢汀汀诶            
(3星)	 毕业时看的电视剧！            
(4星)	 TVB版的CSI,但更多的是港剧元素,纠结的感情戏.            
(3星)	 消遣好东西            
(NA)	 毕业前夕追看的剧            
(4星)	 当时还不知道法政,更不知道CSI,觉得超diao的            
(3星)	 两天看完了            
(4星)	 看电视～            
(4星)	 仿的有水平。            
(NA)	 不错的推理,喜欢..            
(4星)	 很喜欢~~~            
(4星)	 呵呵，看过之后知道：千万不要犯罪……            
(5星)	 我在广州的日子            
(4星)	 我喜欢yoyo，气质好好            
(5星)	 法医学、法政学，很合我口味            
(5星)	 爱得很！！！看这部的时候跟别人吵架都是“你有什么证据挖啦？我们去鉴定呀。。。”            
(NA)	 还不错吧，期待第二部            
(3星)	 说是模仿csi，但是比较拙劣            
(2星)	 不是一般的。。失望！            
(3星)	 法医 鉴证            
(4星)	 因为这部剧集认识了钟嘉欣喜欢上了蒙嘉慧            
(5星)	 06年最好的TVB剧集            
(5星)	 超喜欢欧阳震华那种style            
(4星)	 不错的案子            
(3星)	 欧阳震华            
(5星)	 就是喜欢这种专业精神            
(5星)	 推理侦探片，我喜欢            
(5星)	 Love Bobby Au Yeung here! Smart show, Chinese version of CSI, Frankie did a great job here too. Love this show!             
(3星)	 如果没看过美剧的CSI拉斯维加斯篇，会觉得此剧不错；反之会觉得很失望，因为看起来后者抄袭了前者太多桥段。            
(4星)	 花了一天的时间将剩下的１５集看完~还是不错啦~就是女主角不是很喜欢            
(3星)	 这个也不错,但是不算是这类体裁TVB剧里最经典的~            
(5星)	 香港近期难得的让人难忘的好片            
(4星)	 8错            
(NA)	 很不错，尤其是中断，很引人入胜的，但后面的节奏缓慢了些～结局太过牵强了～呵呵，推荐啊            
(3星)	 总觉得案情有些牵强。。。            
(4星)	 感情线太混乱，扣一星            
(3星)	 “只要取你的DNA，我们就可以知道你到底是不是凶手了”这句台词出现率极高 。            
(5星)	 很精彩。            
(4星)	 洗冤录再现            
(NA)	 喜欢欧阳震华            
(5星)	 经典啊。。。连续了这么多部，还是很好看啊。            
(5星)	 欧阳震华的剧我都看            
(4星)	 老片子了 法拉 嘉欣 都是配角            
(3星)	 我就是想听粤语了= = 案件真的弱。            
(5星)	 很久之前就听说，没想到这么好看            
(4星)	 不知为什么，总是感觉这种类型的片子，TVB拍得总是比大陆要好一点儿。            
(4星)	 ◆显示全部条评论&gt;&gt;我也说一句...表情确定取消0/100            
(4星)	 一直不喜欢阿琛-。-            
(4星)	 还不错，案情比较耐看，依旧感情牌            
(5星)	 Bobby帅~            
(5星)	 看过二才看的一。蒙嘉慧很漂亮很干练啊 和阿佘的两个madam我都喜欢 顺便可以窥见当年唐诗咏陈法拉青涩的演技神马的            
(3星)	 三部曲首曲。好开头。            
(4星)	 虽然用了好长时间断断续续看完的~不过推荐推荐。。好看好看~~madam好帅啊~            
(5星)	 最近回顾了一下老片~            
(NA)	 三部的法证先锋最差是2，因为有那个某人。1顺眼多了。破案知识非常专业，到位，部分剧情抄袭美剧，如罪犯根据书里情节犯案。            
(4星)	 还是第一部的蒙嘉慧漂亮，第二部就突出佘诗曼了。            
(4星)	 男一号一定要和女一号在一起吗？？？            
(4星)	 如果没有蒙嘉慧，此剧便不完美。            
(3星)	 案件剧情其实还好·不过对人物真心没什么感觉顺便我觉得这个剧别名应该叫【前男友法证部和前女友重案组】            
(4星)	 受不了老是有变态！            
(5星)	 第一部真心不错，林文龙有点小帅，蒙嘉慧气质佳，欧阳震华又是老牌“警察”。            
(3星)	 证据太巧了吧=。=            
(4星)	None
(3星)	 感觉第一部没有后面2部精彩。。。也有可能是拍的时间有几年了。            
(5星)	 香港男演员就是非常喜欢欧阳震华和黎耀祥，法政先锋系列都推荐大家去看，情节非常棒，关键是可以学到很多知识！            
(3星)	 蒙嘉慧 小巴上的邂逅            
(4星)	 看这么多年剧，第一次发现Bobby这么帅，在家穿的黑T+牛仔，身体不错嘛，哈哈            
(5星)	 果然还是第一部剧情最好啊啊啊~ 没有第二部死人死的这么夸张啦 不过木有郑嘉颖这个帅哥看的不过瘾T T             
(5星)	 为看法证先锋3才看的，三部最喜欢这部，梁小柔和高彦博他们俩怎么就这么的波折，高sir唯一一次的不理性换来一个好女朋友啊            
(4星)	 没有钟嘉欣我会打5星            
(3星)	 第一部算是最经典的，虽然有点像法医科普片，但是还算可以看。            
(3星)	 钟嘉欣跟林文龙最后那一对真是奇怪。欧阳震华不错。            
(4星)	 每部港剧里都有一对好基友～            
(5星)	 這個真系經典 發證部的絕佳之作 高科技破案果然有魅力            
(NA)	 我就喜欢胖纸这一型的=u=            
(4星)	 那时 晚上在追 以前胆小 看完上楼梯很忐忑            
(NA)	 算是看过了吧            
(5星)	 狂追！！好看，喜欢这类剧的，力荐！！！            
(4星)	 TVB的警探片虽然套路很老，也总是那么几招，但是法医和法证以及重案组的配合都异常完美。冷静理智，洞察人心的法证，由欧阳震华演真的很合适，尤其是他可爱的身型和头型。一起合作破解一宗有一宗的案件，当迷雾被揭开时，不知不觉就要完结了。算是TVB成功的警探片            
(4星)	 章记死的那个案子明明可以通过沙地上的痕迹知道凶手在撒谎啊，仲有，欧阳震华真是越看越像我爸            
(5星)	 最喜欢这类的了！            
(5星)	 满分是因为太爱欧阳震华这个死胖子了TAT...            
(5星)	 老剧经典 不说了            
(4星)	 好喜欢欧阳震华这个屎胖子！！！林文龙是小时第一个暗恋的男明星。。。第一部家长里短的感情戏比第三部有爱多了。。。但是把法政法医说的也忒神了吧。。。            
(3星)	 欧阳震华在剧中是个百科全书式的型男，可惜这外表以及装X样实在让我无法爱上，觉得蒙嘉慧演的还不够干练，特别是后面几集。其实不用加主角的感情戏直接拍案子也不错的啦。            
(5星)	 好看~            
(4星)	 假期猛补            
(NA)	 重温一下欧阳胖胖的经典表情，觉得林文龙很是帅气啊！            
(4星)	 蒙嘉慧！            
(4星)	 打发时间用很好~~不错不错，比大陆片好看多啦            
(3星)	 真心不喜欢女一号~~            
(NA)	 其实看完我还是很忧伤了。。这浪费了我多少工夫啊，尤其是演他们谈恋爱的时候。。不过还是继续看2去了- -            
(4星)	 跟1比起来，3被秒得体无完肤啊。            
(5星)	 好好阿~~三个人一整天看了十五集(~O~)zZ值得纪念~tim sir 真是绝世好男人~            
(5星)	 新年多一个愿望。将来能找到像Tim或Sam这样的好男人吖！            
(4星)	 探案剧的经典 为欧阳震华而来            
(5星)	 力挺第一部！~第二部差太多……看着佘诗曼就烦了。。。            
(4星)	 最后还是剧情取胜            
(4星)	 看完了法3看法1、、、小丑介东西好恐怖!！不知道2有木有笑抽了。。继续看！            
(4星)	 欧阳震华，嘿嘿。            
(5星)	 法证先锋系列全看完了 人生失去目标了            
(4星)	 一星给TVB            
(5星)	 好看，有个欣赏塑料袋的变态杀手把我吓了几天，演变态杀手就该找这样的脸。            
(5星)	 永远的最爱~            
(3星)	 可能還是不習慣TVB吧, 怎麼警察局裡的人都是一家子?            
(5星)	 2006.6.13            
(4星)	 越看越好看。            
(4星)	 我喜欢这个madam            
(4星)	 比第三部亲民多了╮(╯▽╰)╭            
(4星)	 拍拖的戏不好看啊。            
(4星)	 精彩依然，说教依旧            
(5星)	 还蛮好看的，吓人的地方把我吓到了，催泪的地方把我搞哭了，搞笑的桥段也把我逗笑了。            
(2星)	 啧啧，原来港片也没办法和美剧比，为什么鬼子们演出来如此之自然的东西华人演不了啊演不了，Oh my lady gaga！！！            
(5星)	 经典！            
(5星)	 最后几集真给力啊~看得眼睛都呆掉了            
(5星)	 三部里面最精彩的一部            
(4星)	None
(5星)	 近年tvb很好看的破案片了            
(5星)	 港剧警匪片的路数啊，飞虎队、重案组、陀枪师姐、谈判专家、律师，现在是法政。。。比3一上来就耍帅扮酷要细腻深度很多啊，不爽的是感情戏每次大结局喜宴上一个大团圆就木有了，呜呜。。。            
(NA)	 蒙嘉慧漂亮的            
(4星)	 很少看港剧。比较喜欢这部的演员，蒙嘉慧当时真的很漂亮。剧情稍简单，最后一个案子还不错。当发现那些离心机振荡仪烘箱神马的时候，我华丽丽地无语了。。。万恶的生工啊。。。            
(3星)	 看到最后我总觉得少了点啥，直到第二部的前几集，我才发现，哦！原来少了爆炸戏啊！好在第二部爆炸了好多场，总算弥补了一些空白……            
(4星)	 真是不待见汀汀啊。。。。。Madam和Tim sir比较有爱哈哈哈。            
(NA)	 整个系列我都看过，欧阳胖胖是我的大爱。基本上只要有他，再无聊的电视剧我都能看下去            
(4星)	 剧情安排赞一个，还有对象安排也不错哦！(*^__^*) 嘻嘻……            
(5星)	 还是第一部经典            
(4星)	 思路清晰 环环相扣 不错            
(5星)	 大爱蒙嘉慧。老欧越老越帅。            
(4星)	None
(5星)	 难得对一部剧如此热情。。            
(5星)	 里面四位主角都喜欢，我认为这部剧在当时他们每个人都有突破            
(4星)	 还不错。经典港剧。            
(5星)	 差不多快要看腻了，对香港警匪剧没这么热衷了            
(4星)	 那首西班牙歌应景啊应景~            
(4星)	 看了二才开始怀念一。是在不喜欢新面孔。还有三那个女人。。。。估计我没兴趣看了。。。            
(4星)	 对香港警察一直很有好感。。。小柔和高sir也很配，不过鹅姐和小生永远是最配的。。。。。            
(4星)	 里面的技术好先进，案子一般吧            
(4星)	 不错            
(5星)	 钟嘉欣一颗老鼠屎坏了整锅汤            
(4星)	 不错~四点mark            
(3星)	 我也不是不喜欢蒙嘉慧            
(NA)	 不小心通宵了，难怪病总是好不了。好吧，明天要是再严重下去就挂盐水T-T ，感觉不喜欢钟嘉欣，总是有种土拨鼠的感觉，囧里个囧            
(4星)	 做记号噜.            
(3星)	 打发时间不错，就是看了之后有后遗症。。。            
(NA)	 题材，演员都爱。            
(5星)	 经典啊……            
(5星)	 蒙嘉慧漂亮，林文龙帅！另外，我还是很喜欢钟嘉欣。。。            
(5星)	 欧阳震华！！好帅！！！！            
(5星)	 劇情緊湊，好看！~            
(4星)	 第一部最好看。Tim Sir这型是我的dream Mr.Right. 比较之下才发现第三部Pro Sir还是差了一点儿，无论是演技还是人物魅力。另外对比第二部，觉得蒙嘉慧的演技没有佘诗曼好，虽然两个都是美女。            
(5星)	 无论是看到尸体还是卤鸡蛋，钟嘉欣都激动万分，兴奋异常。            
(4星)	 最精彩的一部！            
(4星)	 因为3，把前两部都补过了            
(4星)	 翻垃圾的频率会不会太高……？！法证先疯啦！~~~~            
(4星)	 还是很喜欢欧阳振华呀            
(4星)	 证据是不会说谎的            
(3星)	 连看带听，终于看完了额 额 额。。。累。            
(4星)	 还是最开始的好            
(4星)	None
(4星)	 从头到尾不紧不慢，编剧都把我们牢牢地绑架在屏幕前看他为我们精心设计一个个案子。            
(4星)	 看了第二部之后还是觉得第一部更好看~            
(3星)	 真受不了丁丁！！            
(4星)	 经典            
(5星)	 案件是三部里最上成的，感情戏也配合着前进，如果顺着看的话，我也会不习惯没有胖子的第三部并且接受有林文龙的第二部。三部都补完，有点小不舍            
(5星)	 不愧是经典，先看了后两部，还是决定把第一部看了，还是第一部最好看啊！梁小柔在第一部里还蛮漂亮的嘛。为什么后面越变越丑？            
(5星)	 good~~            
(5星)	 真好看！其实欧阳震华也不错啊~现在喜欢上这种会照顾人的男人了~            
(4星)	 看着很带劲儿啊~~~            
(4星)	 还不错            
(4星)	 太像加菲猫啦啦啦啦啦啦            
(4星)	 感觉还是第一部最经典啊，里面的人都还没有那么神。蒙嘉慧真有味道。            
(4星)	 蒙嘉慧好漂亮~不过TVB的最后一集还是一如既往的潦草...            
(4星)	 令死者安息，让生者释怀qr            
(3星)	None
(5星)	 经典，欧阳震华的必看            
(4星)	None
(NA)	 比II和III好太多了，蒙嘉慧真漂亮。印象最深的是那个变态连环奸杀案，不过貌似是抄的。            
(5星)	 还有什么能逃过发证的眼睛呢。            
(4星)	 无惊有喜，中上之作。阿沈最可爱~            
(3星)	 男主和男二在一起才配好么！！！            
(3星)	 蒙嘉慧丑死了！！！！！！！！！！！！            
(4星)	 相比之下III确实可算花瓶            
(5星)	 好看，角色都很喜欢            
(4星)	 三天补完，欧阳的演技真不是盖的。            
(3星)	 消磨时间用的，看不顺眼的人没有收视保证的。            
(3星)	 很多地方我还是冷笑了，TVB总是在结局把我雷倒，一帮人从订婚现场浩浩荡荡出来查案，跟黑社会似的。            
(5星)	 男一号是绝对榜样！在生活上和事业上都是！            
(4星)	None
(4星)	 昨天看到凌晨六点，今天看到凌晨七点。我都不要走火入魔了。最后一个案子最好看。小柔和彦博能不能别这么纠结，看得人急躁。= =            
(4星)	 看过后半部分吧，还挺好的。这得有个人陪着看才行，我着实会害怕。。。            
(5星)	 案子确实比第三部要精彩啊！            
(NA)	 剧情简单但是好看加感人            
(4星)	 原来胖子是中招才成的            
(NA)	 超级好爱，敢说欧阳震华的演技是独一无二的。也不枉费我痴迷TVB那么多年啊。            
(5星)	 虽然当年很希望小柔和sam。。            
(4星)	 这类剧，加上我爱的欧阳震华和蒙嘉慧，怎能错过呢？            
(5星)	 喜欢得不得了啊！！！！            
(4星)	 各种的活体取证，哈            
(4星)	 时隔多年就觉得推理·很牵扯了            
(3星)	 少看tvb，偶尔一看还不错~            
(4星)	 比较早接触到的TBV剧，让我从此一发不可收拾            
(5星)	 法证好看，当年决定蒙嘉慧很像我娘            
(NA)	 嗲！我很稀饭彭佳慧，有madam的气场~~            
(3星)	 还行吧，实在无聊不知道做什么的时候可以看看            
(5星)	 这几天刚看完 超级赞！！            
(3星)	 最近无聊把第一部又重看了一遍,发觉参加第一部的演员也演了第三部,呵呵.            
(4星)	 是我少数从后往前看到第一部的片子，和一般有续集的电影是反过来的。            
(4星)	 看的都有点后悔自己当年没学法医或法政了。。。不过不知道文科可不可以学这些。。。            
(4星)	 结尾两个案子真是烂啊 除此之外的都很有点            
(5星)	 大爱香港刑侦剧！            
(5星)	 法政1是近几年很出彩的刑侦片            
(5星)	None
(4星)	 刚很认真的看完一部，喜欢小柔的感觉，接着看第二部戏，去查了相关的信息，原来的主角戏份没的没，少的少，毅然决定不看了，马第一集就给小柔的下马威看不下去了，坑人的TVB编剧......还弄个三出来......            
(3星)	 还是最原始的最好 那个时候钟嘉欣还很可爱            
(4星)	 还不错            
(4星)	 好怀念当年校台的午餐晚餐黄金档            
(4星)	 看剧的同时感受破案的惊险与专业知识 超级好看            
(NA)	 还是老的TVB剧好看……            
(NA)	 让人上瘾的港剧            
(5星)	 赞            
(4星)	 恩  不错不错！！            
(3星)	 理论依据还挺强。但是，就是那些线索都来的太巧合了。警察都靠这个破案子吗，怪不得有那么多破不了的案子            
(3星)	 这个系列没想到我居然是倒序看的，今天看第一集，居然一部和二部的主要演员只差阿佘和KC啊，有没有搞错啊？！是消磨时间的好选择！补充：没想到06年的时候陈法拉还做过这套戏其中一个Case的女配角呢，几年之间急速上位已经站在视后的备选之列了。            
(3星)	 讨厌男猪脚的个性。欧阳震华竟然也有我不喜欢的角色。            
(4星)	 喜欢欧阳震华，反正比第三部强，第三部根本就不屑看了            
(4星)	 果然还是第一部好看，虽然没了阿佘同埋小颖            
(4星)	 看着欧阳胖子觉得很心安            
(4星)	 法证给力，警察也机敏，这才是真正的法证先锋。            
(5星)	 闲的蛋疼 又特么看一遍 没得说 5课            
(3星)	 没有传说中那么神奇吧...            
(4星)	 第一部看完我做了好多噩梦！比其他两部都恐怖            
(3星)	 以前看的时候特别喜欢，现在再看 哎。。。 演员都很喜欢，可是情节就有很多漏洞，这遍看尤其受不了高彦博道貌岸然的说教。。。崩溃了我都            
(4星)	 虽然每次不到最后就知道谁是凶手 但是还是不错~值得            
(3星)	 依舊不喜歡這個模式。。。T  T 吐槽無力，感情戲可以不這麼慫么。。。            
(3星)	 好傻比啊 哈哈哈哈 我也好煞笔啊 哈哈哈哈            
(4星)	 还行。。。            
(5星)	 还是第一部最好看，蒙嘉慧在第一部里也好看~            
(4星)	 蒙嘉慧的声音简直就像用尽全身气力一样让我听得很劳神。            
(4星)	 看完3，倒追1、2。。            
(NA)	 很赞~喜欢古医生            
(4星)	 第一部里蒙嘉慧超美啊！！！            
(3星)	 这种电视剧的结果往往是两种情况：1、几个重要角色的家人和朋友都死光了。2、变成杀人犯了。。            
(4星)	 给它4颗星是因为3只能值1颗星！对3的厌恶让我加1颗同情星            
(5星)	 确实好看啊，值得看            
(4星)	 蛮喜欢的，个人感觉比法政三要好~~            
(3星)	 剧情太狗血了            
(5星)	 多年以前看的了,今天记录一下            
(5星)	 TVB刑侦剧~~~凑齐三部这个系列偶喜欢            
(4星)	 大学时候看的，虽然比不上以前刑事征集档案的质量，但是这种题材的港剧还是值得一看的~~            
(4星)	 蒙嘉慧很漂亮呀            
(4星)	 重温            
(NA)	 还是法政1最经典~！            
(5星)	None
(5星)	 悬疑破案题材又一经典之作！主角们都有专业人员的气质，剧情悬念知足，也很诡异，不敢一个人晚上看！            
(4星)	 喜欢欧阳震华。蒙嘉慧也不错哦。有些case实在是太吓人了，看得心惊胆战。            
(4星)	 影评：科技真发达呀真发达！逻辑真严密啊真严密！推理真牛拜啊真牛拜！            
(5星)	 对欧阳震华的喜爱无与伦比！            
(NA)	 追第二季。。。            
(4星)	 就港剧而言算是非常不错的了，可惜越到后来越看不下去。            
(5星)	 蒙嘉慧啊，欧阳震华啊，大爱呀。            
(2星)	 可能看完3再回来看所以觉得很无聊。。。            
(NA)	 百科全书啊胖官            
(4星)	 欧阳震华真是丑爆了            
(4星)	 肥皂情节有点多啊~~~            
(4星)	 虽然有些台词让我在内心os“搞咩啊装什么圣人”但总体还是喜欢的=v=            
(4星)	 案子不错，但CP不满意            
(4星)	 第一部最好看。            
(3星)	 太多感情戏了！不过最后那一单案不错            
(4星)	 还不错。。不过阿SIR们应该更新一下仪器了~            
(5星)	 Tim Sir 好聪明啊 还有Sam  真是百科全书哇  厉害厉害～            
(NA)	 真的很不错呢。。。马上开始第二部~~            
(5星)	 第一部的案件太经典了，高SIR好智慧啊            
(NA)	 好看的            
(4星)	 给欧阳震华的~            
(4星)	 蒙嘉慧好漂亮!            
(4星)	 震华好可爱哈哈哈            
(4星)	 早些的电视剧 好几个镜头拍的有点莫名 但挺好玩~            
(5星)	 应该是3部里最好的一部。            
(5星)	 欧阳胖胖果然最可爱了~\(≧▽≦)/~啦啦啦            
(4星)	 下饭的电视剧            
(5星)	 第一部节奏和情节是最好的。            
(4星)	None
(5星)	 第一部 是剧情 案情 演员 最好的一部。。。            
(NA)	 1110            
(4星)	 记得当时在寝室，众人聚在一起熬夜看的。剧情很多不记得，但是记得有个小丑，第三部结局又有小丑。            
(5星)	 经典啊~~！！！            
(4星)	 林文龙好帅啊……            
(4星)	 高sir这样的男人真是是个人都想嫁呀            
(5星)	 很不错的刑侦片，欧阳震华、林文龙的表演无可挑剔。 剧情也不错，引人入胜。            
(4星)	 很好看，重温一遍还是很不错~            
(5星)	 good            
(NA)	 歌华点播            
(NA)	 这最近大家都看这个 然后我觉得我得跟上啊 一看 咦看过嘛 那我去看2了            
(3星)	 欧阳震华不演搞笑角色一百个看不习惯.....            
(5星)	 我是有多爱胖胖啊~            
(5星)	 好看爆            
(3星)	 Madam Leung要比Madam Ling有气势的多。            
(4星)	 超喜欢蒙嘉慧啊……            
(4星)	 翻煲没算太迟！片尾摆款雷到笑。比3好。            
(4星)	 结局真是太鸡血了…            
(5星)	 我真的喜欢1超过2 但是不变的是喜欢林文龙。            
(4星)	 喜欢小柔~            
(4星)	 胖嘟嘟的欧阳震华...            
(5星)	 （2011.12.4凌晨）老片子了~为了迎合《法3》的新鲜出炉再重新恶补1、2部一次。还是脚得原班人马欧阳震华、林文龙、蒙嘉慧、钟嘉欣拍的最好看，最有法政人员的范儿！第三部刚开始怎么看怎么怪~~~            
(5星)	 重温了一边，感觉好棒啊            
(4星)	 Good!            
(4星)	 看了这部片，开始喜欢蒙嘉慧~~钟嘉欣的确不讨喜啊。继续粤语学习中~~             
(5星)	 跪求林文龙X欧阳震华同人，另外小刚好柔，小柔好刚……            
(5星)	 古泽琛 真是大爱啊~            
(4星)	 大猪头法政先锋最有爱了            
(4星)	 不错 不错 味道好极了             
(5星)	None
(5星)	 手机铃声、水晶鞋子            
(4星)	 好酷啊，男一男二。            
(4星)	 法证先锋就该有法证的感觉!            
(4星)	 老套的港劇模式 表演痕跡很強 勉強四星            
(4星)	 忘得差不多了。汗。            
(4星)	 蒙嘉慧啊。。。。            
(NA)	 第一部看的时候，很好看。            
(4星)	 感情线拍得很牵强阿            
(5星)	 真的很好看            
(NA)	 第一部好看，精彩            
(5星)	 欧阳正华老的片子都不错            
(NA)	 还是1比较好看            
(4星)	 即使欧阳震华越来越秃，越来越肿。还是比第三部有爱很多            
(4星)	 说实话我最讨厌的就是欧阳胖胖。。。            
(4星)	 蒙嘉慧不错 欧阳震华不错 ~！ good            
(4星)	 还是第一部精彩，男主女主都是我喜欢的            
(4星)	 香港的犯罪破案系列还是都值得一看的，当年是追着郭可盈和陶大宇的看，后来是陈慧珊和林保怡的看，最近3火，我才发现我连1都没看过，好吧，反正闲着也是闲着，还算是不错            
(4星)	 第一部最好看            
(4星)	 情节比2好            
(4星)	 为什么大家都不喜欢最后一个案子啊，我觉得最后一个案子很好啊，跟倒数第二个可以连在一起的啊            
(4星)	 #电视剧#没看第二部之前 觉得不错 现在第二部ING 觉得一弱爆了 情感单薄 案子不够精彩 算是法证初步入门吧 不过还是很精彩 中毒中 TVB剧的欢乐 共通的一点就是 各种眼熟            
(4星)	       情节构思很细腻独特，总有急转或是急停的感觉，柳暗花明，扑朔迷离；演员把人物形象表现得很到位。梅导可能是为了更好的为案情预设，又不能使剧情冗长，所以片子中的很多案情的涉案人员都与警察有些关系，这很蛋疼的，好像香港很小，警察很倒霉的样子。    最后两个关联的案子显然是剧情的高潮            
(4星)	 那个汀汀有点2啊~~            
(5星)	 还是喜欢欧阳震华演的！！！            
(4星)	 高胖胖            
(5星)	 最爱TVB            
(4星)	 少见的破案多情感少            
(4星)	 第一次发现蒙嘉慧这么美。            
(5星)	 赞赞赞········            
(3星)	 因为有欧阳震华，看完了。作为TVB的片子来说不错啊，但是被美剧惯坏了的孩纸来说，真心不够精彩啊            
(5星)	 TIM和SAM应该结婚，真的！            
(4星)	 法政-----用事实说话。蒙嘉慧是TVB近年来少见的好看女主角。            
(3星)	 看到现在发现很大的一个问题是证据来得太直接，没有翻儿。每个案子的嫌疑人凶手的职业或者特点都跟证据有显而易见的联系。终于看完了，感觉就是后半部分比前面好。所有人里我最中意TIM SIR嘅阿爸通伯，好可爱嘅老坑。            
(3星)	 这部比第三部好看，第二部最喜            
(5星)	 力荐。。。经典。。。            
(4星)	 算比较新的港剧里还可以看看的了。            
(4星)	 还可以咯~  比三好！            
(4星)	 总的来说不错，看了前几集，我就猜透了编剧的思维模式，就是每个人物都有她出场的意义，剧情和人物之间都是做了层层铺垫的，人物角色是不可能无缘无故就出来过个场儿不发生任何事情的，按照这个逻辑总会看出点蛛丝马迹的，然后看的过程就是证实我的猜测。但是我又希望剧情能更精彩点让人能出乎意料点。            
(4星)	 喜欢蒙嘉慧            
(4星)	 专业剧，比那些光是三姑六婆八卦的好看多了            
(4星)	 bug            
(3星)	 这里面的蒙嘉慧很漂亮啊，第二部里面估计是为了凸显佘诗曼，被整残了的说~先看的第二部，先入为主地喜欢了郑嘉颖……这部也还不错啦~~~            
(4星)	 相比之下，三部还是1最好看~            
(4星)	 超喜欢欧阳震华和蒙嘉慧！！            
(4星)	 情节不错            
(5星)	 欧阳震华和蒙嘉慧好配阿            
(5星)	 欧阳震华真心棒            
(4星)	 20111127            
(3星)	 好像没有什么特别好看的感觉。。。            
(4星)	 欧阳震华总说：人可以撒谎，证据不能说谎。哈哈~~            
(4星)	 第一次发现林文龙原来也可以归类为型男            
(4星)	None
(3星)	 蒙嘉慧还蛮灵的            
(NA)	 如果没有钟+*，一切可以更美好...            
(5星)	 我爱欧阳胖子和yoyo啊~            
(5星)	 我是侦探控~            
(3星)	 soso            
(4星)	 虽然太多bug了 可本来就是为了学粤语才看的么            
(4星)	 看完了法证先锋1，感受很多啊，比如一定要随时找不在场证人啊一定要小心不要留下指纹啊用漂白水可以破坏DNA啊，每次看这种侦查片都会丰富我躲避侦查的知识。            
(4星)	 林文龙真帅啊！！！！破案片还是香港拍的好看。            
(NA)	 前阵子看了法政3，所以回头找来看了几集。舍不得花时间在这种剧集身上了。            
(3星)	 怎么感觉比第一部差远了。。。有了先入为主的黎耀祥，所以不怎么待见欧阳震华的高sir~~~~~PS：蒙嘉慧真心漂亮！！！！            
(4星)	 如今tvb变成陪伴我度过漫漫长夜的方式之一。常常一抬头十几集过去了.....= =            
(NA)	 果然第一部最好            
(4星)	 小柔不错啊            
(4星)	 我好喜欢蒙嘉慧啊~~~            
(3星)	 3.5分 蒙嘉慧是很正 可总觉得还缺了点什么 剧情什么的 好多都能猜到啊- -            
(5星)	 TVB的探案剧一直是大爱~            
(5星)	 超级好看！！！！！！！！！！            
(5星)	 最切题的一部            
(4星)	 悬疑我很爱爱爱...            
(4星)	 蛮好看的 关键是蒙嘉慧！！            
(NA)	 哎呀呀。欧阳震华的大脑袋。            
(4星)	 煲汤煲汤煲汤煲汤煲汤……TVB的剧，除了剧情最多的就是煲汤=。=            
(4星)	None
(5星)	 巨好看！            
(5星)	 好喜欢里面的林汀汀啊 ^_^            
(3星)	 虽有新意，但结构还是松散了些，用今天的眼光去看老式的TVB剧真是勉为其难了~            
(4星)	 不错，最喜欢TVB这类剧            
(5星)	 第一部真心好看！            
(4星)	 案情有大有小，爱情设计诡异，挺好            
(5星)	 欧阳胖胖魅力十足……            
(3星)	 每次看到钟嘉欣就觉得伤眼睛            
(3星)	 看了两遍，不错啊            
(NA)	 我觉得我可能真的是看3先入为主了            
(4星)	 不知道是不是因为我先看的法政3，于是我觉得第一部，老气了点。。。            
(3星)	 这么巧的我大一时候看过这部戏的最后3级，这么巧的我看了之前用的手机，这么巧的我看到了现在TVB花旦小生的龙套戏，还是这么巧的我看到了越来越先进的微整形技术！            
(4星)	 经典            
(3星)	 先看3再看1，觉得1不如3            
(3星)	 大概看的晚了没新鲜感- -            
(4星)	 好久没看香港警匪破案片了，还是很怀念的，只是还是被染红了，正义职责的口号喊得听响的，不过不耽误看剧情，继续第二部            
(4星)	 2011.11.14港剧的节奏就是快，而且不用像美剧那样看字幕，舒服多了。蒙嘉慧挺漂亮的啊。            
(NA)	 忍不住要回忆回忆这部了，超喜欢 欧阳震华 和 蒙嘉慧            
(3星)	 不喜欢钟嘉欣，其他都好看。            
