http://movie.douban.com/subject/2282477/	武林外史
(4星)	 迷恋黄海冰有一段时间            
(5星)	 真真假假江湖江水江山如画 纠纠缠缠青山青水青春如风            
(4星)	   喜欢七七            
(1星)	 难看死了            
(1星)	 完全没爱啊            
(5星)	 把原著与电视剧分开是明智之举nod            
(3星)	 好多年前看的了。            
(3星)	 当时觉得浓眉大眼的黄海冰超帅的...    当时姐姐我只有9岁吧...？            
(4星)	 七七很任性，但比起毒蝎女们，是多么善良可爱呀。            
(4星)	 黄海冰还能这么帅那！好看的剧            
(4星)	 经典~            
(3星)	 朱七七也太搞笑点吧            
(4星)	 结尾哭的稀里哗啦            
(4星)	 很喜欢。。            
(NA)	 还不错            
(3星)	 王艳姐姐逆转取胜观众！            
(2星)	 糟蹋书……            
(4星)	 曾经关于江湖美好的记忆！            
(NA)	 黄海冰耐看哦,hoho 偶是小色女拉拉            
(2星)	 看着讨厌！            
(4星)	 基本上，如果不把原小说代入，或许还算不错。。。好吧，我始终不能释怀的是编剧把白飞飞美化太多。            
(4星)	 好像白飞飞赢了不少人气，朱七七没勾起什么好感~~            
(3星)	 始终觉得古龙起名太烂，什么男的叫王怜花，女的朱七七、白冰冰……            
(5星)	 朱七七~我最喜欢的武侠奇女子。张琰琰演的也挺好。            
(3星)	 曾经为白飞飞纠结了很久~            
(4星)	 沈浪是我最喜欢的武侠人物之一 对黄海冰有讨厌到还不错的转变观点之剧            
(4星)	 白飞飞，我见犹怜！            
(3星)	 老天爷照顾不到每一个人,我从来都不指望他            
(NA)	 小时候很喜欢看的~而且到了最后也喜欢白飞飞            
(4星)	 儿时最爱啊~面对现在无数由优秀书变为垃圾剧的案例，这部电视剧更让我觉得怀念            
(3星)	 王艳演坏女人太没有说服力了，长得就是一张贤妻良母的脸呀！            
(4星)	 只记得人名了……这么多年后看还是帅哥美女啊！            
(3星)	 从小就喜欢“阴险毒辣”，因爱生恨的“坏女人”，印象里白飞飞超级美            
(2星)	 还是恶心到我了，女主角77。            
(3星)	 补遗            
(3星)	 6.8            
(3星)	 “此情可待成追忆”的最好注脚。据说同原著有不少出入，结局更像是圆了一个梦。曾经被其间全心全意、矢志不渝的爱感动过，但这种容不得丝毫杂质的山盟海誓也因此而破灭，当真“情深不寿”么？P.S.这部戏让我发现，主角什么的都是浮云，被人所喜爱的自然会成为主角。            
(NA)	 啊啊啊啊啊啊啊啊啊！！！！！小时候好喜欢！！！            
(NA)	 我觉得绝逼好看！！！！！哈哈哈哈哈哈。沈浪！！！帅！！！！            
(5星)	 比起现在的狗屁穿越剧，还是挺好看的            
(3星)	 主题曲不错。            
(4星)	 小的时候没什么见识觉得好好看的、、、现在想想~~~啊~~~~            
(NA)	 我是多麽不挑食            
(4星)	 我最讨厌坏女人了            
(NA)	 喜欢白飞飞！            
(NA)	 武林外传出来后，我真以为是当年这部= =            
(4星)	 这部剧诞生了逢对必掐的两对女主之一，白飞飞的荧屏塑造可谓成功。可是我还是更喜欢＂孤身远引，至死不回＂的那个白飞飞，总觉得电视里的白飞飞，爱的有些卑微了。沈浪实乃渣男是也！（只对电视）            
(4星)	 这个其实是言情小同人吧~可还是看得很欢乐，和很多年前一样喜欢~ 喜欢七七的天真、善良和小傻。沈浪和七七在一起时，简直和同飞飞在一起是两个人。不懂为毛很多人觉得她丑，人姑娘哪里不可爱了。至于飞飞，同情不起来呀，除了最后一幕挡剑，不过，基本上按照人物以往的实力，早就旁边一侧一拉就好了。            
(3星)	 喜欢王艳那个角色            
(5星)	 明媚皓齿，巧笑嫣兮，大爱            
(4星)	 哈哈，好久远的记忆。。电视剧和书是两码事，喜欢剧中的色使阿音，还有朱七七，巨讨厌白飞飞。。。            
(3星)	 讨厌死那个朱七七            
(NA)	 特别讨厌朱七七！貌似后来没看到这女的演过啥戏了~            
(4星)	 沈浪     白飞飞            
(2星)	 原著控只能给两颗星。            
(5星)	 真心觉得白飞飞很美            
(4星)	 让我纠结了多少年的剧啊，看了原著才知道，改编的太囧囧有神了~            
(4星)	 小时候超爱 同桌男生喜欢王艳 我喜欢朱七七 沈浪真聪明            
(5星)	 如果我说喜欢朱七七会被打的吧。。。觉得那个飞飞太特么悲催苦情 能阳光点么             
(3星)	 王艳真的好漂亮！！！            
(4星)	 虽然完全背离了原著。我还是很爱看            
(5星)	 很早看的电视剧，对王艳的形象实在太深刻了            
(3星)	 喜欢王艳的白飞飞，不知为什么沈浪娶了肤浅无脑的朱七七··········            
(4星)	None
(NA)	 沈浪 哈哈            
(4星)	 小时候心中的美女就是白飞飞这样的            
(4星)	 年少时喜欢的            
(4星)	 这七七演技怪烂的，不过黄海冰还是挺传统的帅哥的            
(4星)	 ！！！            
(3星)	 女主丑啊            
(4星)	 飞飞！最爱的古装女主之一！            
(5星)	 白飞飞真的很好看~            
(4星)	 真真假假江湖江水江山如画！            
(3星)	 朱七七多可爱            
(4星)	 生前飞飞没有得到沈浪的爱，死后在写爱妻有用吗？不过是为了自己心安吧。如果爱她，为她成魔又如何。终究敌不过自己的心，给她的爱不过是有底线的吧，这样的他不配得到她的爱。最后只能这样评价他：爱七七多于飞飞            
(4星)	 当年觉得沈浪巨帅 白飞飞巨美！            
(5星)	 这个真的是要力荐啊！！！太好看了，童年时代最爱看的电视剧之一~~~~沈浪真是迷倒万千少女啊~~~飞飞很美，记得看这部剧的时候特喜欢她的那身树叶装，还照她的样子打扮自己呢，哈哈，美好的回忆~~~            
(5星)	 我就是喜欢飞飞。。。。。！！！！！！            
(4星)	 80末出生的人是这样成长的～            
(4星)	None
(4星)	 很多年了，都快忘了剧情了~            
(4星)	 从小看到大的.            
(5星)	 看顾无数遍啊。。飞飞~            
(2星)	 太厉害了            
(4星)	 女子无罪，只怪男子到处留情。红颜只为一人笑，那人却不是你的良人。            
(4星)	 小时候超喜欢            
(5星)	 白飞飞。白飞飞。那个爱的纯碎的女子            
(3星)	 太完美的女人，太受欢迎的女人，结局都不好。。            
(5星)	 我小时候的回忆啊            
(5星)	 白飞飞            
(3星)	 就记得熊猫这个人物了，当时的王艳很美，完全属于年少时的记忆~            
(4星)	 那时候无论看书还是看电视 喜欢的都是朱七七 那个讨厌假兮兮的白飞飞来着 哎 小时候啊             
(4星)	 白飞飞——这三个字，一记就是十年            
(5星)	 朱七七。。。 还好早早就给富商包养走了。。 最爱里面的飞飞 王艳~            
(NA)	 小時候的記憶啊。。             
(4星)	 我很喜欢熊猫啊  就是王怜花刺瞎了我的眼……            
(3星)	 HaHa            
(3星)	 现在想想演的挺烂的。。还有 朱七七到底是个什么玩意儿？？            
(3星)	 几颗星都是给王艳的。和原著一个天上一个地下。海报木有朱七七哈哈            
(5星)	 初看这部剧时我年纪还小，今天，满脑子都是沈浪和白飞飞，故而重新温习了一遍。飞飞对沈浪这么好，抛了一颗心爱他，可是，他为什么不明白。原著的结尾，飞飞对沈浪说了一句“今生今世，永不相见”。既然，他不是懂她的人，又何须再见。            
(4星)	 最爱的白飞飞~~~    准备去看原著了。。。。。            
(5星)	 武侠经典，反正我不知看来多少遍啊            
(3星)	 明显剧拍得让人喜欢白飞飞讨厌朱七七，但我知道原著完全不是这样的            
(3星)	 为了原著看电视剧            
(4星)	 沈浪不可以和朱七七在一起 T T            
(5星)	 哈哈哈哈！小时候特喜欢看            
(4星)	 朱七七太丑了            
(5星)	 沈浪啊沈浪啊沈浪。。。            
(5星)	 七七跟白飞飞。。。我当时是觉得谁比较好来着？总之沈浪也是我心中大侠的样子            
(4星)	 亮点是白飞飞            
(5星)	 自从小李飞刀后，沈郎就是心目中另一个白马王子了！            
(4星)	 王艳版飞飞太凄美了            
(NA)	 童年            
(4星)	 白飞飞，朱七七………………            
(5星)	 喜欢小说            
(3星)	 当年可迷这个了···            
(4星)	 为配角而看。。。这两个主角脑残到一起去了            
(4星)	 永远的沈浪、永远的白飞飞，小时候爱惨了这两人，王艳那时候超美的，黄海冰超帅的。讨厌朱七七！            
(NA)	 对于演朱七七的印象深刻，真的很猪很七。            
(3星)	 小时候觉得可好看了！            
(NA)	 当时不喜欢王艳不喜欢朱七七，只喜欢沈浪            
(3星)	 我靠！！！好喜欢白飞飞！！！            
(2星)	 古龙的改编一向不靠谱，王艳凭白飞飞又红了一次            
(3星)	 貌似记得我比较喜欢里面的朱七七，看来从小我就不是外貌协会的。王艳那么美都没打动我。            
(4星)	 想当年被沈浪迷得七荤八素的            
(3星)	 这片子里的人都什么狗P造型啊            
(3星)	 我真的好讨厌朱七七啊= =            
(5星)	 小时候超爱的一部电视剧，好心疼飞飞，不喜欢朱七七            
(5星)	 就迷白飞飞            
(4星)	 七七，我是不是就是从那个时候开始喜欢这个名字的            
(3星)	 朱77            
(5星)	 儿时的最爱好么！！！他们俩在小木屋生活的那段时光是我心目中爱情最美好的样式！我激动地呀！震得床下的书都倒了……            
(4星)	 其实不错            
(4星)	 我就说，你沈浪为毛不跟白飞飞在一起？！←管你什么事            
(5星)	 记得那时候都不舍得睡觉~在床上看着。。。            
(4星)	 我竟然喜欢过黄海冰！！！            
(3星)	 快活王！1111111111            
(4星)	 以前上学的时候,很喜欢这部戏的...看完后很多感慨,却很难落于文字            
(2星)	 小时候            
(3星)	 那个时候我还在念初中，很青葱的岁月，王艳很让人惊艳，我也喜欢那个任性的娃七七。。命好的娃呀 。。飞飞苦逼的生活让她以为沈浪是唯一，唯一到可以一起死，而苦逼的沈浪却觉得活着比什么都重要，于是，误会，矛盾。。我爱你，可是我们还是没有能在一起。。            
(NA)	 七七            
(3星)	 那时候就觉得女主很漂亮，男主脸很长            
(3星)	 喜欢黄海冰，还有王艳~            
(3星)	 不是很喜欢。            
(NA)	 朱七七好幸福。            
(3星)	 我肯定喜歡白飛飛            
(3星)	 小时候看的时候很喜欢白飞飞啊  最后死的时候好像都哭了  特别讨厌那个朱七七觉得长的一点儿也不好看  看了书之后更讨厌了 电视剧里简直就一二百五  还很喜欢百灵              
(3星)	 看的时候就喜欢朱七七于是也没看完            
(3星)	 王怜花太残念了！！！！            
(3星)	 当年的白飞飞美得不可方物啊~朱七七一出现就有想砸电视的冲动。。。            
(4星)	 真心喜欢王艳，真觉得她死的好冤啊！            
(5星)	 重温~            
(NA)	 王艳演的白飞飞，可惜结局太惨！            
(4星)	 白飞飞。            
(4星)	 虽然有点幼稚，把原著改的乱七八糟，但是童年的回忆，还是挺好的            
(4星)	 王艳贼温柔漂亮了。。            
(4星)	 只依稀记得，很喜欢飞飞            
(4星)	 哎哎，俊男美女            
(2星)	 当年很喜欢，尤其是王艳演的白飞飞，但是沈浪放弃白飞飞选择朱七七，我吐了            
(NA)	 跟原著差别蛮大 以及这个77也太丑了吧 导致我完全同情白飞飞了            
(NA)	 挺喜欢七七的，后来不知道怎么了就觉得王怜花好可怜。。。            
(5星)	 我最爱的古龙武侠梦            
(3星)	 可惜的是王艳死了啊。。。不喜欢朱七七            
(5星)	 自始至终爱的是白飞飞，就算原著里是怎样的阴险毒辣。风华绝代的女子。            
(3星)	 七七虽然不美貌、也不讨喜。            
(4星)	 白飞飞 朱七七 沈浪            
(3星)	  不喜欢朱七七，喜欢白飞飞。同感。            
(3星)	 王艳！~~            
(5星)	 那个主题曲我好像迷了好久好久……            
(4星)	 虽然不太记得剧情，但当时还是被黄海冰秒杀了好么- -            
(3星)	 好多年前喜欢看···喜欢白飞飞 多过女主···            
(3星)	 这部剧从头看到尾啊，当时烦那个朱七七，老以为叫朱九九            
(NA)	 经典            
(5星)	 年少时看的电视剧，一直到现在，想起曾经的情节和台词还是觉得很美。愿沈浪与白飞飞同在！            
(4星)	 真心不错！            
(5星)	 当时真是爱白飞飞。            
(4星)	 记忆中的白飞飞美得太惊艳了。            
(4星)	 小学的时候看的呀            
(5星)	 白飞飞 沈浪= =            
(5星)	 我的年幼武侠梦！！五颗星！！            
(3星)	 咳咳            
(5星)	 小时候 看完发现沈浪竟然没有和白飞飞在一起 不相信爱情了。。。。orz            
(4星)	 一潇洒男子，一快活城，美女伴身，死而无憾。            
(4星)	 时间是把杀猪刀啊。            
(5星)	 那个时候真是心疼白飞飞啊            
(4星)	 小时候喜欢朱七七            
(NA)	 不明白为啥很多人讨厌77，多可爱的妹纸            
(5星)	 古龙就是比金庸好            
(5星)	 以前看的，印象不错。            
(4星)	 一切都是命，看得我心疼。。。            
(4星)	 儿时的回忆啊            
(5星)	 唉 白飞飞啊            
(3星)	 原来自己这么健忘            
(3星)	 小时候看的了            
(3星)	 很多年前。。都忘记剧情了。只记得那时候妈妈和我都觉得王艳美极了。            
(4星)	 白飞飞、、可怜            
(4星)	 我是看着你长大的。            
(4星)	 看到王烁找到王艳找到快活王找到武林外史，小时候总和语文的儒林外史弄混            
(3星)	 白飞飞，熊猫儿 ，咩哈哈            
(5星)	 同是当年的心头好，虽然对原著的改动太大            
(4星)	 王艳~            
(3星)	 七七这种女孩子，还是招我喜欢的。            
(2星)	 那时候就觉得不好看。。。            
(5星)	 我觉得大陆拍的最好的武侠片，看了不下7遍了，经典            
(4星)	 小时候看的，记得那时还不懂剧内角色的感情世界，当时觉得特别混乱            
(5星)	 最爱木有之一，噗噗噗            
(3星)	 又是一个暑假杀时间剧            
(3星)	 =,=我可喜欢白飞飞了            
(4星)	 小时候看的了。            
(4星)	 里面有个快乐城。。。            
(3星)	 我还是喜欢白飞飞的说……            
(4星)	 我一直就在想，白飞飞这么美，干嘛喜欢那个朱七七啊！神经啊！            
(3星)	 小时候，觉得朱七七是个脑残，10年后再看，发觉朱七七其实还不如脑残..            
(5星)	 刚刚离去的晴格格加上帅唐僧，让10年前的我看的欲罢不能啊            
(3星)	 当年我周围的女的都喜欢朱七七一刚，白飞飞多好看啊！            
(5星)	 最爱白飞飞            
(5星)	 这就是沈浪            
(2星)	 童年记忆            
(5星)	 回忆啊神马的。。。            
(3星)	 全靠 白飞飞才萌上 朱七七呀   ~！！            
(NA)	 为毛放着王艳这么清纯靓丽武功高强的女生，男主要选择朱七七那不对称脸。。换个女主角好不好            
(3星)	 雖然下次很多，但看時很歡樂            
(5星)	 白飞飞……            
(3星)	 太毁坏原著形象了。。。            
(5星)	 很小的时候看的            
(4星)	 我很喜欢白飞飞的啊！！！！！！！！！！为什么她杯具了呢？？？？？？？？？？？？？一开始很讨厌朱七七，后来也还好了……            
(4星)	 好小看的了 飞飞妈那脸好恐怖            
(NA)	 还有人记得诶。。。好像是暑假放的吧。女猪脚在里面叫七七            
(4星)	 沈飞之间令人扼腕的爱情……无奈中夹杂着无尽的遗憾，至少我相信电视剧中飞飞是沈一生的挚爱，或许男人最后娶的都不是最爱的那个吧……但挚爱占据的是心中那块永远无法撼动的位置~那里属于白飞飞，让沈第一眼怦然心动的女子            
(5星)	 五星都给王艳！漂亮啊！讨厌朱77，感觉她很莫名其妙！            
(5星)	None
(5星)	 很喜欢沈浪和白飞飞。            
(5星)	 哎。            
(3星)	 那时算可以的            
(4星)	 记忆中的朱七七和白飞飞……            
(2星)	 把古龙亵渎的够呛，垃圾啊垃圾啊！            
(NA)	 好早以前看过的，记住了那首词。七月初七长生殿，夜半无人私语时....            
(2星)	 这片子除了没有武侠之外还真不错...            
(5星)	 经典。。。。。。王艳扮相最让人惊艳的一部把。不过总感觉服装偏心了很多。。相比下，女主角的扮相很不用心            
(5星)	 第一次会站在反面女二的立场上喜怒哀乐            
(4星)	 王艳所演的角色，最爱高老大，其次白飞飞，最不喜晴儿。我是不是心肠狠毒。            
(2星)	 念在王艳的白飞飞还是很不错的份上。。。剧情超级狗血，古龙该被气死了            
(5星)	 非常喜欢看，，虽然拍的不是很精致，但是我就是喜欢看，看了不下于3遍            
(4星)	 看了这部，对古龙开始有兴趣啦，喜欢王艳的白飞飞            
(4星)	 难忘飞飞            
(NA)	 那时候觉得朱七七很美 白飞飞很坏.........            
(NA)	 原来是叫武林外史！            
(4星)	 白飞飞            
(4星)	 喜欢王艳啊···            
(3星)	 朱七七真是猪七七。            
(5星)	 我初中毕业那年暑假，每天下午准时坐到电视机前跟老妈一起看。到现在还是很喜欢，经常随便点一集看~            
(2星)	 造型一个比一个雷啊            
(3星)	 当时觉得飞飞美呆了!!            
(3星)	 黄海波这个娘气的            
(4星)	 沈浪和原著很是符合，就是朱七七遗憾了点~白飞飞很给力啊~            
(3星)	 白飞飞各种美~            
(3星)	 便是天塌地陷。也不离不弃。纵举世皆非。亦生死不负。宋离            
(NA)	 我很小的时候看的！当时肯定觉得很好看！因为直到如今都对里面的人存有印象！刚刚去看了一集 里面的配音太雷人了，可是小时真的好看啊！好怀念童年            
(5星)	 真好，10年了，看到沈浪，这飘逸绝尘，风神俊朗，幽默睿智，武功超群的男子，就会感觉我的武侠梦还没有散尽。            
(3星)	 擦。。貌似是小学还是初中的事儿了            
(4星)	 小学时候看的了。。喜欢沈浪那把剑！！哈哈哈哈~            
(3星)	 能叫浪哥么            
(4星)	 飞飞。            
(3星)	 到现在都记得白飞飞的美 朱七七现在哪去了?            
(5星)	 那个时候好讨厌朱七七呀，白飞飞太可怜了            
(5星)	 还是喜欢白飞飞，不喜欢朱七七。。。            
(5星)	 想当年假期，天天早上七点半就从床上爬起来，等着老爹赶快上班去，自己好看云南台的这部电视剧，沈浪和白飞飞，真是美好啊            
(NA)	 多谢淩巍提醒            
(4星)	 小时候很爱！            
(3星)	 没什么印象了~ 貌似看过一集~            
(NA)	 看的时候不喜欢沈浪 现在还是不喜欢沈浪  要不要把古龙的书改得这么面目全非啊            
(4星)	 飞飞~~~            
(4星)	 其实，沈浪才是真男人。爱过一个无怨无悔，但爱情逝去也能够放得下，之后全心全意去爱另一个。            
(4星)	 白飞飞是我最爱的女人。            
(4星)	 有爱。好仙的王艳。            
(4星)	 记得当时喜欢宋离。前阵子本打算看小说的，好像看不下去            
(4星)	 小时候看的，已经记不清了            
(2星)	 刻画的人物形象不喜欢，不喜欢王艳和张琰琰            
(5星)	 这么多年了，别人的观点都是喜欢白飞飞。你们难道不对她的邪恶和手段感到惭愧么？七七是不懂事，但是如果现实中真有一个心机恶女耍手段耍到了你身上，相信在座力挺白飞飞的各位也会以眼还眼吧。所以还是保留自己的真性情吧，人都是自私的。            
(4星)	 小时候的记忆            
(3星)	 沈浪最后选了朱七七太讨厌了。。。            
(5星)	 沈浪与白飞飞最经典            
(NA)	 黄海冰的沈浪太帅了，王艳的白飞飞太美了，以至于我再看古龙的原著的时候都接受不了了。            
(3星)	 印象不深了，不过朱七七够二的！            
(NA)	 当年真的超讨厌朱七七和沈浪。。。            
(3星)	 可喜欢            
(3星)	 怎么感觉和小时候印象不一样呢。。            
(NA)	 这货不是古龙的娃啊！            
(3星)	 服装            
(4星)	 经典。            
(3星)	 白飞飞真美，朱七七好丑，熊猫的造型好怪异            
(5星)	 真心喜欢白飞飞。虐。            
(2星)	 和姐姐一起看的，对郭七七印象深刻            
(2星)	 任何方面都很弱，怎么好意思拍……            
(5星)	 哎！哎！哎！            
(3星)	 古龙的著作搬上荧幕是肯定要改得不成人样的。。。            
(3星)	 哪个好心的把朱七七给灭了            
(4星)	 当年好爱啊。。。            
(4星)	 当年完整看这部剧是这一年的暑假，家里装修，广西卫视每天下午播四集还是五集，我在堆满装修材料的客厅里，一边和家人吃午饭，一边看剧。当时觉得白飞飞真是蛇蝎美人唉            
(4星)	 当年很欢乐 偏爱朱七七            
(4星)	 刚才看到张琰琰这个名字，就忽然记起初中时看过这部剧……那时候很喜欢朱七七，王艳也很好看~            
(4星)	 当年看了好多好多好多遍啊！！            
(4星)	 哇噻，当年的最爱啊~~~            
(5星)	 为什么不和宋离走，再也不见他们。            
(3星)	 沈浪……            
(3星)	 当年看得投入 如今一笑而过            
(NA)	 白飞飞啊朱七七啊            
(5星)	 满好看的啊！反正沈浪本来就像石头里蹦出来那么聪明了，演得怎么不切实际都可以，更何况，黄海冰还是很好看啊，只是白飞飞不该找王艳吧，怎么也看不出是阿飞的娘            
(4星)	 當年很喜歡，兒時的回憶。            
(4星)	 小学的时候看的武侠剧~那时候就喜欢白飞飞和沈浪~讨厌朱七七~长大了重新回顾了下还是保持原来的观点~只是对于原著安排觉得古龙太偏袒朱七七了！            
(1星)	 永远不能忘记沈浪的黑丝网状外衣。。            
(3星)	 初中班里有个女生长得像朱七七，不过比朱七七好看多了。            
(3星)	 王艳哎~~            
(4星)	 白飞飞就是一个悲剧。            
(4星)	 还好我小时候喜欢的是朱七七。。。            
(5星)	 同为小时候的最爱！！            
(4星)	 和母后看的、真心觉得朱七七很SB…            
(4星)	 老怀念了            
(4星)	 飞飞啊飞飞啊，还挺喜欢熊猫儿和白灵            
(4星)	 多的一星给朱七七~~            
(NA)	 看着看着就睡着了，那年暑假            
(4星)	 我的童年            
(NA)	 完全不记得了……            
(5星)	 琦殿你喜欢的《萧十一郎》和《武林外史》是我的最爱啊啊啊 我就看过两本武侠啊啊            
(4星)	 以前多迷这部电视剧啊~N个台在播，百看不厌~可惜那时候还是懵懂状态，完全看个热闹~            
(NA)	 为什么它就是没火起来呢？？            
(5星)	 我猫儿~~~!!!            
(4星)	 居然是古老的小说啊我去，当年觉得幽灵宫主是那么漂亮啊，哈哈            
(5星)	 小时候的记忆啊、、、            
(5星)	 我始终没想明白，沈浪为什么不能和白飞飞在一起，古老大哥永远经营的是人性的主题，不同金庸伯伯是对命运的拷问！            
(NA)	 那个时候王艳多漂亮啊！！！！！！！！！！小时候你们应该看过吧！！！有木有！！！！！！别总是看还珠格格啊！！！！！！苦命鸳鸯什么的最讨厌了！！！！！！！！！！！！！！！！！            
(4星)	 朱七七 白飞飞什么的~            
(3星)	 让我想到了一句台词，“可惜不管你再做什么，我都不会相信你了”。            
(4星)	 除了演员各种老，服装各种奇怪，我看了很多遍= =            
(NA)	 原来姐还看过这个啊！            
(4星)	 长大后才看明白，这里面的沈浪一直把自己放在被动的位置，一直和朱七七不清不楚。烂编剧啊！            
(5星)	 儿时的经典啊！！！            
(4星)	 哈哈 王艳传那身绿色的衣服最美。。。。。。。            
(5星)	 喜欢好多年的一部片子~前几天重温了一下~还不错，虽然把古龙的原著改的面目全非，演员也差强人意，但是还是喜欢七七~~真的是好多年。            
(5星)	 这太经典~没话说啊~  那首主题曲现在咱们寝室都传唱着呢~嘿嘿 我还是在安徽台看完的~一天七集一个星期播完的当时是35集~嘿嘿 我每天早上很早就起来看啊~呵呵呵~            
(3星)	 朱七七的演员挑错了吧。            
(3星)	 有些配角那么雷，简直是吐槽无能            
(3星)	 哈哈小时候好爱看！            
(NA)	 从小花痴到大            
(4星)	 我是三觀實在太正了麼。。 我以前看過N遍我都喜歡朱七七。。            
(NA)	None
(4星)	 为了沈浪和白飞飞            
(4星)	 依稀记得有一个人叫快活王，还有人生第一次觉得白痴又爱闯祸的女人很烦…            
(NA)	 很经典哦，小时候看的很过瘾，小小的想飞飞那么好看怎么沈浪就没和她走到一块昵。。。            
(3星)	 还记得多喜欢唱那片头曲            
(NA)	 当年的白冰冰还是印象深刻的。。            
(3星)	 就喜欢飞飞            
(4星)	 沈浪无非也是个朝三暮四的普通男人罢了            
(3星)	 好早的哦。。。内女主很奇怪的喜欢啃甘蔗            
(5星)	 儿时的美好回忆！黄海冰在里面真是帅啊，小时候就觉得沈浪和白飞飞最配长大了依然这么觉得！！！            
(4星)	 儿时看了好几遍有没有~~~唔。。我小时候就那么好骗么。。。？            
(4星)	 黄海冰一出现就惊艳了我            
(5星)	 当时超级喜欢吖~~~~~~~            
(5星)	 看了三四遍，相当的喜欢那。只是和原著相差蛮大的。因为这个非常喜欢黄海冰那，个气质，可惜现在胖了。            
(3星)	 大家好像都喜欢白飞飞，但是我却喜欢朱七七。            
(5星)	 古龙的小说一向如此，既有美女又有阴谋更有神秘！            
(3星)	 哎，无论怎样，还是我童年的纪念之一~            
(5星)	 大爱啊，小时候觉得很牛逼的武侠剧，真好看，经典得不能在经典了            
(3星)	 史上最讨厌的女主，和说变就变了的男主，果断三颗星！            
(4星)	 一星给白飞飞            
(4星)	 娃哈哈            
(5星)	 黄海冰还没有堕落为——“崩崩——你头痛吗？”沈浪真心帅啊！熊猫儿在最后一集的时候，终于换衣服了- -            
(4星)	 青春无敌啊.... 喜欢武侠的孩纸你伤不起啊！！！              
(NA)	 直接导致跟武林外传傻傻分不清楚            
(4星)	 小时候我超级喜欢！想到晚上有武林外史看我就超级满足！当时非常邪恶的希望朱七七跟快活王成亲！好吧我承认当时我迷快活王- -！            
(3星)	 看书时就喜欢白飞飞，电视剧里她造型再搞笑也喜欢。但愿痴情的女疯子们都能幸福。            
(2星)	 古龙            
(NA)	 宿舍同学在重温……            
(5星)	 当年的沈浪，翩翩公子今何在？            
(5星)	 小时候看过的片子，很希望沈浪和白飞飞在一起，可惜不是你。            
(4星)	 经典！            
(NA)	 已经过了十年了，百度贴吧里面白飞飞吧，依旧排名第三，已经过了十年了，我们都爱白飞飞            
(NA)	 浪哥太不要脸了，10年前看的时候，只讨厌77一个，现在才发现浪哥简直是吃碗里的，想锅里的，20以后，基本拖快进只看白飞飞，太可怜了，看得我眼泪花花的，为她哭好多哦            
(4星)	 朱七七去死吧，不解释            
(4星)	 古装剧要是都是这个调调多好！            
(3星)	 以前小时候实在觉得那个朱七七够丑~相对比下~觉得王艳美得跟仙似的~一度觉得那个朱七七是潜规则来的~哈哈哈~            
(NA)	 沈浪当时在我眼里就是标准的白马王子啊…            
(3星)	 只能说 看过结局 不过 够了 哈哈            
(5星)	 我希望沈浪跟飞飞在一起啊啊 啊啊啊 ！！！            
(4星)	 为什么不和飞飞一起？            
(5星)	 喜欢沈浪 喜欢白飞飞             
(4星)	 王艳好美！朱七七巨丑！！！！！！            
(5星)	 我爱白飞飞！！            
(4星)	 一直想抽死猪七七            
(3星)	 其实当年看觉得还不错，现在想想看貌似是挺雷的，现在想想古龙吧还真跟金庸是level的差别。。。            
(NA)	 胆瞥狗总和我争沈浪            
(4星)	 只为白飞飞和沈浪            
(3星)	 白飞飞最后为毛死了啊！！！！！！屎了啊！！！！！！            
(4星)	 当年极度迷恋白飞飞            
(3星)	 朱七七真是讨厌啊，结局不明白啊不明白～            
(NA)	 太爱了            
(NA)	 沈浪要帅死了            
(3星)	 一般般的国产剧，小时候看的            
(NA)	 白飞飞洗白得太厉害了，原作有她什么事儿？朱七七选角也很悲催……            
(4星)	 当时太烦朱七七了，声音又大，脑经又简单...然后白飞飞真的惊艳了我，其他，印象不深，《萧十一郎》印象深刻            
(NA)	 朱七七  让我记住了一首诗            
(5星)	 作为飞飞迷。从初中开始就和七七迷开打到现在~~好在我身边的好像都是飞飞迷~~哈哈~~~神马大作都是浮云，这个是经典中的经典~~只限飞飞            
(NA)	 没看全～看的时候白飞飞已经死了，所以一直都不知道是王艳演的～好多人喜欢沈浪啊，我为什么无感～我那时候觉得百灵超好看超有灵气啊，也不记得是不是错觉了。还有熊猫儿，因为箫剑，所以很待见他啊～            
(3星)	 喜欢王艳            
(3星)	 王艳绝对压过朱七七，记得当年起码有5个卫视台同时放。。。。。。            
(5星)	 小时候的记忆~            
(NA)	 朱七七去死！！！大爱白飞飞！！！            
(5星)	 小学时候看的，时间给这部电视剧镀了金光            
(5星)	 小6！让我们腐得很欢乐~！            
(NA)	 好多好多年前看过的。            
(4星)	 白飞飞            
(3星)	 七七姑娘            
(5星)	 朱七七……            
(4星)	 心水沈大哥，最爱飞飞~~            
(3星)	 不喜欢朱七七            
(4星)	 小时候看的~            
(4星)	 白飞飞的感觉很不错            
(4星)	 这里面演百灵那姑娘史可好像和日版花男那个美作结婚了            
(3星)	 当年好喜欢白飞飞··            
(2星)	 MD把原作改成这样古龙要是活着真的会气死好吗！！！！！但是黄海冰真的很像沈浪嘤嘤QAQ            
(4星)	 我擦朱七七！！瞎了我的眼！！            
(5星)	 快活王！            
(4星)	 如果电视剧中的沈浪和小说中的一样就更完美了。            
