http://movie.douban.com/subject/2002924/	冲上云霄
(5星)	 中间当然有狗血的地方,但是吴镇宇实在太帅了.那时吴生才刚刚进入TVB,看得出还是很想捧他的.唐亦风,希望续集里你能再放光彩.在听到岁月如歌,总是忍不住激动加伤感起来.            
(5星)	 经典 喜欢吴镇宇穿上飞行员服装头发噌亮的样子 charming~            
(4星)	 当时看这个的时候，朋友的一句话感动了我.这里没有坏人.            
(5星)	 带我去意大利。            
(3星)	 豆瓣猜啊我真看过            
(4星)	 唉。。阿珊……            
(4星)	 vincent翘的时候真是哭死啊            
(3星)	 开飞机的人            
(4星)	 吴镇宇帅翻了            
(5星)	 吴镇宇，!!!            
(4星)	 对于冲上云霄的片头我是相当爱的，在所有港剧片头中这个在我心里是第一，当初因为片头，加一首陈奕迅的岁月如歌，让我把这部片子定在经典的位置上欣赏，刚开始的时候也确实不错，关于爱情、友情、亲情、事业、青春、浪漫的表现都挺不错的。可惜三分之一过后有点落入俗套，到后面越走越俗。            
(4星)	 大小唐很有爱。女人们感情线太纠结= =+            
(NA)	 好帅吴镇宇            
(4星)	 展示机师的英姿飒爽，以及不完全的辛酸苦楚。            
(5星)	 几年钱看的？随便，反正很喜欢里面那种感情的微妙，以及男主角的人格魅力~~~！看吧看吧看吧            
(4星)	 现代人感情生活写照啊，感觉还是挺生活的，结尾有点拖拉，不过也很浪漫。胡杏儿能演这个角色也让我惊奇。            
(4星)	 天很蓝。            
(4星)	 好看            
(4星)	 为什么马德钟就是红不了呢            
(3星)	 看的时候喜欢，看完就不记得了            
(5星)	 经典，已好久不见。            
(5星)	 大爱吴镇宇！因为TVB我有了多少梦想啊。哈哈哈。            
(4星)	 为了sammul 我忍胡某人            
(5星)	 bosco和nancy在里面是一对来着            
(5星)	 让我更爱天空和飞机~            
(5星)	 人生里除了男女之情之外 还是有很多事情值得珍惜的            
(NA)	 吴镇宇～！～            
(5星)	 当时看了这之后好想做飞行员 呵呵            
(5星)	 岁月如歌 每次听都有哭的冲动            
(5星)	 好男人都绝种了。            
(5星)	  喜欢陈慧珊             
(4星)	 看了这个连续剧，会很喜欢吴镇宇            
(5星)	 沒有反派的劇，當時仗成績好每晚追。            
(4星)	 无敌卡司            
(4星)	 超不喜欢胡杏儿的一部剧！这里面培养了TVB的四大小生当然三大主角很出彩            
(4星)	 飞机的场景非常漂亮,吴镇宇很有型.            
(4星)	 翻出来看了一遍。            
(5星)	 我最最喜欢的TVB的剧集,三四年级的时候看的,至今仍是个最美丽的梦            
(3星)	 有點長。            
(5星)	 缘分。            
(NA)	 很久前看的了。            
(5星)	 吴镇宇好型啊 RON和苗苗很帅 钟丽琪很可爱 是部好剧            
(3星)	 真的很稀饭吴镇宇            
(5星)	 最喜欢的港剧之一 每次听到片头曲就充满希望            
(5星)	 重温中耐看的才是经典……            
(5星)	 挺喜欢的~~            
(4星)	 想考飞机师的理由之一            
(NA)	 岁月如歌~            
(3星)	 囧            
(4星)	 蠻歡喜的一部劇，歡喜吳鎮宇的飛機頭，還有，沉迷于那些意大利的外景。。。            
(5星)	 百看不厌啊～～            
(5星)	 很喜欢的一部TVB台庆剧。            
(3星)	 开飞机的男人...让人向往啊...            
(5星)	   经典TVB。。。            
(5星)	 其實還是希望吳鎮宇和陳慧珊在一起的。覺得吳鎮宇演技超好。            
(5星)	 力挺~！            
(NA)	 看的太让人生气            
(5星)	 很有feel的寒假时和老妈一起看到凌晨4点，哈哈            
(3星)	 妞的最爱。            
(4星)	 好看~            
(3星)	 我还幻想过当飞行员。。。            
(5星)	 喜欢里面的吴卓羲和吴镇宇            
(4星)	 整部戏的阵容挺强大的。喜欢苗璇~ 比较羡慕飞机师的职业。            
(3星)	 几名新人的表现比较抢眼！            
(5星)	 多少激起了对爱情的憧憬。憧憬着Tra-angel能带来奇迹。            
(4星)	 我真的不喜欢bell...            
(4星)	 阿bell，怎么感觉怎么就是作女。。。            
(3星)	 很好的劇.很雷的安排.            
(3星)	 认识了吴卓羲            
(4星)	 虽然剧情有点不靠谱，但是拍得很美。            
(4星)	 除了胡杏儿实在太丑.....            
(4星)	 很好看 就是男女主人公很不搭            
(4星)	 玩偶很喜欢            
(5星)	 觉得飞机师都好帅……            
(4星)	 叶璇是我最喜欢的女演员之一～～～            
(3星)	 极度讨厌叶璇！就这丑女人还被一堆男的宠着……吴镇宇的邪气与TVB很不配，四小生彼时也太稚嫩，马德钟倒是难得讨人喜欢了一次            
(5星)	 最爱~~            
(5星)	 我们的不期而遇，最终却还是没能走到一起。            
(3星)	 看了后，第一次觉得胡杏儿身材蛮好的，其他么一般            
(5星)	 太帅了！！！！            
(NA)	 吴镇宇拍的电视剧本来就少，这部也很经典！励志！            
(4星)	 吴镇宇真是帅哦~~~~~            
(5星)	 有较长一辈的稳重 有较年轻一辈的青春 很喜欢的一部片子 看得见朝气            
(4星)	 2003 翡翠台            
(5星)	 http://www.imdb.com/title/tt0441052/            
(5星)	 tvb少数好电视剧之一            
(3星)	 结局令我十分不爽            
(5星)	 一度很喜欢的港剧···            
(NA)	 看这个爱上吴镇宇哒            
(5星)	 唐亦琛!            
(NA)	 蛮棒的老片了            
(4星)	 吴镇宇演电视剧其实也蛮不错的。            
(4星)	 爱上Adelaide            
(4星)	 主题曲满好听的。            
(4星)	 吴镇宇的飞机头着实吓到我，马德钟的死让人不胜唏嘘，陈慧珊的做法令人匪夷所思。            
(3星)	 當初播時沒看，反而夜間重播卻持續追看，劇情普普通通，但機場及飛機卻幾吸引。            
(5星)	 最喜欢的一部tvb电视剧，百看不腻。（2011年的冬天，我终于去了罗马，许愿池，实现了我那么多年的梦想。）            
(4星)	 不喜欢这个结局            
(NA)	 好看 陈慧珊怎么看怎么顺眼            
(3星)	 Triangle……罗马的缘分……我更喜欢小一辈的感情线，只是没有结局让我很汗。            
(5星)	 喜欢吴镇宇~            
(3星)	 叶璇初出道，吴镇宇老了，叹哪            
(4星)	 最近天天必看的，异地看飞机很有感觉            
(5星)	 有很多关于飞机的只是，也很励志。            
(5星)	 唐亦风的毒            
(4星)	 不喜欢结局            
(4星)	 小帅哥            
(NA)	 看这个真是受不了,到底是有缘无份啊.            
(4星)	 蛮喜欢的一部励志电视剧            
(5星)	 我还把mm的碟弄丢了。。。大一            
(4星)	 两个都没选...            
(5星)	 好歌..好剧~            
(5星)	 你可知道,我曾为你们心疼过,也因此喜欢上意大利.            
(5星)	 2005            
(2星)	 太假            
(4星)	 四小生齐亮相            
(4星)	 很好看，当时很多新冒出来的帅哥。。。            
(5星)	 很喜歡的劇~一眾小聲花旦都是從這部劇開始成長的~            
(NA)	 看过很多遍            
(NA)	 看到鬼那段很诡异。。            
(4星)	 喜欢叶璇            
(4星)	 看完有想去考飞机师得冲动            
(5星)	 超级喜欢            
(5星)	 冲着吴镇宇            
(4星)	 有原则、深情的唐亦琛            
(5星)	 大片也是捧新人片。喜欢陈键锋喜欢黄宗泽喜欢马国明就是不喜欢吴卓羲。            
(3星)	 不高兴。舍不得大团圆么~~~            
(5星)	 那个时候最爱的港剧，飞行员，好yy，哦耶~~            
(NA)	 飞机头的uncle Sam....（^3^）35岁的老马和阿苏啊。。。好快~            
(3星)	 就外景不错，不过俺也去了            
(NA)	 推荐大家看            
(NA)	 亦琛与以珊的爱情，让人唏嘘。讨厌Zoe。            
(3星)	 陈jj也跳槽了            
(4星)	 为什么最后吴会爱上胡杏儿， 真……            
(5星)	 2003            
(4星)	 歌也很好听哦            
(4星)	 我爱神经刀～            
(5星)	 错过。得到。            
(4星)	 吴镇宇很是突破            
(2星)	 觉得剧情挺假的            
(4星)	 吴镇宇太帅了,另外风景也拍得不错            
(4星)	 记得果阵睇，系高三那年……一直都好中意flora那个专业的样子～不喜欢她师奶的样子。哈哈！            
(5星)	 因为这剧我爱上了一个飞行员            
(3星)	 不太喜欢男女主角，马德钟死得好惨……            
(5星)	 我以后一定要找得到像亦琛這好的人..!            
(4星)	 吴镇宇啊！！            
(3星)	 还算佳作            
(3星)	 包子怎么能搭吴镇宇。            
(5星)	 个人认为TVB的杰作～～            
(5星)	 看得最后一部TVB的电视剧，之后的是想看不敢看！我不想破坏TVB在我心中的形象，毕竟我是看着TVB电视剧长大的！！            
(NA)	 纠缠不清的总是情，情至深处无怨尤。            
(3星)	 喜欢吴镇宇叶璇            
(4星)	 我也有了那个TRIANGLE!            
(4星)	 自己            
(3星)	 片尾的陈奕迅的歌也不错哦            
(NA)	 还行            
(4星)	 看着这部片子，一直还是希望以珊和亦琛能在一起。            
(3星)	 我可是怀念吴镇宇拉二胡那一段又看了一遍啊~~亦琛~~            
(NA)	 一般            
(5星)	 就是喜欢            
(5星)	 TVB台庆大片，几大小生和花旦全部聚齐，值得一看            
(5星)	 大大的情结 我承认我偏心            
(4星)	 紧凑，，涵盖广            
(4星)	 这片子不错~~            
(5星)	 冲上云霄。。。            
(5星)	 非常非常非常的喜欢，所以一定要去adelaide，哇哈哈            
(5星)	 意大利的风光好吸引！            
(5星)	 就是不喜欢胡杏儿            
(4星)	 当年看到结尾简直不能忍，总觉得胡杏儿和吴镇宇不配。不知道如果今时再看会是怎么样的心情啊。。。            
(4星)	 喜欢年轻人那条线。。            
(4星)	 ....            
(5星)	 因为这部剧我的好朋友从非常讨厌吴镇宇变成他的忠实粉丝了            
(4星)	 我好鐘意阿Sam            
(5星)	 喜欢上了吴镇宇 胡杏儿 吴卓羲，开始讨厌陈慧珊            
(5星)	 为嘛没有OO呢，还有这部剧里面最讨厌胡杏儿了，如果不是她也许整个故事都不一样            
(NA)	 还记得那个威尼斯娃娃。。。            
(5星)	 最喜欢的TVB剧之一，那首岁月如歌一直都是K房必点之歌。。。            
(3星)	 6.7            
(5星)	 我很想再看第二遍第三遍第四遍啊……            
(5星)	 永远的经典啊 对三苗 马国明 杏儿 都很重要的一部戏 还有喜欢陈慧珊TVT            
(5星)	 看过最好看的一部剧。            
(5星)	 深刻地记着医生的开头曲            
(5星)	 看完这部剧，从此胡杏儿演的任何电视我都不想看。。。。。            
(5星)	 喜欢此剧，最喜欢eason的歌            
(4星)	 也是为了黄宗泽才去看的，当时他好嫩啊，胡杏儿当时真心不好看- -，吴镇宇很有气场，剧情有点拖沓，但不影响，还行            
(NA)	 不错，值得看            
(5星)	None
(5星)	 爱啊！            
(4星)	 tvb经典作            
(5星)	 勵志片！            
(4星)	 喜欢            
(4星)	 我还是很中意这片子的咧~            
(4星)	 看完了，今年就告一段落吧            
(NA)	 hahaha            
(NA)	 学粤语            
(5星)	 前男友考上民航飞行员，我就把这部电视剧推荐给他了，哈哈            
(4星)	 绝对影响了我的初高中岁月吖，那时候每天中午跑回家追剧吖，现在想想都搞不懂当初自己怎么那么有瘾吖，            
(5星)	 超级出色的tvb啊 从此大爱吴镇宇了 阿sam真是太有魅力 瞬间把我石化了 。罗马 阿德莱德 札幌，各地取景 历时3年，罗马许愿池什么的太有爱了 浪漫之至啊。总的一句话， 真是罕见的大制作 ，tvb控不可不看            
(5星)	 喜欢亦琛和以珊。            
(5星)	 多么希望吴镇宇和陈慧珊在一起啊！！看的纠结            
(NA)	 直接喜欢 唐亦琛 不考虑~            
(5星)	 吴镇宇难得演这么一个正常又温情的好男人~以至于每天做梦都会梦到Sam~            
(5星)	 当年很励志，喜欢到骨子里的戏            
(4星)	 終於看完完整版……            
(5星)	 算是印象中最好的一部香港电视剧了            
(5星)	 上星期和一个已经当机师的朋友聊到这部片，他说剧情其实蛮写实的，只是机师的生活也还是有很多无奈。            
(5星)	 一代经典            
(5星)	 第一部感动到我的港剧            
(4星)	 弄得我无比眷恋香港机场            
(5星)	 近年来我看过最好的一部港剧，五颗星，因为Vincent&amp;Belle真挚的爱情，因为Sammul&amp;Belle真诚的友情，因为Donald&amp;Chris&amp;Ray&amp;Issac真正的手足情，因为Belle&amp;Ruby亲密的闺蜜情。Vincent去世后，很多情节都轻易地让我流泪，只因为Vincent对Belle爱得太过真挚，只是Belle明白得太迟。这部剧的演员演出太赞。            
(5星)	 好感人，喊到我眼都肿埋。人生七苦中最苦的爱别离、死别为其中两苦，也是最无可奈何的苦，都系个句，珍惜眼前人。            
(4星)	 那时的胡杏儿远没有这么红            
(NA)	 断断续续插着看的 可惜没吸引我去完整的看 而且没印象……            
(5星)	 吴镇宇还是和陈慧珊比较搭。            
(5星)	 永远的经典啊啊啊~~超爱陈键锋~~~~~~            
(4星)	 记得以前高三时，吃饭时间电视剧放的就是这部了，所以什么时政啊新闻都不看，就看这部~            
(5星)	 狂爱吴镇宇啊！整部戏的灵魂所在，杏儿越看越顺眼~笑起来很惹人喜爱，是一个很努力的演员。吴卓羲在飞机上自拍那段笑死我了！陈键锋花痴，石修搞笑，跟镇宇太像父子。第九集里的那只喝酒闹事的特长滑稽死了！Bell才是最懂Sam的人，她给出的每一个回应表情都是对的！最后的人生喜怒，我终于控制不到了！            
(5星)	 Sam would you marry me TT              
(4星)	 吴镇宇深情的样子太有型！            
(4星)	 陈键锋吴镇宇叶璇啊！！没别的理由了            
(3星)	 喜欢陈键锋            
(4星)	 原来我看你多年。。。            
(4星)	 飞鹰寨4虎都很帅气，第一次识得吴卓羲和陈键锋。剧情挺励志，还获得了小小的学习方法。无奈叶璇和吴卓羲合作演情侣没有一次有好结果。            
(5星)	 从此知道世界上有种人叫唐亦琛            
(5星)	 有点味道的            
(5星)	 这都我的童年了。            
(5星)	 第一部tvb 很喜欢            
(5星)	 童年的记忆！！对澳洲的初次印象            
(4星)	 哇好多帅哥，全是我喜欢的呀！马国明 黄宗泽 陈键锋 吴镇宇 吴卓羲 哇！            
(5星)	 真的很喜欢很喜欢的一部电视剧~            
(4星)	 超喜欢那个娃娃，还买了俩            
(4星)	 我也想要Triangle            
(4星)	 缘分...又是缘分...            
(4星)	 最近看它的原因是因为有一次在电视上看到一个陈慧珊的镜头，在最近剧荒的情况下就用快进的方式把它看完。            
(5星)	 zoe，我好掛住你啊。            
(NA)	 吴镇宇最帅了！！            
(4星)	 四星半嚶嚶嚶，後面部份都記不得了= =            
(3星)	 空~            
(4星)	 花了1天时间看完了，毕竟看了1个月了，就写点什么吧。4角恋爱有点混乱，可是当看到吴镇宇和陈慧珊说“过去了就是过去了，我们依然还是好朋友”的时候有点感触，因为他们的关系已经超乎了爱情达到了亲情，果然剧情的最后真的是这样，“只要你有需要，我无论如何也会第一时间出现“我想这才是最完美的结            
(4星)	 好不喜欢那个Belle！！            
(5星)	 那些在飞的和学飞的人的故事，            
(5星)	 最近发神经，一遍又一遍的看。。近乎病态了。            
(5星)	 小时候TVB的片子一部不漏~冲上云霄记忆很深呢~这剧让我喜欢了陈键锋很久！            
(5星)	 现在狂期待2啊。。。那个阵容，让人心颤啊            
(5星)	 我高中的时候看的这部剧，对我有很深的影响            
(3星)	 爱与梦飞行            
(5星)	 制服诱惑 有木有            
(4星)	 又重新看了一遍完整版，果然经典，EASON客串得很有吐槽点            
(4星)	 我第一次觉得吴镇宇很帅，那时候还没有HC上他，只觉着这人分分钟都要冲出公仔箱似的。            
(5星)	None
(5星)	 Sam哥，今年我等你回来            
(3星)	 吴镇宇在这里面还是很帅的            
(5星)	 喜欢唐亦琛的认真 喜欢苏怡的明媚 喜欢凌云志的坚持 喜欢五个人的友情 喜欢唐亦风的样子 因为 像我喜欢的那个人~             
(4星)	 当年看吴镇宇和陈慧珊，吴卓羲陈键锋叶璇，还和阿昆讨论哪个比较帅来着；后来看。。RS。。            
(5星)	 刚上大学的时候看的，非常喜欢。现在又是新开始一个旅程，再开始看            
(5星)	 在等第二部！            
(NA)	 我5中意吖bell..因为她始终处理5到她噶爱情,摇摆不定,但系我知道讲系甘讲..现实中做却系另一回事.            
(5星)	 值得反复重温的经典。            
(4星)	 经典            
(NA)	 赶在2出来前 总算滞后的把它看完了            
(5星)	 岁月如歌            
(5星)	 五分给sam哥。虽然一班新人演技生嫩，但都青春无敌~            
(5星)	 制服控……            
(NA)	 经典咯。            
(4星)	 当年的小生们都好嫩~            
(5星)	 就是这部剧，让我记住了黄宗泽，吴卓羲，陈键锋~            
(NA)	 吴镇宇难得出演电视剧啊。            
(4星)	 那个时代的TVB，还是可以那么朴实的拍一套大片，第二集罗马之恋，秒杀所有恋爱电影。厉害之极~            
(NA)	 琛哥~~！！TAT            
(4星)	 减掉的一颗是胡杏儿。。            
(4星)	 作为一个天蝎座，从第1集看到第40集，我都很希望很希望sam和belle在一起。是的vincent真的不错，他们两个人最后确实也是不爱了，但是我始终相信人的一生中最真切最深刻的爱情只有那么一次。我不喜欢看到这种感情一次次地在影视剧或者现实中被摧毁。            
(5星)	 念念不忘            
(3星)	 一直想让亦琛和陈慧珊在一起，真是好可惜！当年一群小生如今都是tvb一线，不错啊！            
(3星)	 看见胡杏儿就烦            
(5星)	 打那以后奠定了我对机长这个职业的喜爱 还有机场            
(5星)	 吴镇宇太有型了，不过配胡杏儿老让人出戏            
(4星)	 E神的歌，还有大爱镇宇叔，赞！            
(5星)	 very great~！！！            
(5星)	None
(2星)	 只有十一集的话绝对五星 节奏拖的我看着嫌烦了 结局继续减分            
(4星)	 除了他们经常一瞬间从罗马跑到佛罗伦萨之外。。。其他的都不错，尤其是男色            
(4星)	 喜欢吴镇宇～演技派就是演技派，如此恶俗的角色都能演的有味道。当时非常遗憾为嘛陈慧珊要和马德钟在一起，吴镇宇非跟包子脸一对            
(4星)	 那时候疯狂迷恋吴镇宇啊！！            
(5星)	 【看过冲上云霄之后愈发的羡慕飞行员了，我觉得香港的片子好就好在，能把在港的各种职业都拍成人类的理想职业。。。】            
(4星)	 后半段跟前半段也差太多了吧！为什么把胡杏儿分给吴镇宇！！！            
(4星)	 吴镇宇~~~~            
(4星)	 想当年多喜欢叶璇啊。            
(5星)	 飞机师真是个帅气的职业。陈慧珊给人的感觉太舒服了，还有当年青涩的叶璇陈键锋吴卓羲，感觉年轻真好。            
(4星)	 难得见到一众小生齐人~！吴镇宇点解你5出演第二部啊~！            
(5星)	 我想再看一次            
(NA)	 胡定欣，不得不说，这是我看法3的时候感觉变化太大的。可能是角色吧。的确变化很大。陈慧珊，确实是那个时候的TVB的当家花旦。一直鄙视胡杏儿。PS：因为这部戏，我初中便有了个梦想，一定要去一次ROMA，去那个许愿池。            
(4星)	 岁月如歌            
(5星)	 经典中的经典。            
(NA)	 我不想勉强自己看完。。            
(5星)	 爱上了 看见你 如何不懂谦卑 去讲心中理想 不会俗气 犹如看得见晨曦 才能欢天喜地……            
(NA)	 多少年前的记忆啊~            
(5星)	 陈奕迅的主题曲现在都是单曲循环播放了。。。。各种画面都出来了            
(4星)	 忽觉重看tvb经典老剧很有必要，会有很多完全异于当年的感受和体会。此剧其实记忆模糊，唯一还有点印象的是喜欢吴镇宇演的sam，无论是角色还是演技，都是我的tea。人物性格鲜明，殊路同归的说明一个问题，彼此理解相信体谅的叫友情，互相纠结忍让往死里拧巴的叫爱情。航空的专业风采会让人闭上埋怨的嘴            
(5星)	 介素TBB最成功的超长广告，木有之一            
(4星)	None
(4星)	 好怀念的片子····记不得是哪年暑假看的····好像是出2了么？            
(4星)	 里面的胡杏儿真的不配吴镇宇！.....不过经典，发掘了一批人            
(4星)	 3天看完这部，真喜欢亦琛            
(4星)	 喜歡            
(5星)	 吴镇宇好靓仔啊！！！！！！！！！！            
(5星)	 什么都不懂的时候，什么都没看懂。现在想想。。。            
(5星)	 很早以前看的，感觉很好看            
(4星)	 整部剧给人一种很舒服的感觉            
(5星)	 岁月如歌            
(4星)	 哎，重看的时候呀就更不喜欢胡杏儿了！！！            
(4星)	 吴镇宇真是有型到暴            
(5星)	 现在看看真实相当豪华的整容，这种经典的剧现在TVB也很少出了,,,PS：Bosco的国语配音好难听T T            
(5星)	 吴镇宇！！！            
(4星)	 青葱的四小生，sam tong和阿bell最后没在一起太可惜了            
(5星)	 各种青葱            
(5星)	 很喜欢。。。            
(4星)	 那个时候的经典噢,不过深刻的地方不多            
(5星)	 电视剧里的那种浪漫是迷人风景与演员成功塑造出来的。。。。。吴镇宇成名后每次会tvb拍的电视剧都是高水准的。。。。            
(4星)	 年少时飞在空中的梦。            
(5星)	 最喜欢的一部TVB电视剧，没有之一。            
(5星)	 再看一遍之中………………好看~~~            
(4星)	 喜欢！            
(5星)	 永恒的经典            
(4星)	 吴镇宇帅爆了有木有。。。            
(4星)	 我真的不喜欢陈慧珊的角色            
(5星)	 这是永远的经典！            
(5星)	 看过最多遍的一部，很喜欢！！            
(5星)	 吴镇宇大叔,你是我饭上pilot的开始.            
(4星)	 四哥同埋陈慧珊，叶璇都唔错，其他都系摆景噶            
(5星)	 珍惜眼前人，爱自己，热爱生活，人生很丰富的，除了爱情，还有亲情和友情，更有很多有意义的事情要去做……            
(5星)	 五颗星根本不够表达我对他的喜爱            
(5星)	 我看了好几遍！！！            
(5星)	 这个阵容。。。如今凑不到了            
(5星)	 TVB再没有任何剧能让我如此喜欢了            
(4星)	 喜欢每次飞行的特写，讨厌胡杏儿！            
(5星)	 期待2             
(4星)	 当年那么喜欢，多么希望亦琛能和以珊在一起……            
(5星)	 又看了一遍，喜欢亦琛和以姗，还有苏怡。。(*^__^*) 嘻嘻……            
(5星)	 一部让我明白了一些事情的电视剧 谢谢Zoe            
(4星)	 来日只想带走，还是你。            
(5星)	 吴镇宇不会再出演TVB eason也再不会为电视剧唱主题曲～            
(4星)	 十年前的胡定欣好萌，原来他也是喜欢怪蜀黍的。爱死吴镇宇演的uncle Tong了，特别是穿制服扮萌的样子。三十集之后剧情因为感情纠葛变得拖沓，对比之前励志又快节奏的云霄应该有个更有力的收尾才好！            
(3星)	 前十几集非常精彩，后面太拖沓了            
(5星)	 不喜欢胡杏儿~一直希望内俩在一起！！            
(4星)	 S4            
(4星)	 小时候看的了，记的还不错，2啊。。。换个主演就好了。。不过我估计我得看了。。。我家男人太多了里边。。            
(5星)	 记忆中的全是美好            
(2星)	 除了吴妈还有啥看头啊            
(5星)	 正正正！！            
(NA)	 当时觉得吴镇宇特老            
(5星)	 最好的TVB 没有之一            
(3星)	 当年的TVB里的吴镇宇，真是帅毙了，陈慧珊马德钟演得太好了，真不想对比现在的港片，破剧本破演员破制作，TVB已经迟暮了            
(3星)	 吴镇宇！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 因为《冲上云霄》，我爱上了罗马。。。一辈子最想去的地方。。Sam Zoe Belle Vincent Issac  Zita  Chirs .....一个关于梦想和缘分的故事。TVB大血本，罗马，日本，阿德莱德，那么多外景地，太赞了！希望每个人都有他自己的Triangel            
(4星)	 一飞冲天！~            
(4星)	 好看的港剧            
(5星)	None
(5星)	 吴镇宇太赞了！还有当年的几个小子~ 前不久刚刚重温过！经典的不能再经典了！            
(3星)	 好多人都是从这喜欢吴镇宇的    可是我觉得他在这里不怎么样  电影里好些    看这个片才开始对马德钟有印象    同时还是很讨厌胡杏儿     还有  大唐小唐明明看着是兄弟俩嘛！            
(4星)	 最近有再看一遍的冲动            
(4星)	 胡杏儿真是命不好长得真是完全不讨喜。            
(NA)	 太喜欢            
(5星)	 可以不关乎爱情，但是相知更甚于相爱。这是看完后最大的感受，Sam和阿Bell 就是这样的。虽然结局没有在一起，但是我愿意相信他们都是彼此最真心的另一半。不喜欢Zoe ，不喜欢这样的角色，不喜欢这个演员。            
(4星)	 四星都给吴镇宇叔叔            
(3星)	 帶出一幫不招我喜歡的“新人”，老中輩的演出比較有驚喜～            
(3星)	 岁月如歌~~~            
(5星)	 天气不似预期但要走总要飞 道别不可再等你不管有没有机             
(5星)	None
(4星)	 那是我的青春期啊 吴卓羲和叶璇 吴镇宇加胡杏儿 经典            
(4星)	 吴镇宇            
(3星)	 重温一下，一直没时间看完，很喜欢这个故事里的感情            
(5星)	 最爱 没有之一            
(5星)	 好看。            
(5星)	 蓝天 邂逅 一见钟情 重逢 罗马 ……一系列元素叠加  陈慧珊跟吴镇宇的迷死人  造就了一部经典            
(4星)	 吴镇宇！简直…太…杀…了…！            
(4星)	 Sam和Belle是有缘，但缘分不够，超不喜欢Belle，吃着碗里的想着锅里的，她其实是两个男的都喜欢，不知道喜欢谁多一点，得不到的永远在骚动...超喜欢Sam这一型的            
(3星)	 很墨迹，除了跟叶璇有关的戏份。            
(4星)	 和母上一起看的╭(′▽`)╭(′▽`)╯             
(NA)	 因為是這部劇愛上TVB的。            
(4星)	 空中服 哈哈 迷 好看哦             
(3星)	 TVB四大花旦我都不太喜欢            
(5星)	 儿时最爱的戏            
(5星)	 好睇 香港            
(NA)	 当年还是去租的碟片来看            
(4星)	 小生们各种给力 不喜亦琛和以珊那段 zoe很好            
(4星)	 我爱这个题材！！            
(4星)	 可是我怎么就不记得了呢            
(5星)	 是老片，到现在才看，连续几天不眠不休，心里唏嘘不已，为我的亦琛和亦珊。            
(5星)	 十年前因Issac知道了吳卓羲這個人；十年后再次重溫 已是他忠實fans了...經典中的經典 在心中            
(5星)	 最近要拍2了，可是却好像完全不记得1的剧情，特此回顾~~俊男靓女的组合我真是喜欢啊~~特别是有那么多花旦小生，难得！            
(4星)	 过去的事，就让它过去。最重要珍惜现在。            
(4星)	 当年被吴镇宇和陈慧珊的各种纠结吊尽了胃口，结果便宜了胡杏儿            
(5星)	 爱啊            
(NA)	 非常喜欢的一部电视剧。！            
(4星)	 看TVB剧就是让人树立理想的            
(3星)	 别人说好看，不过我只觉得中规中矩            
(NA)	 哟呼~ 第二部要出来了，不过已经物是人非了。有点痛！            
(5星)	 心中永远的经典，据说拍2了，当年陈慧珊和吴镇宇还有马德钟三人的三角恋真心纠结啊，当年吴卓羲陈键锋马国明还很2            
(5星)	 秋薇!!!!!!!!!!!!!!!!!!!!!!!!!            
(3星)	 同样只看bosco剪辑的路过，一小时就看完了。。            
(3星)	 吴镇宇就是一股阴恻恻的感觉，结局烂透了，小朋友那时还青春年少            
(5星)	 看完的时候正好有架飞机飞过屋顶,我也觉得这是缘分。正好让我在这个时候翻出这部戏看，不过我脆弱的神经遭不住这完美的感情。好爱sam哥啊~~~            
(5星)	 对我意义最大的剧，让我开始做飞机师的梦，里面的人物都给我定向好几种完美的定义，Isabel以珊，Zoe苏怡，阿风浩聪，最最重要的当然是Sammul亦琛，百分百的完美型。续集没有吴镇宇的唐亦琛是真的已经扣分很多但还是期待，最好是全新的剧情不要延续TT            
(4星)	 原先一集都不想落~            
(5星)	 这是我最爱的TVB剧没有之一！！！我看了不下五次！！吴镇宇不是一般的有型！！！            
(5星)	 今年开始第五遍！正如看多少次都好，无论给几颗星，都无法深切表达对这部剧的爱！唐亦琛这个名字在我心里是其他名字无法跨过去的丰碑！            
(5星)	 我來懷舊了！！uncle吳當年你幾型格d！宜家點.......??!            
(5星)	 说不出有多喜欢，只可意会不可言传            
(NA)	 只要是航空有关的，我就看。。。无视其他。。            
(5星)	 最喜欢的一部港剧，喜欢吴镇宇！            
(5星)	 看完着实喜欢了吴镇宇了一把。不过看着他和胡杏儿配了一对，我纠结的饭都吃不下，哪有这么强扭的，一点也不尊重我们观众的感受。            
(3星)	 当时的苗苗，黄宗泽还有吴卓羲，这配备~            
(4星)	 不是说有续集吗。若不是原班人马，都不太敢看诶            
(5星)	 那年的吴卓羲 黄宗泽 陈键锋 马国明都好稚嫩好年轻呀            
(3星)	 如果你学生时代周围有个TVB迷，那么你应该会跟着看过这部剧            
(4星)	 记得是四个小生第一次暂露头角的戏            
(4星)	 為主題曲重看            
(4星)	 很励志，朋友间的情谊很感人，爱情与现实的选择也很真实，不错。基本上是个大团圆的结局，如果vincent还在就更好了。喜欢vincent!            
(4星)	 在我的心目中，冲上云霄这部电视剧，永远是一部经典之作。            
(5星)	 经典            
