http://movie.douban.com/subject/4967578/	秘密花园 시크릿 가든
(5星)	 啊啊啊啊啊玄彬玄彬玄彬            
(5星)	 玄彬好帅~剧情很精彩~追了很长时间才看完的~推荐~            
(5星)	 我去玄彬真是太帅了。            
(5星)	 笑疯了我了！            
(NA)	 看一半弃，电脑没空间了            
(3星)	 每次看完韩剧 就会又对爱情有了期待            
(5星)	 泰平ouba是最爱的棒子。            
(5星)	 其实韩剧我也看过不少。。。玄彬真心好看。。。大叔也很有爱            
(5星)	 韩剧看的不多。算是很喜欢的韩剧了            
(5星)	 玄彬大爱。可爱男大爱。            
(5星)	 剧情特别，音乐好听，是一部让你看了之后心里久久温暖而平静的韩剧，韩剧中的佳作。            
(NA)	 感动得我~~            
(NA)	 前面的劇情還挺有趣的！很有心動的感覺，在那仰臥起坐的時候！那是因為玄彬太帥了~ 我想沒有一個男人真的那麼愛一個女人吧！畢竟電視劇不是現實。            
(5星)	 剧中男主女主互换身体那~   太搞笑了~              
(4星)	 还不错还不错~            
(NA)	 玄彬好瘦了...            
(3星)	 开始还挺给力，到后面剧情开始拖沓了            
(4星)	 虽然被各种褒奖，但事实是我没坚持看完~            
(5星)	 前面爱的莫名其妙,后面真的感动,为了玄彬打五分            
(3星)	 玄彬不要太帅！            
(4星)	 看了整剧，很少啃韩剧的我大爱女二号尹瑟，应该是个天蝎女子，骗了我大把的眼泪~  送给尹瑟的~            
(5星)	 让人温暖的剧            
(NA)	 挺不错，有点创意            
(3星)	 我好像当时也就断断续续 有一搭么一搭的看的 因为金编的套路我整个都吃透了 打磨的是越来越成熟了 但是真的么新意了。。。不过金泰平因为这片终于转运了 也算是好事吧。。。            
(5星)	 只因为很喜欢河智苑这个演员才看的。。            
(4星)	 我且不提这里面玄彬每每勾起的眼神多么秒杀我，也不提那么多那么多的细节演技，但就台词一次次打破韩剧经常给我的你的穷，你的丑，你的不堪我都看不见，你是女一号所以我要爱你的惯例就足够吸引我进一步另眼相看            
(3星)	 灰姑娘的故事 女生没有免疫            
(NA)	 最终结局记不得了，女一不待见，玄彬瘦了好看，超级想二筒啊，换身的有笑            
(5星)	 搞笑之余，很感人。            
(NA)	 痛苦但值得的每周追啊~~            
(NA)	 还好            
(4星)	 额。。。宿舍小孩爱到不行。额。。。我呢，，还行，就是玄彬你瘦到有点恐怖。。            
(5星)	 好帅 好傻 好有爱            
(NA)	 Nice            
(3星)	 我是冲着玄彬去的            
(4星)	 玄彬长大了=。=            
(3星)	 玄彬帅呆啦！！！            
(5星)	 很好看很好看~~强烈推荐！            
(5星)	 太喜欢啦····            
(NA)	 我最近没生气，看起来很抒情吗            
(NA)	 台词经典  最感动于金社长带吉罗琳去乌云深处            
(5星)	 不可多得的好剧之一~~~            
(3星)	 尹尚贤再次让我确定了 我就是个叔控呀~~            
(5星)	None
(NA)	 跟一般的韩剧有点不一样，灵魂穿越是个小亮点。前几集搞笑中带点小心动，后面的话感情线路明朗化，但是有开始虐的趋势。而且结局也是圆满中带点小遗憾。大爱这部剧，好看！            
(4星)	 还不错 刚灵魂互换的时候很搞笑！！！            
(5星)	 真的是很不错的剧，主角配角罕见的都同样出色，剧情不落窠臼，引人入胜。尤其是男主女主的魅力，实在无人能挡！            
(3星)	 前面可以 后头不杂样咯            
(3星)	 服兵役啊服兵役！！！            
(NA)	 还成吧~            
(5星)	 。。。。。。            
(5星)	 二爷的台词有够好的....            
(5星)	 很好看的，让人感动            
(5星)	 看下去，就真的很好看，属于大话西游那种，看几遍才有味道的那种。            
(3星)	 从互看不顺眼的对头到情人，白马王子灰姑娘，因为某种契机互换身体，典型的韩国剧情。            
(NA)	 朋友推荐的韩剧——心底的童话,好美的景,好干净的人。            
(4星)	 热闹的片子            
(4星)	 阿三那么帅 我能怎么办            
(5星)	 好吧，我就是喜欢棒子剧            
(5星)	 剧情不错，很感人，典型偶像剧~            
(2星)	 烂透的剧本            
(4星)	 第一次知道原来仰卧起坐是这么暧昧的一项运动~            
(2星)	 剧情不咋地。从来没觉得玄彬帅，河智苑更出彩！            
(1星)	 为了看玄弟弟而看的 看了一半就放弃了 女主太让人难受了            
(4星)	 有点磨机            
(5星)	 因为是玄彬~~~后面哭死了            
(2星)	 这么狗血的桥段居然能拍成这样!            
(5星)	 玄彬。值得看的男人。男二号，女二号也很好。            
(4星)	 用三天时间看完《秘密花园》，虽然剧情不够完美但是不影响整部剧还是很好看的。难得男女主角都是自己喜欢的演员，所饰演的完美挑剔男一和中性帅气的女一也很合胃口，加上演技到位，整体来说算是上乘佳作。自《金三顺》后又一次被玄彬迷倒了。。。花痴中。。。正如咪蒙所说，韩剧男主角在我们心中一直都            
(5星)	 好多经典台词~~好喜欢玄彬很酷很拽！            
(4星)	 怎么都觉得有点烂尾。。开头很好，后来就不怎么好看了。            
(4星)	 第一部追下来的韩剧，头一回觉得玄彬还蛮好看的，李钟硕很帅~尹尚贤很可爱~金莎朗也长得很对我胃口~            
(3星)	 除了剧中男女灵魂互换是亮点外，剧情本身还是王子和灰姑娘的老传统。而灵魂互换跟同期的那部《49天》小有雷同，可又没有人家灵魂附体的故事来得有深度~~            
(5星)	 大爱河智苑            
(5星)	 笑死了            
(3星)	 节奏还敢更慢一点不？——看了一半，弃。            
(5星)	 故事的结尾很符合常理，太圆满的就假了，他妈妈就应该那样。喜欢            
(5星)	 好帅            
(5星)	 不错，玄彬的演技确实长进了不少，相比较女主角就不咋的            
(5星)	 金株元            
(4星)	 玄彬刻薄起来还是那么可爱            
(4星)	 hohoho~完全喜欢玄彬啊。            
(NA)	 发花痴导致理性不全 不予评分            
(NA)	 超级好看            
(3星)	 也是几集就放弃了。。韩国的电视剧都是中途就厌倦了。。能猜到后续发展            
(5星)	 很值得看得一部韩剧!!!特别是男主带着女主开车进雨里那段,泪奔~~~~~~但全都是fairy tale!!!!!!            
(4星)	 男猪脚真的佷帅            
(5星)	 大爱大爱~            
(NA)	 又是一个灰姑娘的故事            
(5星)	 因为玄彬，所以精彩！            
(5星)	 去年最喜欢的一部韩剧            
(4星)	 又是美男            
(5星)	 演员演的真的太棒啦~~~            
(5星)	 金抽抽你可以不要那么帅嘛！！！            
(4星)	 玄彬凑合 太瘦  河胖了              
(5星)	 玄彬大人整个亮翻了我的眼            
(4星)	 嗯，不错吧            
(3星)	 竟然看完了一部韩剧，虽然是喜欢的女演员，但这神奇的剧情实在是让人受不了。。这20集都坚持下来了，还有什么坚持不了呢。。            
(5星)	 阿三~五颗星            
(4星)	 打发时间用了的            
(4星)	 高智商毒舌幼稚男            
(4星)	 玄彬很帅，尹尚贤很可爱，河智苑戏超棒~            
(4星)	 剧情还不错，演员演得很有爱，可我就是感觉不到爱o(╯□╰)o            
(5星)	 哇，真的好好看。男女主角的感觉真是太好了。喜欢。            
(2星)	 我到现在也没看出来玄彬哪里帅了            
(5星)	 宅女一枚，帅哥乃是我的精神食粮            
(4星)	 怎么有一种是我已经过了，看这种电视剧年龄的感觉呢……            
(3星)	 河智苑老了            
(3星)	 拖沓,剧情不是我喜欢的那种类型,看的累死了            
(3星)	 不知道为虾米就是看不下去……喜欢河智苑，不觉得玄彬有多帅……            
(4星)	 玄彬的魅力不可挡，况且是女性的一面            
(NA)	 断断续续的看的 也可以算是看完了吧。。。            
(NA)	 玄彬怎么瘦成这样            
(4星)	 当时很喜欢看,但没看过第二遍.            
(4星)	 ^ _^玄彬好帅啊，女的不做作            
(5星)	 好看到爆！！！            
(4星)	 玄彬颜儿太正了！瘦脱像了也正！            
(4星)	 让我这目光极度挑剔者也大为惊叹。算是我看过的偶像级的爱情剧最最最最优秀的，写尽体量，写尽阶级的差异与人性（这是最亮的），即便常用的架构但却用极其现实主义的桥段推进。前十几集都很好，不落俗套而细腻，本想打5星，但出了“男主车祸失忆”这种恶俗情节让我如鲠在喉难以下咽，果断降一颗星。            
(5星)	 虽然剧情有点荒谬，互换灵魂，消失记忆，又突然恢复记忆这种事情，显得不伦不类的。但是感情确实是真的能打动人心，让人觉得，这世界中，还是有一种缘分，是命中注定的。。。            
(5星)	 玄彬很帅啊~~~~~~~            
(4星)	 韩国编剧为什么就是技高一筹！！            
(5星)	 玄彬入伍的最后一部戏 喜欢这样的深情男 爱让你们好痛苦好幸福            
(4星)	 今年寒假看的了 其实有3颗星是给玄彬了 即使他在这部片里削瘦了。。。            
(4星)	 玄彬娇嗔的样子很是让我心动呢~            
(5星)	 本来6集的时候准备弃了，没想到会有这样的反转，很吸引我。超搞笑哈哈！            
(4星)	 对换身体灵魂这样子的剧情不错，但是最后哭得太多啦            
(4星)	 剧情不谈,河智苑和玄彬惊艳到我了            
(3星)	 挺久以前看的了，回想起来只记得剧情和演员都还蛮生硬的，韩剧果然不是我的菜，不知道穿越剧被禁之后天朝剧会不会也掀起交换灵魂剧之风。            
(5星)	 玄彬确实是男人中的极品啊~心动~有些情节很是浪漫~扰乱姐的心~可是剧情过于拖沓~很是磨性子~            
(5星)	 河智苑小姐 你真美            
(NA)	 这部剧评价很高，不乏对玄彬的最爱。故事情节新颖。唯一一部对不讨厌女二的剧。            
(3星)	 男女变错身+贫富题材            
(5星)	None
(5星)	 怎么可以不爱，两位的演技让我刮目相看，只有这两颗，才能把角色演技的牢牢抓住我的心            
(5星)	 童话般的故事。。。            
(4星)	 近年来少有的还蛮好看的韩剧，又是河智苑，看了这部又让我想到了那部永远的经典“巴厘岛的故事”，玄彬和河智苑两个人既养眼又有演技，值得一看。不过唯一有些遗憾的是，剧情上稍许有些凌乱，但总体剧情一点也不俗套，走不寻常路线，还有很多搞笑的地方，希望韩剧多多拍出这类的水平。            
(NA)	 玄彬走来走去天马行空的时刻，最具感染力            
(5星)	 玄彬完全帅气~            
(NA)	 玄彬参军前的最后一部 还是十分用心的 但是韩国的电视总是觉得有点虎头蛇尾 最后就是各种虐 像是 在啃鸡肋            
(4星)	 不管看多少爱情片，灰姑娘情结总是挥之不去的，这回呢，这回是韩国现代微魔幻版灰姑娘的故事........            
(NA)	 2011年10月11日-15日            
(5星)	 感动的稀里哗啦的~~~            
(5星)	 玄冰帅哇，帅哇，帅哇~嘿嘿            
(5星)	 搞笑啊            
(5星)	 看过最好看的韩剧            
(3星)	 最后太狗血了            
(4星)	 作业繁重需要点精神粮食，repeat一遍，纯粹花痴........才发现标签里还没有韩剧，终于tag了第一个            
(3星)	 打发时间            
(5星)	 河智苑，玄彬~~就这样！            
(3星)	None
(5星)	 （*@ο@*） 哇～            
(5星)	 不得不承认 感人又好看            
(4星)	 看的时候感觉强烈，看完也就那样了吧。主题新就新在交换身体上了，不过多少有点狗血吧。。。不可否认的是玄彬真帅！！！            
(5星)	 其实我觉得他16集穿中山装最帅            
(5星)	 爱            
(4星)	 我完全是因为玄彬才看的！！！  越到后头越难看。。简直看不懂。。还要失忆！真是够了！            
(5星)	 你不知道这部戏在我看不见光的日子里给了我多大的正面力量。玄彬你真是没边儿了。            
(4星)	 经典式的韩国灰姑娘与王子的爱情故事~            
(5星)	 T_T            
(5星)	 好神奇额~我的玄彬~~            
(NA)	 好喜欢玄彬。            
(3星)	 老了么，已经对这种韩剧无感了……            
(4星)	 就是看帅哥的。不过还是喜欢金三顺里面的玄彬。            
(4星)	 前面后面看着都小无聊，等交换了就来劲了，哈哈。玄彬还是蛮帅的就是太瘦。奥斯卡本来一沧桑大叔，但是等小白脸虾子同学搞基情开始，突然两个都有爱了。灰姑娘什么的果然只能是童话啊，看看就算了，超帅超有钱性格又超欠抽的王子在韩剧里都是少见的，何况现实。            
(5星)	 为了玄彬去看的 结果第一集爱上了河智苑~            
(4星)	 很有新意~！男猪脚很帅~！            
(4星)	 偏长。。看到后来没劲了。。。            
(4星)	 虽然很多剧情很烂俗，但是还是让我忍不住看了好几遍！            
(4星)	 2011年9月            
(4星)	 剧情很好哈~            
(5星)	 玄彬真是太傲娇太可爱了            
(4星)	None
(NA)	 玄彬。。。。。。。。。啊。。。等《晚秋》啊            
(4星)	 玄彬好帅啊            
(4星)	 秘密花园里全是泪啊            
(5星)	 结局是亮点。            
(4星)	 不错 就为了玄彬的身材 表示对女主羡慕嫉妒恨呀 抱一抱 亲一亲呀            
(5星)	 好看！！！            
(5星)	 我喜欢玄彬 没话说。            
(3星)	 看到一半 。            
(5星)	 本来是受着男女灵魂交换的吸引来看的，可是看了之后却发现他们的情感，比那些交换来的好看            
(5星)	 于是，我也少女情怀了一把。。。            
(5星)	 和以往韩剧有所区别，对玄彬刮目相看哇            
(4星)	 会陷入的            
(2星)	 = =            
(5星)	 喜欢玄彬 毒舌腹黑 但是为了自己爱的人 又可以牺牲自己 我爱这样的男人            
(4星)	 变身的时候笑死了            
(4星)	 腐了！表哥和那谁有没有！！！你们在一起吧，奥斯卡乃就忘了女二吧。另，玄彬乃太瘦了，脸上得有点肉才好看啊混蛋！            
(4星)	 玄斌帅死喇!!!!!            
(3星)	 金幼稚和吉暴力，哈哈哈哈哈哈            
(3星)	 玄彬要跟我一样瘦了- - 6集弃...这种剧情不如看多遍秘密啊，女主越看越无感。            
(4星)	 玄彬 男二演技真到位 部分台词太经典了             
(4星)	 因为玄彬才看的，前边不是很喜欢，中间开始喜欢了            
(5星)	 还不错。            
(4星)	 怀念那段美好时光            
(5星)	 那个男人            
(5星)	 是我人生最喜歡的一套韓劇, 後遺症很嚴重...            
(4星)	 四星完全是看在玄彬的份儿上            
(NA)	 迷倒，完全还沉浸在剧情中。            
(3星)	 虽然豆瓣评分很高，可就素看不下去，剧情好慢。关键玄彬已经瘦成锥子脸了，他和玉木宏是约好的么。内牛。女主也不是喜欢的颜            
(5星)	 N年不看韩剧的人居然在两天之内追完了。。。玄彬好萌，看的我一颗老心怦然心动            
(5星)	 看完了。我中毒了。额。。成了SG控。。            
(4星)	 准确说是三星半，因为玄彬太特么帅~河智苑姐姐状态很好~剩下的与其他韩剧差不大            
(NA)	 ！！！！！！！！！！！！！！近期中毒还未找到解药，症状持续时间很长！！！！！            
(5星)	 真经典了……            
(4星)	 情节不够丰富不够感人，女猪脚不好看，不过，，，，玄彬怎么就能忽然间那么帅呢！@@            
(3星)	 开始很可爱的电视剧 可是到后来又出现韩剧特有的狗血剧情 有点失望！还有女主角站在玄彬面前就显得很很不好看！！！            
(5星)	 bigbang 也翻拍了 我爱啊             
(5星)	 中毒了！！            
(NA)	 感觉看到这样的韩剧很不可思议，在淡淡的无奈中透露着爱情的憧憬与欢喜，他抗拒这个女孩子，却无可抗拒的被她吸引。。。幸好他们最终获得了幸福。            
(5星)	 特别喜欢男女主人公！            
(4星)	 哎，花痴真的没什么好说的。第四颗就是给玄彬的。不过还是觉得《他们生活的世界》和《我的名字叫金三顺》好看            
(4星)	 最后真的有被感动，不知道是客观还是主观。。。。。。            
(4星)	 很好奇 金朱元的妹妹为什么没有出现在导演的面前……            
(5星)	 浪漫了            
(4星)	 我居然看完了，而且还会偶尔回味其中的几个镜头            
(5星)	 大爱            
(4星)	 2011.09.29-10.01            
(3星)	 玄玄还是好帅哦            
(3星)	 没觉得闹木闹木的好看！            
(5星)	 构思很好，也有些神秘色彩，很值得一看。            
(2星)	 除了几个镜头让少女怀春的女孩脸红心跳以外，我不知道还有什么可以说的。。。            
(4星)	 我怎么看怎么觉得玄彬像洋气点的吕颂贤版令狐冲            
(4星)	 有玄彬就够了。韩语真是难听            
(5星)	 玄彬你快回来！！ 我要看晚秋！！            
(5星)	 非常喜欢的一部剧，没有过多的纠结，只是深爱~            
(5星)	 玄彬帅呆了~~            
(5星)	 请把我埋在秘密花园里。。。            
(3星)	 看这部才喜欢玄彬的            
(5星)	 我爱玄彬！！！！！！！！！！！谢谢你。谢谢你这样回来。            
(5星)	 已经迷了两周 不知还要迷多久 因为每天还在看 已经是第四遍了...            
(NA)	 我老了 ，不再迷韩国男人了……            
(4星)	 玄彬混帅啊            
(3星)	 就那样吧~~            
(4星)	 大爱！！            
(4星)	 这还是灰姑娘和王子地老套路，不过什么年代这都管用啊！            
(4星)	 电视局一开始特别好看，但是看到最后没有什么看下去的欲望，要不是玄彬演的估计看不下去了。大概韩剧都这样吧            
(5星)	 是我那个唠叨同桌吵吵让我看的。就这样，秘密花园陪了我一个寒假，那种看了之后会让人对生活有种美好的向往，            
(4星)	 原来仰卧起坐还能这么浪漫撒~~            
(3星)	 女主不喜欢，所以对剧一直没什么大感觉，玄彬对我来说也没什么吸引力。。。            
(3星)	 玄彬变的好瘦啊            
(4星)	 10年来的第一部韩剧，感觉还不错。            
(5星)	 看完这部韩剧.觉得太太太好看了.心中容不下别人了...导致其他的韩剧看的好少呐!~超级推荐啦.!            
(5星)	 故事算是把几个老套的元素结合在一起弄成的心的故事，还蛮好看的，嘿嘿            
(5星)	 很好看~很浪漫！            
(5星)	 我要玄彬！！！！            
(4星)	 全在玄彬的演技以及一堆经典场景和台词            
(3星)	 前面比较无聊，始终无法对女主提起好感~偶也不是一边厢的男主花痴~所以开始进戏比较艰难； 从交换灵魂开始有亮点~            
(5星)	 难以超越的韩系喜剧            
(4星)	 1、玄彬怎么这么瘦了；2、灰姑娘的故事永远好用；3、实在不喜欢看变身的戏份。            
(5星)	 啊啊一哦 啊啊一哦 太喜欢了 超级爱            
(5星)	 看了这个之后玛丽外宿中就不好看了            
(5星)	 玄彬演的很好啊，金洙元太帅了，让我无法自拔的掉进了花痴的大坑里了……            
(5星)	 目前为止最最最好看的韩剧！            
(3星)	 我怎么就没觉得这剧好看呢！！！看来 我已经和大众格格不入了！！            
(5星)	 裏面的服飾搭配很好看~~~還有我親愛的碩碩            
(4星)	 多加一星为玄彬            
(5星)	 前十集很有笑点，后面的节奏慢了点，不过仍然不失为好看。最大的亮点是，终于没有了俩女抢一男或两男抢一女的狗血桥段。（导演那个自动忽略了）河智苑演得很自然，哭戏演得很好。最后他们的孩子很萌。呵呵好像韩剧里的小孩都挺会卖萌的。            
(4星)	 第一次看这女的的戏，有点看头，玄彬还是那么的迷人醉倒啊，~(@^_^@)~            
(5星)	 绝对算韩剧里好看的了又搞笑又感人            
(5星)	 ...我处在蛋疼期 sorry            
(3星)	 构思很妙，有着金恩淑一贯的创新与突破。但是爱情的理想色彩过浓，少了on air的犀利尖锐与节奏感。            
(4星)	 我一直走一直走，想你。我是疯了            
(4星)	 结局太弱了            
(NA)	 后面很感动            
(4星)	 有点意思，身体互换那段比较好玩！~            
(5星)	 目前最喜欢的戳中各种萌点..让人看了就有想谈恋爱的冲动＝＝            
(5星)	 纯粹看帅哥            
(3星)	 尼玛，这种童话故事太假啊，虽然很好看啊，我好贱啊...            
(5星)	 美好的剧，美好的玄彬oppa            
(5星)	 超爱!            
(4星)	 这样的男盆友真好啊！！            
(5星)	 男帅女靓~            
(NA)	 喜欢玄彬            
(5星)	 玄彬真的是演技派的。。。            
(5星)	 河姐很酷啊！第二部让我有流泪冲动的韩剧！            
(5星)	None
(4星)	 哪来的这么好的男人～天上掉一个来砸死我吧&gt; &lt;            
(4星)	 是的 是的 玄彬 看这个剧最大感慨就是  要互相理解 对方的生活 知道 冷暖            
(4星)	 反串的演出还是很精彩            
(5星)	 互换灵魂假了点 但男主角给我很深的印象~爱情就要是这样的无赖加直白~很特别的男人~            
(4星)	 觉得自己已经老了，可还是被感动到了            
(5星)	 无论怎样，玄彬演的绝对的非常出彩            
(NA)	 爱死玄彬了            
(5星)	 好的出乎我意料，搞得我最近都在迷离状态的深深中毒中！在我看来这个不是灰姑娘的童话，他们是命里注定，不早不晚就在那一刻遇见。            
(5星)	 玄彬，你怎么就那么帅！！            
(4星)	 玄彬在里面太帅了            
(NA)	 再瘦还是那么帅，帅到不行啦...            
(3星)	 真的不喜欢河智苑~~~            
(4星)	 很新奇的韩剧.玄彬很帅呢!!            
(4星)	 人鱼公主才是真正的灰姑娘。            
(5星)	 太TM好看了~~~！！！！            
(4星)	 还算有点质量的电视剧。。。             
(5星)	 小玄子~~            
(5星)	 很多浪漫的情节            
(5星)	 很有爱            
(5星)	 最好看的韩剧TOP3之内！            
(NA)	 韩剧的爱情，真NND完美。            
(5星)	 我好讨厌那个做仰卧起坐哎~~太讨厌了~~~            
(4星)	 沒看完整 掐頭去尾看的 其實主要目的是看玄彬偶吧 真是帥            
(4星)	 前面不错···后面脱离了····轻松一刻·            
(5星)	 从来不喜好韩剧。但是这部片子让我中毒了。            
(3星)	 韩剧的低智商是永远改不了的。현빈의 얼굴과 목소리 , 김주원의 성격....잊지 못해...            
(5星)	 有点虎头蛇尾            
(3星)	 演技还行，编剧也还行，看完后没感觉不想再看的一部            
(5星)	 没有比这个更好看的韩剧            
(5星)	 这部剧是我喜欢的第一部，反复看了三四遍。无论剧情还是演员都很给力。            
(4星)	 玄彬哦吧太帅了，做俯卧撑等经典镜头真是让人心动呀！哈哈这都是缘分啊！            
(1星)	 这是我看过的最差的韩剧，第一集就想弃剧，忍到第四集毫不犹豫地弃剧。这女人太可笑了            
(5星)	 胜在剧情及两位主角的演技！            
(3星)	 一星扣在那个老套团圆结尾上，一星扣在瘦得连酒窝都快没了的玄彬上。            
(4星)	 玄彬oba还不错            
(NA)	 女主角不错            
(NA)	 玄彬瘦了，好帅啊            
(NA)	 没有坏人的电视剧才是好电视剧。            
(4星)	 凑合吧···为什么我没觉得那么好看呢··            
(NA)	 第一被虐韩剧            
(5星)	 两个字：非常搞笑            
(3星)	 变回来以后就开始鬼扯！！鬼扯！！            
(4星)	 玄彬瘦了不好看了 女主难看            
(5星)	None
(NA)	 看过最好的韩剧            
(3星)	 噱头很足，细节不足。前面看得惊喜，越到后面越觉无聊，看完十一集后，犹豫中就这么地弃了            
(5星)	 蛮好看的~            
(5星)	 剧情颠覆传统的韩剧，会有意料外的惊喜。男女主角的仰卧起坐绝对经典啊！估计编剧是搞暧昧高手。那一幕两人表情太精彩了，惊讶、担忧、忐忑、尴尬、气恼全写在脸上，诠释得太好了            
(5星)	 ok啦，好看            
(4星)	 玄彬太瘦了啦            
(4星)	 在看这部戏之前我不知道玄彬是谁。。。我是冲着河智苑去看的，还不错的片子，一如既往走韩剧流剧情，男女反差啊什么之类的，不过好看在性格塑造上男主角的毒舌，女主角的倔强，河智苑演技果然了得，既可以演灰姑娘，又可以演女流氓，赞！            
(5星)	None
(5星)	 我就是给韩剧个5星了我就是恶俗可是谁不偶尔需要下恶俗            
(5星)	 男主角超帅！剧情超搞笑！超感人！歌曲超好听！歌词写超好！总之超好哈哈            
(4星)	 玄彬真心帅！            
(3星)	 觉得速度太拖拉，整个剧情我是忍着看下来。非常受不了慢节奏。人物挺养眼，但受不了社长和平民女之间的剧情。。。            
(5星)	 还能不能再帅一点··            
(4星)	 主角配角演得都够好，人物设定不错。三年不看韩剧了，这是第一次认识玄彬，完全被迷到…            
(5星)	 玄彬！             
(5星)	 玄彬瘦成这样。为什么我变成死胖子了！            
(3星)	 玄彬你这么瘦好像胡歌啊！            
(5星)	 玄彬太可爱了            
(4星)	 泡沫粉~只能看一遍，韩国爱情泡沫剧~            
(5星)	 为了我可爱的小玄子，一定五星~~            
(3星)	 很搞笑            
(4星)	 额。。。我还是不知道这剧为什么会这么火。            
(5星)	 玄彬太帅了。            
(4星)	 韩剧=童话！            
(4星)	 玄彬的开衫真好看            
(5星)	 还是值得一看的，虽然结尾又落入俗套，但是不乏新意。            
(5星)	 不追韩剧的人也沉迷了，也花痴了，玄彬啊，你真的太帅了            
(2星)	 真心不喜欢              
(NA)	 经典的吻戏啊            
(4星)	 男主拽得很可爱~说话也是很犀利伤人的            
(4星)	 SKIP掉一半剧情这剧还是很有爱的,最后5集我也终于没SKIP了不过我真不明白金周元他妈为何对儿子的婚姻反感到这种程度,到头来郁闷的还不是她自己            
(NA)	 我想说我并不是因为玄彬才看这部剧的，而是因为河智苑，看过她的《黄真伊》，真的很欣赏她的演技。这一部真的是典型的韩剧爱情片，不得不承认，实力派就是实力派，真的演得很棒，那些画面好几次都把我弄哭了！            
(5星)	 中了玄彬的毒,无药可救......            
(3星)	 冲着玄彬去看的，但是感觉挺一般的            
(5星)	 5星。恋恋不忘的韩剧。            
(5星)	 玄彬            
(5星)	 感人            
(4星)	 五星的剧情吧，但因为是韩剧。。。还是有韩剧的影子，无奈            
(5星)	 嗯很好            
(NA)	 美丽玄彬            
(5星)	 必须给五星！！！！！！！！！！！！强推！！！！！！！！！！！            
(4星)	 谁说韩剧让人爱无能了。。看多了刑侦剧看看这个看的姐又特么相信爱情了虽然就是剧情拖沓了点不过快进还是不错的！！！！！！！！！！！！！！            
(4星)	 除了没有逻辑的车祸和之后的种种 这还是一部比较好的剧看完评价之后觉得还得加颗星 为演员们很棒的演技            
(NA)	 感觉玄彬整容。金莎朗的帅气~            
(4星)	 不是很喜欢，女主长得太魁梧了，站在瘦得不成人形的玄彬身旁，毫无美感啊，还不如金宣儿了。灵魂互换那段看起来怪怪的，演得都不像。女二和女三倒是挺漂亮的。男二长得就像整容失败，吓死人了。            
(5星)	 玄动我心            
(4星)	 从没觉得玄彬这么帅，尤其把下巴塞在那套长得像地摊货的高级定制运动装衣领中的不经意动作，秒杀我也！！打算再看一遍他们生活的世界            
(NA)	 韩国终于出了一部能看的电视剧了            
(2星)	 看了十一集实在是坚持不下了。            
(5星)	 好吧，近两年我唯一能一分钟不拉下的韩剧了。玄彬同学，你的眼神弥补了一切。            
(3星)	 玄彬整的太别扭了            
(NA)	 自己编织一个秘密的花园。。。。            
(4星)	 若知不相守，何必去相恋            
(NA)	 玄彬童鞋的脸....            
(4星)	 不需要大脑的偶像剧，很治愈系            
(4星)	 总觉得看的挺别扭，玄彬瘦的下巴尖尖的看不习惯，河智苑太Men了，还是奥斯卡比较的搞笑！！            
(NA)	 It&#39;s a Boy Girl Thing...我觉得我可能还是不适合看韩剧 弃之            
(5星)	 看过秘密花园，让我有种想重温人鱼公主故事的冲动。安徒生的《海的女儿》曾是儿时多么童真的记忆。看完秘密花园，让长大后的我又一次重新的喜欢上童话，对童话再次抱有幻想。            
(5星)	 挺搞笑的呀，女主要是再稍微苗条点，就更完美了~            
(5星)	 我的第二眼美男玄彬，就那样简单的夺去了我一颗满怀憧憬的梦幻之心。不切实际的爱情，真真切切的投入；‘如果觉得两个人之间距离太远，那么就奋不顾身的跑过去吧；如果觉得掌控不住，那么去紧紧地抱住他。’为之从未经历过的痛哭了3个小时的剧情，无论如何也值得我给满星。            
(5星)	 为了玄彬而看！太帅啦~女主也帅爆了！            
(5星)	 我看了哇，半夜一个人默默地在被窝流泪。丫的，韩剧，你太能扯了，还有换灵魂这么一说~            
(3星)	 本来俗套的情节，套上男女灵魂互换的桥段变得新鲜了一些            
(4星)	 算是韩剧里比较好看的了。            
(5星)	 哇哇哇，玄彬真的帅死了，要了老娘的命饿~            
(5星)	 最后几集真是被腻住了~            
(5星)	 玄彬太帅了。            
(4星)	 很长时间里看过的最吸引人的韩剧~哈哈 其实主要是因为玄彬！            
(4星)	 玄彬一如既往的帅~剧情一般~            
(5星)	 忍不住笑和泪，再次见证玄彬的魅力            
(NA)	 剧情好狗血            
(3星)	 還行吧，沒朋友們說的那麼好看！            
(5星)	 很多韩剧都是一开始吸引人，越看越无聊，但这是我看过的唯一一部渐入佳境的韩剧，推荐！            
(5星)	 肿么说捏  。。。  看到玄彬就会让我想起一个人 。。。帅的太标准了            
(4星)	 演员和编剧的用心            
(2星)	 女猪脚太猪了，演技完全不行嘛，剧情又老套，全照搬花样男子的套路，除了长得不像玄彬的玄彬外完全没看点啊。            
(5星)	 史上第一韩剧男主|||            
(5星)	 好好睇啊！这是我看过这么多电视剧，第一部想看第二次的电视剧。            
(4星)	 最近因为李先生开始看韩剧。这部确实很不错，玄彬都瘦成这样了，但是演技细腻到没话说。话说里面的小受也很有爱。唯一不足就是结局稍微有点狗血。            
(5星)	 很喜欢这部，力荐            
(4星)	 似曾相识的仰卧起坐~            
