http://movie.douban.com/subject/4935039/	新还珠格格
(1星)	 为了让生活更雷而看的            
(1星)	 让我吐血而亡            
(1星)	 看了一集就崩溃了            
(1星)	 小燕子，你强奸我的眼睛，我能削你么？！！！            
(1星)	 垃圾剧            
(1星)	 为了我曾经看过的几眼而受伤的心情而打个分            
(1星)	 看了大半部分，我想还是够资格吐槽了吧，老太婆的裹脚布也不过如此了，问题是以前是不同时期拍三部，虽然第三部烂得程度其实也令人发指了，但是至少不会如此的视觉疲劳。琼瑶奶奶你要服老，也别如此看不起90后啊。            
(1星)	 惨不忍睹            
(1星)	 日 你 妈 ！我真的不是个没素质的人！            
(1星)	 导演是谁？我艹，真无语。小燕子是煞笔吗？一听到小燕子说话，我就想钍！改成这样，怎么还珠格格到了今天，变成瑙 殘了？会演吗？             
(1星)	 还能更2不.新版小燕子的声音，还可以更2点不？卖萌到这份上，口齿都不清楚了.打扮类似于老版，眼睛瞪的死大，眼珠子都要掉出来了，这紫薇一点才气看不到，纯粹一个怄气的小女人..给1分，完全是给林心如和班杰明面子啊！弄个这么雷人的电视剧，昭示着2012要来了，让大家死不瞑目啊！！            
(1星)	 小燕子恶心到我了            
(2星)	 我没什么意见 唯独真想揍小燕子一顿 而且是发自内心的..难道年纪大了就受不了脑残了么?            
(1星)	 看到演员就已经...            
(1星)	 这帮货绝对是坑爹专业户啊，皇上你瞎了眼了非要偏袒他们            
(1星)	 比较下，友情出演都很惊艳。            
(1星)	 各种基。            
(1星)	 真TMD垃圾            
(3星)	 最后那十几集真不给力。。全是卿卿我我的戏＼而且期待已久的OX也就那么回事。。            
(1星)	 我擦居然还在北美上映。。。真是深深地刺痛我的胯下。。            
(1星)	 瞎了我狗眼。。。。            
(1星)	 很烂，还有很俗的恶搞，里面的人物没有值得看的，真是对经典的亵渎。。。            
(1星)	 没什么好说，一帮没有演技的小犊子。很想知道，明年暑假芒果台会重播哪一部            
(1星)	 都没有看下去的勇气了            
(1星)	 2B之鼻祖            
(3星)	 尼瑪我真的看了啊 看了60多集啊。。。快進快進得還蠻期待更新 嘖嘖嘖~~            
(1星)	 垃圾啊            
(1星)	 麻痹            
(1星)	 恶心死啦 靠            
(1星)	 被班杰明感动到。。。桂嬷嬷懂的还真多，紫薇格格看的我捶胸顿足，怎么出来混的。。。            
(2星)	 诶，只是不断制造垃圾。我们可悲得生活在一个文化平庸的时代。            
(1星)	 太恐怖勒……………………            
(1星)	 想知道打2星3星4星5星的人是肿样想的。            
(1星)	 猥琐坑爹的极致~            
(1星)	 演员太难看了 太难看了 唉             
(1星)	 恶心死我了            
(1星)	 极品            
(1星)	 皇后娘娘和容嬤嬤快整死這幫妖孽吧            
(1星)	 什么小燕子，我看直接是一猪头，完全没脑经…… 完全没有那点灵气，还是顶赵薇            
(1星)	 NM没有最雷只有更雷啊亲~~            
(1星)	 尼玛的这片还要在北美播出啊你坑爹吗！！！！            
(1星)	 凑个热闹吧            
(1星)	 恶心你没商量            
(1星)	 这不是它该出现的地方。。。。            
(NA)	 尼玛！就有这么烂！烂的我连一集都没看完呀！！！就这还想要星？            
(1星)	 逼着我登录评分。。    实在受不了瞪着大眼睛就能演小燕子的。其实我想说，琼瑶奶奶，你错了。不是您老人家成就了小燕子，而是赵薇成就了还珠格格，很多东西真的是不对比不知道。以前看光觉得小燕子闹腾，现在一对比才知道演得那一个活灵活现。       这些天光是看人家的对比截图            
(1星)	 为什么不能打负分！！为什么！！！！            
(1星)	 小燕子完全是个泼妇，流氓            
(1星)	 懒得吐槽            
(1星)	 差！差！差！            
(1星)	 真的不是先入为主，真的，这剧就算是一个全新的剧，我也觉得超难看            
(1星)	 垃圾            
(1星)	 其实我脚的相当欢乐啊哈哈哈哈哈哈哈            
(1星)	 不想喷了 浪费口水            
(NA)	 自从看了新还珠，抗车一口气上六楼            
(1星)	 受不了那个小燕子。。。。。演的一点灵气都没有            
(1星)	 夏紫薇你侮辱了米老鼠，侮辱了勺子，小燕子你侮辱了燕子，还有箫剑侮辱了苦B            
(2星)	 其实我挺喜欢斑鸠的。。。真的            
(1星)	 我真想冲上去打小燕子            
(1星)	 滚！！！            
(1星)	 这我真看了，边吃饭边看我本来以为我能看一集，但我真的只坚持了15分钟            
(1星)	 都是奇葩呀            
(1星)	 我已经无话可说.....            
(1星)	 光听对白就很想拿拖鞋砸电脑。            
(3星)	 剧情还行，但是剧本把小燕子改的太任性了，这种人绝对不可能招正常人喜欢。紫薇好呆滞。五阿哥整容整面瘫了吧。益达额头可真大。马桶台还我容嬷嬷！            
(1星)	 吓死人啊            
(1星)	 怀念当年大明湖畔的容嬷嬷！太坑爹了，被迫从新看一半赵薇版的，果然美的不可方物啊            
(1星)	 呕            
(1星)	 我居然给了他一星啊！我是多么仁慈            
(5星)	 如果无聊课一当成一部喜剧来看，因为它随时能让你笑喷！！！！！            
(1星)	 很差            
(1星)	None
(1星)	 我表示我被雷劈死了、、、、            
(1星)	 脑残巅峰            
(1星)	 有对比才知道，原来的还珠格格还真是经典啊，塑造的形象至今还清晰的浮现在眼前！新版真是垃圾！            
(1星)	 这是一部灾难片，一部彻头彻尾的灾难片。它让我学会珍惜身边每一部我认为是最烂的烂片。            
(1星)	 如同屎一般的电视剧            
(1星)	 无颜无演技            
(1星)	 紫薇太丑太蠢了，俩主角还瞒报年龄，感觉没什么诚意的翻拍。。            
(1星)	 各种稀奇古怪的演员，看到小燕子和紫薇就想吐。。。。            
(1星)	 如果可以，我想评个负五星级            
(1星)	 我很想打负分。            
(1星)	 新版的一个个长得也太丑了            
(1星)	 两个字：恶心 三个字 真恶心            
(1星)	 同志们，不要再期待琼瑶奶奶的作品了啊，人已老，您还想她能拍出什么样的好东西啊~~~            
(1星)	 尼玛!!!给你一颗星我是给林心如面子啊!!!!!            
(1星)	 上帝一定倍儿爱SB，不然他造这么多！！！！！！！            
(NA)	 看了几眼就吐了            
(1星)	 不给1星对不起天对不起地啊！！            
(5星)	 我怎么越来越没品了。            
(1星)	 这是我豆瓣史上第一个恐怕也是唯一一个一星……            
(1星)	 琼瑶奶奶您休息吧            
(1星)	 太傻比了 我操            
(1星)	 我表示我狠强大，前几天上班实在无聊在PPS上看到新版SB小燕子挨板子那，再也撑不下去。我也是狠邪恶的来评论的，然后果断注册一个账号，上来给个1星。此剧一出，谁与争锋？以前的那些垃圾呕像剧毛都不算，这才是神剧的丰碑！            
(1星)	 悲剧            
(1星)	 整个芒果氢弹人道毁灭 尼玛怎么没负分 ！！艹啊              
(1星)	 哈姆太郎白白。            
(NA)	 觉得就是一群神经病在玩游戏似的感觉，这个新小燕子是病中之病，那个新紫薇是不是只有两颗门牙啊，长的小里小气的，什么五阿哥、尔康、尔泰，完全分不清楚的哇，没有一点辨识度~~建议：如果谁想死，就把心还珠格格从头看到尾，保证你死的很痛快，不带一点犹豫的~~            
(1星)	 一群只能演丫鬟、太监、力巴、的人演起了格格、阿哥，情何以堪啊~~~            
(1星)	 看到自慰和小阉子,没有看下去的欲望了            
(1星)	 你丫就是一个笑话！其实我分不清尔康尔泰和永琪。。。。。。。。。。            
(1星)	 看了一集不到，受精了~            
(1星)	 看到那几张脸 就想吐            
(1星)	 分怎么可以这么高我擦列!!            
(1星)	 只能说是恶心了！            
(1星)	 毁人不倦。            
(1星)	 为了打一星！！！            
(2星)	 给彩霞金锁和晴儿            
(5星)	 不比较的话，单单的看的话，挺好的说~            
(1星)	None
(5星)	 为了欢乐的评论而打5星  O(∩_∩)O哈哈~              
(1星)	 一星给晴儿吧。。。。。。            
(5星)	 大家好像都拿这个和以前的比  我们没这个必要  年轻演员都很辛苦 希望大家给她们点掌声              
(1星)	 尼玛啊！！姐看了之后，真的很想扇老燕子耳光！！尼玛！！能不能笑笑，看的我好难受啊！！紫薇！！你还敢再彪悍一点嘛！！你的肩膀比男的还宽啊！！            
(1星)	 认真的实践着“只有更差，没有最差。”            
(1星)	 豆瓣什么时候给出负分制度？请考虑一下谢谢了。和回忆比，死得很难看，就算作为全新电视剧看，也是一部男女主挫到爆的天雷剧，说个P。            
(1星)	 SB不解释            
(5星)	 喜欢你们每一个人  五阿哥的体贴温柔 紫薇的柔情是水 小燕子的淘气可爱 尔康的沉稳帅气。。。。。。            
(1星)	 我恨豆瓣没有半颗心甚至于负分系统！！！            
(2星)	 其实吧 我是看斑鸠的说，，，，其他我都忽略的哇 PS尔泰也是不错的 小燕子不憋着气说话就更好了             
(5星)	 宽容一点，轻松的看            
(1星)	 已无力吐槽...            
(5星)	 睿，加油哦            
(1星)	 靠，看这玩意儿还说好的都他妈是乡村非主流吧。。。            
(4星)	 刚开始觉得这部戏还挺傻逼的，可是看了几天觉得还可以！~虽然没法跟第一二部比~但比第三部天上人间好看多乐~~话说从98年到现在，这是我看的第二部古装剧~ （新版刚开始最讨厌班杰明~很讨厌这个后来的角色~但是现在最喜欢他~琼瑶奶奶的眼光当初找方中信拍一帘幽梦~这次这个美国演员更是帅哥            
(4星)	 哈哈，还算用心拍的东西吧            
(3星)	 能给三星，是给琼瑶的。除了有些台词无与伦比的囧以外，能推翻自己以前的作品，几乎重新来过。是一件巨大的工程。过程那是相当的痛苦。另，这部片子，能看的男人都是配角好么。            
(1星)	None
(3星)	 没想象中那么差啦~            
(1星)	 惹不住好奇看了一集 我承认芒果台 你赢了 你让我看了 但是 我要和你说还我狗眼。            
(1星)	 讨厌剧中的小燕子，讨厌紫薇            
(1星)	 旅游住店时瞄了两眼，因为就这台信号好，然后彻底崩溃了，太烂了，烂到一向不喜欢落井下石跟风给低分的我也要爬进来给一颗星，你恶心到我了知道不！            
(1星)	 牛X的电视啊。。            
(1星)	 脑残升级必看。。看完满级。。!!!!!!            
(1星)	 我看5分钟就阵亡了            
(1星)	 想死的一塌糊涂...            
(1星)	 惨不忍睹            
(1星)	 丑男去死！            
(1星)	 真是天雷滚滚啊……为嘛那些女的都吐字不清呢~啧啧啧啧，芒果卫视别再干这种损人利己的事了啊！！！！~            
(NA)	 没法评价，一星都不想给，紫薇长得太苦了，又只会背台词，老版那么有爱的经典台词被玷污了            
(2星)	 亚洲恐怖电视剧新高峰             
(5星)	 我感觉还行，比原来的有进步。就是演员的演技不算太好，刚看了Ⅱ中第二集，永琪扮狼吓唬小燕子她们，刚开始晴儿，紫薇都吓得不得了，惊心动魄，可是当永琪露出脸时，马上就好了，心平如镜的样子，感觉中间还得有点过渡吧，就是慢慢从害怕中回复过来的神清。            
(1星)	 片子看的闹心，一星给林心如            
(1星)	 也就邓萃雯和林心如能看！            
(1星)	 烂到一定境界也是记录            
(1星)	 吃屎吧亲~            
(1星)	 吐死了！            
(1星)	 听说很烂，果然很烂            
(1星)	 女的比男的还健壮  男的都是锥子脸              
(1星)	 打一分已经不需要说明理由了吧            
(1星)	 尼玛的坑爹啊~~~~~~~            
(1星)	 本来想消遣看看，结果愣是看不下去了。。。且不说选演员的失败，导演和当初的导演也不能比，手法粗糙，失了美感，情节拖沓，不在点上，看得胸闷            
(1星)	 以前从没看过这么烂的片子            
(1星)	 吐槽无力。。。。说实话，如果可以的话，我一颗星都不想给！            
(1星)	 太TMD差了            
(1星)	 1分钟败走，服了            
(1星)	 如果豆瓣有负分的话，我觉得这破片就一定是史上最烂。            
(1星)	 太烂了。。。。。。。            
(1星)	 怎么会有这么丑的紫薇？！            
(1星)	 这3·0的评分很养眼            
(1星)	 炸瞎了我的狗眼！            
(1星)	 为什么没有零星 主角们真是让我肝胆俱裂~~            
(1星)	 我只是为了看看林心如和秦岚而已。。只是没想到等到第四集就看到一眼。。            
(2星)	 剧情太拖拉了            
(2星)	 为毛一星这么多，我真心觉得有两星            
(1星)	 标签好逗！！亚洲恐怖电视剧新高峰   毁人不倦              
(1星)	 为了张益达我抱着必死的决心看了第一集，为了我的生命，看了五分钟我放弃了，本来想给零分，奈何系统不允许，好吧，一星给张益达吧            
(1星)	 这怎么能播去北美 瞎眼！            
(1星)	 新还珠格格其实是大耳朵俱乐部的宣传片            
(1星)	 雷雷更健康            
(1星)	 我擦这货已经不是雷的问题了整个瞎狗眼好嘛吾辈没看过旧版的但是新版的连十分都看不下去真是颠覆三观啊！            
(1星)	 好难看的电视剧呀！！！是有史以来最难看的电视剧了！！！            
(1星)	 哈哈，我就是来批判的~靠。我想认识那个打五颗星的~真心的~            
(1星)	 翻拍的没有水准。新版的演员长得都挺好看，但是看上去一点特色都没有。98版的人物都很有特点，紫薇的柔情，小燕子的活泼，一看就有感觉。而新版的，只有做出动作，想起的时候才有感觉，总是觉得这戏就是个偶像剧，其他的都没展现出来。呵，还说【快乐】为主，小心别砸了【还珠】的老招牌。            
(1星)	 尼玛的坑爹啊！！！！            
(1星)	 晚节不保            
(1星)	 天雷界的又一朵奇葩            
(NA)	 我曾试图说服自己新还猪还是有可观度的，可是我失败了            
(1星)	 尼玛，能不能再艹蛋一点？            
(1星)	 别的不说了，我只是很诧异为什么邱心志这样儒雅的爹和林心如这样温婉的妈会生出海陆这样让人吐槽无力的姑娘。            
(1星)	 我是来打星的             
(1星)	 没看过 还不想被雷死 光是网上舆论都知道有多恶心了 马桶台回家看自己的雷阵雨去就好了嘛别来毒害我们最喜欢的还珠格格 山寨版还弄个假的收视率第一你累不累啊你 你看看台湾那个电视台多冤啊花这么多钱买了个狗屁玩意儿 反正从来不爱看马桶台  别只顾着捞钱啦 自己的招牌都臭了还不洗洗            
(1星)	 竟然忘记给这部打星了。。。扣鼻。。。            
(1星)	 如果換是a片,我可能會支持。            
(1星)	 傻逼片不解释            
(1星)	 我勒个去            
(1星)	 烂的一毛！其他的就不说了，演紫薇的女人丑的伤心！！演五阿哥的男人就是一个猴子！！！            
(1星)	 完全看不下去啊            
(1星)	 天雷滚滚...            
(1星)	 边看边掉鸡皮疙瘩，琼瑶说新版以快乐为主，我看以痛苦为主，看着太痛苦了，还是不看了，雷死人又不偿命            
(1星)	 真是太离谱了   烂货            
(1星)	 不小心听到了一滴滴芒果卫视正在放的还珠嬷嬷 森森的震精了 我勒个擦 一29的姑娘该你那个发音么 你是吃糖噎着了么 你知道我听了想掐你喉咙啊 我擦             
(NA)	 想吐啊！            
(2星)	 看到紫薇进宫就实在看不下去，太难看难看难看难看了…………            
(1星)	 滚            
(2星)	 雷的好啊，各种糟            
(1星)	 人类的语言已无法形容，只是简单总结一下：恶心、恐怖、肉麻、露骨、低俗、无聊、弱智、低能、浪费资源，这么有钱拍这么毫无意思的东西，还不如将钱捐给更需要的人。            
(1星)	 这个，看过的人除了脑残，几乎会感到妊娠反应            
(1星)	 我一颗星都不想给            
(1星)	 看了尔泰抢亲一集，想里面的女人都去死啊！！老佛爷阻止皇上册封紫薇：皇帝还是亲王的时候就喜欢微服私访，能保证不会再有折扇吊坠么！正中笑点            
(1星)	 我那天就看了一小段……就崩溃了……            
(1星)	 哎呀我操。            
(1星)	 琼瑶被盗脑了 或者这就是她一直期待的极其所有SB元素的一部经典之作            
(1星)	 演员丑，剧情无聊，难看的极致！            
(4星)	 总会不断革新，包容新事物，为什么不以一个包容的平和心态去看呢？给4星，算作鼓励            
(1星)	 简直了。奇葩了。说好的益达呢=。=            
(1星)	 犹记绍兴宾馆那晚，先前看了无数预告还是手贱看了电视台播的，看完心情久久不能平复……            
(1星)	 很遗憾没有零颗星。。。这是电视剧吗，差到令人发指，主创当观众都是弱智。。。            
(1星)	 都不好意思说自己看过30分钟            
(5星)	 真开心~~~            
(1星)	 SB            
(5星)	 很好看，可是人物关系太复杂，总会出现情敌之类的            
(1星)	 其实我没有看过 但是我还想说一句 你可以去死了！！！            
(5星)	 今夜无事，果断一睹风采！果然是顶级喜剧盛宴！            
(NA)	 简直连分都打不出的雷片！琼瑶阿姨，麻烦退休休养一下吧！求您了！            
(1星)	 没有0星么？。。。。。。            
(1星)	 好丑的阿哥格格，好俊的丫鬟太监啊！！！            
(1星)	 给五星的大神们。。你们神经是有多强韧？            
(1星)	 嗯，我没看。            
(3星)	 拜托，哪里有这么难看。真是的。除了紫薇确实是太丑了，但是四大才子多帅啊。小凳子特别是。            
(1星)	 还是原配好            
(5星)	 感觉还是挺不错的，虽然有些时候感觉还是演的有些稚嫩，但是这是那些演员们一年多的努力，还是值得一看的。            
(3星)	 一帮欲求不满的观众终于找到了发泄点，还没看片就吐槽连连。客观地说这部片子拍的中规中矩忠于原著，湖南卫视从拍摄到宣传都很成熟，是国内其他电视台都无法比拟的。虽然没有很大的突破，但绝不至于像一些没大脑的宅批评的那样。            
(1星)	 登峰造极的恐怖片            
(NA)	 这剧上北美？            
(2星)	 班杰明好可爱啊，哈哈哈哈哈            
(1星)	 情节太不符合逻辑，太恶搞，没有了当初的精致            
(1星)	None
(3星)	 感谢这个夏天发生的许许多多我们都不会忘记的美丽的事，虽然没有美妙的旅行，但是我们还是有好多回忆，好多是关于这13年的种种回忆，不用怀疑今后的路，无论走到哪里，心永远都在一起Apart &amp; Together ; 这部戏如果平均分只值一分的话 不是任何人的错 只错在琼瑶            
(1星)	 新版大概是低幼版，那演技真是叹为观止，再看下去要影响智商，对心肺功能也不好，就是可惜了邓萃雯和邱心志和刘雪华            
(1星)	 简直他妈的不想给分了！！！！！亚洲恐怖电视剧新高峰！！！            
(1星)	 要不要傻的这么彻底…            
(1星)	 我勒个去 打五星的是哪个星球来的            
(3星)	 本来想给2颗星 但是第三颗是因为愧疚心 当初看完片花立马只给了1颗星 对于当时没有看剧就给这么低的评分而有几分歉意....其实还是不错的 从小燕子的喜剧效果来说 “豆腐里白糖炒死人四大才子” 小燕子果然升级了~            
(3星)	 尔泰可以当CV            
(1星)	 芒果不倒，山寨不死。            
(1星)	 我看过这片说出去都丢人~~~~            
(1星)	 演员太丑，看不下去。。。            
(3星)	 当喜剧片看不错啊  开怀大笑            
(3星)	 李佳航很帥            
(1星)	 一星完全给就露了一眼的夏雨荷以及鼓励皇后娘娘弄死紫薇和小燕子……要不然我真想打负分了……            
(1星)	 太监一个比一个帅 宫女丫鬟一个比一个漂亮!!洋画师无限抢戏 五阿哥毫无存在感!!还面瘫!!你们到底谁是男主角啊啊            
(3星)	 明明挺好看的               
(1星)	 浪费钱财，浪费制作啊！！！            
(5星)	 新还珠很好看呀，让我们重温了经典，人不能老活在过去，总要有些新的，我觉得对于新还珠喜欢的就看，不喜欢的就不看，何必这样去败别人呢，这样显得很没素质哟！就算积点德吧！......            
(1星)	 抢我《步步惊心》档期，老娘不淡定了，就算一眼没看过，也要给你一星。            
(1星)	 为什么没有0星的选呢？            
(1星)	 实在看不下去了~哪有有快乐咯~只有看的烦躁~            
(1星)	 雷死人不偿命啊啊啊。。。            
(1星)	 哈哈哈哈哈，我是来凑热闹的。传说史上惊人恐怖片，哈哈哈哈            
(1星)	 一颗星给林心如            
(1星)	 雷死姐了QAQ！！！            
(1星)	 亮点太多，无力承受。。。            
(1星)	 赵薇多水灵啊，林心如多纯情呐 琼瑶阿姨的选角水平哪里去了            
(1星)	 是的 给一星是给林心如面子            
(1星)	 妹妹一直在吐槽他们的“哈哈哈哈”顺带看着张益达含情脉脉讲冷笑话            
(1星)	 看预告的时候感觉应该还可以，还可以只是对李晟说的，总得来说嘛，偶尔她出来还能笑两声，其它我实在无语了，TMD制片人当我们观众是什么 ，破电视还把期待很久的倾世皇妃，芒果台造孽啊，这部剧里我唯一喜欢的就是夏雨荷，瞧瞧海陆演的紫薇，这是一个才女吗？？？一点都看不出来，真的很怀念赵薇林心如            
(1星)	 看大家都在看也凑凑热闹，第一集还没演完就有点看不下去了。。。            
(2星)	 被雷的不轻啊!!!女演员除了金锁其他都怪怪的,男演员除了皇上跟洋人其他一律分不清,都长一个样!!!哎~不知道从哪评论了,容嬷嬷作死            
(NA)	 夏天雷一雷 乐一乐            
(1星)	 最漂亮的：明月最帅气的：小凳子 小桌子            
(1星)	 湖南台的流星雨宫了台湾和韩国的电视剧后，终于自宫了……            
(1星)	 还98集 看了第一集5分钟就关了。。去死吧            
(1星)	 一边看这货一边吐槽已然成为了我最近的一大乐趣            
(5星)	 除了四大才子能超越老版，剩下的········································。不过没关系二十年后再翻拍这部就是经典了            
(1星)	 真的...看这真是雷死我了...真的雷死我了。。。我只看了其中几个片段。。但就是这几个片段雷的我体无完肤。。真的。。。我真的不想看下去了。。真的。。我真的没有看下去了。。。            
(1星)	 演员都很丑，演得也挺烂。            
(1星)	 戳！容嬷嬷快戳！！戳死她们！！！哈哈哈哈哈哈哈哈哈哈哈哈哈哈            
(1星)	 虽然琼瑶和各演员说很努力的拍这电视剧，但是各主演的演技和努力不太成正比，平淡，苍白，无力！            
(1星)	 给一星都高了            
(3星)	 张益达11集说了一句话“这种痛苦，夹杂着狂欢”尼玛当时我就乐了！！！            
(1星)	 一坨屎            
(1星)	 恶心死我。。。。。。。。。。。。。。。。。。。。。。。。。。。。            
(1星)	 SB不解释            
(1星)	 98集啊哎哟喂            
(1星)	 我带着强烈的好奇心来看您们拍的《新还珠》。打算重温对小燕子的旧梦，结果听到片头曲就感觉在号丧啊，我的天，这还第一集没看完完，估计今晚睡不着了，导演啊，演员们啊，我明天还要上班啊？老板看我精神不佳。。。。我求求你们了，有钱烧得慌就捐给灾区需要的人吧！这年头，天灾人祸不少了，积点阴德            
(1星)	 恶心            
(1星)	 皇后赶紧整死紫薇和小燕子算了            
(1星)	 简直就是死人            
(1星)	 林心如好漂亮喔..  我要娶回家T_T            
(1星)	 小燕子演的太差，大舌头，笑起来很假，很闹人。            
(1星)	 实在看不下去了            
(1星)	 小三~            
(1星)	 恶心死了            
(1星)	 拍琼瑶剧居然选些这么丑的角色            
(1星)	 别出来吓人啦！受不鸟！去你妹、去你爹、去你祖宗十八代的新还猪！！            
(1星)	 可以給零星嗎，蒼天。            
(1星)	 。给一星太抬举了。            
(NA)	 我觉着柳红长得很好看 晴儿也好看~            
(1星)	 大家都是抱着挑刺的心情去看的吧。新燕子的神态声音还挺像赵薇的。紫薇有点小家碧玉，不像她妈林心如那么大家闺秀。马脸的永琪太秀气了，像个小太监。尔康比尔泰个子矮，看着怪怪的。尔泰演的落落大方足智多谋，看起来更配晴儿。皇后是我超爱的邓萃雯啊，和大家的心态一样，巴不得皇后赶紧把小燕子紫薇            
(1星)	 烂片自虐症 我实在是看不下去了 只看了一集 okay 可以打分了            
(1星)	 瞥了一眼，无聊。湖南台真是无所不恶俗啊，强            
(1星)	 乱七八糟的闹剧。演员选的太发指了！            
(3星)	 尔泰            
(2星)	 实在是无法接受这么烂的电视剧啊！！！这样的剧也能捧红人？倒我。。。            
(1星)	 奇葩～～～你懂的～            
(1星)	 看了剧照就给星的人表示 去你妹的 给5星的人你们肿么了？是肿了么？            
(NA)	 爲什麽沒有負分！！！爲什麽！！！眾人長的是一個比一個丑！！尼瑪這就是傷眼啊！！！女豬腳又口齒不清，尖銳的聲音，別出來強J我的耳朵，好伐！！已經傷到無力吐槽！！！尼瑪！！！            
(1星)	 史上最垃圾的电视剧            
(NA)	 新还珠格格 观看 地址 www.gm0759.com       www.3vv.cc            
(3星)	 2011-09-09            
(1星)	None
(1星)	 虽然我不是还珠迷，但是这货比起老版的也忒雷人了点啊！！！！！！！！！            
(2星)	 绝对是黑紫薇那个演员的            
(1星)	 不要再来伤害我们的回忆了，这拍的是什么啊，芒果台，你们出来抄袭雷人还能干出啥事不            
(1星)	 瞎了我的狗眼            
(3星)	 光看每天人任何校内的骂声一片 就知道芒果台已经在偷笑了            
(1星)	 谁打五星谁怀孕O_O            
(1星)	 紫薇你能再丑一点么？小燕子不要瞪眼睛，五阿哥也是，还有刀疤尔康，还有丑化邓萃雯的化妆师啊，你安得什么心啊            
(1星)	 哈哈哈哈哈哈哈            
(1星)	 我就是来压低平均分的。紫薇小燕子不死，此生难瞑目啊。。。。。            
(2星)	 平地一声雷！            
(2星)	 坑爹啊啊啊啊啊啊！！！！！            
(3星)	 还行吧~比想象中的好多了==            
(1星)	 没办法评论            
(1星)	 无力吐糟。。。            
(1星)	 。。被雷的外焦里嫩。。看到这里评分竟然这么高觉得瞎我钛合金狗眼，遂注册了个账号给差评            
(1星)	 长的不是小燕子            
(3星)	 反正都是玩玩儿嘛，那么认真干嘛            
(1星)	 雷人啊 尤其五阿哥，长的跟个智障一样            
(1星)	 我好想大嘴巴抽那小燕子啊，怎么那么做作，你木！            
(1星)	 说实话，老还珠这种寄托了70.80后感情的电视剧，还是不要翻拍的好.            
(1星)	 为啥要破坏我的童年记忆。。。只想看看雨荷。。。            
(2星)	 夏雨荷出现的时候清新了半分钟            
(2星)	 看了15分钟。真TM2B            
(1星)	 力推大家啊，看的我一点都不是生气了。好基友，好朋友            
(1星)	 没灵气 像是背台词！！            
(4星)	 还不错 故事很完整 总体挺好。            
(1星)	 看一分钟也算看过。            
(1星)	 亚洲恐怖电视剧新高峰  haha~            
(3星)	 其实还算好啦。            
(2星)	 弃            
(1星)	 矮油怎么没有负星！            
(1星)	 我是真心实意、毫无讽刺的这样想的：这部如果挖掉几个主角，还是能看的。。。            
(1星)	 ╮(╯_╰)╭            
(1星)	 看了几集。。            
(1星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈！我看了10分钟哟！！！            
(5星)	 这是一部多么适合咱们几个凑在媳妇儿园的电视机前边看边吐槽的好片啊！@螺丝艾草 @花花的妈 @liuer66liuer @小小酥0118 好评全五星！            
(1星)	 我都没坚持到尔康出来！            
(1星)	 只有夏雨荷入眼...而且这结局也真烦~            
(1星)	 我就是多余。。。。。            
(NA)	 看完了！            
(NA)	 可见我是有多么无聊。。。            
(1星)	 哦 亲 你让我说什么好啊亲 我最近疯狂追旧还珠中。。。。            
(1星)	 惨不忍睹啊            
(5星)	 叫啊，快叫啊，再不叫皇阿玛要生气了            
(1星)	 最让我难受的是，小燕子原本是要大大咧咧的，为啥我听这濱员再怎么提嗓子，都细声细语滴。一点力气都没有，怎么大大咧咧地起来呢。。。。            
(1星)	 卧槽笑死我了各种槽点各种腐点各种内涵各种意境让我这种想象力丰富的人怎么办怎么办！！！！！！！！！！卧槽想给五星啊            
(1星)	 有没有比一星更低的了？            
(1星)	 我坚持了30分钟..            
(NA)	 ！！！！没人觉得新版紫薇像米老鼠么 真的太像了...            
(1星)	 很多年前，总觉得赵薇和林心如两个傻妞都能红，和老一辈的王祖贤和林青霞钟楚红之类的比差太远了，现在才知道。是一代不如一代。期待超前版猴子格格            
(1星)	 我发誓，有生之年绝对不看芒果台任何电影电视，换台不注意掠过也及时捂眼睛。            
(1星)	 垃圾            
(1星)	 翻拍的人脑子有病么，不知道当时第三部就很勉强了么。还重拍一边。里面的人物塑造要多变扭有多变扭。。那个紫薇一点姿色都没有。皇后又没气势。。唉。。            
(1星)	 哈哈哈哈哈哈哈哈哈哈哈哈哈            
(2星)	 装逼打个分            
(1星)	 一星只是给心如！！！！！！            
(NA)	 不行了，看了5分钟果断扛不住了，那个班杰明太扎眼，格格们太像了，阿哥们这个GAY做啥？而且演永琪的演技也真TM太恐怖了。演小燕子的，眼球还在眼眶里是奇迹。看到林心如表示活回来了。但是我果断不玩心跳了。            
(1星)	 我建议豆瓣加一个0星            
(1星)	 能评0分么            
(1星)	 TMD 为你这电视剧 我话了点时间注册了个豆瓣号 不是为别的 就是想发泄  撒烂剧 小燕子又丑又老 紫薇没点温柔和大家闺秀的皇室血统气质 说白了看预告片 就是给林心如个面子。其他主角球演技没得 貌似照着剧本读一样 看着林心如的夏雨荷 好怀恋林心如的紫薇 我哭啊            
(1星)	 被迫看新还珠，我想死            
(1星)	 为嘛没有0.0000000000000000000000000000000000000000000001星可打！！！！            
(1星)	 我操  新还珠是找不到人演了吗  一个赛一个丑  剧本僵硬无感情   真他妈毁东西    这都他妈怎么了  俩大丑女一个格格一个紫薇  猪八戒托身吧0.0   那没神的大猪眼   拜托  这他妈好歹也是个言情剧啊  看看人家梅花三弄那些角，，            
