http://movie.douban.com/subject/5279587/	玛丽外宿中 매리는 외박중
(5星)	 男二号总是很悲剧，我喜欢男二。            
(NA)	 韩剧真的很拖IQ，好没营养。            
(3星)	 烂尾... 前面感觉还不错的说             
(3星)	 实在是不好意思给更低了            
(4星)	 看完之后想起来自己也认识过一个灰暗版的男主角            
(4星)	 为了张抽抽打的四星            
(3星)	 看到中段就有点看不下去了...虽然真的很爱金在旭。            
(3星)	 太喜欢张根锡了！但是剧情就比较一般。。。。            
(3星)	 张根锡是挺帅的，可惜有点娘啊。剧情也太少女系了……            
(2星)	 我了个去 编剧简直了  我无话可说 张根锡也越来越娘了  没动鼻子的时候多么美好！！现在是啥样！！！            
(2星)	 本来两大帅哥我真的是觉得这部剧再烂也肯定不会差到哪，但是他真的很遗憾的烂得超过我的预期。两男主的颜也无法改变这个事实。音乐太差，和美男那部比简直就是天上地下。            
(3星)	 此剧主要用来研究冬季服装搭配            
(2星)	 鼓起几次勇气看第一集，都没有坚持下来。            
(4星)	 张根锡和文根英，萌系组合，男二和女二也都蛮有饭的，就是觉得剧情还是没法怎么吸引人，所以少了一颗星            
(NA)	 冲着小帅去的，剧情也不咋地            
(2星)	 看完第一遍《原来是美男啊》就计划看这部，但那时才出，以我这耐不得一周一集，就想等出完再看。出完后，瞄了几眼评论，决定不看了。后来因为又看了一遍《原来是美男啊》，为了张根锡，就决心看这部。结局是，让我纠结又纠结，虐之又虐，前5集还算不错，可后面……外加，为毛我觉得是个同人片呐？            
(3星)	 期待值越高，失望越高。            
(4星)	 韩剧就是让人相信爱情或者再也不相信爱情的。            
(NA)	 结局都没看完。。我是冲着男二来的            
(3星)	 这个剧。。。客观上来说。。。编的的确不咋的啊。。可能作为鳗鱼给这样的飞鼠不厚道。。但是。。。。。            
(2星)	 烂啊烂T T             
(4星)	 纯粹喜欢文根英和张根硕，俊男美女哇！            
(3星)	 不错呀~~~            
(4星)	 那个眼线男这回变身特好！那代表也不错，不过，长得太像gay了……看来我还是沉浸在1号店时候他的那个角色~~            
(3星)	 只看臉只聽歌不管劇情如何            
(4星)	 虽然是慢节奏的电视剧，情节也不算新颖，还是慢慢的看完了，感觉是冬天的太阳，暖暖的轻轻的。            
(2星)	 男女主角是韩国演员中两大萌主。            
(4星)	 韩剧的一般套路，前半段还不错，越到结尾越不好看。不喜欢看着一个无辜的好男二这么被折磨。但根硕和根英这姐俩穿的倒真是好看。            
(3星)	 明明都是美女帅哥 演技也都没话说~偏偏遇到这种无聊的剧本 可惜呀            
(3星)	 就是看人的~无视剧情~            
(NA)	 太帅了吧。            
(4星)	 还可以吧,当时觉得还不错,但是剧情真是挺狗血的,尤其是韩剧里老是出现欠债的父亲,指腹为婚什么什么的            
(2星)	 文根英怎么就童颜呢！            
(NA)	 张根锡            
(1星)	 当年怎么瞎了狗眼居然来看这部剧。            
(3星)	 IDOL            
(5星)	 小武和玛丽 ❤            
(3星)	 大爱玛丽，大爱武玦            
(3星)	 冲着张根锡看的，还可以~~那里面人物的造型很不错~            
(4星)	 我的理想型……            
(3星)	 长大了呀            
(4星)	 4星不是给剧情，是给妖孽的。            
(2星)	 星星给文MM的大长头发            
(3星)	 前面看看还行~~后面就有点腻了~~            
(2星)	 完全残片好嘛···一星给张根锡的长相，一星给金材昱的长相···            
(3星)	 一般吧！            
(4星)	 小帅小帅~~~最后完全是因为张同学而坚持看完的，虽然也曾经出现过很对胃口的两男争一女桥段，不过后面半部实在不怎么样啊~            
(3星)	 张根锡真是妖孽啊            
(2星)	 烂啊烂T T            
(3星)	 太长太拖拉            
(1星)	 一集弃            
(3星)	 爱音乐的帅气男生，小猫一样的可爱女生，就这么理所当然地走在了一起...            
(3星)	 金材昱撑着看了一半            
(4星)	 剧情不怎样啊，就是喜欢上张根锡了。。。美。。。对自己无语了~            
(3星)	 等呀等，总算等到这部了，可惜好失望哦，张根锡也太瘦了吧，没看过原版漫画，不过感觉改编的也不太好，看不太下去。。            
(2星)	 基本上这个剧，我觉得只剩下偶像了...            
(NA)	 试婚，一女配两男            
(3星)	 整个剧风格轻快明朗，也很短。没有纠结的男女爱，大家都很善良。挺有意思的。            
(5星)	 喜欢小帅的温暖的笑~            
(5星)	 最爱小帅咯!~\(≧▽≦)/~啦啦啦            
(4星)	 剧情一般，不过猪脚很可爱啊！            
(2星)	 文根英是在太2了……看到第三集就不想再追            
(3星)	 文根英胖了没灵气了 声音也不好听            
(NA)	 比较喜欢里面的服装风格 其他 无感            
(2星)	 只看了十分钟就果断弃剧             
(3星)	 张根锡是很帅，但画面唯美，故事情节有点逊色吧，两天就看出来了，没任何感觉。。            
(3星)	 就靠张根锡在撑着            
(3星)	 男二号真可怜，55555，简直是万年男二啊            
(3星)	 三颗星只是因为花痴·· 这是小帅演的最失败的一部剧了把···  看来真是对文文不怎么来电啊···             
(NA)	 张根硕，笑起来很可爱。            
(3星)	 冲着三主演去的。。。除了衣服没什么值得注意的= =            
(3星)	 =-=....            
(3星)	 剧情一般，就是喜允文根英            
(1星)	 情节真得很苍白            
(5星)	 喜欢O(∩_∩)O哈哈~   很喜欢小帅这造型(*^__^*) 嘻嘻……            
(5星)	 看完之后我又相信爱情了            
(4星)	  金材昱 !!!!!!!!!!!!            
(NA)	 总的来说…只看张根锡都会有点累            
(2星)	 实在忍受不了这个情节拖沓 人物莫名其妙的烂剧了 我决定弃剧！            
(2星)	 十分非常之一般            
(5星)	 我就是给5分，NBB的5分！！可是上帝啊！！！不要再让脸蛋漂亮的演员接那些无敌弱智的剧本了啦！！！！！要让他们在漂亮风骚迷倒万千的时候狠狠的演技与美貌并重一把！！！不要等花都谢了才拿演技来补救被摧残的面容啊啊啊啊啊啊啊啊！！！！！！            
(5星)	 爱死suk那头中长发~~            
(4星)	 冲主角看的 男2也很帅啊- -            
(3星)	 唉。。。本来是很期待的一部韩剧，但是看的时候却觉得有点失望，张根锡和文根英这对俊男美女并没有为这部电影添色~~            
(4星)	 為了男主來看卻喜歡上文根英在裏面的角色。瑪麗實在太可愛啊！！            
(4星)	 一颗星送男主一颗星送男二。哎呦我操谈个恋爱真鸡巴难。            
(3星)	 剧情真的是......不解释...完全是冲了咱家张很帅先森来的...哎  就他养眼了            
(NA)	 很一般 我爱男二 混心疼            
(2星)	 个人不是很喜欢~~            
(1星)	 文根英你几岁了啦。。。            
(3星)	 不喜欢.....            
(2星)	 一般            
(3星)	 冲着张根锡帅去的~            
(3星)	 张根锡太sexy了！！！！            
(3星)	 因为张根锡看的，尝试了好几次，实在没有毅力看到底，感觉没什么内容，也没什么起起落落~            
(3星)	 张根锡，文根英，我不太想看。剧本怎么了，一个一个认知无能了。哎，接受不了张根锡，印象分下降。            
(3星)	 Merry Christmas and Happy New Year~            
(3星)	 张总我实在不喜欢你这造型啊 文根英也不知道哪里美  都那么哈 。。。            
(3星)	 青春亮丽很养眼，就是剧情太烂。。。            
(3星)	 还不错            
(4星)	 男二和女二都不招人厌的戏。音乐不错。文妹子看起来才18岁。            
(4星)	 剧情老套点。女主性子说好听叫温婉，说难听叫懦弱，没有一次敢对着爸爸和叔叔为爱情任性一回。不过实在是喜欢那个妖孽“完美无缺”，弹吉他时太有型了，笑起来又像天使一样灿烂。剧中的音乐都很好听！            
(3星)	 huanshion 思密达            
(NA)	 完美无缺，尽管一开始并不是情愿的，然而过程中所带来的甜蜜，爱情也都 是这样的，张根锡在此中的性感，真得把我迷晕了。            
(5星)	 爱死            
(3星)	 我怎么觉得文根英好憔悴啊，郑代表更有魅力啊，是我喜欢的型            
(5星)	 巨好看  灰常稀饭这个风格            
(2星)	 用来打发时间都是浪费...            
(3星)	 不用看剧情，只要当做杂志看就好            
(4星)	 虽然剧情不知所谓，但男女主角的表演很感动，撑起了整部戏。而且设定上颇有共鸣感，还是部温暖剧的~            
(2星)	 不好看，没看完。男主女主都不是我的菜……            
(3星)	 sosososo...徐准不错            
(5星)	 其实，我很喜欢男2号的。            
(3星)	 张根锡^^男2也不错~ 情节一般。。。            
(2星)	 不咋地            
(5星)	 没有大起大伏的剧情正中下怀，真心不喜欢今天车祸明天上吊自杀的吊人心的剧情吖。四个主角都很喜欢。            
(4星)	 剧情不给力 看完的原因就是两位主演 一个美的要死 一个萌的要死            
(4星)	 还不错，很喜欢文根英，冲着她去看的，和灰姑娘的姐姐完全不同的角色……            
(NA)	 很好看啊。。            
(4星)	 还是喜欢张根硕man一点的造型，多给一颗星是因为实在是喜欢文根英。            
(5星)	 不一样的张根硕            
(4星)	 三颗星纯粹是为了小帅给的，一颗星是给造型师的，其他别无可取之处。。。            
(4星)	 11.09.07完            
(2星)	 后悔看了            
(2星)	 虽然很喜欢男主但是剧情真的烂透了            
(5星)	 不吸引人的开头，很温馨的过程，有爱的结局~            
(4星)	 大硕超帅的。剧情一般般啦。什么探讨结婚话题实在是有拔高的倾向            
(3星)	 可惜了她那么喜欢的张根锡            
(4星)	 - - 这里面的着装，真是犀利风。            
(5星)	 我家张根硕！！            
(4星)	 张根锡唱歌的声音真的很好听，貌似hello，hello这首歌李弘基唱的更好听呢~            
(NA)	 男2又是非常纠结的存在            
(4星)	 挺喜欢的~！            
(4星)	 无聊时候棒子还是有用的            
(3星)	 一般            
(4星)	 守护自己的爱情~做一个温暖的姑娘            
(4星)	 不管剧情怎样，男猪女猪还是养眼的~~~            
(2星)	 这片里的张根硕形象真的有点，，女性化 不太喜欢文根英了，感觉演的有点做作            
(2星)	 这部剧适合截图。            
(2星)	 我对于自己熬通宵看完这片子感到非常不齿。            
(3星)	 实在一般            
(4星)	 明明很好看            
(3星)	 偶像剧大致很幼稚，剧情经不起推敲，可恨的是，居然还能一集一集看下去，这都是张根硕这个妖男虐的。至于文根英嘛，娇小的娃娃脸感觉是个十几岁的孩子，没发现她相较于《蓝色生死恋》时有任何的成长。            
(4星)	 玛丽父亲在玛丽结婚前说的“经营爱情比坠入爱河更辛苦更现实。”令我影响深刻。            
(3星)	 除了冲着小帅，还有沉迷于小帅做音乐的各种仪器            
(NA)	 感觉没&lt;原来是美男&gt;好阿。            
(5星)	 我想把五個星都給張根碩，真的超帥的            
(4星)	 双根搭档挺有型滴 大爱小帅            
(2星)	 也是冲着演员看的，可是这剧情真的一塌糊涂。            
(5星)	 音乐动听 爱情动人            
(4星)	 颜真的很不错唉            
(2星)	 看浪大姐面子给四星，文根英太脑残扣一星，编剧更脑残再扣一星            
(3星)	 完全是冲着张根锡去看的啊            
(NA)	 - -又弃了，我不适合看韩剧啊，太长了坚持不下来- -而且待见的女演太少。。。。。。。。            
(4星)	 喜欢那个笑容~            
(4星)	 看到后面就觉得很拖了，总得来讲还不错            
(4星)	 张根锡帅的一塌糊涂 爱死~            
(3星)	 换个编剧吧            
(1星)	 原谅我，我看完第七集后就把剩下的全部删除了。            
(4星)	 本来给三星，因为张根硕给四星            
(5星)	 喜欢喜欢喜欢            
(5星)	  张根硕  必须5星            
(3星)	 要不是冲着小帅。。。唉            
(4星)	 纵使我有多么多么多么爱小帅 这部剧除了前六集 我还是拖过去了  剧情.....唉~            
(3星)	 第12集起弃。            
(4星)	 因为根硕            
(NA)	 看了前几集 弃了            
(4星)	 分数全部给小帅的。感觉原来是美男好看点。女猪脚。。。有点那个            
(3星)	 实在没有勇气把整部剧看完            
(3星)	 快结束的时候发觉男2是型男            
(4星)	 没有追完            
(NA)	 搖滾歌手為愛改變。            
(4星)	 本来看宣传片以为是轻松搞笑的爱情故事，看了正片结果是经典的一女二男韩剧情节…            
(2星)	 只看了4集，实在没有坚持下去的动力了。为了主角，送颗星吧。            
(2星)	 纯粹冲着张根锡看的，但是这个剧情。。。。。实在看不下去了！            
(5星)	 小帅            
(3星)	 其实我还是喜欢代表多过武玦……张根硕好销魂啊……文根英果断babyface。肿么看都未成年。            
(3星)	 为了小帅还是再给一颗吧            
(4星)	 张根锡里面脸太小了哇  感觉还是可以 喜欢男2            
(3星)	 一直追着看的韩剧，张根锡真的太**了，还穿豹纹紧身裤            
(NA)	 爱一个人没有理由，爱上了再无法忘怀            
(3星)	 代表就是个给人擦屁股的角色，身边的人从老爹开始没有一个省心的，真阔怜......另外 代表你是喜欢无缺的吧 什么玛丽只是借口吧 借口            
(3星)	 坚持自己的真的是对的麽？            
(NA)	  喜欢硕硕            
(4星)	 文根英果然是國民美女啊 ~ 裡面的衣服都很有個性 好看            
(2星)	 真的，这么些好演员怎么就是这么不靠谱的剧情阿。还有除了卖萌，能给演员更多的性格发挥空间吗            
(5星)	 很好看的，也许是很久没看韩国偶像剧了，也许是美男不在以往我的定义里，但张根硕真是很帅很好看啊，尤其是弹吉他的，加上文根英是我喜欢的类型，题材、主演，哇噻，好久没有想再看一遍的冲动了，因为玛丽，又激动了            
(3星)	 剧情俗套 没起伏 比肥皂还肥皂。。。不喜欢女主是重要原因            
(5星)	 真是是漫画中才有的人物            
(4星)	 剧情确实有点二百五十一，但是觉得这是张根锡最帅的一部片子，有点蒙有点man，歌也很好听，不过张根锡是妖孽这个事实不变！怎么会有这么妖的男人！            
(3星)	 我爸看看张根硕和文根英，然后指着张根硕说，还是这姑娘好看！            
(3星)	 ·星星是给张根硕的·····            
(4星)	 小帅真的太帅了，唱的歌太好听了，这种人不做明星简直是浪费资源，女主角也很可爱            
(5星)	 不管是什么剧，有他的就是好剧！            
(3星)	 刚看掉结局  是因为朋友说张根锡在这里演的比是美男啊好   。 人不可能一辈子恋爱的 ，幸福的结局就是结婚了 。 真温馨 ，真爱是经得起任何考验的 ，那不过是湖面上的涟漪而已，影响不了倒影的。            
(4星)	 我就是喜欢小帅来着的。            
(2星)	 这是小帅剧我第一次没全跟的啊- -...好吧，这剧不咋地，各种快进，各种懒得跟，虽然有帅，有文根英吧...男2关注有日子了，我果然喜欢这种纸片身材的男人么？(☍﹏⁰)            
(5星)	 其实小帅出演了那么多电视剧。几乎都是音乐。嗯，小帅是个音乐天才。爱情其实都是要经历一定的磨砺的，嗯，这样浪漫的开始，我也想要拥有。            
(5星)	 真的觉得这部剧巨好看，而且让我重新回到花痴的时候，看原来是美男都没有这种感觉的，看了这个以后，好喜欢小帅啊。            
(NA)	 一般            
(3星)	 洪式啊洪式，依旧无法看下去！！            
(NA)	 不得不说这是我看过最好看的韩剧了  张根硕啊文根英啊姜无缺啊魏玛丽啊哎呦喂啊            
(3星)	 有首歌很好听，就是剧情太拖沓了            
(4星)	 冲着花美男给的推荐，其实一般，热情持续八十度            
(3星)	 我还以为因为自己老了，所以才会觉得这部剧好一般，看到评分总算心理平衡啦。因为喜欢两个男主演才看的这部剧，看完后我更喜欢金材昱欸，要是我就会选他。虽然我是看到快结束才发现原来金材昱是在那样诠释着男二，开始时总觉得男儿怪怪的，有点弄不懂路数。文根英自从出道就没吃饱过吧，好瘦哦            
(3星)	 男一跟男二基情四射。            
(3星)	 为了张根硕才看的，结果喜欢上了文根英的玛丽，像猫咪一样可爱的玛丽啊，好想领养一只啊            
(4星)	 造型师很棒，剧情有点拖沓，不过俊男美女还真是养眼呢~            
(5星)	 歌曲很赞！！！！衣服很赞！！！男女主很爱！！！配角也很搭！            
(1星)	 真是不咋的            
(3星)	 一直喜欢文根英，通过这个剧知道了张根锡这个人            
(3星)	 张根锡比以前还帅  但剧情太弱智了            
(3星)	 消磨时间的话就是韩剧了。            
(3星)	 很烂的剧情，很烂的人物塑造能力。冲着张根锡和文根英去的==            
(4星)	 衣服很漂亮~男主角的~哈哈~            
(1星)	 別浪費時間看這個.            
(NA)	 只有男二在范围内            
(4星)	 他俩的主很亮很好。。剧情不给力。。7集以后就不给力了啊            
(5星)	 最爱的张根锡与最爱的文根英在一起了            
(4星)	 两个妖孽男，一个国民美少女，一帮老戏骨，若不是编剧太不给力那就是HLL的5星！PS:这部剧就是在卖颜和卖腐啊……张根硕的肌肤吹弹可破啊卧槽！！！            
(3星)	 男女主外貌實在不搭，妖孽受全身妖光大開，文根英這兩年的成人戏令人失望，童星稚氣還未褪去            
(NA)	 张根锡和文根英的组合还是能够吸引眼球的，故事虽然是一如既往的韩剧情节，但还是可以让人体会到青春美好的爱情啊。。。            
(3星)	 真的就还好 张根硕整的哦 整个脸怪怪的 。。哎~            
(4星)	 为了大硕追着看完的，可怜我们家硕了，碰上这么个坑爹的剧本，造型也不够炫~            
(4星)	 张根锡 你敢不敢不那么销魂 -_,            
(3星)	 不好……只是陪着舍友看张根硕！            
(3星)	 = =为了文根英。我看了。编剧实在太扯淡了。不给力            
(2星)	 除了男主角和男二号很帅以外,,这片没什么看点.            
(3星)	 很难超过美男啊！！！            
(3星)	 音乐不错，帅哥很帅，就是剧情烂了            
(NA)	 温暖啊~~            
(3星)	None
(2星)	 这剧的卖点就是卖肉.. 卖相.......  一集15分钟的速度看完...            
(2星)	 男主演我本来很喜欢的，没想到改变了性取向。            
(2星)	 男女主穿的都很好看。但是，剧情。。。。            
(3星)	 当初究竟是看完了还是没看完呢我给忘了……反正肯定看了个大半，而且剧情真是太囧了。            
(2星)	 不好看 最后两集都不要看了            
(3星)	 前面还不错。。不过后面真是惨不忍睹啊啊啊啊啊啊啊！！！PS.张根锡太帅了❤            
(3星)	 只看美男，其他的无视，剧本太幼稚了            
(5星)	 超级玛丽的背景很赞 张根锡帅男嘛            
(NA)	 无敌难看= =            
(4星)	 OST很好听~张先生弹吉他哈帅~&gt;&lt;~剧情有点咬牙切齿~但美色很有看头~~            
(5星)	 帅气的外表，可爱的表演，浪漫的环境            
(5星)	 爱我们家小硕，也爱我们家根英，哈哈。男二依旧迷人啊            
(4星)	 美少女的爱情幻想            
(2星)	 本来是去看小帅的，但是疯狂的爱上了金材昱。。但是真的，这片子好差。。我都快进看完的！            
(4星)	 如果不是玛丽的坚持，男主都放弃好几次了，这样不完美的男主比较好。很现实。            
(3星)	 冲着男主女主看的 剧情实在是一般            
(2星)	 张根锡那HLL滴大波浪卷啊 啊 啊。。。小帅，乃肿么了T_T            
(3星)	 群星一般的演员组合，狗屎一样的剧情设计            
(4星)	 很喜欢OST~            
(4星)	 永远的眼线男            
(3星)	 其实张某某这个发型还ok啦            
(NA)	 呼啦啦，怎么会有这种约定。。。。。            
(3星)	 三星给小帅            
(3星)	 为了看小帅的。            
(3星)	 换个人而已 韩剧都差不多。            
(4星)	 的确不好看。但因为这部戏才真正喜欢上张根锡、文根英的，所以4星。            
(5星)	 少女清华&gt;/////&lt;            
(3星)	 【尝试一下凯特酥宣传的豆瓣功能】前面各种拖沓啊，驴脸男二除了钱啥都么了……要不是张根硕真不看了，哼=0=            
(2星)	 打发时间。            
(3星)	 期末考试的时候，追的断断续续的，勉强才跟下来            
(2星)	 完全浪费了演员.....            
(2星)	 不同國度連學貓叫的聲音也不同嗎 在韓國貓是“吆~吆~吆”這樣叫的咩..........(寒￣ii￣)彡…彡…彡 也再不能接受文根英除恩熙以外的角色了.....不過鏡頭、造型什麽的都很唯美。沒看懂 就算有張根錫也追不下去.......兩集 棄。            
(3星)	 剧情是白痴了点，反反复复地重复着，只记得玛丽每天跑来跑去了，有意思吗？真是被玛丽爹搞死了            
(3星)	 前半段比較搞笑 後來就落入俗套            
(4星)	 轻松。。。            
(3星)	 大失所望的双根恋            
(3星)	 是拍给年轻人看的，不适合我了。            
(3星)	 剧情确实挺无语的......            
(3星)	 全部都是张根锡            
(4星)	 四星因为张根锡            
(3星)	 小女孩 挺可爱的。喜欢张根锡 。剧情一般。。有点厌倦了。男女不是同时少了一个爸要不少了一个妈的情节了。。。男生还是挺温暖的。。。            
(4星)	 挺好看的。。张根锡一笑 就无法自拔了            
(3星)	 为了张根锡，值~！            
(3星)	 没张根锡的脸其实根本看不下去啊            
(3星)	 此剧最大的卖点是衣服混搭            
(3星)	 一般般吧，不過裏面張根錫還真是可愛死了。            
(3星)	 张根锡还是美男里面更得我爱            
(3星)	 女主穿的是怎么回事？简直要被压塌了。还有，我真不喜欢眼线男            
(4星)	 张根锡的扮相实在是惊为天人。那剪裁修身量身定做的衣服更衬出修长。美呆了。            
(3星)	 很帅很有爱~小帅的微笑~~            
(3星)	 是因为张根锡去看的，结果与想象的有一些差别            
(3星)	 跳着看了一遍  留下印象的就是那个订婚礼物 一书架在扉页贴着纸条的书  还有就是张根锡在某些画面里确实比文根英要漂亮.....              
(5星)	 5颗星给我的爱人~~~            
(4星)	 演员的演技无可挑剔，剧情无可挑剔，不过前者是好后者是坏，编剧糟蹋了两人的演技啊。分数只为演员的演技            
(3星)	 当初就是冲着张根锡看的，但是剧情实在是像硬凑起来的，感觉像是为了演16集而演了16集似的，看了一半就撑不下去了            
(3星)	 看一半弃了  虽然喜欢张根锡            
(1星)	 除了张根锡很帅，其他的只能用NC概括            
(5星)	 suksuksuksuksuk~            
(5星)	 5星全部给小帅！~~            
(4星)	 前面蛮好看= =后面不给力啊 韩剧一向这样- -            
(3星)	 剧情太狗血...            
(3星)	 甘噶男朋友真系顶五顺            
(3星)	 其实我喜欢郑仁= =            
(4星)	 剧情很一般。Suk很童话。            
(4星)	 认真地看完了 比我想象中的要好。。张根硕。。你太妖孽了。。我就没见过你这么妖孽的男人。。帅也得有个限度是吧？你就从了男2吧。。。            
(3星)	 这次我挺金材昱            
(NA)	 冲着　张根硕　看得            
(2星)	 连文根英和张根锡这样的国民偶像组合都无法吸引我看下去，这剧情和角色设定怎一个“烂”字了得，看个爱情动作片还讲究前因后果呢！            
(NA)	 剧情很垃圾，纯粹为张根锡            
(4星)	 我叛变了 太喜欢男二了==不忍看结局啊            
(4星)	 从第四集开始看……            
(1星)	 毁了三个人            
(4星)	 说实话不喜欢抽抽这个发型啊思密达            
(3星)	 荒唐的剧情            
(3星)	 我越看越想把玛丽和郑仁撮合到一起= =++++++            
(4星)	 冲着张根硕看的            
(3星)	 除了张根锡真的很帅以外，真的很无聊。。            
(3星)	 表示喜欢男二，快进前六集然后直接看结局。看韩剧图的就是开头和结局。            
(5星)	 现在觉得还不错 张根锡帅绝了            
(3星)	 只看张根锡！            
(5星)	 简单，自然的爱情            
(NA)	 第一集没看完就坚持不下去了，文根英怎么看就觉得是小孩子，小孩子谈着恋爱，感觉很奇怪，因为是张根锡才看，只是里面太妖，不喜欢。男二太丑。剧情没吸引，直接淘汰。            
(3星)	 编剧不行...里面的曲子很好听！            
(1星)	 能不能不要让我再看到女主那种傻×的表情........张根锡其实你完全可以当女主了，真的            
(5星)	 好帅啊！！            
(5星)	 太喜欢了，也挺搞笑，因为现实没有那么美的东西所以才那么向往吧，呵呵推荐给爱沉浸美好幻想的人们            
(3星)	 后面真的看不下去了...好吧 我还是找个时间补了            
(5星)	  即使身边有再多有感觉 最后一定是偏向一方 不能选错 跟着感觉走。            
(3星)	 文根英、真可爱、啦啦啦、            
(3星)	 男主超养眼的，尤爱最后新造型~歌曲也很不错，剧情么，过于一般            
(2星)	 有点假，不喜欢张根锡的性格，形象，一点都不像男人，不愧是搞艺术的            
(4星)	 觉得好捂错咯..捂知点解就系捂中意文根英我捂想距同根锡一起,只想距同金在旭一起,,哈哈`anyway根锡表情好chork..!!好可爱啊哈            
(5星)	 因为张根硕，所以才看的~~            
(NA)	 啊，随意的生活。。。真好！            
(3星)	 剧情可以基本无视。根本就是冲着张根锡的脸去的。            
(3星)	 要不是小帅，我会。。。            
(1星)	 两个字：垃圾…            
(NA)	 永远悲剧的男二             
(5星)	 剧情虽然有点小白，不过张根锡演技很好，很适合这个角色，造型也好            
(3星)	 只看男主角出现的部分。。。。脸控。。。妈的 男人长那么好看            
(4星)	 最多二星的片子啦，一星给小涨同学～一星给音乐，一星给作孽巴拉的男二号～            
(NA)	 小帅…好帅呀呀呀…            
(2星)	None
(3星)	 无聊在家和我妹看星空卫视播完的，一般般，一看开头就知道结局的那种···喜欢金材昱            
(4星)	 是我喜欢的韩剧            
(2星)	 额，很脑残的一部韩剧，文根英也不好看~            
(NA)	 头发啊头发！            
(1星)	 失望～很好的题材，被编剧毁了            
(4星)	 我看前两集的时候，觉得这是一部烂到不行的片子。可是后来，后来。。。就完全喜欢上了~~            
(3星)	 张根锡，你一笑我就融化了。            
(3星)	 前面的情节感觉设计得好一些 后面开始不停地打呵欠啦            
(3星)	 每一部狗血的韓劇里都有一個苦逼的炮灰男二..女主角不太討人喜歡.            
(5星)	 是我最喜欢的韩剧之一            
(2星)	 剧情实在很一般，但是很喜欢女主和男二。。。            
(3星)	 韩剧TM剧情实在很狗血。诶，我为了支持帅哥耐着性子看完了16集。            
(5星)	 三個沒有快樂童年的年輕人，曾經家庭不圓滿，他們拿什麽去創造將來的家庭呢？就是愛吧！瑪麗姜無缺，帶著愛的人到自己曾經傷心或恐懼的地方，和對方一起克服，我覺得太讚了！愛情就需要這樣子吧！我喜歡那首《My precious》！            
(2星)	 毫无可取            
(NA)	 我们每一次选择都决定啦我们不一样的路程……            
(3星)	 这孩子多妖多帅气~            
(4星)	 jang keun suk真的很帅！！！爱上他了，妖孽男。文根英其实还不错的，不过角色跟样子有点不搭，可能娃娃脸文根英就喜欢成熟吧！            
(3星)	 妈妈看了一定会教育说 “智商高情商不高 怀才不遇”            
(4星)	 第三集很有腐点啊、、、戴着手铐一起跳舞笑惨了。。。最后一集只有一半，擦            
(3星)	 画面很美，还行            
(4星)	 上一部《美男》的翻版            
(NA)	 又败在韩剧的手中了.....帅男啊.....完美啊.....花痴啊.....            
(4星)	 经典韩国电视桥段            
(4星)	 一把年纪的我，居然不小心熬夜看完了，几年不看韩剧了。。。国民妹妹的演技愈来愈有长进了啊。。。            
(5星)	 最初看这电视是冲这小帅去的，但文根英真是可爱！            
(1星)	 张根锡没有突破，闹剧一般的电视剧            
(3星)	 张根锡怎么搞的嘛            
(3星)	 人物还是挺美型~~~~但是剧情槽点太多了~~~~挺搞笑倒是超级适合大妈们消磨时间用~~~~~~~            
(3星)	 张根锡！！！！！！！！！！！！            
(3星)	 完全是冲着张根硕才看得。。其实男二也还好的            
(4星)	 最近有被张根硕迷到！对玩band的男人实在没什么抵抗力啊。。。。            
(3星)	 情节太拖沓，唯一一部没追完的小帅的剧，泪崩~            
(3星)	 要不是因为张根锡还有是因为漫画改编的 就不会有那么多亮点和笑料了。。估计大家也会看不下去了。。不过确实很喜欢他的笑容啊啊。。还是最喜欢他在宝贝和我里面的样子^^v 话说这剧很有last friends的感觉 而且OST都做得好用心啊 靠谱。            
(3星)	 编剧脑袋被门夹了还是？            
(4星)	 看完这个爱上张根锡。            
(1星)	 没有看的盆友，还是不要看了。            
(4星)	 很久没看剧了 零零碎碎 看到现在才看完 喜欢男2 像莎姐儿说的一样 非常尽责的男2 啊~~~~~ 脸部线条太无敌了 和漫画超配的啊            
(3星)	 文根英跟原来印象中长得不一样了。张根锡很帅的 剧情什么就不说了 反正从来都是看人。            
(3星)	None
(NA)	 大硕我爱你，不是粉丝容易变心的爱。（从未见过如你这般温暖的笑）            
(4星)	 很爱姜武玦。            
(3星)	 整体还行，喜欢张根硕，但是看到后几集，感觉特郁闷，差点没有继续看的欲望，一个个的欲言又止，太磨叽了~~~            
(3星)	 我的帅啊，被这个片毁了，如果为了张根锡还是可以看的，帅的无可挑剔，剧情稍微有点平淡，文根英真的有点长残了            
(NA)	 Korean Jokes~看了八集，我觉得可以结束了；根系哥的衣服女生穿很漂亮啊；根系哥在台上唱摇滚帅毙了，歌很出彩            
(3星)	 为了两根而看这部剧，结果却只为了郑仁而坚持下去。。。感觉与郑仁相比，无缺爱得太自私，为玛丽着想的时候，太少太少。。。            
(3星)	 剧情不要讨论 爱美之心就可以了            
(3星)	 2个妖孽 ~~~            
(3星)	 一开始差点就看不下去了- - 后面还可以~ 还有张根硕明显比女主还要美N倍!你个妖孽!            
(NA)	 [2011.07]　我的猫咪... My precious~　我的她，真的很爱我 ...            
(2星)	 喜欢张根锡喜欢男二，但是无法不快进。            
(5星)	 很喜欢！！！很可爱！！！哈哈            
