http://movie.douban.com/subject/4905040/	吸血鬼日记  第二季 The Vampire Diaries Season 2
(5星)	 要加入鬼故事了，激情迸发的等待啊            
(4星)	 后面好看多了            
(5星)	 我以为是我落入俗套了 ！ 原来这么高 心里很平衡            
(5星)	 如果Klaus是另外的人选，对第三季的期待也就大大降低。            
(5星)	 TVD绝对是血族中最好看的一部，每周在跟            
(NA)	 我爱DAMON            
(4星)	 第二季越来越有看头            
(5星)	 太好看了~~~最后一集泪流满面            
(5星)	 情节比第一季紧凑。            
(5星)	 第二季是不把Damon虐到极点不罢休吗            
(4星)	 还是喜欢Damon啊~~！！！可怜的Damon！男二永远担任悲情么。。。不过觉得接下去情节不会太有新意了，想起来了再追吧            
(4星)	 Damon~            
(4星)	 Elena很漂亮……Stefan带上面具的时候超帅            
(4星)	 要不是为了口语和听力。。要不是因为老师推荐。。。人物出场就死不计其数了啊人名我都记不过来了！能在太阳下走来走去的还能是吸血鬼么！？            
(5星)	 多了几条线 我爱大萌我爱历史哥~阿姨史了真作孽啊~Jeremy还有看头~Elijah史了那是活该！要你说revenge其实又放屁！！口亨！混血Klaus也还有看头！！            
(5星)	 第三季九月了啊尼玛！！！！达萌…小狼我想你们π_π            
(4星)	 三颗星给Damon一颗星给我打发时间扣掉一颗是Jenna死了…            
(4星)	 最受不了这种&#39;you are my best friend, I die for you&#39;了            
(5星)	 我爱katherine            
(5星)	 愈發精彩            
(3星)	 K和E的对决，女主虽年幼，演技不错~Damon真是个可怜活死人~私心希望没有下一季，鞋拔子脸出局，D&amp;E happy together~            
(5星)	 1月28号回归。。。            
(5星)	 就青春偶像剧来说，是个高峰。            
(4星)	 青春偶像剧也能这么给力            
(4星)	 我爱Damon ！！            
(5星)	 真心好看呐~看样子编剧应了观众们的需求，把Stefan支开，让Damon发展了            
(3星)	 再追看中            
(4星)	 期待了那么久，我怎么觉得没第一部好看了呢。。。还没有结束，继续追。。。            
(5星)	 s和E的分手看得我泪奔~最后D眼眶里的泪水也是大虐啊~这混乱的恋情 第七集赶快出来吧            
(5星)	 每集都让我震惊！刺激惊险唯美伤感！GOOD！！！！            
(5星)	 大爱~~~~ing~~~~~            
(5星)	 喜欢女猪脚可以是理由？尤其爱她的眼睛~            
(4星)	 结尾呈虐的倾向，据说第三季开始虐S，期待第三季吧！            
(4星)	 弟弟为了救哥哥，买单去了，耶！            
(5星)	 喂 9月份还要等好久哦TwT            
(NA)	 K小姐。            
(4星)	 这一季还真是，虐恋情深啊。            
(2星)	 1，女主演技那叫一个差。2，不要虐男二了好不。3，我只看Caroline。            
(5星)	 第二季bravo!!!!!!!! 每一阶段都有让人心惊的人物 Damon还是太冲动啊哥~ 结局太吊人胃口了 Jeremy一定有点什么 会是Kaluse的那种变形的 还是Emily又复活了 我最爱的Anna啊如果她回来 那第三季绝对精彩啊~            
(5星)	 ED党，不解释。            
(4星)	 Anna 回來了 求 Lexi 和 Jenna 也回來            
(3星)	 当这部剧热火朝天的时档，我就一点想看下去的欲望都没了，same as GG            
(4星)	 果断弃剧。            
(4星)	 越来越有意思了～不过Damon真是太爱某人了吧....            
(4星)	 男2号~~~帅啊啊啊~！！！！！！！！！            
(4星)	 就是不停的胡扯下去呗。。。看人吧。。。            
(4星)	 等待，这样的事情并不适合我。            
(4星)	 丰富我的Easter holiday。好看死了，越来越喜欢Damon。            
(3星)	 E19吸血鬼祖先。故事啊好不要那么长阿？E22 克劳斯丑比阿.!            
(4星)	 鞋拔子有神马好为毛所有姑娘都爱鞋拔子！C！            
(4星)	 我还是蛮喜欢这个感觉的美剧            
(5星)	 Damon不会死，会成男1号~            
(5星)	 for Damon             
(5星)	 等的最最心焦的一部戏 觉得女猪很像avril            
(NA)	 oh~~~~Damon~~~~~~~~            
(4星)	 demon            
(4星)	 下季该跟D在一起了吧，哈            
(5星)	 这个结尾……太纠结！ 第三季快点出啊            
(3星)	 期待值有点下降            
(NA)	 Fabulous My damon 还要等4个月了。            
(3星)	 剧情越来越瞎            
(4星)	 我的恶趣味，确凿，也仅限于虚构中。            
(5星)	 Damon,你那滴泪让我心都碎了            
(5星)	 两场吻戏比看过任何床戏更精彩....Damon..帅到我内伤..女人就是容易对落寞可怜的帅男毫无招架之力            
(3星)	 追不动了。。弃。。            
(5星)	 继续看Damon~            
(NA)	 期待第三季            
(5星)	 说真的 第二季有点混乱  不如第一季条理清晰和紧凑  不过第二季的大萌我喜欢啊！！！            
(5星)	 爱！！！！            
(5星)	 无比期待第三季啊！！！            
(4星)	 仍然很好看~             
(5星)	 不该相爱的都相爱了，不能失去的都失去了，还能继续吗？【看到这季的结局要扣星星，最后得分9.625分】            
(4星)	 我喜欢的剧情...            
(5星)	 什么人都出来了            
(4星)	 I love you, Elena. And it&#39;s because I love you that... I can&#39;t be selfish with you... Why you can&#39;t know this. I don&#39;t deserve you...(ﾉ_･｡)            
(5星)	 于是要等了...            
(4星)	 每集都像打鸡血高潮迭起跌荡曲折，所以，好累的喔            
(NA)	 快结了吧，不然越来越烂            
(4星)	 有爱唉            
(5星)	 期待JQ,,,,我要JQ,,,,D&amp;E 啊~~~            
(5星)	 追剧好辛苦。            
(3星)	 现在把女巫的能力说的越来越扯了。。。我觉得祭祀那集就应该本季结束才对，最后一集完全是拖沓，没啥意思 本都可以放在下一季说的……希望下一季会有惊喜吧。。。也希望DAMON成功晋升男一号~！            
(4星)	 越来越扯了吧 不追了            
(4星)	 女孩们 遇到Damon那样的男子 你就嫁了吧            
(4星)	 我覺得season finale毀了......            
(NA)	 第三季你要什麽時候出嚶嚶嚶 DE在一起吧在一起吧！另外吐個槽，這劇早跟日記沒有任何關係了編劇大媽要不要扯回來啊。最後吸血鬼鬧鬼太尼瑪嚇人了好嗎！克勞斯太醜了太像動物了希望下季始祖季葫蘆娃兄弟們帥一點。            
(5星)	 DE...虐死算了...            
(5星)	 还是这么精彩            
(5星)	 赞赞赞！            
(4星)	 这一季更精彩了，引进什么双重身份啦、狼人族群啦、原始吸血鬼啦等等。对Damom滴喜爱真是越来越浓烈。PS 我期待S3最古老滴吸血鬼家族伊利亚家族全部复活，吼吼。。            
(NA)	 第三季放到9一直没更了，风行网             
(3星)	 懒得追了。不给力            
(5星)	 让我做女巫            
(4星)	 四星完全是给大萌和芭比的，很喜欢他们。            
(NA)	 8要再伤害偶的达蒙鸟            
(5星)	 看完了，但是忘记标记了~等待第三季~不过已经没有最初时等待的热情了~            
(5星)	 天哪，我觉得katharine回来后好惊险，而且她手段绝对的残忍，说杀人就杀人，不带眨眼的！！！继续努力追剧……            
(3星)	 预备放弃剧。            
(4星)	 啊！以叔好萌&gt;&lt; 您老一定要复活啊！！！            
(3星)	 女猪脚演技真的乏善可陈            
(4星)	 daman可怜了点。。。。。            
(4星)	 最令人佩服的应该是人类思维的天马行空 好人可以带着阴谋瞬间十恶不赦 坏人可以带着隐情转眼为爱牺牲  至于各种死而复生的剧情 已经完全不需要去圆谎的  有编剧有人类的智慧 管你吸血鬼管你狼人管你女巫 生死~都在指间            
(4星)	 第三季要等到九月也太久了吧。。。            
(4星)	 其实我已经疲了，这季没到中间我就弃了，最近是因为被逼又开始看，直接跳到最后几集。编剧是打算兄弟俩开始一起折磨了么= =为了damon，四星。            
(4星)	 最后一集居然看哭了            
(5星)	 I LOVE DAMON.             
(5星)	 你们能不能对Damon好点了！！！~！！！！我只爱Damon 最爱Damon了【好了，第二季看完了，怎么每季最后一集都要洒点眼泪儿啊？？？虐死我们DE党了~~有预感S会变得相当残暴啊，我害怕这样的S啊=。=2011-05-13】            
(4星)	 我必须得承认第二季的剧情比第一季的好好多。。。但是我已经没有兴趣看下去了。。。            
(5星)	 好看死了 作为SE党 我会坚定下去呢~            
(4星)	 我就知道，还是S对D最好。。大萌你简直圣母了！            
(3星)	 这部剧到最后就是大家都被咬了。。。            
(5星)	 何时归来啊 s3 每次追剧真辛苦 看完了又特难过TT            
(4星)	 真纠结的结局。。。敢不敢明了点。。。第三季还要好久啦。。。            
(5星)	 Damon怎么了，为什么偏偏如此这般捉弄他            
(NA)	 难忘的是damon隐忍而狂热的爱 是最后anna出现的那一幕             
(4星)	 后几集老仓促了 死不了复活死不了复活 不过 克劳斯不愧是无敌始祖啥的啊 长得真足啊（¯﹃¯            
(5星)	 22            
(5星)	 好精彩好精彩！！！！            
(3星)	 哇，第二季都出来啦            
(4星)	 三星半吧，倒数第二集很精彩跟看电影似的，最后一集又为了给下一季铺路坑爹起来，Elijah当时没干掉Klaus就知道丫杯具了。。。都能猜到Klaus成为升级版大boss，Damon携手Elena拯救迷途Stefan的主线。。。BTW，（1）死人复活后的副作用实在版本太多了，编剧们混淆群众视听严重；（2）Nina同学的身材真是            
(5星)	 anna vikiy 是怎么一回事！ 额  我混乱了             
(NA)	 弃~            
(3星)	 越来越狗血了剧情    。            
(5星)	 初夜对男人如此重要，连吸血鬼也不例外。本来已经烦腻的剧情，挖出吸血鬼始祖来，挺敢忽悠的。女娃娃一人分饰两角演技相当不错。但是，你整天两个人忧心忡忡，有没有爱情？难怪达蒙出彩了。一群吸血鬼保护人类雅典娜的故事，来点儿突破吧，不然又变成生活大爆炸的困境了            
(4星)	 最后几集线索多元化了，很精彩。            
(3星)	 有点没完没了，决定放弃算了            
(NA)	 喜欢D            
(5星)	 第一集华丽登场，同时华丽谢幕            
(4星)	 弃            
(4星)	 这剧就是拿来虐的。。。            
(5星)	 终于要标为看过了！这学期没有TVD都不知道怎么过。。 整个暑假沉浸在等待第三季中。。。            
(5星)	 还是蛮钟情于你的。。。。            
(4星)	 比第一季好多了，演员开始融入角色，剧情也更好。            
(5星)	 越来越好看了，只是追剧追得好辛苦，哪有没事就休假的剧组啊，福利真好~            
(5星)	 眼睁睁看着男女主角从第一季第一集的土包 越来越靓越变越帅 尤其是K女王出场后 就被Nina迷得欲罢不能；第一季的平民C第二季都能化身吸血鬼芭比女郎 烟熏美 走起来 和小狼人谱写爱河 生个小Klaus吧；连女巫B不也很有爱了！my poor Demon 大结局那吻太感人！第三季快来            
(3星)	 和true blood比起来，还是太偶像剧了            
(4星)	 晕            
(5星)	 desiring            
(4星)	 第二季还是Damon完胜~            
(3星)	 预感下一季会非常狗血，预感我要放弃了~~~~~            
(4星)	 看到结束越来越爱D了~            
(4星)	 这个结局也是有够瞎的            
(4星)	 唯一可以坚持的美剧！            
(5星)	 dont tear me down            
(5星)	 该死的编剧，你神经病啦，虐死人了！！！！！            
(4星)	 S02E01里竟然有HURTS的Wonderful Life~~            
(4星)	 看了将近半年啊混蛋，感觉又往暮光的小言方向走了，传说half blood更精彩，第三季再观望=v=            
(5星)	  i like damon            
(4星)	 我还以为这一季真的不会只到十一集。但它真的就只有十一集。等啊等啊等。            
(4星)	 还要继续虐下去啊？！！！            
(5星)	 罗斯是谁啊？            
(5星)	 沉迷中！！！！！！！            
(5星)	 期待第三季            
(5星)	 越来越好看！期待第三季！~            
(NA)	 他媽的我今天才反應過來到了22集第二季就完了啊=。=            
(4星)	 Damon！！！！！            
(5星)	 各种虐人            
(5星)	 看得我好纠结啊啊啊啊～stefan and damon！！！            
(5星)	 最后时刻给了Damon点甜头，下一季算是要虐S了，啦啦。            
(4星)	 wow~~期待已久 万众瞩目的第二季~~~Damon不能悲剧 这是必须的！！Stefan怎么长好看了 恩哈~            
(5星)	 Sep 13rd, 2010 - May 21st, 2011The.Vampire.Diaries.S02.720p.HDTV.X264-DIMENSION            
(4星)	 各位编剧大人，乃们自己没被虐死么！            
(5星)	 受不了了 为什嘛！！为啥D这么苦逼！！纠结死了            
(3星)	 Damon哥哥~事实证明这么多年来我一直是非男二号不爱的。太可悲了。            
(5星)	 不是说结局会死很多人么- -难道结局说的是21集么……            
(4星)	 等9月份第三季            
(5星)	 Damon啊Damon            
(4星)	 编剧怎么可能让D死嘛.            
(4星)	 有点小感觉了~~偏爱Damon，女主的身材太让人羡慕嫉妒恨了！！            
(5星)	 很早看完，忘记更改一下状态从“在看”到“看过”了。。。继续追。。。新一季貌似很血腥啊            
(4星)	 NND, 这一季竟然是以这种方式结束。。。            
(4星)	 only damon            
(5星)	 我爱Damon。。。。。。。。。男猪脚趁此机会永远消失吧。。。            
(5星)	 Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。Damon。&gt;&lt;            
(5星)	 Damon!            
(3星)	 第二季上来就很给劲~            
(5星)	 D快死的时候，各种心痛，赚足眼泪啊！！！            
(5星)	 大萌你别死啊。。。。            
(4星)	 继续跟进第三季！            
(5星)	 中毒了.............................            
(5星)	 看了GG，觉得情啊爱啊都是假的；看了TVD，觉得生啊死啊都是浮云。。            
(5星)	 waiting for season3.Poor StefanT T            
(5星)	 我只想说，Damon好受伤哦。。。我心疼死了。。            
(4星)	 扣掉的一颗星是给2B的Elena的            
(5星)	 哇哇哇，不一样的四角恋！            
(4星)	 绝对比暮光之城这种傻逼电影好看            
(3星)	 不会再追了。各种假!!!!            
(4星)	 本来以为damon要死，不过最后被救活，E还吻了D，klause带着stafen不知道要去做什么坏事，第三季又有看头了，强烈希望D&amp;E在一起！            
(5星)	 追完了~第三季得要9月份啊            
(5星)	 看了那么多集才第二季一刚 最后一集突然让我觉得很做作 =。。=            
(5星)	 这季可以说是DAMON的大逆转啊！现实里在一起了才是人参淫家！            
(3星)	 没第一季好看，有点磨叽~            
(3星)	 狗血的編劇。無敵的呆門。            
(5星)	 养眼的主角，紧凑的剧情，流行的题材，还要求什么？？！            
(4星)	 Tyler有营养~            
(5星)	 各种虐心，各种鼻涕眼泪            
(5星)	 K像女鬼一样、、、S越来越帅。。。D悲催。。。。。第三季不要老是看到Elena纠结了行不行！！            
(NA)	 看的我都不乡愁了！！            
(4星)	 我想砍死编剧            
(5星)	 编剧动不动就把主角啊，配角啊的什么的生命悬于一线，要不就干脆弄死他们，不过死了也没关系，编剧很强大的，想要谁复活谁就复活= =好吧，我被编剧牵着鼻子走了~~            
(5星)	 大爱Damon，这一季剧情依然很靠谱。            
(5星)	 第二季要比第一季好看多得多            
(5星)	 剧情走势基本高开慢慢低走，前半季很有逻辑，剧情展开得相当好看，编剧也是美剧中为数不多的冷血杀手派，杀人不眨眼，但后半季明显感到编剧在考虑收视和受观众情绪影响在编剧情，这样很容易故事会不好看。但依然保持对S3的期待！            
(4星)	 .            
(5星)	 我操！！！受不了了！！！最后都变成一部恐怖鬼片了！！！            
(3星)	 Katherine气场很足啊~            
(2星)	 3弃 当其他剧都开播后 就没存在价值了            
(4星)	 揪心! Stefen会怎样呢?             
(NA)	 沉迷各种狗血剧            
(NA)	 艾，可怜的D             
(3星)	 狗血啊，最后竟然把两个NPC都召唤回来了......            
(5星)	 ！！！！            
(4星)	 尼玛。要不要。这么。虐。啊！！！            
(5星)	 第二季结束了继续期待第三季。            
(5星)	 越来越好看了，好期待九月份的第三季。            
(5星)	 擦！短评不够写！&#34;I like you now. Just the way you are. &#34;I Love you too Damon!!!!是因为吸血鬼的感受被放大了吗，你才这么爱她又总这么受伤！泪啊泪T.T SEASON 3快点来！！！！每季的结局都让俺们这么揪心！！            
(3星)	 拖拉 第三季没兴趣了            
(NA)	 22            
(5星)	 这样就结局了?!            
(5星)	 虽然好几处剧情比较牵强，不过不影响。还是好爱啊            
(5星)	 Elijah又是一个陷入感情的悲情人物了~怎么感觉越来越喜欢他了~还有Kluas也好帅呢~还说要Damon染个头发来演~            
(5星)	 啊啊啊 啊啊啊！            
(5星)	 苦攻一下原著小说。            
(5星)	 D&amp;E ❤            
(5星)	 又要开始等待漫长的更新时间。            
(5星)	 追美剧不容易啊 历时一年多了吧 第二季终于追完了 第三季回归时间为2011年9月份             
(4星)	 为这么虐D扣一星T T            
(5星)	 大爱Damon            
(4星)	 上班没事干就看完了。。。最后都木有酸鼻子，万恶的剧透们！            
(4星)	 第八集看得我心碎完了。。唉呀妈呀我的Demon啊，大爱啊大爱            
(4星)	 等死我啦Damon！~            
(4星)	 Tylor and Caroline ❤ ~             
(NA)	 没耐心看了            
(5星)	 撇去私人感情。。友谊万岁            
(3星)	 越来越鸡肋            
(4星)	 2010             
(5星)	 演员都演得太好了~这一季看的非常难受，Damon爱的太痛苦了；最后一集最后可能是J起死回生的力量的副作用吧            
(5星)	 我勒个去 第三季又一个注会考完后了             
(5星)	 第二季好看了.            
(5星)	 越来越喜欢Damon了，怎么最后一集Stefan、Elena的节操都掉哪去了……            
(NA)	 唯一一个坚持不懈看下去的电视剧            
(4星)	 精彩。            
(5星)	 比第一季好看            
(4星)	 这一部达蒙虐得太造孽了。不过后妈的意思是越虐越喜欢啊&gt;&lt;            
(5星)	 大爱Nina!!!Katherine和Elena的表情居然可以完全不一样            
(5星)	 Damon这季就是个情圣啊            
(4星)	 我都不晓得这季看完没有，我只晓得，连续剧把身世搞得太复杂我就不想看了            
(4星)	 第二部比第一部更精彩，尼克劳斯的出现点亮另一条主线            
(5星)	 诶。。都是感情分有木有            
(5星)	 男猪脚果真是打不死的小强呀！            
(4星)	 这是最好看的一季！~            
(5星)	 超喜欢达蒙的            
(4星)	 一部吸血鬼的家族史简介            
(5星)	 继续好看好看~            
(5星)	 到了第二季，才迷上damon啊~~那迷人的小眼神儿            
(5星)	 看过的追的最久的 最认真的 最好的 吸血鬼题材的 好连续剧            
(4星)	 Damon魅力不減喔            
(5星)	 继续            
(5星)	 恩 配角一批一批的死的很快....不过不用担心 他们是会复活的            
(3星)	 剧情是蛮好的 但是我怎么有点追疲了的感觉            
(4星)	 累            
(5星)	 这个故事挺好的，关于爱和牺牲还有勇气，这些都是我的信仰。            
(4星)	 是想给四星半的，比第一季更经看！故事越来越复杂，编剧的脑瓜转的老灵了~一个事情接一个事情，真是欲罢不能呐！再次一气呵成！SK DE组合吧！其他各个角色都很饱满，真是不错！            
(4星)	 love u damon            
(4星)	 虽然总停播，不过还是想看大蒙和以叔搞基~            
(NA)	 最爱第二季==            
(5星)	 我热爱关于吸血鬼题材的一切！            
(4星)	 Damon!            
(5星)	 总是逃不出爱恨情仇的过往纠结, 美剧给我的感觉就是事情一件接着一件, 而且是一件件小事不断冲击观众的神经, 让人有点招架不住...喜欢并且同情Damon的一切, 敢爱敢恨, 为所爱的人阻挡任何的伤害, 哪怕是自己的名誉将会受到威胁也在所不惜...            
(5星)	 大爱Damon。然后，也爱Jeremy~~            
(3星)	 2011            
(3星)	 为什么吸血鬼题材的美剧或电影都有一个傻逼圣母女主，女主还有一个更傻逼更圣母的死党。。。最可怕的是女主的男盆友都是鞋拔子脸！！！！！            
(NA)	 好看死了！！            
(5星)	 Damon!!就让DE在一起吧!!            
(5星)	 我还是那么爱STEVEN和DAMON~~            
(NA)	 亲，剧情越来越复杂鸟。埃琳娜，你就从了达蒙吧            
(5星)	 最喜欢最期待的是Elijah。So much。            
(3星)	 剧中人物分不清谁和谁了，就这么看吧            
(4星)	 green day的插曲啊~~~love it             
(5星)	 这季结束的时候哭死了我，替斯特凡心疼啊，为什么要这样虐他。。            
(3星)	 这么下去，何时是个头啊            
(5星)	 非常棒！很悬疑啊~            
(5星)	 最爱大萌~            
(3星)	 越来越紧凑的剧情            
(4星)	 编剧的本事就是把两兄弟争一个女人的故事不断捣腾出新花样，以及往死里虐Damon。            
(NA)	 啊啊啊啊啊！！！超级爱的啊！！！！            
(4星)	 其实这部中间好多没看……            
(4星)	 SE怎么还不和好：《            
(4星)	 欲罢不能            
(5星)	 不落俗套~~情节越来越有趣了~            
(5星)	 支持SE forever            
(5星)	 Damon‘s love。            
(5星)	 music!            
(4星)	 道高一尺 魔高一丈！            
(5星)	 Love D            
(3星)	 又是多数少女热爱的题材  两边都是你喜欢的你怎么选择  你想逃脱现实？掉入另一种幻想？  那就选这部吧  ...   养眼剧             
(5星)	 比第一季精彩。爱Damon。喜欢Elijah。            
(5星)	 第二季第十集，Damon的告白~~~            
(NA)	 坑爹不止一点点系列2            
(4星)	 本来还对以利亚报好大期望的- - 没想到也是跑龙套的            
(3星)	 这群吸血鬼脑袋秀逗了。。            
(5星)	 好喜欢damon啊~~~            
(2星)	 人物性格开始让位于剧情，最大的谜团不是Katherine而是克劳斯，也许对我来说阴谋者转移为男性后，荷尔蒙减弱，但是最重要的是，在吸血鬼的世界中，不断的阴谋论，不断地死亡，没有信任，兄弟俩注定悲剧的爱上了同一个人。无论结局到底如何，我只觉得累了。第三季开始貌似要重塑Stefan，但是不会追了。            
(3星)	 尼玛追了又断又追又断……SE党            
(NA)	 大爱~男女主啊啊！！            
(4星)	 比第一季好看点            
(4星)	 不追了            
(5星)	 &gt;&gt;欧！ 配角们不想死都挂了，主角们想死都死不掉~ 本命是IAN啊~            
(NA)	 好看，love Damon and Stephan            
(4星)	 没有第一季好看。。。也没有第三季好看。。。。很纠结，很痛苦的第二季            
(5星)	 最爱的美剧之一，大爱Damon！            
(NA)	 从第二部开始 这个剧才算走上正轨。            
(5星)	 情节越发耐人寻味            
(5星)	 唯一在跟新的美剧，还是吸血鬼题材。            
(4星)	 越来越待见damon了肿莫回事o(≧口≦)o 尼玛第二季各种狗血复杂人物关系- -            
(5星)	 一如既往的喜欢Damon，从第一季开始，看起来的漫不经心，放荡不羁，却总让人心里的某一处变得温暖...            
(5星)	 真系越嚟越好睇啊            
(4星)	 第二季不错            
(3星)	 你们就继续编吧，再次弃了~            
(5星)	 超好看！！！越来越喜欢Tyler~             
(NA)	 暑假一直因为这纠结着，还写了篇象征性的日志。但是现在，第三季可能看不下去了            
(NA)	 我是DE党            
(4星)	 KLAUS+1 保持一贯弃剧感的CW-1            
(4星)	None
(5星)	 从Season 2开始，我萌上了小C！            
(4星)	 2            
(5星)	 强势回归啊。。。终于这日子又有盼头了~            
(5星)	 好强大大的吸血鬼和始祖们 揭示的现实道理：强中自有强中手             
(4星)	 Jenna竟然也盒饭了= =奇怪明明批发那么多盒饭但john的盒饭最让我伤心是肿莫回事QAQ            
(2星)	 主要作用就是练听力，女主角倒是越长越漂亮了            
(NA)	 每周一集，有时还停播，追这部电影的路很崎岖呀。            
(5星)	 开始喜欢哥哥，然后喜欢大叔            
(4星)	 好看~~            
(NA)	 就是为了追剧而追剧的            
(3星)	 快赶上韩剧了....要死不死的....            
(3星)	 剧情不给力~   总是铁三角 ！  老掉牙...            
(5星)	 比第一季有意思            
(4星)	 继续追            
(NA)	 不怕外国的鬼，怕本土的，因为相信吸血鬼们不会漂洋过海来的找我            
(5星)	 剧情越来越复杂了。吸血鬼始祖都出来了，不过大叔好有型啊。但还是大爱DAMOM。            
(4星)	 比第一季好~            
(5星)	 何处是尽头？开始追新一季了！            
(4星)	 留下的线太多了……继续看=_,=！我就快追上大队TAT            
(5星)	 Damon是我的菜！            
(NA)	 大萌！！！！！叫编剧别再虐你了！！！！我还要怎么泪崩啊！！！果然坏男人讨人爱啊啊啊啊啊啊！！！！            
(NA)	 Damon……            
(5星)	 吸血鬼，神秘 超爱的            
(4星)	 第二季里爱上了damon。            
(5星)	 perfect Nina. charming Damon. 里面无论配角、主角男的身材都好到爆！            
(4星)	None
(NA)	 自从有了网络之后，在现实生活中发现别人与我喜欢着一样的东西的时候，那种兴奋减低了不少。许多新科技的作用本来就是为了让我们更少孤独的。            
(5星)	 K远比E美丽啊~~love damon            
(NA)	 第二季还是很不错 吊人胃口 总有惊喜。            
(5星)	 比第一季好看些            
(3星)	 越来越混乱。让我知道，如何将小说写得足够长的根源在于编造一个离奇的诅咒。            
(NA)	 亮点在于俊男美女 情节一般般            
(5星)	 精彩的剧情开始了、大爱吸血鬼            
(5星)	 开始爱上Damon啦～            
(5星)	 剧情很吸引人            
(4星)	 狼人，吸血鬼祖先，巫师，破解惊世大咒，我的凹弥陀佛，看得我很是兴奋，至少我长了很多的学问。从现在开始我努力找寻巫师作朋友，这个样子的话，生死都不用怕哦。如果以后有兄弟姐妹遇到吸血鬼啥的，第一时间给我电话，我教你如何自保。            
(5星)	 被Damon迷倒了~~或者说是Ian•Somerhalder             
(5星)	 K女王华丽的归来~~            
(5星)	 damon            
(5星)	 Stefan你弱爆了            
(5星)	 继续火、继续追、继续爱~感觉D&amp;E有苗头啊~            
(5星)	 依旧无比大爱damon， 这种剧本来就需要几个撑剧的人啊             
(5星)	 Damon   still not a big fan of Stefan            
(5星)	 精彩            
(5星)	 Damon和Elena！就是姨妈挺好的，弟弟怎么那么多事！爱katherine！Stefan越来越打酱油了...            
(5星)	 love so much!~            
(5星)	 可算知道为什么大家都喜欢DAMON了。            
(5星)	 love stefan.            
(4星)	 其实最帅的是小狼人Tylor有木有！各种逻辑Bug有木有！编剧还是没做到滴水不漏            
(5星)	 当我的好奇心控制了大脑            
(5星)	 越来越复杂了……该死的没死不该死的死了一堆、好喜欢Jenna的QAQ……Damon越来越招人喜欢了、哈哈哈            
(5星)	 D             
(NA)	 来吧，一起看好了~~！            
(4星)	 也许就是对你，有一种感觉。            
(4星)	 我觉得第二季比第一季精彩啊！期待第三季。            
(5星)	 大爱Elena啊啊啊！            
(4星)	 一直挂念D会有秃顶危机，不喜欢S含着口水讲话的样子，E盆骨好大生产的时候应该很快。。。J好讨厌。。C喜欢~            
(5星)	 美剧就是比较吊            
(4星)	 怎么当年看完没有标注orz不过TVD什么的播起来真的太慢了让人好难过啦！！！            
(5星)	 一直很喜欢...不多说什么了^            
(5星)	 ev&#39;rybody luvs Damon ，except Elena            
(5星)	 剧情片，追了很久。            
(5星)	 D的存在感逐渐超过S了，这个小镇也要变成各种奇异生物大联欢了            
(NA)	 最近才看完，比起第一季第二季剧情要精彩很多。个人更偏爱男主角的哥哥。            
(3星)	 。。。。。。。编剧敢不敢去死。。。。。。。。            
(NA)	 都出来吧            
(4星)	 第二季胜过第一季，我果真越来越爱Damon啊，之前还无感的Caroline突然一下子好可爱，强烈期盼她和Tyler的小火苗啊。尾段的John和Damon都很感动，不管他们怎么做，都是因为这不掺杂质的爱。            
(5星)	 第二季剧情相比第一季好看多了。            
(5星)	 MT在里面帅呆了啊~~可是他女友也太悲剧了吧~~呜呜~不过我预料这编剧第二季就把大佬给整出来了，再用一季让这个大佬死，之后咋办？            
(5星)	 Stefan牺牲自己救Damon那一刻，瞬间觉得DE没戏了。最伤心的竟然是这个...喜欢DE在一起，但却想不出一个理由E会离开S而我能接受的。真心纠结            
(5星)	 为什么会有这么多Damon党…难道不觉得鞋拔子脸男主更帅吗            
(5星)	 其实我很看好安娜            
(5星)	 好像所有人都永远死不了。。。            
(4星)	 大胜第一季，为了Damon            
(4星)	 这完全有日本连载动漫的架势 要不要出个十季八季的才肯罢休啊 and still love Damon  .vikie &amp; anna are so terrible            
(4星)	 还是Damon演的比较出彩。。。美剧的一贯作风，出来各种新人物，各种混乱，各种纠结。。。这。。。            
(5星)	 一不小心喜欢上了安娜~            
(5星)	 妮娜真的越看越漂亮 尤其是坏笑的时候            
(5星)	 我要被编剧虐死了……老出现各种让我痛心紧张的镜头~T-T            
(4星)	 第二季开始加入original的元素，比第一季惊险多了。相比之下第一季就是小打小闹。            
(5星)	 我要看第三季咯。。            
(5星)	 比第一季有张力            
(5星)	 力荐             
(4星)	 看了20多集没看了            
(5星)	 爱死了！            
(4星)	 吸血鬼~            
(4星)	 不打算放弃关注            
(4星)	 啊啊啊啊啊 Damon 啊啊啊啊啊 果然不应该一口气看的 眼睛好痛            
(3星)	 还好啦，不过我更喜欢血浆四溅的 true blood            
(2星)	 虽然一直跟，但一直觉得像是垃圾制作的泡沫剧，这样说还侮辱人家泡沫剧了。            
(5星)	 越来越好看~绝对DE党~            
(5星)	 I  love  Damon            
(5星)	 单纯地喜欢这季的海报。            
(5星)	 非常好看，剧情非常精彩            
(4星)	 第二部比第一部好看！            
