http://movie.douban.com/subject/3227335/	仙剑奇侠传三
(4星)	 后面我没耐心了~~            
(3星)	 龙葵妹妹 重楼魔尊 景天的神剑 花楹小兽 尊有爱~比想象中好些~            
(3星)	 P.S. 重楼音乐            
(4星)	 真搞不懂长卿干嘛爱紫萱，还说她是第一个让他觉得自己重要的人……诡异啊诡异，紫萱的整个塑造都……最离奇的是在酒馆里喝酒，所有的台词就是喝喝喝喝到不醉不归，雷咒惊雷闪天雷地火雷动九天……俺的天罡正气受不了了……            
(4星)	 雷雷更健康~还是蛮好看的            
(2星)	 不知道为什么那么多人喜欢这部，实在是雷死我了，尤其是那鬼结局            
(5星)	 蜀山CIA小分队的装备实在太太太太萌啦！            
(3星)	 在心情很闲的时候，可以挑着看点胡歌的搞笑台词，不要纠结于剧情，很现代的古装神话片儿皮艾斯，对里面的插曲们印象颇好            
(4星)	 茂茂            
(3星)	 画面精致、人也靓，就是剧本破洞太多，非常粗糙。但是我喜欢的古装轻喜风格            
(NA)	 天,我竟然看哭了            
(3星)	 终于看完了，回想一下游戏貌视还没玩通呢，对RPG很感冒            
(4星)	 无聊的时候还是可以用来看看的            
(3星)	 路边排档谈心事。            
(4星)	 一部雷人也感人的电视剧啊~            
(4星)	 没玩过游戏，所以才会喜欢吗。反正我觉得挺不错的。            
(3星)	 一看到景天和雪见吵架我就头痛 喜欢长卿。            
(3星)	 唐人再次达成了每年一部雷片的指标居然对长卿有爱了            
(NA)	 还是比较怀念仙剑一的，配乐以及演员和那些美轮美奂的场景，感觉没有仙剑好看，不过三也还好啦            
(NA)	 惊天雷啊～　&gt;o&lt; 楼哥您辛苦了．．．每一集都让人瀑布汗，虽然长卿还蛮帅的说．．．            
(3星)	 比起一般的武侠电视剧，就是好。比起仙一，就是撇。撇主要撇在导演和编剧上。演员还是好。            
(3星)	 剧情重伤太多            
(3星)	 其实挺不错的，我发现我最喜欢的是男二号哦！嘿嘿            
(4星)	 仔细回想起来全片感动的地方就只有一处，紫萱去救长卿的那一滴泪，和长卿的那句，你心里到底还有谁。其他的，讨厌杨幂的配音，尖的我难受，还有与景天完全不理取闹的争吵，蓝葵的苦瓜脸，本来生活中是个很好的女生嘛，演技还需磨练。这4颗星是送给我的仙剑情结和紫萱长卿的三世情缘的。            
(3星)	 我竟然看了            
(3星)	 作为一部古装偶像剧还不错，可要是说是仙三电视剧，哎，太受刺激了            
(4星)	 因为是全家在8点档一起看的和小重楼的原因给4星            
(5星)	 欢乐不断天雷不断  T-T..            
(4星)	 为长卿和紫萱 给四星！            
(4星)	 又不是翻拍游戏            
(3星)	 一般般，没什么突出的主题，不过觉得亮点倒是徐长卿与紫萱的纠结情感~            
(3星)	 有时看不下去~~            
(4星)	 音乐比较好。            
(1星)	 为了胡歌这张脸，我忍住极度想吐的欲望，看了几集……却还是被雷得外焦里嫩……此剧堪称09年度脑残榜首位            
(3星)	 玩着仙剑长大，怎能不看，剧情不咋样，人养眼            
(3星)	 最后出来的那个李逍遥 把我雷到内伤  有没有搞清楚这几部仙剑的关系啊            
(4星)	 其实还是不错的            
(NA)	 以为有两个帅哥在，就可以看完，原来我错了……            
(3星)	 又一部无忧无虑的雷片            
(3星)	 虽然挺肥皂，但是绝对唤醒我对仙剑的三生三世的记忆！            
(5星)	 哇            
(4星)	 真的算是很不错的剧集了...仙三也可以这么强大,单说剧情的连贯性.就很不错.节奏疏密,每一集到最后,断的也不错...            
(2星)	 唯一觉得好看的就是讲述紫萱与长卿的三世情缘，其余够雷人            
(5星)	 非常喜欢游戏，虽然听N多人说超雷，但是还是很好看。比仙剑一好很多。景天和游戏中的不太像，但是很有趣，看多了也还能接受。长卿同志真是大了翻身仗，太有魅力啦。喜欢雪见、龙葵、紫萱。  那个什么冒牌重楼，哦...我自动忽略，当乌鸦精来看就好。   非常喜欢这个剧！还是眼见为实啊            
(4星)	 一开始还可以，后来的剧情就不怎么好了！            
(3星)	 没有玩过游戏也觉得剧情诸多bug，不过还是蛮养眼的……看的时候不带脑子就好。话说我有点想去玩游戏了，可是我是游戏白痴唉，望天……            
(4星)	 动画效果做的还不错~            
(4星)	 要不是人都很漂亮,大概也就撑不完...            
(4星)	 花痴长卿            
(4星)	 暑假看还是不错的            
(4星)	 重楼！！！！            
(3星)	 雷点和狗血皆有，当然Y点也不缺=。=            
(3星)	 冲着怀念游戏的味道去的..情节一般..            
(4星)	 感动的结局。。。就是花楹变土豆雷到我啦            
(4星)	 幻想中感动的爱情！唯美，浪漫，不实际！            
(2星)	 想起优酷上网友的评价，干脆改名叫做“景天历险记”好了，才看了第一集多一点，就觉得他的话太有道理了。直接跳到最后一集看，完全没有了第一部的新鲜与刺激。退步了。            
(4星)	 虽然还是把游戏改了很多，但是作为一部电视剧还是不错的，至少比第一部好多了。            
(2星)	 拜托~~~            
(4星)	 我是被逼看的````但还是打个四星-  -....            
(4星)	 刨去种种不足不说，就因为我喜欢长卿便给了四星            
(NA)	 前面30集不要看了-雷            
(5星)	 不像结局的结局 最闪光亮点是李逍遥再次穿越= =            
(1星)	 胡歌，请你演一辈子仙剑。你以为你啊里波特阿。            
(4星)	 先看的电视后玩的游戏。其他都好只是紫萱一点都没有女娲后人的样子。像个风尘女子。            
(2星)	 看不下去了            
(4星)	 有好几个明显BUG...不过还算行吧...            
(4星)	 用3个月的中午休息时间终于看完了~~为什么我看这么拙劣的电视剧都会那么感动呢...            
(NA)	 蜀中唐门-来源于白玉老虎的点子竟然还有穿红裙子的姑娘 还有小混混 仙剑写之前看了多少古龙的东西啊            
(4星)	 魔尊重楼 帅到我了             
(NA)	 胡歌很喜欢扮痞子，不错还是那么帅哦~  还不错啦            
(4星)	 狗血到不行            
(NA)	 美丽的故事，虽然有不少的瑕疵。感动于故事的情节，凄美的感觉。故事还是比较流畅的。没有做作之嫌。感动于重楼的豪气            
(NA)	 雷死人。。。            
(3星)	 重楼这人物构建得太失败了~！被严重弱化了。            
(NA)	 重楼重楼重楼重楼&gt;.&lt;            
(4星)	 我要看38集啊- -...            
(3星)	 很雷人            
(4星)	 原来那个是霍建华啊。。。。难怪这么帅啊            
(NA)	 = =哈哈哈哈            
(4星)	 比仙一好～～～            
(4星)	 看了3遍真心觉得雪见好吵            
(3星)	 比搞笑片还搞笑            
(4星)	 茂茂死时哭了，胡猫说“再也回不去了”时哭了，胡猫对茂茂骨灰说话时又哭了。            
(4星)	 我喜欢紫萱...她肯定是巨蟹座的.....^_^            
(NA)	 雷腐            
(4星)	 由此至终都喜欢着溪风的故事            
(NA)	 世间那些无奈的事情，争取过后，仍然剩遗憾。            
(4星)	 你知道吗 最寂寞的其实是夕瑶            
(3星)	 冲着美女们给三星了，哪怕整容了            
(NA)	 音乐很好听~~   挺感动的  希望有续集！！              
(4星)	 片还是不错看的            
(3星)	 漏洞很多            
(3星)	 景卿            
(4星)	 重楼            
(3星)	 很养眼。人物性格很好很好。            
(4星)	 虽然制作很粗糙，但是不知道为什么很喜欢。。。            
(2星)	 除了雪见，其他都改成垃圾了！！失望啊失望！            
(4星)	 我爱雪见~~~            
(4星)	 到结尾的时候感觉变好了...            
(4星)	 西游记            
(4星)	 这电视剧太有喜感了~但是看完之后发现。其实后面几集还是很靠谱很紧凑的很感人的。            
(NA)	 喜欢茂茂            
(3星)	 天雷！除了霍长卿。            
(3星)	 就是太长了            
(5星)	 看怒了。啊啊啊啊啊啊````纠结的剧情啊。            
(5星)	 我就是觉得好看嘛，哎呀            
(4星)	 最后那人怎么是李逍遥？            
(4星)	 如果去除剧初的“毒人”情节，我可以打五颗星。可以说这是一部越到后面越耐看的电视剧。六界乃至六界外所有存在都被刻画出独特充足的个性和命运，将这个稍不小心就会显得牵强杂乱的故事渐渐的支撑起来。最爱的是紫萱和重楼，最不喜欢的是雪见。霍建华的演技一展无遗，胡歌的演技张弛有度。            
(3星)	 没看完 男女主角的戏太土，相对看好男女二号的，或者2男也可以哈。。。。            
(3星)	 重楼是真男人，茂茂很伟大。            
(4星)	 特效是很不错的，胡歌是依旧很帅的~华哥是很抢镜的~茂茂死时是挺感人的~编剧是绝对扯淡的~            
(NA)	 若非美道长风华惊艳，这种雷霆巨作我岂忍观之！            
(4星)	 内地片里难得的好剧情。            
(1星)	 演员可圈可点 编剧五雷轰顶            
(4星)	 长卿和紫萱感人的爱情，痛苦的结局！~貌似未完结的结局！~38集在哪里？            
(5星)	 有点冗长~过于煽情~ 不过还是喜欢~            
(NA)	 剧情不说垃圾的一腿，，，不过喜欢一个人的话，到底什么时候才会是尽头            
(3星)	 假            
(3星)	 丂~女主角怎么这样啊~            
(NA)	 萌了白豆腐了~好萌好萌啊~\(≧▽≦)/~            
(3星)	 其实还好啦~~            
(3星)	 对“情深缘浅”有感觉，长卿和紫萱的三世情缘只喜欢第一世，最纯粹，到了第二世已经变了味儿，第三世的紫萱更荒唐，如果三世情缘都要靠美貌维持，未免太荒唐了。龙葵的神态和某些角度真的很像当年的灵儿。            
(2星)	 雷点无处不在            
(NA)	 看了一集。。。删了            
(3星)	 恩，么有看完            
(2星)	 剧情就是做任务打副本            
(4星)	 竟然比想象中好看！幸好我坚持下来了            
(3星)	 那是相当雷人啊            
(3星)	 一星扣在景天，一星加在长卿            
(3星)	 nc的我看了一个礼拜的nc电视剧。。。            
(3星)	 美女多。            
(4星)	 我爱重楼！            
(3星)	 这剧看得想吐血~            
(3星)	 发现霍建华挺不错的~以前怎么没有觉得呢~            
(3星)	 越往后···越墨迹···            
(3星)	 除了yy，还能干点什么？            
(4星)	 喜欢里头真挚的感情，喜欢紫萱，喜欢最后几集，感动至深            
(4星)	 末尾几集。。            
(3星)	 JQ在召唤我～～～ 阿平死的时候以及茅坑的黄金，还是很催泪的……            
(3星)	 也就看看杨幂            
(3星)	 一场庞大的COSPLAY长卿是王道            
(3星)	 为什么长卿和紫萱不能在一起啊！！！为什么景天跟雪见也成不了啊！！！纠结            
(NA)	 还是不错的             
(4星)	 一段段爱情穿起来的电视剧。差点以为龙葵和她哥哥兄妹恋。。。那个雪见。一点特点都没。恶之            
(3星)	 又毁了一次经典.为什么就不能忠于原游拍.            
(5星)	 其实我喜欢这个结局。            
(3星)	 哎我对逍遥大哥不感冒。。。。这部剧是挺jq，不过更主要是剧情还雷得挺煽情，我就是喜欢看前世今生的，尤其是那第二世~那句“你心里还有谁”真是雷的我爽死了。不过电视里徐紫的结局还是有点意外的。（那句喜欢就不要进入对方的生命根本就是骗人的，谁会相信，太牵强了）看了下游戏结局，吓死我了，竟然有5个啊，还是仙四爽快只有1个。            
(4星)	 忍哭我了~            
(3星)	 关于茂茂的死            
(4星)	 赐我个白豆腐吧！！！！！            
(NA)	 没有全部看完，前面还都可以，看到27集的时候受不了了，后面应该全都是虐的部分了。我决定我还是去打游戏去吧。PS会飞的小土豆很可爱，傻傻的茂茂也很可爱，蜀山的设备真高科技，常交叉的搜索能力真强大。太喜欢第一世的紫萱和留芳了，少女时代的紫萱纯纯的笑容美丽的醉人。            
(4星)	 不过还是第一部电视剧比较好看点~            
(3星)	 至少雪见还是很忠实于原著的。            
(4星)	 好喜欢花楹~可爱~嘿嘿~剧情bug确实太多了。。后面有点拖沓。。结局又仓促。。            
(4星)	 尽管李逍遥的&#34;穿越&#34;很是离奇 但看到我亲爱的逍遥哥哥时还是很激动哒~            
(4星)	 女主角们都十分漂亮            
(4星)	 养眼            
(3星)	 那就一玄幻，想当年看诛仙小说真带劲            
(4星)	 我就是喜欢重楼和小土豆。。。            
(4星)	 衣不遮体淫荡无比}百年野合···各式各样的不能接受            
(3星)	 残。。。            
(NA)	 有萌点就好了嘛~            
(2星)	 我真的无法不打两颗星            
(3星)	 囧囧我的神啊。。。            
(5星)	 我爱白豆腐~            
(4星)	 情深缘浅            
(4星)	 没想到开头这么ci的一部片子居然可以让我在最后伤感。。。我的免疫力不行啊。。。只能说气氛渲染得很不错。。。            
(5星)	 2009.08.08            
(4星)	 期待仙Ⅳ            
(4星)	 重楼超可爱            
(4星)	 为何要让我家龙葵在死一次千年难道还不够吗            
(5星)	 谨记美好的初中時代            
(2星)	 没有仙剑1好看，剧情松散，拖沓。            
(4星)	 对如此深的爱情的感动            
(2星)	 虽然很雷人，凑合下死不了人            
(3星)	 看了想玩儿游戏，喜欢胡歌的古装剧            
(NA)	 喜歡重楼`超級的呃`            
(NA)	 我爱景天 我爱茂茂  我爱你们每一个人            
(NA)	 时不时会蹦出一句雷人台词......            
(3星)	 我承认  我只看了头和尾  觉得还是太拖沓   有人告诉我这里面女的都很好，故事很感人，我不屑一顾  只是作为消遣  也许是一种生活态度            
(3星)	 配角出彩            
(3星)	 嗯，雪见性格有点失望。            
(4星)	 冲着杨幂也得给四星，冲着仙剑迷不能给五星            
(3星)	 感触最深的还是长卿与紫萱的生生世世爱。            
(4星)	 深情即是一桩悲剧，必得以死来句读；生死契阔，与子成说，执子之手，与子偕老；因为是你，千百年即是一瞬；我爱你，生生世世，永不改变            
(4星)	 数次被感动落泪啊。。。            
(4星)	 还好，我没玩过游戏            
(4星)	 越来越喜欢胡歌了            
(4星)	 为了仙剑打4星            
(3星)	 只能说明我很无聊-_-#            
(NA)	 其实我都并不喜欢古装片的，寝室的人看得如火如荼，所以我也看            
(4星)	 终于看完啦~撒花~            
(4星)	 国产做成这样很不错了~            
(1星)	 看杨幂            
(4星)	 还是被感动了...            
(3星)	 拖拖拉拉零零散散的算是看过了。。特技做的像上个世纪的。据说看高清版可能好点，可惜我下的150M一集的版本            
(2星)	 5.8            
(3星)	 HC小霍啊~~~            
(4星)	 白豆腐是唯一萌点            
(2星)	 我又被海报和别人做的视频给欺骗了...竟然这样也被我看完了= =            
(4星)	 看着看着的就有审美疲劳了.没有看完,结局看了,不觉得好            
(3星)	 为了12集的古姜国，打三星好了。            
(4星)	 作为一部独立的电视剧可以一看，但是实在是有些伤心，我的楼哥、我的紫萱姐怎么变成那样了呢？            
(3星)	 霍长卿啊唯一的亮点啊~            
(3星)	 大爱霍长卿            
(5星)	 生生世世偏爱。            
(3星)	 bug跟令人感动的小细节一样那么多。            
(4星)	 如果非要我说喜欢那个演员或者角色的话，那就花楹跟重楼吧.....哈哈~            
(3星)	 重楼有点失望以外,也不能期盼更好了.            
(3星)	 鸡肋            
(NA)	 我脑残了，自虐来着            
(4星)	 只为茂茂            
(3星)	 改编的地方还行。里面一个摇滚爱情插曲，挺雷人。            
(4星)	 徐长卿,很萌啊            
(4星)	 为长卿和紫萱的爱感动 有朋友说这剧拍的很烂 和游戏没的比 我没有玩过游戏 也不知道游戏中的角色和电视剧中的角色有多大的差距 只凭游戏来判断演员塑造的角色的好坏 真是太片面了 旁观者清 该剧值得看            
(3星)	 算是断断续续看过的吧 远没有第一部那么吸引我 不喜欢杨幂            
(3星)	 为着唐人の制作与班底            
(4星)	 第一部好看些。            
(5星)	 包含很多美丽的爱情故事            
(4星)	 烂尾了…            
(5星)	 让我眼浅的竟然不是那千年等待与三世情缘，而是友情！！            
(4星)	 搞笑片，O(∩_∩)O哈哈哈~            
(3星)	 到最后就实在看不下去了            
(4星)	 最后几集很感人啊~......            
(3星)	 继续瞎扯……            
(3星)	 剧情不好，但还是有亮点的            
(4星)	 美女如云……我喜欢~哈哈            
(3星)	 霍长卿还蛮萌的~            
(4星)	 不可以再看一遍，不然评星一定不能如此这般，去年暑假回家第一件事就是买张DVD，一口气看完，那个暑假最喜欢杨幂            
(3星)	 一个内容相当夸张的电视剧，奇幻玄幻魔幻科幻都用上了，但是，我们看的主要还是爱情故事不是吗？            
(5星)	 轮回，几世情，搞笑土灵珠            
(4星)	 最原始的仙剑情结。            
(3星)	 徐长卿吹幻魂曲的时候真是迷死人@_@逻辑混乱……龙葵的命啊……紫萱演技不错嗯……            
(4星)	 长卿 紫萱 雪见            
(3星)	 美男比较 多    剧情 拖沓    一般般  雪见比灵儿 好 些            
(2星)	 唐人出品，雷人保证            
(4星)	 不用太较真，开心就好            
(4星)	 对仙剑3的感情尤其强烈，虽然片子一般，但是对紫宣长卿的喜爱有增无减，打动我的也始终是他们。            
(2星)	 好久没看过古装了.            
(3星)	 神神叨叨  看不下去            
(3星)	 我实在是想不通当初秒杀邪剑仙的重楼怎么会反过来连角都被弄掉了！            
(NA)	 有雷点...            
(3星)	 我的紫萱。。。。。            
(4星)	 里面的爱情再也感动不了我了。。。奇怪            
(4星)	 其实多喜剧的~~  悲剧之中夹杂恶搞~            
(NA)	 太好笑啦！！            
(3星)	 我喜歡茂茂            
(3星)	 我满眼只剩下腐素材。            
(5星)	 已经不错了  毕竟游戏不可能完全搬到电视剧中  它能让我再次流泪就已经成功了            
(5星)	 O(∩_∩)O~            
(4星)	 看美女就好了            
(4星)	 不如第一部的好。。。经典是无法超越的。。。还是喜欢安以轩的林月如。            
(3星)	 没有看仙剑一的感觉啦，不过还挺能磨时间            
(3星)	 最后的最后还可以            
(4星)	 狐小幂再度迷倒许多人。。。            
(4星)	 虽剧情很雷人硬伤很多，仍然莫名心痛。看这种片子不要太严谨，跟着剧中人一起哭一起笑便好            
(3星)	 总体上被雷的外焦里嫩            
(2星)	 说实话，比较脑残。和当初看仙一的感觉完全不一样。不知道是拍的确实烂了还是因为心境变了，总之对这种拿一堆美女堆出来的脑残古装偶像剧实在是不大感冒了            
(3星)	 没看下去。。            
(3星)	 音乐不错            
(3星)	 你们就恶搞吧，你们就腐吧，你们就装深情吧。            
(3星)	 小霍演得不错            
(4星)	 其实就是个合格的偶像剧，只不过有些改变很囧————————————个人觉得紫萱这个角色是最饱满的，最富有人情味。霍建华演的白豆腐使很多人对游戏中的白豆腐有所改观不过我很不爽徐长卿这种路人角色占据大量篇幅            
(3星)	 烂俗的剧情            
(3星)	 关于仙剑有特别的回忆啊。      这个还行 但紫萱被改的...            
(2星)	 看不下去了，故事这么拖沓，完全不知道编剧想表达的是什么！！！去锁妖塔里闭门思过吧！            
(NA)	 唐嫣美，剧烂            
(3星)	 纯粹当看胡歌好了。。。            
(3星)	 雷住鸟 游戏只玩儿了开头 sigh            
(4星)	 没玩过游戏的人表示电视不错。~            
(3星)	 有点搞，里面有“手机”、“GPS定位”什么的。不过情节不错，每个主人公都让人喜欢            
(3星)	 其实我满喜欢这部的，比仙一好很多，起码有过真实的感动，还让我成了玩家一枚~            
(3星)	 唯一的亮点就是具有普及道德经经文的作用，但在草根文化中普及作为一种尝试，他的影响还不能有定论。            
(3星)	 紫萱难看就算了。雪见还能看。。小葵衣服难看就算了。剧情还基本完整遵循游戏情节。。可是台词真的好囧啊。。            
(3星)	 期待了很久,改编的剧情和进度都还行,就是太闹腾了            
(4星)	 游戏里也整死打不了紫萱和长卿在一起的结局，有米搞错啊！！            
(3星)	 雷死我了……可是，茂茂你真可爱……你真是太可爱了……你真是……太可怜了……55~~            
(3星)	 前半段太长，后半段太短            
(3星)	 1。长卿哥哥总是眉头紧锁一副忧郁的样子可是我不反感。我就是喜欢霍建华啊。2。同是一个演员演的，为什么我就是喜欢夕瑶远多于辣椒妹唐雪见。3。魔尊形象在我的心里最高大，他心痛的时候我也会难受，可是最后没了头上的犄角看着好别扭。4。我说龙葵MM的胸好丰满，衣服裹的太紧实了。花花说，唐雪见那穿着像是等着男人来上的模样。-。-5。最感人的是长卿哥哥和紫轩阿姨喝忘情水那里，BGM也很应景。6。结局可2了。讨厌。答应不再爱你。            
(3星)	 逻辑与风格逊于第一部。            
(4星)	 前面只能说一般般，后面很好看            
(4星)	 开始好雷，看着看着还喜欢上了。            
(3星)	 已经找不到那种感觉。            
(4星)	 景天在打最终boss之前才刚到20级，强忍着看完了，原来茂茂留到最后就是用来吃的，比仙一好点。唐嫣确实长得很美，可是拜托，你是女娲后人，不是妓女好不~            
(4星)	 里面的女生蛮漂亮的~~            
(3星)	 很喜欢胡歌的仙侠类电影~不过游戏还是仙四画面好~            
(3星)	 只怪天真            
(1星)	 不好意思，我对偶像剧先天免疫。            
(3星)	 我的紫萱~~怎么会被毁成这个样子？            
(4星)	 还不错啊，最后被虐的不行，悄无声息又痛得无处声张。            
(2星)	 在我心里仙剑三的故事永远是游戏里的故事~            
(4星)	 还是蛮有感觉的~~            
(4星)	 雪见，景天科。            
(3星)	 雷~生在蜀山真是幸福，万能情报科的设备连现代人都望尘莫及~~而且后几集真是烂透了。——轮回。            
(4星)	 给四星是因为杨幂太可爱了，无视其他            
(3星)	 狗血 景卿~            
(4星)	 27。这绝对是腐剧！赤果果的臭豆腐和白豆腐。            
(4星)	 本来茂茂死的时候我也应该是会感动的,但我之前知道了,所以就没有多大感觉了...虽然说这本剧好的坏的都有,剧情和游戏的有些地方的出入也挺大的,但我还是觉得这部剧不错            
(4星)	 胡歌很十三，话说他和长卿很有爱嘛，在一起好了~~~            
(4星)	 一天一夜看完了。。。雪见太可爱啦~~            
(3星)	 景天的配音好辛苦啊= =            
(5星)	 好看。。。            
(4星)	 一分给紫萱长卿，一分给茂茂，一分给龙葵，还有一分给夕瑶。            
(3星)	 用不用这么悲惨？            
(4星)	 我还没玩完仙3.。。我不怕被雷。。我不怕逍遥哥哥上景天的身。。我想说，我看完了，我彻底的爱上长卿了，我彻底的为这狗屁的三世情缘哭的bababa的。。            
(5星)	 那些所期许的，那些所勇敢的，那些我们该做的事。            
(NA)	 这这这这这。。。。。            
(3星)	 扯！            
(5星)	 游戏超赞~~~当然看~！            
(2星)	 情何以堪呐~~~            
(4星)	 仙剑吖么仙剑~            
(4星)	 我真的觉得很有意思啊，很多关于NPC的地方不错。精美度大有改进。缺陷是男女一号感情线，以及恶俗无敌的前几集……//龙葵好有悲点，魔尊结局很赞            
(2星)	 一般不愿给这么低，不过真的雷死我了            
(3星)	 太雷人了            
(4星)	 虽然没有第一部好看，但是总的来说还不错吧！结局有点小感动的说！喜欢这一部里面的几个主角！呵呵！~            
(4星)	 对于不熟悉游戏的人来说，电视剧还不错的，电视剧和游戏不match，所以还是忘了游戏，忽略剧情吧            
(4星)	 几个MM挺养眼~            
(5星)	 我想说的是:楼哥其实是无敌的。            
(3星)	 结局扯            
(2星)	 只是和遊戲一個名字而已，內容差了十萬八千里。            
(2星)	 不能把它联系着游戏来看            
(5星)	 结局太感人. 茂茂真可爱真可爱.            
(4星)	 草~~~这什么狗屁结局。。。太郁闷了。            
(4星)	  仙剑3种中的高科技产品实在令人乍舌，不过像我这种游戏白痴到完全不介意胡乱的改编，只要演员是我喜欢的就行。胡歌显然成熟了许多，虽然景天是那样一个乐天知命的小人物，但这种心态却不是人人都有的；至于男二号长卿大侠实在是太帅气了，所以忘记人物性格本身的缺点也就无所谓了，嘿嘿！当然所有的女主都很美，真希望生活在古代啊，这样，我也可以打扮成那样子了，哎，我还真幼稚！不管怎样，这还是一部令人愉悦的古装剧，大家不妨一看~~            
(3星)	 32            
(2星)	 钱烧的剧组，演员都玩疯了。唯一的优点  杨幂神似雪见            
(1星)	 一部喜剧            
(4星)	 不喜欢里面的唐雪见,龙葵还不错后面的情节比较狗血~不过还是推荐下            
(3星)	 。。。。。。。。。。。。。            
(5星)	 需要结局这么悲吗。虽然过程诸多快进。可是我的仙剑情，你总是能够让我泪流满面。            
(5星)	 希望我会起死回生的法术            
(3星)	 这是cosplay.cosplay.cosplay....            
(2星)	 不要像仙一那样面目全非。            
(3星)	 后来，还是看不下去了            
(NA)	 希望还好……只是还好            
(4星)	 我饭胡歌跟霍建华啊！！女的爱唐嫣=3=            
(3星)	 刘诗诗真好看。果然是像亦菲的女孩子。咔咔            
(4星)	 为什么五长老不积极自杀？这样邪剑仙不就不攻自破……            
(5星)	 哭哭笑笑，好听好看，感动雷人。我喜欢，我喜欢三世情缘，我喜欢景天的痞，雪见的蛮，龙葵的傻，长卿的帅，紫萱的痴，重楼的酷，特效的炫，道具的囧，剧情的雷，我就喜欢~仙剑，我永远爱你~！            
(3星)	 是说改编了...            
(NA)	 今天你穿越了吗            
(3星)	 慢慢看。还好吧。比较喜欢紫萱的那段            
(3星)	 胡歌……你就不能演个智商正常的人吗？……            
(4星)	 萱卿不会更虐了            
(4星)	 最后几集看的我难过死了。            
(5星)	 茂茂和必平才是泪点            
(3星)	 我的男配情节啊~            
(3星)	 不得不承认，结尾还蛮虐的。看在长卿的份上多给一颗星            
(4星)	 霍建华。徐长卿。三生足矣。            
(3星)	 最后一集有点扯，什么破理由就把相爱的人分开了呀。。。            
(5星)	  我只对重楼失望·毁了我亲爱的重楼大人··            
(2星)	 很可怜 刘亦菲 怎么办            
(3星)	 唐人是邪教 编剧是神 请飞升后面崩的太厉害前面当囧片看还凑活            
(NA)	 好吧  我也觉得霍建华是很帅   可能你们为了请他来演徐傻逼所以把这个角色完全给改了改成超级大英雄了！ 这就算了！可是为什么同时要诋毁楼哥哥的形象呢？先把人家变成了乌鸦精 然后还弱到打不过邪剑仙  说实话我看到这里 实在是受不了了 仰天大叫了 然后哭了。我的天呀········································            
(4星)	 啊。。。我的仙剑综合症又要发作一个月了。。。怨念。。。            
(1星)	 唯一的一星给紫萱和长卿的爱情。            
(3星)	 特效太烂了。            
(1星)	 编剧本的人真的打过游戏么，从演员展现出的角色到幕后人物不得不感慨就是一堆脑残            
(4星)	 很久以前看的，可以说超出预期，比仙一拍得要好很多。改编也不是特别离谱。            
(1星)	 真想给0分 侮辱紫萱侮辱重楼侮辱游戏。            
(3星)	 用了仙剑3的背景音乐，很怀念仙剑啊~~            
(4星)	 和游戏改动太大 不喜欢杨幂的雪见 但是喜欢胡歌刘诗诗霍建华            
(4星)	 还不错啦！            
(3星)	 白豆腐白豆腐            
(2星)	 尽管我真心喜欢白豆腐和紫萱            
(NA)	 昨天下午看电视还看呢！            
(5星)	 终于看完了~霍建华啊~~            
(4星)	 挺喜欢的，仙剑系列的剧都不错，这个假期又看了一遍            
(NA)	 学农的时候跟张文一起看的 还专门带了碟去 哈哈            
(3星)	 比起来一，剧情改动少了点儿，游戏迷实在不能接受啊……邪剑仙一杂碎能那么强大            
(4星)	 诗诗，我爱你，唐嫣，我也爱你            
(3星)	 只叹女子何必如此痴情，封锁魔剑一千年，也只不过等来一个景天。            
(5星)	 不管和游戏差别了多大，却有感动了我的地方，让我一集一集看下去。            
(1星)	 老久之间就看过一遍！起先是闲着没事看 后来因为这个剧喜欢上了杨幂（现在早不鸟了！）不过这卫视老是重播··还真是越看越恶心了            
(4星)	 其实，我当时最喜欢的是魔尊啊。他最后说“从今天开始，心痛的就应该只有我一个了。”我都看哭了。            
(NA)	 某卫视一直循环放呀放的。可是我看到的永远只有那几集啊！！其实我觉得还可以啊。霍建华有时候看看还是蛮帅的。唐嫣只有在这部里面是最正常的。然后。我现在看到胡歌。再看看袁弘。不禁浮想联翩啊。= =            
(4星)	 唐嫣秒杀杨幂刘诗诗了！有木有！！！            
(3星)	 恩，超越不了第一部。            
(4星)	 徐长卿好帅啊~~~后面几集刷刷地，我哭得一个惨啊~~~            
(4星)	 我好喜欢看唐嫣齐刘海的样子            
(5星)	 为白豆腐和唐嫣加一颗星            
(4星)	 长卿，紫萱，这片不错了            
(1星)	 奶奶的！！极度侮辱了我的仙三！！去死！            
(4星)	 我爱紫萱            
(4星)	 大爱刘诗诗才看到            
(NA)	 是我第一部完整的电视剧。我被迷得七荤八素滴~喜欢仨女~            
(1星)	 可以给负的就负的            
(3星)	None
(4星)	 长卿。            
(5星)	 胡歌             
(2星)	 结尾剧情完全就是为了悲惨而悲惨的呐！！！过分~额不稀罕幂            
(3星)	 画面不错，内容和游戏本身偏离较远，情节也有硬伤，一些道具的设置显得不伦不类。不过紫萱长卿喝忘情水和最后一段大雪场景骗了我不少眼泪……            
(NA)	 不负如来不负卿            
(3星)	 消磨时间            
(2星)	None
(1星)	 反胃...            
(4星)	 看这剧，知道了唐嫣跟刘诗诗            
(4星)	 改编的太多了  还是看的哭死 - -    仙剑啊仙剑            
