http://movie.douban.com/subject/3619100/	IRIS 아이리스
(3星)	 剧情实在莫名其妙，就是波恩+痞子英雄+美剧。槽点多到吐不完。感情戏比间谍戏拍得细腻到位，善华这个角色太好太好了，没有说出口的[我喜欢你]胜过千言万语。前面几集是日本和首尔的风光片，亡命天涯后爱人重逢的激动劲过得太快了，完全没受感染。最后，男一非常赞~！            
(4星)	 这部戏，让我认识到另一个金素妍，女性的打斗场面很让人难忘，没有霹雳娇娃里面的华丽，不过更真实！            
(4星)	 素妍姐姐～            
(NA)	 金素妍演技超好            
(4星)	 男二和女二超帅~            
(4星)	 我承认,我爱金素妍...            
(3星)	 快进看的，还是觉得浪费俺的time            
(4星)	 只不过是一碗牛油咖啡的感动，她为此付出一生的代价。            
(4星)	 换个角度看，这片子不会让人感觉压抑啊！！偶像剧里的谍战剧，谍战剧里的爱情剧……帅            
(3星)	 3.8颗星。前面有点看不下去，到后面因为被故事里的秘密吸引，有了很大的动力，很多细节经不起推敲，不过还算好看。结局为拍第二部埋下伏笔，那就要看郑宇成的了。            
(3星)	 剧情差了点            
(2星)	 看不懂。太残暴。            
(NA)	 除了结局太让人伤心啦,大爱,很想明年去日本            
(4星)	 怪不得这么紧凑。。。原来导演不一般，可惜李秉宪太恶心了。金素妍好帅。            
(4星)	 最后一点没看明白~亲爱的叔死了~~~呜呜呜呜            
(4星)	 很好。。。除了心脏有些受不了。。。            
(4星)	 好吧这是我在西安的酒店里无聊时候看的。虽然好几年不看韩剧因为觉得思密达拍的剧觉越来越烂 但这部感觉还不错的。可是！最后一集李秉宪怎么死的莫名其妙阿- -            
(5星)	 很难得一直都猜不到谁下一秒就会变坏人的好剧啊 我一路都很讨厌男二却在他要死的那刻终于明白其实他只是因为爱女一才做了所有的傻事 本剧的亮点当然是金素妍 除了美丽更帅气了 李秉宪还是那么有味道 最后那一枪算什么啊            
(NA)	 什么结尾            
(2星)	 本来我还是很喜欢的金泰熙的 但是这部戏给我了理由 让金素妍升为我心目中的第一位            
(3星)	 BUG无数……            
(3星)	 枪战也美丽！            
(4星)	 不错 悬念层叠不穷 最后也没弄死iris 几个演员那演的那叫一个带劲 不过李秉宪的眼泪是不是勤了点....            
(4星)	 哭點兩個--善華離開..思宇戰亡.. 敗點兩個--嚴重缺少存在感的女主..怎麼看都沒有愛的官配cp...金素妍是絕對的亮點~為她加一星~            
(4星)	 思密达剧已经好几年都没看过了  幸好这部还不错 总归没有天天延续婆妈狗血的爱情 有点儿真东西            
(5星)	 金素妍 亮点!! 呵呵            
(3星)	 不喜欢感情戏，太拖沓了。            
(4星)	 金素妍我的女神啊~            
(4星)	 电影班底拍电视剧。我都认不出这是韩剧鸟~            
(NA)	 可怜的JSY以及脑残的剧情。            
(4星)	 大制作            
(5星)	 大爱金素妍，结局太烂            
(4星)	 快看完了，不知道第二季神马时候出            
(3星)	 如果在16集结束节奏会更紧凑些。            
(3星)	 虽然腹肌很迷人  但真的是对这种很耍酷的戏不太感冒  温馨小品 没那么沉重的爱 才是喜欢的            
(4星)	 挺好看的。            
(4星)	 金素妍是亮点！但故事依旧保持着韩式狗血的烂尾结局。            
(5星)	 他总是饰演这坚忍的角色，看的人尖叫……苦难的剧情，总是那么眼熟。韩剧还是脱不开的陈旧和毫无新意。唯有那双痴迷深情的秉宪眼，电力还是那么足···            
(5星)	 确实精彩，可惜结尾太虐人!            
(5星)	 金素妍超美！！除了结局为第二季铺垫的太多以外，其他都绝赞~！            
(NA)	 只看到了17集，停止于贤俊与善华告别的那一刻。我觉得到这就好了，经历了诸多事的人，不可能再回去了            
(3星)	 很硬朗的韩剧，就是美剧的痕迹太重了，美韩杂交体有点尴尬            
(4星)	 话说金泰熙和李秉宪还蛮配的说~            
(4星)	 人生若只如初见 为什么结局如此残忍            
(3星)	 被panda daddy 逼的......鏡頭就不能不晃！就不能不要隨便zoom in/out!鏡頭的任何一個移動都要有理由啊！老大！電視劇果然不能用大屏幕看！晃得頭昏！金素妍相當帥氣！！！            
(4星)	 大烂尾            
(4星)	 结果太莫名其妙了吧。。。不喜欢他跟胜熙在一起，还是喜欢金素妍，一直默默的在他身后爱着他。            
(4星)	 李秉宪很帅，很喜欢。可惜两人不能在一起……            
(3星)	 强烈推荐只看前半段。。。            
(NA)	 我爱李秉宪。            
(4星)	 韩剧中的传奇            
(4星)	 我爱金素妍~            
(4星)	 为了金素妍而看，金泰熙在里面还不错嘛，会打架的男人好帅，赞ost，不过后半部分不够精彩，结尾我orz了。            
(3星)	 讨厌男主讨厌男主            
(5星)	 编剧太让人闹心了 看到最后心还是揪着的 实力派韩剧            
(4星)	 就知道不会有好结局。            
(4星)	 看政治，看爱情            
(3星)	 再一次被金素妍秒了~~~~~            
(2星)	 丑男。            
(4星)	 虎头无尾，结局很让人郁闷啊……因为OST，给它多加一颗星            
(5星)	 结局导演不必那么牵强吧。。            
(NA)	 水木剧  刚开始不错看 后来 不敢恭维啊``            
(5星)	 IRIS            
(5星)	 应该看了有4篇吧，吸引我的应该是第二女主角对男主角一瞬间的感动变为一生的守候。还有那首歌曲。            
(4星)	 剪辑很好            
(3星)	 几乎当着背景看完的，讲的是在情报机构里面的一对情侣被陷害而分离，挣扎，复仇，重逢。相对于以往的韩剧要沉重些，在匈牙利拍的外景精美，但故事还是挺粗糙的，最后到底谁是最后的老大仍然是不了了之啊。看不看都两可。            
(3星)	 太慢了~~~            
(4星)	 狗血的编剧在最后2分钟还赐死了男主。            
(3星)	 不得不说，这是韩国电视剧的一个突破，南北朝鲜的政治问题本来就是敏感话题，加上现下反恐热点，在韩国也算是成就了收视 高潮。但是不得不说这是一句很垃圾的假想电视剧，真的很佩服韩国编剧们超强的想象力。符合所有枪战电影的情节，用不完的子弹，不会死的人中弹了也能继续顽强生存。            
(4星)	 还不错，就是谜题都没解开，宪哥还死翘翘了。金素妍太美了，实力派            
(5星)	 TOP非常之帅！金素妍的短发令我羡慕不已！            
(NA)	 少数我喜欢的韩剧之一。逆转了我对韩剧的看法。超级欣赏善华对贤俊那种内敛的，看似淡淡的却又深刻的感情。层层解剖的剧情也没有侮辱观众的智商。            
(NA)	 前面看着挺好的 后来觉的一般啦。、、、            
(5星)	 我不想再看第二遍 因为太惊险 太跌宕起伏 结局让我难过了一个礼拜到现在还没缓过来             
(4星)	 比较喜欢里面善华的造型，酷酷的。            
(4星)	 看了这部片子终于见识到李秉宪的演技了。。。TOP啊。。。            
(4星)	 从不感兴趣到第一集开始的欲罢不能；为善华流泪；泰熙美眉正儿八经美，可是一比，演技就下去了，素研才该得最佳女演员；秉宪大叔的演技…实质名归；最后，超级失望狗血烂尾！不过依然值得一看的棒子剧。            
(4星)	 说实话。。我是冲着配角去看的。。个人认为金素妍 T.O.P 和金承佑更加出彩(*^__^*) 嘻嘻……。。。            
(4星)	 我爱李秉宪            
(4星)	 这是一个杯具故事集。主角肯定没死，眼神最后也没涣散开去。只不过又是一个命运这东西你想逃都不可能逃掉的故事。            
(2星)	 看到10集就没法看下去了、、、            
(3星)	 哎呀。纵使有李秉宪。中途还是弃掉了。他们在日本秋田玩的那几场戏挺好看。            
(NA)	 谜底过早被揭开,后10集可以不看            
(3星)	 韩剧中的翘楚，不过某些情节很狗血            
(5星)	 胜熙不简单呀不简单 绝对不简单   期待Ⅱ            
(4星)	 原来谍战片也可以象爱情片那样浪漫            
(NA)	 据说男主角像我我才看的……            
(3星)	 剧情莫名其妙的 怀疑编剧的功力 不过如果是篇小说的话 喜欢善华这个人物            
(3星)	 结局太屎了，有本事远距离刺杀，没本事让人一口断气，我还是回归我的美剧吧            
(4星)	 喜欢金泰熙才看这个片，看下来感觉还不错的。。。有点纠结            
(5星)	 由此彻底变成大叔控。            
(5星)	 喜欢            
(3星)	 金素妍帅的没天理，见过女二比男一还帅的么！最后那是什么狗血剧情，TOP和贤俊都死的莫名其妙…            
(5星)	 秉宪大叔、素妍姐姐（从和东健大叔的《天桥风云》就认识了）~~\(≧▽≦)/~好久没看到这么棒的演技了~故事整体框架让人感觉类似《PB》那一型的（各种阴谋论+感人爱情），PB在悬念设置上更有噱头，IRIS则在人物感情上表现的更为细腻~续集的话，没钱没剧本就不要了~(&gt;﹏&lt;)            
(3星)	 韩剧历史上第一部间谍剧。可惜男主角还是死了。。。            
(NA)	 李秉宪的打扮能不能不要这么小沈阳？大叔的美丑基本取决于发型和身材。好在这里面身型又恢复了正常，更加劲爆，口水的很            
(5星)	 有谁是像我一样，因为善华这个角色坚持把《IRIS》这部剧看完，看完之后彻底爱上金素妍，然后重拾起对韩剧的希望？            
(3星)	 看到后面就没什么耐心了，不过男女主角还蛮不错滴            
(3星)	 感觉有点痞子英雄的味道。。。还是觉得情节狗血            
(5星)	 原以为觉得李秉宪是大叔 没什么魅力看完IRIS之后完全被电死            
(1星)	 天啊，求你了，史上最烂反恐片，韩国人还是用人造人演绎无床戏的不渝爱情吧            
(5星)	 金素妍，我相当的喜欢你。李秉宪，我开始承认你的好了。结局是怎么回事！！！            
(4星)	 虽然没有24小时紧凑，但是真的是相当好看啊            
(4星)	 编剧是受虐狂，，= =            
(4星)	 一年一部韩剧，看到三分之一的时候，我就有预感结局会是悲剧，只是我猜错了死者！            
(5星)	 秉叔演技一流            
(4星)	 很惊险，两个男主角都很有型，金泰熙每个表情都美。            
(4星)	 好像认真的在烧钱，但是再烧也是韩剧            
(3星)	 结局也忒窘迫了吧。            
(4星)	 嗲额，期待有第二季            
(4星)	 看了一半看不下去了，因为结局是那么残忍            
(3星)	 垃圾结局！！            
(3星)	 当初追着追着，就弃了=.=||| 爱情部分还是一如既往得韩剧啊～            
(5星)	 挺不错的            
(3星)	 就是一个囧字呀            
(4星)	 终于看完啦~还是很好看的，金泰熙很美，金素妍超酷的，李秉宪还是那么有腔调。不过韩剧就是这样的啦，无论多突兀都一定要在最后一刻硬拗一个悲惨的大结局出来。            
(4星)	 很好看，但最后的结局也太。。。。额。。。不想说。哭。。。            
(5星)	 冲着华丽的海报和李秉宪的电视作品关注的看完后深深被金素妍倾倒~~善华刻画的太棒了            
(NA)	 好多吻戏啊，韩剧终于有所突破，男主吻着还流泪，真是-_-|||   女人永远受不了男人流泪            
(4星)	 全面YY            
(4星)	 确实烂的韩剧结尾            
(5星)	 看完后，觉得很多方面都很不错，前面的时候很爱贤俊和胜熙在日本的那一段，简直唯美的不像话，后面却越来越爱善华，又美又拽的女特工，面对爱情单纯的小女生，羞涩，可爱，赴汤蹈火，不能不打赞一下金素妍的演技！！！            
(4星)	 声势很浩大呢，怎么最后的结局让人莫名其妙呢。。。。。            
(2星)	 生平第一次看韩剧，以为是战争片，结果是披着山寨反恐24小时马甲的爱情片。山寨机中的运输机，冗长拖沓不提，几个娘们还非要装纯爷们范儿，适合喜欢韩剧的棒粉看。相比南棒四大YY电影幽灵号核艇、迷失记忆2009、天军、韩半岛，本剧有过之而无不及，若南棒战力如此，何愁金胖不灰飞烟灭。            
(5星)	 唯一一部这么爱却没有欲望去听ost的剧。结局太悲剧，还不如反复回味第二集。就是是要出第二季，也不要这么折磨人…… 另外，越到后面水平越降低，这是电视剧的通病吗。前几集看得很慢很满足，第九集以后看得越来越快，越感饥渴不足。            
(5星)	 好看!            
(4星)	 不一样的韩剧            
(3星)	 第三集抄袭《这个杀手不太冷》。            
(4星)	 虎头蛇尾 可惜了            
(4星)	 出第二部吧。。太多谜团了。。            
(4星)	 结局差了点。            
(3星)	 遗憾的发现，如今的影视剧只要稍微有点动作场面就会导致编导失去把剧情说圆的诚意。            
(4星)	 看了太多这样剧情的美欧电影，所以惊喜不是很多。但是，完全被李秉宪的演技给折服了！            
(5星)	 的确是大制作             
(3星)	 这个结局实在是太纠结了！            
(4星)	 这个结局 让我说什么好啊·········            
(NA)	 这个韩剧真好看哇哈哈            
(5星)	 对这样的结局，接受不了            
(5星)	 期待第二季，拍得挺不错的            
(5星)	 最喜欢的两位 最后的悬念 确实是有点像植入广告啊 但是续集会怎么样 不知道 他们也去了秋田... 一个早就想去的地方 看起来好象又不是那么漂亮 嘿嘿            
(3星)	 超级虎头蛇尾            
(4星)	 结局还真的很狗血。            
(NA)	 结局怎么那样啊？            
(4星)	 虽然剧情不是非常棒，但是制作还是很OK            
(4星)	 以为又是一部狼与狗的时间，NSS就那样被侵入了，中国的安全局是不是也那么不堪一击呢？            
(5星)	 我再次被李秉宪迷倒了。。。            
(3星)	 就最后思宇死的时候我哭了///            
(5星)	 又不是反转剧，编剧搞P飞机！            
(4星)	 和近年来别的韩剧比还是不错啦，花钱不少吧，不过棒子能不能不要这么YY自己国家的强大亚（估计是不能得……）            
(3星)	 超级烂尾，漏洞太多。            
(3星)	 电视剧中的大制作 却是什么庸俗的结局呢 3.5...            
(3星)	 后半部硬伤太多            
(4星)	 为什么我喜欢的都死得那么悲壮。。。            
(5星)	 韩剧里不落俗套。            
(3星)	 越看越无聊 韩剧 已经到尽头了            
(5星)	 韩剧史上的划时代作品一年前戒韩剧后的第一部作品个人认为很好但以后还会戒下去......            
(3星)	 结局让我匪夷所思。            
(3星)	 结局太随便，降一颗。            
(4星)	 韩国翻版的反恐24小时，模仿痕迹太重，剧情不够严密，很多地方没有解释清楚，最后有些LG广告片的意思，男主的结局有点为续集做打算的嫌疑，莫非真想排成韩版24？续集里男主可以伤愈复出，女主身世还有疑点，总体还凑合，冲着金泰熙给四星了，不过因为这部剧我也没那么信任金妞了            
(5星)	 非常棒            
(3星)	 1集弃 但是想看TOP的cut部分            
(5星)	 爱情只是它表面的华丽外衣，这部剧说了很多不能说出的话            
(2星)	 仅仅是冲着李秉宪去的，剧情很无聊            
(4星)	 靠，韩剧总是到了最后死掉一个，或者双挂三挂的。            
(4星)	 很不错！！李秉宪在里面好可爱啊~~~~~我和我老妈一致爱上他这种男人。            
(4星)	 消遣看还行。说是间谍片不如说是爱情片。。 看得有点莫名其妙，里面几个狠角儿怎么就那么容易的死了？ 先说那个BIG 不是职业杀手吗？怎么被打都不还手？ 还有那贤俊，就这么死了？ 另外加一句，思宇真可怜，哎            
(4星)	 亮点 金素妍 最初的选择就是错误 只是没有勇气和机会去改            
(3星)	 到底还是韩国产的= =            
(4星)	 终于有一个电视剧让我觉得李秉宪 有那么点帅了 呵呵            
(4星)	 演技！演技加大分！            
(4星)	 虽然后头几集实在看的吐血 -  -据说是李秉宪的原因才草草收尾的            
(5星)	 sooooo impressive!!!            
(3星)	 各种恨。。            
(4星)	 动作片 谍战片            
(5星)	 最后一集的最后五分钟要是不看就完满了  ps 两位金小姐还是非常养眼滴            
(4星)	 要不是因为最后10分钟这破结局我就给五星了。            
(1星)	 烂，编剧有逻辑么            
(3星)	 三星半            
(3星)	 帅哥美女的经典组合，可惜情节设计的有点累赘，看到过半就觉得很累。            
(NA)	 漏洞多的啊。。。真佩服自己看完了 他要是没有第二季 我真的不能原谅这个什么都不说的结局            
(3星)	 编剧..导演...确实只能看开头            
(4星)	 江湖难免爱恨情仇，伴随反间谍和政治内幕，享受折腾到死的过程。            
(5星)	 尽管漏洞不少 但还是太好看了            
(5星)	 最后那一枪哪来的啊！非要把喜剧糟蹋成悲剧……            
(4星)	 前半部分比较精彩，后半部分比较纠结，韩剧的通病啊 韩剧             
(5星)	 虽然觉得看了结局还是被棒子忽悠了，不过还是很喜欢，不可多得的棒子剧            
(3星)	 谁能告诉我他最后怎么死了            
(4星)	 算是比较强大的韩国动作电影了至少比较有诚意 虽然中途拖沓 结尾奇怪但都能看出来是为了拍续集来的            
(NA)	 三角恋+三角政治关系的一个三角关系剧。。。还是罗嗦阿            
(5星)	 比想象中的好看很多，比起《痞子英雄》更注重推理情节。韩剧的音乐一向做得很好。            
(NA)	 让人纠结的结局            
(5星)	 臆想！            
(4星)	 很虐            
(4星)	 结局有点莫名其妙了点。。            
(3星)	 前半不错，后半太拖沓            
(NA)	 VERY.赞            
(4星)	 演员挺不错的            
(NA)	 看完Iris，让我觉得中国制造的影视作品离国际越来越有差距了            
(5星)	 1.拼命与心 2.如果是偶像剧的话最后五分钟是什么情况 3.完全没认出来是金素妍，三位的演技真的不错            
(4星)	 李秉宪死的蹊跷~~            
(3星)	 什么嘛~！            
(5星)	 韩国人真是能幻想，而且狠能砸钱，每集都跟电影一样精彩，完全能剪成电影放，最喜欢金素妍的角色，流泪的都是为了她，李秉宪演的男主应该是史上电视剧中话最少男主吧，我很喜欢结局的安排，很敢很有种，虽然被骂但是够爽够凄厉够惨烈够经典            
(4星)	 结局不喜欢。。。            
(5星)	 金泰熙白白圆润的真可爱 李秉宪演技很好  真正的爱情和真正的男人。。。            
(NA)	 煞风景的编剧~！！            
(4星)	 赞节奏~虽然情节比较胡扯~            
(3星)	 怎么那么晃啊，一直在晃一直在晃……            
(NA)	 看不下去了= =            
(5星)	 就是无法接受这样的结局            
(3星)	 很养眼，也很让人振奋，但还是觉得电视剧太长了。什么时候韩剧能拍得不像韩剧呢？想出国，不只局限于现在的文明。            
(2星)	 反派小帅是谁啊？！为啥我每次都在迷恋反派~~吼吼看了6集，弃之……            
(3星)	 我宁可把时间浪费在美男身上 再不会对这种所谓的大制作一窝蜂的扎进去            
(5星)	   今天看完大结局~~我傻了~~            
(4星)	 结局有点郁闷。不知道会不会有续集。            
(NA)	 看了几集无法坚持下去。            
(5星)	 这个结局让我死了好多脑细胞            
(NA)	 饼哥成功让我转型成为肌肉猛男控             
(4星)	 不想说的太恶心，程度轻一点的。最后的处理，感觉就像一碗喝的很爽的汤，舒服喝到最后见底了，却看到一只苍蝇！            
(4星)	 男主是越看越帅型的。大结局让我伤心了。怎么这么杯具咯！            
(5星)	 导演在想什么阿！！最后竟然饼哥被狙了，这个结局我不能接受！！！！！！            
(3星)	 当然比不过美剧的高科技，韩剧的特点是感染力还不错，可惜中间有点拖沓，结局也让我很痛苦！            
(NA)	 结尾很狗屎            
(4星)	 烂尾了，宪哥咋被爆头了。            
(5星)	 最后死的凄惨……            
(4星)	 虎头蛇尾            
(4星)	 后面好敷衍            
(3星)	 典型虎头蛇尾            
(4星)	 结局令我匪夷所思！！            
(1星)	 看了三级实在是看不下去了，什么烂片……把电视剧当电影拍，还是个剧情相当俗套的电影。两条线分得太远了……            
(NA)	 我喜欢看开枪的美女~~~~可是只看了两集            
(4星)	 结局不明不白 晃了个神儿的功夫 挂了...7哥N年不看韩剧 这个也是拖了好久的 还是不错~2金都美!!             
(5星)	 因为档期不对，就把秉宪大叔整死了，怎么这个结局啊。= =            
(3星)	 结局是败笔            
(4星)	 本来要给五颗星，奈何最后两集实在太狗尾续貂……            
(4星)	 节奏不错！结局真是莫名其妙，杀了他有啥利益在？            
(3星)	 最后一集看到三分之一处有种看真人版火影忍者的错觉导演不想拍第二季就算了，也不用赶尽杀绝，把那个谁也杀了吧~~            
(4星)	 我只是为了看李秉宪的。。满篇的硬伤选择忽略。。- -&#39;            
(5星)	 颠覆了我对棒子剧的传统观念。。李秉宪演的就是超人+蝙蝠侠嘛。。。传说中的最后一秒悲剧了。。，里面女的都蛮漂亮的，总的来说是部好片子啊 ！！            
(3星)	 不了了之            
(4星)	 我想和你一起做那些你想做的事。  女2号的短发造型太美了， 完全是为了看她才看完的。 &gt;.&gt;            
(4星)	 可能以前没有看过类似的韩剧剧情。关于国家安全局的片子。虽然比不上美国的悬疑。但总体来讲还算不错。            
(4星)	 结局看了太想捅编剧一刀了~仓促的结尾啊。狗血了~            
(3星)	 李秉宪蛮灵的,唉~这结局。。            
(3星)	 虎头蛇尾mtv片            
(4星)	 男人的眼泪也可以如此~~~纠结~~~            
(5星)	 非常好看，剧情悬疑，接凑紧凑~~~就是韩国人怎么老是针对中国啦~            
(3星)	 mr black到底是谁！            
(4星)	 挺好看的，就是后来越来越仓促，结尾无厘头。。期待第二季。。哎。。            
(5星)	 不错~~            
(4星)	 20100829。韩谍战片都拍得那么一如既往拖沓，很多都猜得到后文；缺乏逻辑，风格不成熟，场面大而空洞。高科技部分明显没美剧养眼。不喜欢金泰熙，老是瞪着大眼张着小嘴的无辜状，明显金素妍有味道很多，那杀人般的眼神啊~ 还有TOP那妖孽般的男人啊～ 17集前我一直不认为善华喜欢贤俊呐            
(4星)	 好扯的结局……            
(5星)	 精彩~            
(3星)	 结局有点不能接受            
(3星)	 李大叔的演技还是有保障滴...不然看看TOP小朋友的眼线也好啊~~~            
(2星)	 最近的韩剧评分怎么都这么高啊？            
(4星)	 我实在接受不了这么反转的结局。            
(4星)	 结局让我怀疑编剧是90后~            
(2星)	 除了金素妍其余没什么意思，莫名其妙的            
(3星)	 结尾真是垃圾            
(5星)	 强推这部剧集，这部剧情节紧凑，剧情引人入胜，男女主角是本人喜欢的帅哥美女，而且不愧是200亿韩元的大制作，动作爆破场景都很不错，还在匈牙利取景，是近年难得一见的佳作。            
(3星)	 烂尾扣分！            
(3星)	 最后2集字幕好差，最后5分钟剧情大逆转草草结尾            
(5星)	 纠结            
(4星)	 结局特傻X了 - -            
(5星)	 good, very good!!!10.03.24那个戴眼镜的男一号 让我突然感觉有点像刘虎            
(NA)	 老实说 烂。            
(4星)	 甚结局。。。哀伤            
(4星)	 我一直觉得女人做到金泰熙这样美貌才学兼备真的非常难得            
(4星)	 已经追完的片子            
(4星)	 我的第二部韩剧没看完，后面太扯了            
(NA)	 无语的结局            
(4星)	 虎头蛇尾。            
(4星)	 演技一流，剧情漏洞很多，尤其是结局，那一枪毫无缘由            
(4星)	 KOR一定要人死，不是死一个就是死一双。。。            
(5星)	 IRIS设计了多少人的命运，而可以选择的人，一旦选择就从此走进了命运的漩涡。很不一样的韩剧，但结局却依然逃不过韩剧特色，这结尾让我想到了《栋笃》= =            
(3星)	 2            
(3星)	 被蒙在谷里的是谁  又是谁利用了谁 晕了            
(3星)	 也是6個月前就棄了 跳戲啊跳戲 沒意思            
(4星)	 李秉宪绝对是超人 ！！！ 从飞机上掉下来都不死            
(5星)	 续集不拍也罢...            
(2星)	 大制作烂片            
(4星)	 韩国人在YY自己的历史。就算动摇过，陈思宇的爱总是默默的。            
(4星)	 有点虎头蛇尾了            
(4星)	 看到后面就没什么动力追了。。。结果还是个未完待续的结局。。。            
(NA)	 这什么结局....SO SHIT！            
(2星)	 我真的不喜欢男猪脚，居然还故意的走到哪都有罗莉花痴到哪···            
(3星)	 因为结尾减颗星。。。再也不追韩剧了            
(4星)	 暂时弃了，下次再回来补全吧，主角挺有爱            
(4星)	 虎头蚯蚓尾，越写越拖沓，越拖越漏洞……为了给第二季铺垫，干脆毁了这季结尾。            
(4星)	 还可以。但是那动不动就长达几分钟的回忆戏让它少了一颗星。            
(5星)	 太帅气！不过疑团太多！可惜饼哥第二季没有档期！            
(5星)	 也只能是这样的结局了~            
(NA)	 这个故事是告诉广大痴情女子当间谍的男人爱不得。。剧情各种混乱，线索不清，但也有可贵之处，就是南韩居然敢拍一部如此丑化（或者说写实）北韩的电视剧，这可是要在晚上八点半放给家庭主妇老人孩子看的，从这点来说，天朝与南韩都差得很远。            
(4星)	 这叫什么变态结局，棒子编剧心理障碍了。善华最可怜，始终一无所有。            
(3星)	 昨天已然第六集            
(4星)	 当他们 她们 都出现的时候 我窒息了......这结尾，太烂了            
(2星)	 剧情一塌糊涂 只有金素妍和男二能看看 这两位演技都不错            
(4星)	 这个莫名其妙的结局让我把它从5星降到了4星            
(4星)	 期待剧末的谁或者谁的反转。第二次看这种片子了，第一次还是99年看的《鱼》（生死谍变）。上一次姜帝圭让南朝鲜的男主角和北朝鲜的女间谍拿枪相残，那么这次呢。            
(5星)	 第七集赞！节奏上来了            
(5星)	 和越狱第一部一样很精彩；组织到底长啥样还是不得而知；金泰熙绝非花瓶；结局让人心碎；音乐太好听了。。。            
(3星)	 饼叔能打又会哭，拍这种狗血剧真是屈才啊            
(5星)	 这个剧情要怎么发展呀，我迷惑了，贤俊在两边都只是颗棋子，这么一闹更回不了原位了。            
(4星)	 韩国人居然也开始有这种题材了，不过还是有点瑟瑟。一句话，逻辑非常不通，叹号            
(5星)	 大家都来看金素妍的吧            
(5星)	 众星飚戏的感觉很爽!            
(NA)	 啊?有病吧!...            
(5星)	 好玩            
(4星)	 狗血的结尾            
(4星)	 结局让人忧愁又莫名……            
(4星)	 前一阵突然想看小草拿着沙漠之鹰的样纸所以又看了一遍- -前几集还不止两遍..作为一部泡菜剧很不容易            
(3星)	 前面相当给力 后面让人好失望            
(4星)	 最后那一集抹杀掉了一颗星            
(3星)	 弃            
(4星)	 看了四集琢磨了一下，难道秉宪大叔是唯一的主角么？好像是为他量身定做的剧            
(5星)	 好影片第一个镜头就会吸引眼球。不像《向大头地球》逼迫自己看了两集还完全不为所动。大爱。            
(3星)	 有点虎头蛇尾            
(NA)	 后面千万不要辜负了这个还不错的开头。。| 结尾是要怎样= =            
(5星)	 我的大爱~~~~特工片~~~            
(5星)	 好看好看！！！！！            
(3星)	 傻X编剧~！            
(3星)	 编剧很烂，剧情很多逻辑上讲不通，只有明星比较多，只能一边看明星，一边叹气。            
(4星)	 油头杀手B.I.G出现我就暴毙了。TOP~~~            
(3星)	 前两集不错，第三集节奏缓慢，韩剧一贯风格。放弃            
(NA)	 第5回简直是警匪片~~李秉宪成了不死人~~情节处处牵强~~囧~弃            
(3星)	 结局有点意外 原来没有完美结局的说            
(5星)	 秉宪叔的吻戏总是让人脸红心跳的 太man拉            
(4星)	 故事性很强，有明显悖于常理处。故事告诉我（们）：被动就是危机！            
(4星)	 每个人都很帅！            
(5星)	 最近饼馅大叔频繁出现在我的视线范围。不管小屏幕还是大银幕，有进步总是好的，继续期待往下发展。            
(3星)	 9集弃            
(5星)	 演技啊演技  还有这样的拥抱            
(NA)	 看三集不要看了。。。那三集还是等美男的无聊下酒菜。。            
(NA)	 最后两集说什么也看不下去了 这片子拍成这样真是难为韩国人了 之前能坚持看下来我也很不容易 五官太靠下的金泰熙谈情说爱还可以 其他就算了吧 男演员都是本来就很反感 虽然演技好但还是得忍受接受无能的脸 唯一的初衷 金素妍 也没有想象中好 没有表现出她真正的实力            
(3星)	 还 行  但是 我放弃了            
(4星)	 所谓套路就是，杀手必死/画面很美/人很养眼/逻辑上略显不严密、值得推荐            
(3星)	 被結局毀了            
(3星)	 NSS对抗IRIS=中华小当家对抗黑暗料理介完全冲着俩美女看的！侧那！被宪叔缠上了呀。。。最后还敢屁了。。。哦哟为。。。            
(4星)	 辗转看完这部韩剧，算是上乘之作，虽然牵扯到韩朝的敏感话题，但似乎并不影响编剧的大胆设计，只不过最后的结局还是有点儿雷，莫非是想拍续集。。剧中的亲情、友情、爱情、暧昧之情都成了政治阴谋的陪衬和牺牲品，世界真的是如此黑暗？直到结尾依然看不到曙光。。。PS：金泰熙真的很美            
(NA)	 终于出了，熬到头了哦，颠覆韩剧吧！！！不过，结局仓促了~            
(NA)	 第一集 好多肌肉啊 ！！！！！            
(NA)	 当时正值期末考，差点没给编剧气死。            
(4星)	 非一般韩剧            
(NA)	 这么大的悬念留到第二季。。杯具啊            
(4星)	 金素妍这个坚毅的女子！            
(3星)	 其实只是看人    那狗血的剧情和操蛋的编剧实在有够呛的            
(NA)	None
(3星)	 男主最后死的真是莫名其妙。。。            
(3星)	 剧情很弱  编剧是把TOP定位成神top么= =每次都很淡定的走 人家在后面死追也追不上 最后死的还那么弱！= =             
(3星)	 其实没看完，弃。            
(4星)	 值得一看，就是结局太。。。            
(3星)	 说实话，结局坑爹，不过可以肯定的一点是女主角最后是怀孕了，鉴定完毕。            
(5星)	 我很爱金贤俊和金善华~也让我开始喜欢李秉宪和金素妍~            
(5星)	 金素妍演得真好！            
(5星)	 好喜欢            
(3星)	 wuli善华 呜呜呜            
(4星)	 冲着李秉宪看的  剧情紧凑 但是不知道导演是为了赶戏还是杂的 败笔太多 最后结局更是让我石化了 金素妍 喜欢上你了            
