http://movie.douban.com/subject/2411184/	汉武大帝
(4星)	 陈宝国演这种毁誉参半，“暴君”型的人物算是习惯了。戾太子杯具啊。            
(5星)	 威武！            
(3星)	 刘彻            
(4星)	 又是一个看不完的好剧，额，我就是一个没有看完剧习惯的孩子。            
(4星)	 战争场面差了点            
(5星)	 看完了会热血的剧！            
(NA)	 小时候超级超级迷这部电视剧            
(5星)	 “寇可往,我亦可往！”那段敲鼓的配乐很赞，貌似是“秦王点兵”            
(5星)	 跟《贞观之治》（是贞观之治不是贞观长歌）一起可以算作近年历史剧的巅峰之作了。影响了我一生的剧。另，还是霍卫更好~~~            
(4星)	 从小收到历史剧的熏陶，自然这部历史剧也没有错下……不过不得不说，还是不错的。            
(5星)	 恢宏巨制            
(3星)	 韩磊的歌不错            
(5星)	 最爱！！！            
(4星)	 依托史记，剧本肯定差不了，但是胡玫的剧我一直觉得很怪，就是她的台词，演员的台词都对不上嘴。不盲目崇拜皇权，但是对历史心存敬畏，能做到这一点，才是真正意义上的历史剧            
(5星)	 哦~太爱陈宝国演的刘彻了~英气逼人啊！            
(3星)	 历史性比较强、难免故事性就差了一些。            
(5星)	 除了颜外。。。韩嫣。。。卫青。。。            
(4星)	 好看 大气            
(4星)	 不错的 剧集挺精致 我小时候天天看 昨天怀了一下旧            
(5星)	 除了匈奴部分其他都还不错            
(4星)	 除了一些不该出现而出现的台词和一些该出现而没有出现的情节外，也没什么好抱怨了。卫青大将军威武~~~~~~~            
(5星)	 陈宝国！有气势！            
(5星)	 我觉得拍的很好。            
(2星)	 诺.....            
(5星)	 历史长卷中一段瑰丽人生，帝王豪情、            
(4星)	 那么长我竟然跟着爷爷都看完了。            
(5星)	 作为一个男人 ，眼睛绝对要犀利。            
(NA)	 当年和父亲一起看            
(3星)	 回忆            
(4星)	 这几部帝王史都挺喜欢的。            
(5星)	 大汉天威！            
(1星)	 台词实在太口水            
(NA)	 能缩减到40集以内，更好看            
(3星)	 没太大感觉~ 拍得太文艺了 不喜欢            
(4星)	 音乐好，视角豪迈，剧情不太细腻就是···            
(5星)	 历史正剧 还有卫青神马的= =            
(5星)	 史诗、他给了一个族群挺立千秋的自信，他的国号成了一个民族永远的名字            
(5星)	 未剃发的汉人脑袋看着就是比清廷戏顺眼 宝叔子夫卫青小去病各种z..            
(5星)	 我的爱啊~~~            
(5星)	 刘彻，是个很有种的男人。            
(5星)	 卫青啊~野猪你要好好得跟卫帅在茂陵里继续过日子啊            
(3星)	 不喜欢卫青。            
(3星)	 既然不是戏说，该拍正剧，那就请创作团队再仔细一些            
(3星)	 一般般，尤其受不了宫刑之后还须髯飘飘的司马迁……            
(5星)	 胡玫阿姨有一个强大的内心。把男人的电视剧拍的如此荡气回肠。片头制作，配乐，都非常棒。。我觉得历史电视剧，肯定不可能百分百符合史实，它的作用在于传达一种精神和信念在里面。个人对晁错，张骞，卫子夫的画面印象深刻。能感受到胡玫阿姨想要表达的东西。个人觉得是众多帝王电视剧中最好的一部。            
(5星)	 依然上学时光，大家坐在一起不出声，边看边讨论            
(1星)	 好好的历史题材，台词写的跟白痴一样，真是受不了~服装还说的过去，看的很纠结~弃之            
(5星)	 秦砖汉瓦构筑了中华文明，汉武帝始终是无法忽视的存在，后人曾与评说。            
(5星)	 寇可往 我亦可往 的热血豪情激发了每个中华民族的民族气节            
(4星)	 你的民族为什么叫汉族            
(5星)	 准备再看一遍            
(4星)	 高中的记忆。文戏好在几位主角对角色的拿捏准确（至少是符合我心中的想象），表现也有爆发力。武戏烂在像是同一天用一个地点拍的一样，看不出气象地理变化，不善用环境场景的变化来给予观众以区别故事的一个先入为主的形象化印象。诟病是除了有章可循的具体史籍内容的表现外再无细致准确的生活再现            
(5星)	 每次听到旁白解说前无古人的成就时就起鸡皮疙瘩瞎激动。看了又看的电视剧。            
(5星)	 没事多看历史！            
(5星)	 太激动人心了，每个举措，每个选择都是值得发人深省的。武帝的汉朝是一个令人热血沸腾的朝代，是他使汉成为每个中国人值得记住的称号。            
(3星)	 感觉不如大汉天子有意思            
(5星)	 一直很喜欢宝哥，演皇帝演的很到位。喜欢历史的人不看可惜了            
(5星)	 醉心于那个强霸天下的时代            
(5星)	 一代枭雄            
(5星)	 每个梦里 都有你的梦            
(4星)	 胡玫，你就该老老实实拍电视剧            
(5星)	 强汉！我真tmd骄傲自己是汉族人            
(5星)	 这将是我人生里值得反复看了一遍又一遍的历史正剧。胡玫的片子总是让人回味很久.....            
(4星)	 不错不错，CCAV拍历史大剧真的不错。虽然很多地方有点过于矫情了            
(4星)	 犯我大汉者，虽远必诛。            
(NA)	 老早就看过了，为了陆剑民又找出来看了遍还又看得稀里哗啦……这是什么样的[]啊！！！            
(4星)	 看这个记汉朝历史……            
(5星)	 刘彻你年轻的时候真是太帅啦~            
(5星)	 我最喜欢的历史剧，人物塑造饱满，情节紧凑。司马迁的史记功不可没            
(5星)	 很喜欢~~~~宝哥哥            
(4星)	 比较喜欢的历史片            
(4星)	 厚重的题材，应当是这类剧中令人较为满意的一部！            
(NA)	 还想再活五百年，可你已经活在了五千年之后！            
(4星)	 没看完            
(4星)	 很棒的历史正剧            
(4星)	 少有的好电视剧            
(5星)	 演员不错~制作也精良~不错的电视剧            
(5星)	 准神作            
(5星)	 迷恋了一段历史剧，            
(3星)	 ....我看的时候才多大啊= =            
(4星)	 大陆拍历史正剧还是有些功力的，尽管有洗白的毛病，不过也可以理解。我对汉朝有着极大的好感，演员们也都很出色；还有一条算是私心，骑奴尚主的故事太传奇太美丽，从小就这么觉得。            
(4星)	 。“今生今世，来生来世，卫青对皇上一直挂在心上。”啊啊我擦            
(4星)	 这部好~            
(5星)	 卫青！            
(5星)	 哦~！卫青！            
(5星)	 他建立了一个国家前所未有的尊严，他給了一个族群挺立千秋的自信，他的国号成了一个伟大民族永远的名字            
(NA)	 汉朝给了华夏民族另一个名字---汉人            
(3星)	 为毛老三国木有让保国演吕布？？            
(5星)	 荡气回肠。            
(5星)	 汉史普及            
(NA)	 还行            
(5星)	 不错，基本符合历史            
(4星)	 忽略一些情节硬伤，很好的拍出了我大汉风骨！            
(5星)	 民族尊严是打出来的，不是靠吹出来的。革命从来不是请客吃饭。            
(5星)	 重温            
(4星)	 虽然错误一大堆，但作为国产的电视剧，还过得去。宝国在片中演技很棒~~            
(2星)	 莫名其妙地被戳重点            
(5星)	 多少豪情壮志，金戈铁马，都付笑谈中。            
(5星)	 除了结尾有点草率，其它皆好。            
(NA)	 时势造英雄，英雄造时势            
(4星)	 赞            
(4星)	 当年很痴迷，现在淡了            
(NA)	 4            
(5星)	 豪气冲云霄呀。            
(5星)	 看了两遍            
(5星)	 对央视来说，拍大帝是手到擒来            
(4星)	 荡气回肠 、雄伟壮丽的场景            
(5星)	 总有一天你会知道，战争，带给你的不仅是大量的土地与政权，还有百姓无尽的创伤。            
(4星)	 2004年            
(5星)	 中国的历史剧跟大河剧哪个好？            
(5星)	 艺术家的演技。不服不行。。            
(4星)	 记得当初央视预告的时候说具体时间关注中国电视报，我想买还是没买到。            
(4星)	 轻松了解历史的方法            
(5星)	 帝王剧里最好的一部！主题曲很好听~            
(4星)	 不错的历史剧            
(5星)	 爱啊爱～            
(5星)	 想来想去，还是最喜欢这个历史剧！PS:被卫青迷倒了～            
(3星)	 飾演霍去病的演員挺可愛的，貌似不太紅。            
(5星)	 很震撼！难得的不错的电视剧~推荐看看，场面很真实，剧情也不错            
(NA)	 最喜欢的历史剧，大气~            
(4星)	 演员都还不错，编剧也还正常，观赏性和知识性都不错。            
(5星)	 这么多年了，还是觉得很难忘记《汉武》中的每一个人，很难忘记仲卿。            
(5星)	 很不错，很不错            
(5星)	 非常非常喜欢的电视剧，永远的卫帅和卫家，还有从这部剧认识了杜淳            
(4星)	 南怀瑾推荐            
(2星)	 很难看，二星给服装布景            
(5星)	 拍得真的很好很好啊。。            
(4星)	 一生。            
(5星)	 绝对值得一看，那种民族自豪油然而生。            
(5星)	 国产电视剧少有的能看下去的，不知道胡玫怎么把孔子拍成那个德性。            
(NA)	 后半部分有点潦草。。。            
(4星)	 从没对汉武帝有过好感，对里面伊稚颉的感觉蛮好的            
(5星)	 这部已经是央视F大片了，没什么好犹豫的，野猪君主加绵羊大臣，萌翻了            
(5星)	 看过国内第一部耽美电视剧六世封印的应该都记得吧。第一部就是君臣————赢了天下输了他。            
(5星)	 胡玫就是霸气～            
(5星)	 我行，匈奴人不行！            
(NA)	 欣赏陈宝国身上的帝王霸气            
(5星)	 保存的几部电视剧它就是其中之一了，之所以突然想起它，是因为今天公司拓展的誓师大会就是模仿古代将军出征的情节来设计的。那些无法割舍的英雄情结，使我对于展现中华雄威的作品总是无法自拔的喜欢：他建立了一个国家前所未有的尊严,他給了一个族群挺立千秋的自信，他的国号成了一伟大民族永远的名字            
(5星)	 完全可以去看六世封印第一世《赢了天下输了他》。经典。我飙泪了。“今生今世，来生来世，卫青对皇上一直挂在心上。”            
(4星)	 之前買來看的!            
(5星)	 当年每日一集必看            
(NA)	 很不错            
(3星)	 看了两集实在受不了陈宝国科班演技假的很放弃了            
(5星)	 大气！            
(3星)	 不错，不错            
(5星)	 灰常喜欢            
(5星)	 我的宝叔啊。华丽丽的野猪。            
(4星)	 相对当前戏说剧泛滥的情况下，这算是一部相当不错的历史剧。人物性格拿捏到位，演员表演的很出神，对帝国双璧印象极深，值得推荐            
(NA)	 蛮好看的，比较关注景帝卫青霍去病刘洵            
(2星)	 前20集就耗尽了耐性            
(4星)	 陈宝国一人演，汉武大帝年少时的脸怎一个沧桑了得。            
(5星)	 小时候看。。就有YY汉武帝跟卫青的怀疑。。千百年之后，谁又还记得谁哟。            
(4星)	 犯我大汉者，虽远必诛            
(5星)	 胡玫拍的            
(4星)	 前半部分太拖沓了。。。且确实公仆了点。。。不过冲着后半部分美好的JQ啊JQ~~~四颗~~~            
(4星)	 君臣            
(5星)	 记到高中时候看完后，一次作文写了彘儿的罪己诏。老师看的云里雾里的，惊叹道你丫咋知道这么多？背地里狂笑，你丫不知道我有猛将陈宝国呀。            
(3星)	 普及历史知识还可以            
(3星)	 虎头蛇尾，前半部都不错，情节扣人心弦。到后半部，不过就是显示刘彻的“伟大光荣正确”，直追新闻联播了。            
(3星)	 有多处歪曲史实            
(5星)	 超级好看啊！喜欢陈宝国。            
(5星)	 很棒，男人爱看，女人要看！            
(3星)	 排场很大            
(3星)	 影片中的司马迁，一个刑余之人竟然还能蓄须。真佩服编导卓越的想象力。            
(NA)	 挺好的历史剧。看不得窦婴惨死，还特意查了史记。确实。            
(5星)	 整个高中我头脑里最深刻的电视剧            
(5星)	 只看前19集……刺激不小！            
(4星)	 看过2遍！            
(4星)	 汉族人的骄傲。            
(4星)	 额。            
(5星)	 其实我是个古板的人。自某些方面，比如跟历史有关的电视剧，我就是受不了胡编乱造。所以大部分时间，我只看历史正剧……            
(4星)	 拍得相当真实，很有气势！            
(5星)	 强烈建议套拍卫将军骠骑列传！            
(5星)	 喜欢，看了好几遍了。。            
(NA)	 无情最是帝王家            
(3星)	 演员烂、摄影烂、导演烂、台词烂但是如果作为了解汉朝的一部电视剧，还是过的去的。性格决定命运啊。            
(4星)	 缺点很明显            
(4星)	 雷……刘彻跟媚娘真配~            
(NA)	 相对比较喜欢。            
(5星)	 难得看历史剧            
(5星)	 第二遍            
(4星)	 因为狗血的男女关系，扣掉一颗星            
(5星)	 感人至深            
(4星)	 演员的演技一个个都是符合高标准严要求甚至惊艳四座的！但是总体来说比起康熙大帝来说要差了一些~故事讲着讲着一不小心变生活剧了==难道是年代过于久远资料难以收集了么。。。囧一记先。            
(NA)	 好看            
(4星)	 演技和美术都不错，就是有些片段怪肉麻的            
(5星)	 千古一帝            
(4星)	 这个汉武帝总让我有白七爷穿越的感觉,望天~            
(5星)	 看过4遍了。。。            
(4星)	 是非功过 自有后来人            
(4星)	 很喜欢陶虹在里面            
(5星)	 雄才武略，帝王之术，汉武之谓也！            
(5星)	 真男人            
(NA)	 不是很喜欢那个年代女人的装束            
(4星)	 和大明宫词差不多的，都特别尊重史实。也挺有看头。            
(NA)	 秦皇汉武，帝王家的冷血思维，为天下，谋略大局，看后对汉武帝这段历史感悟奇深。不过我比较喜欢汉景帝的某一面，为武帝创造了基础和机会。            
(5星)	 非常精彩，作为大汉的后人，深感自豪            
(5星)	 汉族            
(3星)	 不错            
(5星)	 好看的紧啊。在治国天下上，女人真的是成事不足败事有余。            
(4星)	 剧情都忘光了            
(NA)	 个人觉得篇幅重点安排得不甚合理 // 美化了这么多个 为什么韩嫣这么囧 // 我不喜欢平阳公主 没有卫青她和窦太主有什么两样 每次看到影视作品里渲染平阳和卫青的爱情都觉得恶寒。            
(5星)	 寇可往，我亦可往！            
(4星)	 tv            
(5星)	 真是有故事！！            
(4星)	 60多集连续剧，我是白天看晚上看终于看完了，喜欢卫青那样人，为他感动，为他折服，我的英雄情结            
(5星)	 这是我历时半年看完的啊            
(5星)	 看了一次又一次，依然想看！这才是中国！！！真正的中国的血性！！！            
(5星)	 一个字点评: 武            
(4星)	 我想说其实造型还可以              
(4星)	 有侠气 处理大气 司马相如 东方朔 李陵 游侠郭解 长公主 卫青 霍去病 飞将军 陈皇后长门怨 外戚专权 儒道…            
(5星)	 除了司马迁这个BUG，其他都很不错。。。看了之后汉人会很激动。。不过现在也没分什么汉人了。。            
(4星)	 片尾曲不错……汉并天下，长乐未央！            
(4星)	 最近特别喜欢看史剧            
(4星)	 我就是喜欢内地剧~没办法了。            
(5星)	 陈宝国作为实力派演员的集中展示            
(5星)	 太喜欢卫青和子夫了~~ 不过最后也实在想感叹：人生哪。。。            
(3星)	 前面还成。后面就扯的不符合实际了            
(1星)	 在何新同学的影响下，胡玫同学成功的拍了一部穿越版的汉代中共党史，还夹杂维新变法。            
(5星)	 还我大汉风范！            
(3星)	 真实的汉武帝，真的是有勇有谋，好大喜功……真实的卫青，真的是一生感念刘彻的知遇之恩……幸亏刘彻还算个明君……            
(5星)	 之二            
(5星)	 波澜壮阔 以史为鉴            
(4星)	 爱的死去活来的            
(4星)	 历史与娱乐揉合的尴尬不可避免            
(4星)	 上部比较好            
(5星)	 很好的历史剧            
(3星)	 把历史改的差不多了……            
(NA)	 真好看！            
(5星)	 野猪，我讨厌你TAT~~但是我喜欢你的男宠们TAT~~~其实汉武大帝是我最爱的电视剧TAT            
(4星)	 学大汉武立国            
(NA)	 年轻的汉武帝也不错            
(5星)	 霸气            
(5星)	 赞            
(4星)	 无论怎么看陈宝国都像土匪            
(4星)	 还不错            
(4星)	 初露锋芒            
(5星)	 估计是资治通鉴没什么差别，真是不错            
(4星)	 8错，一家人看的            
(4星)	 看了几集 算了 坚持不下去了            
(4星)	 喜欢历史，喜欢汉武帝            
(5星)	 超级经典            
(5星)	 很经典，比较尊重历史吧。            
(5星)	 “汉”从此成为了一个民族的名字。            
(5星)	 永远也忘不掉他的眼神            
(5星)	 这部电视剧很值得一看，从中可以了解中国汉代武帝时期的历史，值得深思。陈宝国的演技还是可圈可点的            
(5星)	 胡玫很牛            
(5星)	 于是跟着来花痴我家小霍……            
(4星)	 宝国的表演太棒了，中国政治，活生生            
(3星)	 一般般            
(5星)	 我认为拍的最好的历史剧 尤其是卫青见汉武那段            
(5星)	 一如既往地喜欢陈宝国            
(5星)	 相当好            
(5星)	 震撼            
(4星)	 导演，演员的路还长            
(NA)	 从此以后，国产电视剧里汉魏晋唐三国演义都开始说“诺”咧~            
(4星)	 司马迁一出场，我就惊呼：“太史公还真MAN！”            
(5星)	 真实与演绎之间            
(4星)	 前半部节奏太慢，后半部节奏太快            
(5星)	 我最喜欢的皇帝。。。还有一个就是武则天            
(5星)	 不错的一部历史剧，中国的君王政治，值得光看。            
(5星)	 蛮不错..            
(4星)	 够气势！            
(3星)	 一般般            
(4星)	 一部看完后热血沸腾的电影，四首听完后热血沸腾的主题曲            
(4星)	 有政治倾向的歌功颂德片            
(4星)	 题材还是不错吧，可惜太多技术上的问题了，叠化等用来修正错误的特技也太多了太明显了，可见其前期准备不足，后期人才不够，国产剧的通病，全当消遣看看还是可以的            
(5星)	 汉军威武            
(5星)	 用N82上.264看完的一部电视剧            
(NA)	 热爱华夏历史,拥有5000年的历史,不是每个民族都能有的幸运.我们有!            
(4星)	 波澜壮阔            
(4星)	 我独爱的千古一帝            
(4星)	 值得一看！            
(5星)	 必看历史片. 只属于我们的历史.很喜欢陈宝国的表演!             
(5星)	 经典            
(4星)	 其实不是一开始看就觉得好看啦不过看到后来确实好看了OTZ            
(5星)	 这么好看的历史剧居然出自女导演之手，惊诧极了！            
(3星)	 磨机死啦~            
(5星)	 经典电视剧            
(5星)	 看完电视剧，再听王立群的读史记，更加深刻的理解汉武帝了            
(4星)	 胡玫的历史剧都不错            
(5星)	 五星，的确拍得很好。有机会买本小说来看看。            
(3星)	 读过史记的人，看这个可能会吐吧……主啊，宽恕我的刻薄吧            
(5星)	 最优秀的“漢代电视剧”，不可错过的中国优秀古装剧！小玫子万岁！            
(5星)	 经典            
(4星)	 虽然有错误，但是人非圣贤，孰能无过             
(5星)	 看了这种片子能让人对历史有些感觉            
(5星)	 陈宝国的演技不错，整个连续剧的制作很认真。            
(2星)	 跟原来预料中有一点落差~不是很好看，没什么历史的味道            
(5星)	 壮哉，汉家男儿!            
(5星)	 实力派演员很多            
(5星)	 大爱            
(4星)	 大风起兮云飞扬，演出了有汉一代的那种勇猛奋进，演出了英雄时代的人物风流。            
(5星)	 帝王气概！陈宝国的演技那也是一流的啊！！            
(4星)	 历史剧 我一般都很喜欢            
(4星)	 看到最后有点郁闷的说。。。            
(5星)	 小皇帝和霍去病都很萌。            
(5星)	 非常经典            
(3星)	 史料还算丰满，该点到的基本都有了。节奏是一贯的拖沓。剪辑很多时候很做作，感觉是使出吃奶的劲去装酷，结果装得很糟糕。两倍速看还行。            
(5星)	 那无尽的风情            
(5星)	 饿滴卫帅呀~~饿滴霍少呀~~            
(5星)	 非常好看..            
(4星)	 3年前看的，现在基本也忘了很多.            
(NA)	 帝王戏就看了他 寝室一丫头看的             
(5星)	 虽然有一些历史性的不足，而且因为某些民族政治原因或者导演班组本身的不足，并未能达到内心或者史书般的完美。可是，还是很优秀的片子。他建立了一个国家前所未有的尊严，他给了一个族群挺立千秋的自信，他的国号成了一个民族永远的名字。汉            
(NA)	 拍得很好，但跟历史还是有点出入            
(5星)	 非常好看的历史剧。哈哈，央视拍帝王片果然天下无敌！            
(4星)	 剪辑有问题，不少，但比想象的要好的多。            
(NA)	 一个让亿万华人为之自豪的王朝！            
(5星)	 我最喜欢的电视剧            
(NA)	 很好            
(NA)	 共同期待的那个永恒的春天            
(4星)	 大气的感觉            
(4星)	 历史剧，个人一直很喜欢            
(NA)	 扬我国威            
(4星)	 不错。            
(5星)	 壮哉，汉朝，壮哉，历史            
(3星)	 前半部分还不错  后面过注重还原史记故事人物刻画的非常无力            
(4星)	 剧情不错，但拍得有些粗糙，就当学学历史吧            
(5星)	 辉煌,气势,英雄,理想            
(NA)	 一个传奇男人            
(5星)	 片头的音乐画面极美，剧本台词也很好            
(5星)	 气势恢宏！            
(5星)	 完美 太好了             
