http://movie.douban.com/subject/3402975/	败犬女王 敗犬女王
(4星)	居然连续看了好几天 几百年没看过电视剧啦喂~
(4星)	推荐看前半段，后半段就重回狗血剧了。
(NA)	春枝木有跟庙公在一起呃。。阿西哥啊你就差一点点内！这句话经典——女王对小草莓吼道：“我念小学的时候，你才是颗受精卵！”
(5星)	终于看完了！前面都快忘记了，最后几集竟然是讲现实的。完美的范本。
(5星)	我还真是挺喜欢这个剧的。。。
(4星)	我竟然又通宵看台剧了，呃……“有些对象在你生命中/ 刚开始出现的时候呢/ 你会眼睛一亮/然后你觉得就好象火花一样灿烂 /但当你冷静之后呢 /你会觉得这只是人生中小小的点缀 /就像路旁的路灯 /你开车时一盏一盏的亮起来/ 但到了最后你会发现 /最值得你停留的地方还在前方”
(2星)	看不下去了
(NA)	十分没有安全感的大结局。。。
(NA)	为什么你们都说不算帅!小天真的很帅好不好!身材好又好看还阳光比猪头四之流好太多了!
(4星)	应该是目前最喜欢的一部台湾偶像剧了。18集的告白灰常好~~ 阮经天90分。最后穿西装皮鞋的样子还真是有点不习惯= + = 
(4星)	不做作的台剧
(3星)	没看完。但这种女强人的感觉真的很好。前面部分很舒服。
(3星)	喜欢杨谨华
(3星)	剧本硬伤
(4星)	无所谓败犬还是胜犬，关键是女王哦
(NA)	累
(NA)	看N遍
(4星)	抬头看着阳光 总有微笑的理由~
(2星)	看了半部 實在看不下去了...我嘗試努力過了
(5星)	好好体啊~~~~LOVE IT~
(5星)	有阮小兔的剧绝对是无敌好剧呀！ 允许我色色地【超过】一下(*^__^*)  只不过后来在模仿三顺就是了
(4星)	近期觉得不错的台剧了。剧情、编剧、演员、服饰都还不错，第一次感受到阮经天的魅力。
(NA)	败犬正流行。
(4星)	我最近很妖孽
(4星)	作为偶像剧，很不错了。人设和细节都很精彩。“我不是公主，我是女王。”
(3星)	温升豪比较吸引
(3星)	看到第十集之後就開始疲軟了。
(NA)	哎．多久没看泡末剧了．
(4星)	台剧。没想到自己会看完。是有趣的、有一定洞察力的、好好写好好演的，所以推荐。
(3星)	女人可以享受男人 但千万别依赖男人多看看觉得阮经天也不咋地 我已经看不到美男了囧
(4星)	总有感动之处存在。。
(5星)	其实我还蛮喜欢小天的……
(4星)	你看不到宋允浩的痛苦，但无双的我看到了
(4星)	结婚不是故事的结局，而是考验的开始。我不是公主，我是女王。                        ---《败犬女王》
(NA)	自强不息了只能~
(3星)	那个前男友出现后。。就无剧情可言了
(5星)	第五个星的价值在于，给33岁的女王们，不向人生低头的女王们。另，灵感是来自韩剧达子的春天吧？
(4星)	啊呀，LUCAS我好喜欢
(4星)	败犬女王哦！
(5星)	看到现实的界线，淡入淡出。
(5星)	轻松的 让自己快乐。人要对自己好一点。我竟然哭了
(4星)	杨谨华真的很漂亮，气质很像欲望都市里的凯莉
(4星)	完人通常是孤独终老的……
(5星)	虎头蛇尾！
(NA)	后面就俗套了 还是抵不过工作狂人啊
(3星)	允浩之后扣一颗星 
(NA)	他们差了八岁 而我们只差了……
(4星)	你当摄影师,我当记者,我们一起走遍世界.那些梦想闪光的日子,也是闪着泪光的回忆
(1星)	看不下去台剧！
(4星)	貌似俺挺少会直接给4星，俺没犹豫的这一部，居然是湾湾的偶像剧，而且是都已经过了看这个的年纪，还HC阮经天，我彻底晕掉了。。。。。不过值得一看~可惜的是最后两集是全局的败笔，哎。
(4星)	把30+女人的生活拍得这么梦幻，你让现实中的败犬怎么过啊。。。
(2星)	女主角太主观自己的思想了 一部开始还有一点兴奋 到后面觉得。。。 的片子
(2星)	般般
(4星)	阮经天好帅
(4星)	败犬常有，卢卡斯不常有
(4星)	一星给小天会放电的眼睛，一星给梁静茹可爱的歌，一星给前十一集让我花痴的死去活来的剧情，一星给那个六年……
(5星)	奥奥奥太好看啦！！！
(3星)	结尾扣一星，韩佳佳和割喉扣一星。
(4星)	十多年没看台湾偶像剧了,终于结束哭哭啼啼声嘶力竭的场面.这部看起来不错,轻松幽默,两个主角都讨喜. 编的台词也不错, 虽然偶而也有点小肉麻, 现实中要这么谈恋爱可真是要累死了, 不过总体来看, 仍是推荐的偶像剧.
(5星)	我是败犬 哭到惨烈
(4星)	除了那个似乎应该的结局，余下的很美好。。
(5星)	我喜欢那个御姐~！
(4星)	人生是一个梦想连着一个梦想。你心中有什么，就能看到什么。
(4星)	终于看完了，可惜生活不是偶像剧。败犬已近，女王没戏。
(NA)	偶像剧中不错的一部。开始回归现实，回归真实，回归感动。
(4星)	只看了1-10和大结局。中间十集没有看也不喜欢看。我假装一切都很美好，从开头到结尾
(4星)	第一个完整看的台剧
(4星)	女王不是谁都可以当的那么坦荡的
(5星)	爱要及时，没有如果 
(3星)	女生不管多少岁，都是女生，都会有小心思。阮经天身材好好哦，O(∩_∩)O哈哈~
(4星)	我终于理解为什么之前身边的女生都吵着说自己以后会是败犬，可是，到你真正32岁6个月的时候，你真的有把握能遇到卢卡斯小弟弟吗？或者曾经的学长会回来找你？几率很小吧。。。
(5星)	2010.11.13终于看完了
(3星)	第一次这么投入的看台呕=O=全凭杨小姐那句“我是女王”吸引了。前几集真的很好看。御姐十足啊。随后就零散了。搞得莫名其妙= =自认为18集两人重逢了这剧也该结束了。没想到还有= =拜托，给观众多点遐想不好么。=O=╮(╯▽╰)╭  后三集我实在看不下去了。虎头蛇尾.
(4星)	呃，继韩剧之后我竟然又看了台剧= =
(NA)	杨谨华 
(4星)	一直不排斥姐弟戀，差8歲真的是問題么，我喜歡這樣的感覺，小天真帥
(5星)	天上地下有交代...be dead and to rise from the dead如果愿意想开 其实一秒钟就可以想开了 不是吗
(5星)	这个城市有规定出来混的都要两个人吗？我一个人也可以过的很好，因为我是女王。
(4星)	孤独是需要勇气的。。。
(4星)	无聊的时候看看这种片子挺好，不用动脑子，不用想剧情，俊男美女有益身心。33岁都能碰到对的人，我们还怕什么？不过阮经天笑的时候扬起的嘴角真可爱呀！
(4星)	值得关注的话题~~~不值得关注的演员……
(2星)	我就是不喜欢姐弟恋~:P
(3星)	以23岁的年龄看33岁的败犬，看出无限感慨，女王的寂寞。
(NA)	我承认好久没有这样弱的一部电视剧让我这么感动了，我也承认我现在对它的喜爱多数是因为我现在的情绪。它真的对我帮助很大，教我忘记过去，教我从过去走出来，教我原谅，教我相信真爱。。。。教我继续这样的被人伤害，我想一切终会过去吧，我也会有自己的生活，也会过得很好的吧
(3星)	冲在阮经天的份上
(4星)	值得学习的女人
(NA)	我承认我很无聊
(4星)	明显学长比较好
(5星)	个人觉得，好多年没有看过这么一部对女性如此有教育意义的电视剧了。
(5星)	我是女王爱草莓
(3星)	帅哥靓女就是偶像剧目的吧，为啥剧情这么狗血呢。。。。不能对台湾偶像剧要求太高
(4星)	一直看到结尾。
(3星)	剧情很达子的春天 挺一般
(NA)	难看。浪费时间呐。
(NA)	我发现阮经天真的蛮。。友爱的。。虽然他长得不好看。我很喜梁静茹的ost
(4星)	不错
(4星)	人生的过程就是一个梦想连结着下一个梦想，如果有被搁置的梦想，就赶快实现它吧，或许我们就会找到继续前进的意义和动力。
(4星)	不知道什么时候流行姐弟恋了。。。不过感觉还是蛮好的，嘿嘿~~
(4星)	杨谨华的表现比熟女欲望日记、白色巨塔、一八九五都更为出色。但是，配乐是败笔。
(5星)	童话了。。。真的童话了。。。
(4星)	剧情没啥意外 不过很浪漫 女孩子会喜欢
(3星)	学长长的蛮英气的
(5星)	男女猪都是我喜欢的类型
(NA)	你值得被真心对待。
(4星)	北极熊走了。鳖女最后还是选择了小草莓。。。现实生活中。真地会这样吗？。。。Is that the meaning of trust your feeling?...Puzzling...
(4星)	OK啊。如果我是女王我也会爱小草莓。只不过这只小草莓眼睛是够小。
(NA)	这是个童话 &amp; 原来蝌蚪眼也可以很帅
(4星)	“嘘~你现在叫我是为什么 是想要告诉我你突然改变主意打算要跟我在一起 你是要告诉我 我想要听到的答案吗 如果不是 那就不必了。”在转身被叫住的瞬间，背对着说出的这段话，配乐是梁静茹的《情歌》。
(5星)	非常非常好看，除了16、17是小败笔。
(5星)	共感。
(4星)	偶像剧里算不错了 不过现实世界是只有単无双 没有其他人的
(3星)	结局太令我失望了。。北极熊学长&gt; &lt;
(3星)	不喜欢女主的性格，硬邦邦！！！
(4星)	越看越像日劇around 40
(3星)	花吃一把后也弃了
(3星)	看了几集 不想看下去了~~ 突然的 
(5星)	一直相信真正的爱情能超越现实。最后两集很感动，不是因为所谓的车祸环节，而是因为里面的挣扎和告白，很真切！！！！勇敢去爱吧。
(NA)	我觉得比命中好看。
(5星)	属于败犬的happy ending
(4星)	哎~ 我又沦陷啦 一边看一边幻想着有个小帅哥被我收服。。。哦~ 我爱做梦《熟女日记》后再见杨谨华 熟女 我稀饭~~~
(4星)	大龄女青年手册+偶像剧。一直都挺喜欢神经大条女。好喜欢无双妹。看得迷恋咯
(4星)	剧情虽然还是俗套 但男女主角很惹人怜惹人爱 不讨嫌.  
(5星)	赞啊赞~~~
(5星)	虽然很多人对台湾剧不屑，但是我很喜欢这部剧，与其说有时候看到自己的影子，不如说，更能让我在这座喧闹的城市静下心来，慢慢审视自己，回忆过去，然后重温爱情的感动。好像现实外表长为大人的自己，看见内心那个不愿意也没有长大，单纯傻傻的自己，然后才知道自己一直都没有变，一直都很渴望爱。
(4星)	不落俗套，甚有惊喜
(4星)	开始很好，后来就纠结了
(5星)	天啊，赐我一个卢卡斯吧。。。
(4星)	上学期看的，今天偶然提到Lucas那些情节依然感动于心，如何放下過去的傷痛，再度相信不離不棄的愛情就是主题……
(4星)	小天在里面很温柔可爱
(4星)	可看，但还是觉得有点童话。。
(NA)	没看完。小天天~~~~后来我看完了，学长啊，太难以抗拒了。
(3星)	姐弟恋！！！！！！！！！！！！！
(NA)	好看
(4星)	小草莓和北极熊，难以取舍~
(4星)	托小天的福 我也开始欣赏杨谨华了
(4星)	好久没看泡沫剧
(4星)	当时觉得小眼阮经天帅得销魂啊
(3星)	还是受不了偶像剧做作的演技，当个消遣还行。每个年过30且未婚的女性都乏味寂寞么，这个观念不与时俱进到一个简直的程度。 
(4星)	败犬有人爱
(3星)	这是我看过的台剧中不做作的一部，还可以
(NA)	前半段还有新意，后半段很拖沓。
(3星)	算是湾湾剧里面能看的还是太狗血了= =
(5星)	明明知道我是女王控……对单无双完全没有抵抗力……角色行动不会煽情或者过火，这方面和某些特定台剧的风格不一样。
(4星)	主要是让我想起小朋友。
(NA)	这些年来唯一看完并且比较喜欢的偶像剧。
(4星)	人帅 剧情梦幻 
(4星)	不太爱看台剧 但这个不错 起码不恶俗 比起命中注定来女主角要好的多。喜欢 (*^__^*) 嘻嘻……
(5星)	很难得的一部让我反思良多的电视剧
(NA)	有着台湾偶像剧的风格，却也很写实
(4星)	看了一年终于看完了。反正我爱她学长，哭死我了。
(4星)	 
(NA)	三年后 很憋很狂妄 he&#39;s just not that into you。 —感谢上帝让我遇见你。—fuck off！浪费了我五年光阴
(4星)	前面更好看，后面拖沓，通病
(3星)	差8年算什么。
(4星)	超级喜欢！
(NA)	宿舍剧。
(NA)	小天~
(4星)	我也台剧了 = =
(4星)	后面咋觉得有些画蛇添足？其实我觉得各自分开就很好了啊，遇见新起点更加现实。。。。
(4星)	哇，太鼓舞人心了~~~~~~
(4星)	091012前五集觉得小天怪怪的还在想他怎么演技退化了，竟然是没有看出这部剧的一个梗，惭愧啊。纵然他在里面看上去又可靠又专一还是记得在[六号出口]里他踩着滑板呼啸过去的样子
(NA)	我c，我也看台剧了耶
(NA)	帅哥+搞笑+励志（算是啦）
(3星)	萝莉诚可贵，御姐价更高
(4星)	今天看完，迷上了~夸张到起床后脑子里第一个想法就是开电脑继续看!&#34;爱要及时&#34;
(4星)	那是的我幾乎看每集都會哭，不知是為劇情還是為自己。現在，我好多了，因為我明白，那是童話，因為他有美好的結局，所以與我無關！
(4星)	虽然有些情节慢到需要快进，不过整体构架还不错
(3星)	有殼但是是軟的，看起來傻傻呆呆的，咬起來卻痛得要人命。重點是一旦咬上了，就絕對不放口~
(4星)	女王XDD……&gt; &lt;
(3星)	也还好吧。没大家说的那么好看耶。
(4星)	这部剧跟我的人生理念太合了&gt;&lt;  就是节奏有点慢。呼口气，总算看完啦。
(5星)	喜欢 喜欢阮经天
(4星)	看到第3集，狗血得太明显，几乎要放弃…磨叽到12集觉得好看起来~18集喜欢上男女主，居然感受到力量~
(4星)	还是感动到了呢~
(5星)	顛覆傳統瞎掰的完美的台劇
(4星)	开始对杨谨华和阮经天很有好感了哦。很励志啊，年纪大，工作能力超强，刀子嘴豆腐心，濒临适婚年龄的边缘，刚开始好像人人都不爱她，可是最后其实人人都很爱她。最重要的是，她懂得怎么去爱自己了。姐弟恋的戏剧版本就是这样，让一步步走向大龄剩女正太控的我受益匪浅，要想得开，爱自己，有自信！
(4星)	粉是喜欢，金钟最佳戏剧大热，强顶！
(4星)	永远不放弃对梦想的追求
(4星)	 十足的御姐控  
(4星)	刚开始看时觉得很烂，看到最后时觉得很好。它好像不是那种让人反感的偶像剧，情节虽然有硬伤，不过让人不讨厌。对于大龄女来说，是个感情励志剧。
(2星)	剧情一般，但是宣扬的主题相当封建和保守
(5星)	希望我30岁的时候也可以遇到一个小我8岁的极品帅哥
(4星)	无双是水瓶座吧~哈
(4星)	女王SAME.
(4星)	嘿  阮经天~
(4星)	作为台湾剧而言还是不错的。
(3星)	如果我年轻3-4岁 我会很喜欢看的 
(3星)	确实过了看偶像剧的年龄了。
(5星)	2009年8月下旬。我没想到自己会这么疯狂，通宵达旦。小草莓也懂深情，败犬也值得拥有真爱。卢卡斯，你是每个女性的梦中情人。
(5星)	宁缺毋滥
(2星)	一般般啦
(3星)	30来岁的单身女人很多，但的这么有能力的少，有能力而又美丽的更少，有能力又美丽还能碰上这样的帅小伙的女人更是凤毛麟角。所以败犬很多，女王却也就那么一两个。
(4星)	开头那几集看的我倍有感触，喜欢男主女主！男主实在温柔的不行~
(5星)	我心情的写照
(NA)	我竟然可以在明知梁狗血包办了片头曲、片尾曲和插曲的情况下还愿意冒着被洒一身狗血的危险不拉快进地看完了。我完全被自己的无聊吓到了。
(4星)	算是一部励志片。
(4星)	剩女和剩女预备军都要看
(5星)	台词相当精彩，小天还是很帅很很很帅！
(4星)	嗯，在这个信息越来越发达，社交越来越匮乏的时代，剩女就成了一个标志性的社会现象。这个片子赢的就是共鸣吧，拖拖拉拉的看完了，一些台词很赞很有启发。两个主角也都很有魅力，喜欢单无双独立的个性！静茹在后面的客串太拘谨了，表情好严肃哦！！
(4星)	一个人想变成二个人，就这么难么？我喜欢单无双这个女子。
(4星)	阮经天进步好多
(5星)	FOLLOW YOUR HEART.
(4星)	看到11集。因我爱的是北极熊，不是小草莓。
(3星)	看来我已经十分不适应偶像剧的演技了
(5星)	给它五颗星仅仅是因为脱俗的偶像剧剧情
(5星)	天啊 卢卡斯 太完美了 
(3星)	的确虎头蛇尾
(3星)	果然11集对我来说就是完美结局了~
(4星)	我喜欢阮经天。
(4星)	还不错~~~明明是我自己无聊。。。哎~
(4星)	en......阮经天很帅，身为败犬看败犬，挺好玩。
(4星)	不赖哦~没那么多2B情结，也不拖沓~小天演得很流畅~温升豪蛮帅的~杨谨华更不用说了~不错
(4星)	喜欢啰嗦的唐僧
(3星)	越往后越不行了，主要是为了看阮少
(5星)	珍藏
(3星)	为了纪念我和肥子在乱葬岗最后的一段日子，姑且算它“还行”吧~
(5星)	谁说单身就是败犬  bullshit
(5星)	喜欢
(3星)	不过如此。
(5星)	我爱无双！
(4星)	就是偶像剧。不过。。。。。它帮助我哭了~~~痛快~
(5星)	看过最不造作的台剧，美中不足的是剧情有点虎头蛇尾。杨谨华的表演很有层次；阮经天，演技派的个性型男，也太帅了吧，口水。。。很多台词都值得仔细摘到NOTEBOOK里面，梁静茹的专辑很温馨很疗伤。
(4星)	台剧的结尾总是让人这么的郁闷！不过比起《命中注定我爱你》几个女的在草地上生孩子的结尾，这个结尾好了很多了！
(3星)	又不是每个年过30的败犬都可以做女王的。。。 女人，你偶像剧看太多了！
(4星)	恩，社会问题。家长太开明。。不现实
(NA)	很喜欢阮经天，太帅了，剧情也很好．尤其看到和学长的误会解开那时，内心好纠结．
(4星)	懂得爱自己的女人才是最美的~
(4星)	阮经天太好,单无双用外表的强悍来武装脆弱的心灵~ 
(2星)	在台湾肥皂剧里面还算稍微用点心思的
(5星)	小天，你不要再出来祸害人间了T-T我也愿意当33岁的大姐啊……
(NA)	我也不想当败犬，可是我依然坚持我的爱情信念
(5星)	剩女爱情
(5星)	女王~~
(4星)	难得~ 偶像剧也能让我陷进去~ 我承认，我有点儿没大脑了，可是我多么想成为一只如此蒸蒸日上的败犬啊~~
(4星)	只有全速奔跑，才会有更完美的人生。
(5星)	我唯一看过的一部台剧。从来是排斥的，这部打满分。
(5星)	喜欢剧里阮经天的形象，假如真有这样一个男朋友，就算年龄有差距，又何妨呢？
(4星)	看多了..才会知道偶像剧就是偶像剧..
(4星)	败犬胜犬有何差别？
(4星)	凭感觉or凭条件
(5星)	很好看，很感触，想想自己三十三会是怎么样…… ~喜欢单无双！！好有气质~卢卡斯好帅啊，好体贴的一小男朋友~~
(4星)	大龄女青年的爱情童话……不可信。女主的OL打扮值得借鉴。说不定是我的最后一部偶像剧。
(4星)	JJ 满帅的
(3星)	非我囊中物
(NA)	还可以。。。
(NA)	还可以 男主角可是超帅的啊 ~  哈哈
(3星)	8年。。那么，今年你15，未成年。
(4星)	没看完，，，，，，，
(4星)	居然姐弟恋了
(3星)	开始10集不错
(4星)	相差8岁的距离，让一个故事变得有趣。
(4星)	喜欢听台语对白，好亲切呀~那个唐先生真是叫人吐血。第十集之后开始趋向狗血...然后只能快进着瞧
(4星)	多人力荐的。。
(4星)	看学长和Lucas对无双的争夺时看到的是爱情，但到最后无双选择了Lucas后，Lucas也就被栓上了一个无形的枷锁，8年，这个差距真的太大了。但到最后，必须要有付出，才会有最后的结果，他们做到了。但是还是喜欢无双和学长在一起的时候，他们很快乐，很幸福，也很般配。
(NA)	确切说没有看完，只看了前五集和最后一集突然好喜欢阮经天哦
(4星)	断断续续的看完了，哈，只是不舍看学长难过，我不喜欢小草莓，就是喜欢大叔，大叔，大叔，大叔，大叔，哈哈
(4星)	虽说我还未到女王的年纪，但揣揣已有危机感，如何活得漂亮，系女人永远的课题。
(2星)	俗套。。。
(4星)	追此剧完全是花痴的结果，男主实在够邪又太hot。18集关于登山的电话，笑昏。最后几集，没看
(4星)	女人，只有真心喜欢现在的自己和状态，才能活出最好。相信自己，爱情、工作，一切想要的，最后都会出现的。
(NA)	给剩女看的童话.越后面越狗血
(5星)	与那些幼稚的偶像剧不同，喜欢女王，喜欢小天~
(3星)	鳖女无罪鳖女无罪
(2星)	看了一集，弃，看不下去了，阮经天那长得能叫偶像吗？！姐弟恋多了去了，不必非看这一部
(NA)	不错。败犬的脆弱，和小男人的成熟。
(4星)	Old storyline with some funny dialog
(5星)	让人感动又温暖
(5星)	这根本不是偶像剧
(5星)	小草莓的爱情真甜蜜。
(5星)	请你别用这样的爱情赚取我的眼泪。
(5星)	棒極了，看完都很捨不得。。水瓶和獅子的性格刻畫得准到。。
(4星)	前半部分不错直到没男二什么事以后就弃了
(NA)	哈哈卢卡斯好看的
(4星)	魔女由熙的成功版
(4星)	女王的卖相我很喜欢
(4星)	很美很好的爱啊！
(4星)	没想到还有这么不搅扰造作真是自然的台湾偶像剧
(5星)	做个败犬也未尝不好~~
(NA)	企鹅和北极熊。单身贵族。
(5星)	我要嫁给阮经天！！
(5星)	休息的时候看看台湾偶像剧还是不错的。身心愉悦。
(3星)	到10多集就不太想看了。匆匆看了个结尾算完成
(3星)	我真有耐心。
(NA)	唉。工作需要。不得不看=(
(3星)	true
(4星)	老牛吃嫩草~欧耶
(1星)	莫非是我老了？
(4星)	肥皂剧肥皂剧，我爱肥皂剧，哈哈
(5星)	我大方的给你五星，因为老娘已经脱离台湾偶像剧太久了。前面比后面好啦~
(5星)	那个能让我在他怀里哭的人，回来了。
(NA)	“你值得被真心对待。”
(3星)	我自己就是败犬。
(4星)	不要这么老了还没人要啊啊啊~~
(3星)	台词超经典。可惜烂尾了- -
(NA)	菲菲强烈推荐。
(5星)	太爱小天了
(3星)	这只是电视剧
(4星)	谁说败犬就意味着悲惨、孤独、绝望？败犬的人生可以是快乐的，自由的，积极的。浪漫偶像剧的大结局通常都是：公主嫁给王子，从此他们过着幸福美满的生活。《败犬女王》的结局有点不一样：公主没有嫁给王子，但他们却过着幸福美满的生活。
(3星)	女主角挺顺眼
(4星)	上帝请给我一个卢卡斯。
(5星)	哭到爆的一部剧。
(4星)	其实最后一集一直没看。。。
(4星)	现在流行剩女，所以这类剧情似乎会让很多人产生共鸣，虽然我已经与剩女无缘，但是都是女性，所以女性的独立感还是很有共鸣的，阮经天就不多说了，温情细心的角，杨谨华的霸气倒是有郑秀文、杨千嬅的味道，看起来还是过瘾的
(4星)	好吧我承认我喜欢动态阮经天。
(NA)	看完觉得很爽~~~哇哈哈·~
(3星)	除前面八集以外，其他的都很凑合
(3星)	有时候，将就比不将就还难。
(2星)	看过两集
(4星)	小天又变帅啦~~~
(5星)	超级无敌好看`` 杨谨华和小天很配哦``谁说单身就是败犬`` 我们是女王`` 哈哈``
(5星)	很搞笑，接着逃不开所有偶像剧的命运，开始纠结，开始痴缠。里面经典的台词太多了，看起来特别容易对号入座。而故事有大圆满，现实中未必。
(3星)	以前不看的 不过蛮好看
(3星)	如果计算机没考好我就把星级改为一星。。谁叫我看你来着！！
(4星)	貌似是我跟的第一个台剧
(4星)	阮经天真比明道帅
(4星)	拖戏太明显
(NA)	我的最爱。。小天天啊。。我要吃你。可惜你在台湾，可惜你是艺人，可惜我只是在幻想。。。爱，大爱，非常爱
(3星)	如此多的情节、心态、OS都似曾相识~~真是引发共鸣啊~~——以上写自允浩出现以前。出现以后的剧集太平庸
(4星)	难得我能坚持5分钟的偶像剧。恩。成熟御姐和幼齿愣头青年。
(NA)	有精彩的台词，太罗嗦。
(3星)	比较四不像，尤其在草莓和无双正式开始恋爱之后，要嘛就拍成完全脱离现实的偶像剧。但很可惜，主角不够帅；要嘛就拍成姐弟恋的种种困难，最后被迫分开，但很可惜，编剧不够帅。  不过倒是新闻女的形象很出众，祝愿天下新闻女都能有一个美满幸福的家庭。
(3星)	02 看不下去鸟~
(5星)	恋爱胜过天。
(5星)	谁知道呢……还有七年……给未来的自己
(4星)	一个人又怎样？没有爱情又怎样？年纪大了又怎样？我一样可以一个人活得很开心。
(4星)	幸福的标准，应该由自己决定。
(4星)	杨谨华属于第二眼美女，很耐看~
(NA)	开头结尾省中间儿,看剧越来越不专业...
(3星)	因为一个测试说我的败犬指数是80%。要看来预防或者有所帮助~我还是很HIGH偶像剧！！
(4星)	要不要这么超过啊，嫉妒的要死人啊
(4星)	美好的姐弟恋~ 省略了小说结局的悲惨~推荐
(4星)	大家看我也看。
(5星)	不一般的偶像剧
(5星)	因为剩，所以很有共鸣
(4星)	又一部开头好结尾俗嘅偶像片，还好，有些少内涵
(3星)	最近有败犬恐慌
(5星)	学长很帅 杨谨华真耐看
(NA)	八年的距離...如果真能遇到對你這麽貼心的人就好勒哈...
(4星)	bull shit~~有的是自信。前半段很好看，后半部分很俗。
(4星)	终于追完瞭~
(5星)	害我掉了不少眼淚呢。
(4星)	看到後來有點膩 不過終於結束了 沒有命中好看
(4星)	越来越平淡
(3星)	开头好，结尾差。
(NA)	其实我骨子里是希望自己变成单无双那样的人的。
(5星)	最后一集哭的我是……哭累了。
(NA)	即使是败犬也还是女王。
(5星)	台词经典，人物喜欢，但还是喜欢大团圆T T
(5星)	男人不是女人幸福的终极保证，自己才是。
(4星)	趁还有爱, 放手一搏！
(2星)	后面就差劲了。。
(3星)	bug多
(NA)	30多岁还嫁不出去就是个噩梦&gt;.&lt;
(4星)	越往后面越鬼扯...前十集很好看。
(4星)	很久没看合适的台剧了 小天 看吧 在米迦勒的时候就说你一定会红的！！
(4星)	值班时败犬+白娇支持我的生命~~
(NA)	12.5
(4星)	不錯的輕鬆愛情喜劇,後面太拖戲啦!
(2星)	看过一集，过了那个年纪了。
(4星)	再回头看败犬女王还是有流泪的冲动~多希望我也有女王般对抗全世界的力量！@卢卡斯~~蒙死你！！！！！！！！！！虎头蛇尾  亏我前面 那么 看好小天和 女王 ！后来多了太多的路人甲乙的烂剧情
(3星)	有些对话不错，Lucas这个角色我喜欢。
(NA)	我94觉得它是反生活剧集 = =
(4星)	相差8岁是个大问题，心相印问题都能解决。
(NA)	男演员挺帅~
(4星)	爱上了小天
(5星)	前面好看。18集后面都是多余
(4星)	独立的女人最美丽~
(4星)	勇气是一点一滴累积成的。
(4星)	爱要及时，没有如果。
(4星)	小天真是太帅了~~~他穿衬衣真的真的太有型了！！
(5星)	这个败犬最终找到了自己的白马王子，而现实中的呢？
(4星)	小天小天小天！
(4星)	狗血情节的优质台湾偶像剧
(2星)	看到13集看不下去 拉着时间轴一路狂奔
(4星)	人物的刻画很细腻。总是能不声不响地钻进你心里。
(4星)	迟到的人只配得到枯萎的花。无论你有多么天大的理由，都错过了最美的花期。我，不会为任何人等待。
(4星)	实际上败犬真多 女王没几个 好男人 更别想了
(4星)	学长出现前五星，出现后四星。剩女必看
(4星)	人生哦..
(4星)	不管败犬胜犬，人生终究是演给自己看
(3星)	唯一看了流泪不止的台巴子剧...
(4星)	开始喜欢上小天和谨华~
(4星)	啊啊啊,让我也当一回败犬吧.
(5星)	卢卡斯。。。仅仅是种信念
(4星)	女生到了30还没嫁真的会沦落至此吗？
(5星)	爱情也具有主观能动性。不现实的台剧终于现实了一点点。只是现实中，不会有卢卡斯。
(4星)	不能忍受的结局，但是也是情理之中的。感谢我的啦啦小姐的推荐。
(4星)	8岁我接受不了！
(4星)	Would you stay with me?
(3星)	到了10集以后就没什么意思了。。。而且，演允浩学长的居然就是最遥远的距离里，和镁搞婚外恋的人。。。风格变化太大咯。。。
(4星)	本来想给三星的，可发现大部分人给了四星，我就知道我又另类了……其实 我觉得允浩更适合无双姐姐~8岁的差距实在太大了！难道我应该找个98年的？！绝不可能~
(NA)	OK 我也要当败犬女王！
(5星)	喜欢喜欢喜欢！也是每星期等得很辛苦。
(5星)	有一只鳖...每天仰着头望着远方，别人问他，你在做什么呢？它说，我在晒太阳啊~ 但其实呢~ 它在等一只海豹....
(4星)	喜欢上阮小天，呼呼。
(4星)	身为偶像剧还是差不多够了··
(4星)	小天好帅~
(4星)	前几集好看，后面实在扯淡~要不是为了谨华，肯定看不下去~
(4星)	突然发现杨谨华也是射手座A型
(3星)	杨谨华，记住了。轻熟女，不错啊。表演不错，容易引起人的共鸣
(4星)	八年这条线并不是这么好跨的
(4星)	要不要这么幸福浪漫....
(3星)	没看完
(4星)	二十三岁出国，二十五岁在自己理想中的公司上班，二十八岁嫁给学长，三十岁之前骑单车去环岛，四十岁的时候有满满两千万的存款，五十岁退休的时候和老公环游世界……
(4星)	比起一般的台湾偶像剧稍微好点所以加了一星
(4星)	到最后只要自己觉得幸福就好~其他都无所谓~
(4星)	不是每个败犬都能碰见卢卡斯这样的男人。所以，要做女王，但不要做败犬。
(4星)	原来每一个女王,都曾经是LOLI......
(5星)	我就是女王爱要及时 没有如果
(5星)	我居然又开始看台湾偶像剧了……阮小天很萌~ 女王很有爱~~~没人一开始就觉得那个佳佳做作的要死么……JJ也蛮Q的呀其实……对学长无感……
(3星)	男二号帅的
(4星)	宋允浩是个王八蛋！我不喜欢卢卡斯不过主题歌很好听~~
(5星)	你值得被真心对待。
(5星)	勇气不是天生的，是一点一滴累积的。
(NA)	达子~
(3星)	只要我们在一起就都ok啦 嗯 假到很好看~
(4星)	我就喜欢看这个偶像剧，怎么着吧．２５岁不给看啊！！
(4星)	结尾有点拖，比anego要幸福童话一点
